date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2012,"ULM @ Starkville, Miss.",3-1,4.0,0,60.0,27.0,168.0,0.196,57.0,2.0,11.0,93.0,1.0,8.0,0.0,67.0,0.0,ULM,4,15.0,6.75,42.0,14.25,0.5,2.75,23.25,0.25,2.0,0.0,16.75,0.0
08/25/2012,"Jackson St. @ Starkville, Miss.",3-1,4.0,0,52.0,33.0,147.0,0.129,48.0,10.0,4.0,75.0,0.0,14.0,3.0,69.0,0.0,Jackson St.,4,13.0,8.25,36.75,12.0,2.5,1.0,18.75,0.0,3.5,0.75,17.25,0.0
08/25/2012,@ Mississippi St.,3-2,5.0,0,65.0,34.0,214.0,0.145,60.0,2.0,10.0,111.0,1.0,20.0,2.0,78.0,0.0,Mississippi St.,5,13.0,6.8,42.8,12.0,0.4,2.0,22.2,0.2,4.0,0.4,15.6,0.0
08/31/2012,"Southern Utah @ Savannah, Ga.",0-3,3.0,0,36.0,20.0,96.0,0.0,34.0,6.0,6.0,38.0,1.0,4.0,0.0,45.0,0.0,Southern Utah,3,12.0,6.666666666666667,32.0,11.333333333333334,2.0,2.0,12.666666666666666,0.3333333333333333,1.3333333333333333,0.0,15.0,0.0
08/31/2012,@ Savannah St.,3-0,3.0,0,40.0,7.0,71.0,0.465,38.0,7.0,10.0,28.0,1.0,4.0,1.0,50.0,0.0,Savannah St.,3,13.333333333333334,2.3333333333333335,23.666666666666668,12.666666666666666,2.3333333333333335,3.3333333333333335,9.333333333333334,0.3333333333333333,1.3333333333333333,0.3333333333333333,16.666666666666668,0.0
09/01/2012,"UMES @ Savannah, Ga.",0-3,3.0,0,33.0,15.0,80.0,0.0,31.0,1.0,4.0,35.0,1.0,8.0,0.0,39.0,0.0,UMES,3,11.0,5.0,26.666666666666668,10.333333333333334,0.3333333333333333,1.3333333333333333,11.666666666666666,0.3333333333333333,2.6666666666666665,0.0,13.0,0.0
09/01/2012,"New Mexico @ Savannah, Ga.",0-3,3.0,0,20.0,22.0,106.0,0.0,20.0,9.0,3.0,43.0,1.0,6.0,1.0,33.0,0.0,New Mexico,3,6.666666666666667,7.333333333333333,35.333333333333336,6.666666666666667,3.0,1.0,14.333333333333334,0.3333333333333333,2.0,0.3333333333333333,11.0,0.0
09/07/2012,Tennessee St.,3-0,3.0,0,48.0,11.0,92.0,0.0,44.0,5.0,10.0,37.0,4.0,4.0,0.0,59.0,0.0,Tennessee St.,3,16.0,3.6666666666666665,30.666666666666668,14.666666666666666,1.6666666666666667,3.3333333333333335,12.333333333333334,1.3333333333333333,1.3333333333333333,0.0,19.666666666666668,0.0
09/07/2012,N.C. Central,3-0,3.0,0,38.0,11.0,84.0,0.0,37.0,5.0,9.0,37.0,1.0,4.0,0.0,46.0,0.0,N.C. Central,3,12.666666666666666,3.6666666666666665,28.0,12.333333333333334,1.6666666666666667,3.0,12.333333333333334,0.3333333333333333,1.3333333333333333,0.0,15.333333333333334,0.0
09/08/2012,Chattanooga,3-1,4.0,0,55.0,22.0,134.0,0.0,53.0,5.0,7.0,52.0,3.0,10.0,2.0,68.0,2.0,Chattanooga,4,13.75,5.5,33.5,13.25,1.25,1.75,13.0,0.75,2.5,0.5,17.0,0.5
09/08/2012,Troy,3-1,4.0,0,56.0,25.0,145.0,0.0,54.0,6.0,8.0,52.0,1.0,10.0,1.0,68.0,1.0,Troy,4,14.0,6.25,36.25,13.5,1.5,2.0,13.0,0.25,2.5,0.25,17.0,0.25
