date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2012,Pacific,2-3,5.0,0,59.0,27.0,191.0,0.168,55.0,3.0,15.0,74.0,2.0,20.0,1.0,74.0,0.0,Pacific,5,11.8,5.4,38.2,11.0,0.6,3.0,14.8,0.4,4.0,0.2,14.8,0.0
08/25/2012,Montana,3-1,4.0,0,56.0,20.0,164.0,0.22,53.0,11.0,9.0,82.0,3.0,16.0,0.0,78.0,2.0,Montana,4,14.0,5.0,41.0,13.25,2.75,2.25,20.5,0.75,4.0,0.0,19.5,0.5
08/25/2012,Washington St.,3-2,5.0,0,68.0,28.0,184.0,0.217,63.0,4.0,7.0,69.0,5.0,14.0,4.0,84.0,0.0,Washington St.,5,13.6,5.6,36.8,12.6,0.8,1.4,13.8,1.0,2.8,0.8,16.8,0.0
08/30/2012,@ Cal Poly,2-3,5.0,0,59.0,23.0,172.0,0.209,54.0,5.0,15.0,71.0,4.0,12.0,6.0,74.0,0.0,Cal Poly,5,11.8,4.6,34.4,10.8,1.0,3.0,14.2,0.8,2.4,1.2,14.8,0.0
08/31/2012,@ UC Santa Barbara,2-3,5.0,0,60.0,28.0,194.0,0.0,58.0,1.0,8.0,107.0,2.0,21.0,2.0,73.5,0.0,UC Santa Barbara,5,12.0,5.6,38.8,11.6,0.2,1.6,21.4,0.4,4.2,0.4,14.7,0.0
09/01/2012,"Northeastern @ Santa Barbara, Calif",1-3,4.0,0,45.0,27.0,141.0,0.0,42.0,9.0,5.0,51.0,2.0,14.0,3.0,63.0,0.0,Northeastern,4,11.25,6.75,35.25,10.5,2.25,1.25,12.75,0.5,3.5,0.75,15.75,0.0
09/03/2012,@ CSUN,1-3,4.0,0,59.0,21.0,162.0,0.0,57.0,3.0,4.0,65.0,0.0,12.0,1.0,68.0,0.0,CSUN,4,14.75,5.25,40.5,14.25,0.75,1.0,16.25,0.0,3.0,0.25,17.0,0.0
09/07/2012,"UCLA @ Honolulu, O'ahu",0-3,3.0,0,25.0,14.0,78.0,0.0,23.0,2.0,5.0,17.0,0.0,6.0,0.0,30.0,1.0,UCLA,3,8.333333333333334,4.666666666666667,26.0,7.666666666666667,0.6666666666666666,1.6666666666666667,5.666666666666667,0.0,2.0,0.0,10.0,0.3333333333333333
09/08/2012,@ Hawaii,0-3,3.0,0,24.0,18.0,83.0,0.0,23.0,0.0,2.0,29.0,2.0,2.0,2.0,27.0,2.0,Hawaii,3,8.0,6.0,27.666666666666668,7.666666666666667,0.0,0.6666666666666666,9.666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.0,0.6666666666666666
09/09/2012,"San Diego St. @ Honolulu, O'ahu",2-3,5.0,0,61.0,21.0,160.0,0.0,58.0,5.0,11.0,62.0,7.0,12.0,1.0,79.0,2.0,San Diego St.,5,12.2,4.2,32.0,11.6,1.0,2.2,12.4,1.4,2.4,0.2,15.8,0.4
09/13/2012,Denver,3-0,3.0,0,48.0,17.0,107.0,0.0,44.0,7.0,4.0,43.0,3.0,10.0,0.0,63.0,0.0,Denver,3,16.0,5.666666666666667,35.666666666666664,14.666666666666666,2.3333333333333335,1.3333333333333333,14.333333333333334,1.0,3.3333333333333335,0.0,21.0,0.0
09/15/2012,New Mexico St.,2-3,5.0,0,53.0,25.0,140.0,0.0,48.0,4.0,7.0,55.0,1.0,23.0,3.0,69.5,0.0,New Mexico St.,5,10.6,5.0,28.0,9.6,0.8,1.4,11.0,0.2,4.6,0.6,13.9,0.0
09/20/2012,@ San Jose St.,0-3,3.0,0,32.0,19.0,115.0,0.0,30.0,1.0,7.0,34.0,0.0,16.0,1.0,41.0,1.0,San Jose St.,3,10.666666666666666,6.333333333333333,38.333333333333336,10.0,0.3333333333333333,2.3333333333333335,11.333333333333334,0.0,5.333333333333333,0.3333333333333333,13.666666666666666,0.3333333333333333
09/22/2012,@ Utah St.,3-0,3.0,0,40.0,8.0,91.0,0.0,37.0,4.0,8.0,30.0,2.0,14.0,0.0,53.0,0.0,Utah St.,3,13.333333333333334,2.6666666666666665,30.333333333333332,12.333333333333334,1.3333333333333333,2.6666666666666665,10.0,0.6666666666666666,4.666666666666667,0.0,17.666666666666668,0.0
09/27/2012,Texas St.,3-2,5.0,0,63.0,17.0,153.0,0.0,56.0,5.0,4.0,66.0,4.0,12.0,0.0,78.0,0.0,Texas St.,5,12.6,3.4,30.6,11.2,1.0,0.8,13.2,0.8,2.4,0.0,15.6,0.0
09/29/2012,UTSA,3-1,4.0,0,59.0,18.0,179.0,0.0,58.0,9.0,4.0,86.0,3.0,22.0,2.0,82.0,0.0,UTSA,4,14.75,4.5,44.75,14.5,2.25,1.0,21.5,0.75,5.5,0.5,20.5,0.0
10/05/2012,@ Seattle U,3-2,5.0,0,58.0,20.0,177.0,0.0,54.0,12.0,12.0,77.0,1.0,20.0,1.0,81.0,1.0,Seattle U,5,11.6,4.0,35.4,10.8,2.4,2.4,15.4,0.2,4.0,0.2,16.2,0.2
