date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/25/2012,"Bowling Green @ Milwaukee, Wis.",3-1,4.0,0,50.0,26.0,146.0,0.164,49.0,8.0,5.0,77.0,1.0,16.0,2.0,67.0,3.0,Bowling Green,4,12.5,6.5,36.5,12.25,2.0,1.25,19.25,0.25,4.0,0.5,16.75,0.75
08/26/2012,@ Marquette,3-1,4.0,0,58.0,18.0,158.0,0.253,56.0,5.0,14.0,69.0,4.0,14.0,0.0,74.0,0.0,Marquette,4,14.5,4.5,39.5,14.0,1.25,3.5,17.25,1.0,3.5,0.0,18.5,0.0
08/31/2012,"Drake @ Las Cruces, N.M.",3-0,3.0,0,38.0,21.0,112.0,0.0,37.0,6.0,6.0,63.0,5.0,10.0,1.0,54.0,0.0,Drake,3,12.666666666666666,7.0,37.333333333333336,12.333333333333334,2.0,2.0,21.0,1.6666666666666667,3.3333333333333335,0.3333333333333333,18.0,0.0
09/01/2012,"Cincinnati @ Las Cruces, N.M.",3-1,4.0,0,54.0,15.0,131.0,0.0,51.0,6.0,5.0,61.0,6.0,4.0,2.0,68.0,0.0,Cincinnati,4,13.5,3.75,32.75,12.75,1.5,1.25,15.25,1.5,1.0,0.5,17.0,0.0
09/01/2012,@ New Mexico St.,3-1,4.0,0,59.0,25.0,138.0,0.0,56.0,4.0,7.0,55.0,3.0,10.0,0.0,71.0,0.0,New Mexico St.,4,14.75,6.25,34.5,14.0,1.0,1.75,13.75,0.75,2.5,0.0,17.75,0.0
09/07/2012,"Brown @ New Haven, CT",3-0,3.0,0,44.0,12.0,103.0,0.0,42.0,9.0,6.0,42.0,3.0,6.0,0.0,59.0,1.0,Brown,3,14.666666666666666,4.0,34.333333333333336,14.0,3.0,2.0,14.0,1.0,2.0,0.0,19.666666666666668,0.3333333333333333
09/08/2012,@ Yale,3-1,4.0,0,62.0,29.0,188.0,0.0,59.0,7.0,3.0,87.0,5.0,4.0,0.0,76.0,0.0,Yale,4,15.5,7.25,47.0,14.75,1.75,0.75,21.75,1.25,1.0,0.0,19.0,0.0
09/08/2012,"Villanova @ New Haven, CT",3-1,4.0,0,58.0,15.0,132.0,0.0,54.0,6.0,10.0,70.0,5.0,10.0,0.0,74.0,3.0,Villanova,4,14.5,3.75,33.0,13.5,1.5,2.5,17.5,1.25,2.5,0.0,18.5,0.75
09/14/2012,Delaware,3-0,3.0,0,42.0,7.0,96.0,0.0,41.0,3.0,5.0,50.0,2.0,16.0,2.0,55.0,0.0,Delaware,3,14.0,2.3333333333333335,32.0,13.666666666666666,1.0,1.6666666666666667,16.666666666666668,0.6666666666666666,5.333333333333333,0.6666666666666666,18.333333333333332,0.0
09/14/2012,Saint Louis,3-0,3.0,0,40.0,11.0,106.0,0.0,36.0,7.0,10.0,55.0,2.0,8.0,0.0,53.0,1.0,Saint Louis,3,13.333333333333334,3.6666666666666665,35.333333333333336,12.0,2.3333333333333335,3.3333333333333335,18.333333333333332,0.6666666666666666,2.6666666666666665,0.0,17.666666666666668,0.3333333333333333
09/16/2012,Western Mich.,3-1,4.0,0,55.0,17.0,154.0,0.0,54.0,8.0,5.0,65.0,4.0,8.0,3.0,71.0,0.0,Western Mich.,4,13.75,4.25,38.5,13.5,2.0,1.25,16.25,1.0,2.0,0.75,17.75,0.0
09/21/2012,Wisconsin,1-3,4.0,0,53.0,22.0,185.0,0.0,51.0,8.0,4.0,91.0,4.0,12.0,5.0,71.0,0.0,Wisconsin,4,13.25,5.5,46.25,12.75,2.0,1.0,22.75,1.0,3.0,1.25,17.75,0.0
