date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2012,@ Boston College,1-3,4.0,0,39.0,30.0,125.0,0.072,37.0,2.0,9.0,52.0,1.0,16.0,0.0,50.0,1.0,Boston College,4,9.75,7.5,31.25,9.25,0.5,2.25,13.0,0.25,4.0,0.0,12.5,0.25
08/24/2012,"Fordham @ Chestnut Hill, MA",3-0,3.0,0,43.0,13.0,92.0,0.326,40.0,4.0,7.0,39.0,1.0,10.0,1.0,53.0,0.0,Fordham,3,14.333333333333334,4.333333333333333,30.666666666666668,13.333333333333334,1.3333333333333333,2.3333333333333335,13.0,0.3333333333333333,3.3333333333333335,0.3333333333333333,17.666666666666668,0.0
08/25/2012,"Binghamton @ Chestnut Hill, MA",3-2,5.0,0,58.0,32.0,169.0,0.0,54.0,5.0,6.0,81.0,1.0,10.0,3.0,69.0,2.0,Binghamton,5,11.6,6.4,33.8,10.8,1.0,1.2,16.2,0.2,2.0,0.6,13.8,0.4
08/25/2012,"Texas Tech @ Chestnut Hill, MA",1-3,4.0,0,48.0,27.0,128.0,0.0,48.0,3.0,9.0,53.0,1.0,16.0,1.0,60.0,6.0,Texas Tech,4,12.0,6.75,32.0,12.0,0.75,2.25,13.25,0.25,4.0,0.25,15.0,1.5
08/29/2012,@ St. John's (NY),0-3,3.0,0,30.0,19.0,105.0,0.105,30.0,2.0,5.0,45.0,1.0,2.0,0.0,34.0,0.0,St. John's ,3,10.0,6.333333333333333,35.0,10.0,0.6666666666666666,1.6666666666666667,15.0,0.3333333333333333,0.6666666666666666,0.0,11.333333333333334,0.0
08/31/2012,@ Hofstra,2-3,5.0,0,61.0,22.0,166.0,0.0,59.0,5.0,4.0,77.0,2.0,10.0,0.0,73.0,2.0,Hofstra,5,12.2,4.4,33.2,11.8,1.0,0.8,15.4,0.4,2.0,0.0,14.6,0.4
09/01/2012,"St. Francis Brooklyn @ Hempstead, New York",3-0,3.0,0,51.0,16.0,109.0,0.0,46.0,9.0,8.0,56.0,1.0,6.0,0.0,64.0,0.0,St. Francis Brooklyn,3,17.0,5.333333333333333,36.333333333333336,15.333333333333334,3.0,2.6666666666666665,18.666666666666668,0.3333333333333333,2.0,0.0,21.333333333333332,0.0
09/01/2012,"Princeton @ Hempstead, New York",3-2,5.0,0,73.0,32.0,205.0,0.0,65.0,7.0,7.0,78.0,1.0,16.0,0.0,89.0,1.0,Princeton,5,14.6,6.4,41.0,13.0,1.4,1.4,15.6,0.2,3.2,0.0,17.8,0.2
09/08/2012,@ Colgate,0-3,3.0,0,34.0,20.0,126.0,0.0,33.0,3.0,1.0,50.0,0.0,4.0,0.0,39.0,0.0,Colgate,3,11.333333333333334,6.666666666666667,42.0,11.0,1.0,0.3333333333333333,16.666666666666668,0.0,1.3333333333333333,0.0,13.0,0.0
09/08/2012,"Princeton @ Hamilton, N.Y.",3-2,5.0,0,62.0,30.0,209.0,0.0,57.0,7.0,12.0,97.0,1.0,16.0,0.0,78.0,1.0,Princeton,5,12.4,6.0,41.8,11.4,1.4,2.4,19.4,0.2,3.2,0.0,15.6,0.2
