date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2012,@ Col. of Charleston,1-3,4.0,0,47.0,23.0,167.0,0.144,44.0,9.0,6.0,65.0,1.0,22.0,1.0,68.0,2.0,Col. of Charleston,4,11.75,5.75,41.75,11.0,2.25,1.5,16.25,0.25,5.5,0.25,17.0,0.5
08/25/2012,"NC State @ Charleston, S.C.",0-3,3.0,0,32.0,15.0,109.0,0.156,31.0,3.0,3.0,37.0,3.0,14.0,1.0,45.0,1.0,NC State,3,10.666666666666666,5.0,36.333333333333336,10.333333333333334,1.0,1.0,12.333333333333334,1.0,4.666666666666667,0.3333333333333333,15.0,0.3333333333333333
08/25/2012,"Jacksonville @ Charleston, S.C.",3-0,3.0,0,49.0,7.0,98.0,0.429,46.0,12.0,11.0,36.0,0.0,14.0,0.0,68.0,1.0,Jacksonville,3,16.333333333333332,2.3333333333333335,32.666666666666664,15.333333333333334,4.0,3.6666666666666665,12.0,0.0,4.666666666666667,0.0,22.666666666666668,0.3333333333333333
08/31/2012,Boise St.,3-1,4.0,0,60.0,16.0,162.0,0.0,58.0,3.0,10.0,73.0,2.0,28.0,1.0,79.0,1.0,Boise St.,4,15.0,4.0,40.5,14.5,0.75,2.5,18.25,0.5,7.0,0.25,19.75,0.25
09/01/2012,Saint Mary's (CA),0-3,3.0,0,39.0,12.0,126.0,0.0,35.0,2.0,4.0,53.0,0.0,12.0,6.0,47.0,1.0,Saint Mary's ,3,13.0,4.0,42.0,11.666666666666666,0.6666666666666666,1.3333333333333333,17.666666666666668,0.0,4.0,2.0,15.666666666666666,0.3333333333333333
09/01/2012,Morgan St.,3-1,4.0,0,48.0,17.0,118.0,0.0,44.0,7.0,9.0,58.0,2.0,16.0,1.0,65.0,1.0,Morgan St.,4,12.0,4.25,29.5,11.0,1.75,2.25,14.5,0.5,4.0,0.25,16.25,0.25
09/07/2012,@ Fresno St.,3-2,5.0,0,52.0,21.0,208.0,0.0,44.0,8.0,11.0,83.0,4.0,22.0,0.0,75.0,0.0,Fresno St.,5,10.4,4.2,41.6,8.8,1.6,2.2,16.6,0.8,4.4,0.0,15.0,0.0
09/08/2012,"Utah Valley @ Fresno, Calif.",0-3,3.0,0,29.0,21.0,101.0,0.0,28.0,1.0,9.0,31.0,0.0,8.0,0.0,34.0,0.0,Utah Valley,3,9.666666666666666,7.0,33.666666666666664,9.333333333333334,0.3333333333333333,3.0,10.333333333333334,0.0,2.6666666666666665,0.0,11.333333333333334,0.0
09/08/2012,"UC Davis @ Fresno, Calif.",1-3,4.0,0,42.0,28.0,152.0,0.0,40.0,10.0,11.0,66.0,4.0,22.0,0.0,67.0,0.0,UC Davis,4,10.5,7.0,38.0,10.0,2.5,2.75,16.5,1.0,5.5,0.0,16.75,0.0
09/13/2012,Eastern Wash.,3-0,3.0,0,49.0,18.0,126.0,0.0,47.0,4.0,4.0,54.0,5.0,12.0,0.0,64.0,2.0,Eastern Wash.,3,16.333333333333332,6.0,42.0,15.666666666666666,1.3333333333333333,1.3333333333333333,18.0,1.6666666666666667,4.0,0.0,21.333333333333332,0.6666666666666666
