date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2012,"Iona @ Los Angeles, Calif.",3-1,4.0,0,54.0,24.0,169.0,0.0,50.0,9.0,7.0,76.0,1.0,12.0,1.0,70.0,1.0,Iona,4,13.5,6.0,42.25,12.5,2.25,1.75,19.0,0.25,3.0,0.25,17.5,0.25
08/25/2012,@ LMU (CA),3-0,3.0,0,33.0,19.0,124.0,0.113,32.0,3.0,8.0,66.0,2.0,20.0,0.0,48.0,0.0,LMU ,3,11.0,6.333333333333333,41.333333333333336,10.666666666666666,1.0,2.6666666666666665,22.0,0.6666666666666666,6.666666666666667,0.0,16.0,0.0
08/25/2012,"UConn @ Los Angeles, Calif.",0-3,3.0,0,32.0,26.0,152.0,0.039,31.0,4.0,4.0,87.0,1.0,12.0,2.0,43.0,1.0,UConn,3,10.666666666666666,8.666666666666666,50.666666666666664,10.333333333333334,1.3333333333333333,1.3333333333333333,29.0,0.3333333333333333,4.0,0.6666666666666666,14.333333333333334,0.3333333333333333
08/31/2012,Idaho,3-2,5.0,0,65.0,23.0,214.0,0.0,63.0,9.0,8.0,97.0,3.0,20.0,2.0,87.0,0.0,Idaho,5,13.0,4.6,42.8,12.6,1.8,1.6,19.4,0.6,4.0,0.4,17.4,0.0
09/01/2012,Northeastern,3-0,3.0,0,39.0,15.0,118.0,0.0,34.0,3.0,4.0,45.0,0.0,12.0,1.0,48.0,0.0,Northeastern,3,13.0,5.0,39.333333333333336,11.333333333333334,1.0,1.3333333333333333,15.0,0.0,4.0,0.3333333333333333,16.0,0.0
09/01/2012,UCLA,1-3,4.0,0,50.0,27.0,160.0,0.0,48.0,8.0,3.0,63.0,1.0,8.0,0.0,63.0,0.0,UCLA,4,12.5,6.75,40.0,12.0,2.0,0.75,15.75,0.25,2.0,0.0,15.75,0.0
09/04/2012,@ Portland St.,3-1,4.0,0,59.0,24.0,178.0,0.0,56.0,6.0,5.0,89.0,0.0,16.0,1.0,73.0,0.0,Portland St.,4,14.75,6.0,44.5,14.0,1.5,1.25,22.25,0.0,4.0,0.25,18.25,0.0
09/05/2012,@ Oregon,1-3,4.0,0,39.0,22.0,125.0,0.0,34.0,2.0,10.0,39.0,1.0,12.0,2.0,48.0,0.0,Oregon,4,9.75,5.5,31.25,8.5,0.5,2.5,9.75,0.25,3.0,0.5,12.0,0.0
09/07/2012,"Portland @ Albuquerque, N.M.",2-3,5.0,0,64.0,27.0,175.0,0.0,63.0,7.0,8.0,68.0,0.0,18.0,5.0,80.0,4.0,Portland,5,12.8,5.4,35.0,12.6,1.4,1.6,13.6,0.0,3.6,1.0,16.0,0.8
09/08/2012,"Ga. Southern @ Albuquerque, N.M.",3-2,5.0,0,62.0,27.0,190.0,0.0,59.0,4.0,3.0,97.0,2.0,12.0,2.0,74.0,2.0,Ga. Southern,5,12.4,5.4,38.0,11.8,0.8,0.6,19.4,0.4,2.4,0.4,14.8,0.4
