date,opponent/venue,result,sets,ms,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/24/2012,"New Hampshire @ Villanova, Pa.",0-3,3.0,0,24.0,25.0,94.0,-0.011,21.0,2.0,4.0,30.0,1.0,0.0,0.0,27.0,1.0,New Hampshire,3,8.0,8.333333333333334,31.333333333333332,7.0,0.6666666666666666,1.3333333333333333,10.0,0.3333333333333333,0.0,0.0,9.0,0.3333333333333333
08/25/2012,"Maryland @ Villanova, Pa.",0-3,3.0,0,26.0,21.0,94.0,0.053,25.0,6.0,6.0,35.0,1.0,4.0,0.0,35.0,0.0,Maryland,3,8.666666666666666,7.0,31.333333333333332,8.333333333333334,2.0,2.0,11.666666666666666,0.3333333333333333,1.3333333333333333,0.0,11.666666666666666,0.0
08/25/2012,@ Villanova,0-3,3.0,0,38.0,18.0,123.0,0.163,35.0,4.0,7.0,63.0,0.0,4.0,0.0,44.0,4.0,Villanova,3,12.666666666666666,6.0,41.0,11.666666666666666,1.3333333333333333,2.3333333333333335,21.0,0.0,1.3333333333333333,0.0,14.666666666666666,1.3333333333333333
08/31/2012,Bucknell,1-3,4.0,0,44.0,29.0,137.0,0.0,42.0,6.0,6.0,52.0,5.0,8.0,2.0,59.0,4.0,Bucknell,4,11.0,7.25,34.25,10.5,1.5,1.5,13.0,1.25,2.0,0.5,14.75,1.0
09/01/2012,Norfolk St.,3-1,4.0,0,36.0,25.0,140.0,0.0,33.0,7.0,4.0,54.0,1.0,26.0,4.0,57.0,0.0,Norfolk St.,4,9.0,6.25,35.0,8.25,1.75,1.0,13.5,0.25,6.5,1.0,14.25,0.0
09/01/2012,Providence,3-0,3.0,0,41.0,14.0,123.0,0.0,40.0,4.0,4.0,61.0,1.0,6.0,2.0,49.0,1.0,Providence,3,13.666666666666666,4.666666666666667,41.0,13.333333333333334,1.3333333333333333,1.3333333333333333,20.333333333333332,0.3333333333333333,2.0,0.6666666666666666,16.333333333333332,0.3333333333333333
09/04/2012,@ Youngstown St.,0-3,3.0,0,21.0,19.0,97.0,0.0,21.0,2.0,6.0,37.0,2.0,6.0,0.0,28.0,0.0,Youngstown St.,3,7.0,6.333333333333333,32.333333333333336,7.0,0.6666666666666666,2.0,12.333333333333334,0.6666666666666666,2.0,0.0,9.333333333333334,0.0
09/07/2012,"Howard @ Baltimore, Md.",3-0,3.0,0,43.0,16.0,116.0,0.0,43.0,5.0,4.0,49.0,3.0,12.0,2.0,57.0,0.0,Howard,3,14.333333333333334,5.333333333333333,38.666666666666664,14.333333333333334,1.6666666666666667,1.3333333333333333,16.333333333333332,1.0,4.0,0.6666666666666666,19.0,0.0
09/07/2012,@ UMBC,0-3,3.0,0,31.0,20.0,102.0,0.0,31.0,8.0,6.0,40.0,0.0,14.0,1.0,46.0,0.0,UMBC,3,10.333333333333334,6.666666666666667,34.0,10.333333333333334,2.6666666666666665,2.0,13.333333333333334,0.0,4.666666666666667,0.3333333333333333,15.333333333333334,0.0
09/08/2012,"Colorado @ Baltimore, Md.",0-3,3.0,0,35.0,19.0,112.0,0.0,34.0,2.0,5.0,39.0,2.0,4.0,4.0,41.0,1.0,Colorado,3,11.666666666666666,6.333333333333333,37.333333333333336,11.333333333333334,0.6666666666666666,1.6666666666666667,13.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,13.666666666666666,0.3333333333333333
09/08/2012,"James Madison @ Baltimore, Md.",0-3,3.0,0,35.0,20.0,104.0,0.0,33.0,0.0,4.0,45.0,0.0,2.0,2.0,36.0,1.0,James Madison,3,11.666666666666666,6.666666666666667,34.666666666666664,11.0,0.0,1.3333333333333333,15.0,0.0,0.6666666666666666,0.6666666666666666,12.0,0.3333333333333333
09/11/2012,West Virginia,3-2,5.0,0,56.0,21.0,185.0,0.0,54.0,6.0,6.0,90.0,1.0,10.0,1.0,68.0,2.0,West Virginia,5,11.2,4.2,37.0,10.8,1.2,1.2,18.0,0.2,2.0,0.2,13.6,0.4
09/14/2012,"Southern Miss. @ Nacogdoches, Texas",0-3,3.0,0,35.0,14.0,105.0,0.0,33.0,0.0,8.0,41.0,0.0,2.0,2.0,36.0,2.0,Southern Miss.,3,11.666666666666666,4.666666666666667,35.0,11.0,0.0,2.6666666666666665,13.666666666666666,0.0,0.6666666666666666,0.6666666666666666,12.0,0.6666666666666666
09/15/2012,"Northwestern St. @ Nacogdoches, Texas",0-3,3.0,0,32.0,10.0,93.0,0.0,30.0,4.0,8.0,37.0,0.0,8.0,2.0,40.0,0.0,Northwestern St.,3,10.666666666666666,3.3333333333333335,31.0,10.0,1.3333333333333333,2.6666666666666665,12.333333333333334,0.0,2.6666666666666665,0.6666666666666666,13.333333333333334,0.0
09/15/2012,@ SFA,0-3,3.0,0,34.0,14.0,101.0,0.0,33.0,2.0,8.0,47.0,1.0,14.0,1.0,44.0,2.0,SFA,3,11.333333333333334,4.666666666666667,33.666666666666664,11.0,0.6666666666666666,2.6666666666666665,15.666666666666666,0.3333333333333333,4.666666666666667,0.3333333333333333,14.666666666666666,0.6666666666666666
09/22/2012,Bryant,3-1,4.0,0,43.0,14.0,110.0,0.0,40.0,9.0,4.0,46.0,0.0,18.0,0.0,61.0,2.0,Bryant,4,10.75,3.5,27.5,10.0,2.25,1.0,11.5,0.0,4.5,0.0,15.25,0.5
09/29/2012,@ Central Conn. St.,3-0,3.0,0,45.0,12.0,100.0,0.0,42.0,1.0,6.0,45.0,0.0,16.0,0.0,54.0,0.0,Central Conn. St.,3,15.0,4.0,33.333333333333336,14.0,0.3333333333333333,2.0,15.0,0.0,5.333333333333333,0.0,18.0,0.0
09/30/2012,@ Quinnipiac,3-0,3.0,0,34.0,15.0,89.0,0.0,32.0,6.0,3.0,38.0,1.0,10.0,2.0,46.0,0.0,Quinnipiac,3,11.333333333333334,5.0,29.666666666666668,10.666666666666666,2.0,1.0,12.666666666666666,0.3333333333333333,3.3333333333333335,0.6666666666666666,15.333333333333334,0.0
10/03/2012,Saint Francis (PA),3-2,5.0,0,47.0,22.0,137.0,0.0,42.0,4.0,7.0,52.0,1.0,22.0,1.0,63.0,1.0,Saint Francis ,5,9.4,4.4,27.4,8.4,0.8,1.4,10.4,0.2,4.4,0.2,12.6,0.2
10/06/2012,St. Francis Brooklyn,3-1,4.0,0,67.0,33.0,189.0,0.0,65.0,2.0,2.0,104.0,1.0,12.0,1.0,76.0,1.0,St. Francis Brooklyn,4,16.75,8.25,47.25,16.25,0.5,0.5,26.0,0.25,3.0,0.25,19.0,0.25
10/07/2012,LIU,0-3,3.0,0,28.0,16.0,106.0,0.0,26.0,1.0,3.0,40.0,1.0,18.0,0.0,39.0,2.0,LIU,3,9.333333333333334,5.333333333333333,35.333333333333336,8.666666666666666,0.3333333333333333,1.0,13.333333333333334,0.3333333333333333,6.0,0.0,13.0,0.6666666666666666
10/13/2012,@ Sacred Heart,2-3,5.0,0,37.0,16.0,119.0,0.0,33.0,3.0,9.0,46.0,0.0,36.0,3.0,58.0,2.0,Sacred Heart,5,7.4,3.2,23.8,6.6,0.6,1.8,9.2,0.0,7.2,0.6,11.6,0.4
10/14/2012,@ FDU,3-1,4.0,0,55.0,26.0,166.0,0.0,53.0,5.0,7.0,84.0,2.0,14.0,5.0,69.0,1.0,FDU,4,13.75,6.5,41.5,13.25,1.25,1.75,21.0,0.5,3.5,1.25,17.25,0.25
10/20/2012,@ Bryant,3-0,3.0,0,47.0,15.0,94.0,0.0,42.0,2.0,6.0,39.0,0.0,19.0,3.0,58.5,1.0,Bryant,3,15.666666666666666,5.0,31.333333333333332,14.0,0.6666666666666666,2.0,13.0,0.0,6.333333333333333,1.0,19.5,0.3333333333333333
10/23/2012,@ Duquesne,0-3,3.0,0,36.0,20.0,98.0,0.0,35.0,2.0,3.0,29.0,0.0,4.0,1.0,40.0,2.0,Duquesne,3,12.0,6.666666666666667,32.666666666666664,11.666666666666666,0.6666666666666666,1.0,9.666666666666666,0.0,1.3333333333333333,0.3333333333333333,13.333333333333334,0.6666666666666666
10/27/2012,Central Conn. St.,3-1,4.0,0,52.0,22.0,156.0,0.0,49.0,8.0,4.0,67.0,5.0,20.0,0.0,75.0,1.0,Central Conn. St.,4,13.0,5.5,39.0,12.25,2.0,1.0,16.75,1.25,5.0,0.0,18.75,0.25
10/28/2012,Quinnipiac,3-0,3.0,0,34.0,14.0,85.0,0.0,33.0,5.0,4.0,47.0,0.0,20.0,2.0,49.0,2.0,Quinnipiac,3,11.333333333333334,4.666666666666667,28.333333333333332,11.0,1.6666666666666667,1.3333333333333333,15.666666666666666,0.0,6.666666666666667,0.6666666666666666,16.333333333333332,0.6666666666666666
10/31/2012,@ Saint Francis (PA),3-0,3.0,0,25.0,9.0,90.0,0.0,25.0,8.0,3.0,43.0,4.0,10.0,0.0,42.0,0.0,Saint Francis ,3,8.333333333333334,3.0,30.0,8.333333333333334,2.6666666666666665,1.0,14.333333333333334,1.3333333333333333,3.3333333333333335,0.0,14.0,0.0
11/03/2012,Sacred Heart,3-1,4.0,0,44.0,11.0,138.0,0.0,42.0,3.0,3.0,70.0,1.0,22.0,2.0,59.0,1.0,Sacred Heart,4,11.0,2.75,34.5,10.5,0.75,0.75,17.5,0.25,5.5,0.5,14.75,0.25
11/04/2012,FDU,3-1,4.0,0,56.0,14.0,131.0,0.0,55.0,5.0,2.0,59.0,1.0,16.0,4.0,70.0,3.0,FDU,4,14.0,3.5,32.75,13.75,1.25,0.5,14.75,0.25,4.0,1.0,17.5,0.75
11/06/2012,@ Pittsburgh,0-3,3.0,0,29.0,14.0,103.0,0.0,27.0,0.0,5.0,36.0,0.0,8.0,0.0,33.0,1.0,Pittsburgh,3,9.666666666666666,4.666666666666667,34.333333333333336,9.0,0.0,1.6666666666666667,12.0,0.0,2.6666666666666665,0.0,11.0,0.3333333333333333
11/10/2012,@ St. Francis Brooklyn,3-0,3.0,0,42.0,12.0,115.0,0.0,38.0,5.0,2.0,48.0,3.0,8.0,0.0,54.0,0.0,St. Francis Brooklyn,3,14.0,4.0,38.333333333333336,12.666666666666666,1.6666666666666667,0.6666666666666666,16.0,1.0,2.6666666666666665,0.0,18.0,0.0
11/11/2012,@ LIU,1-3,4.0,0,39.0,24.0,158.0,0.0,37.0,5.0,3.0,71.0,0.0,22.0,3.0,55.0,1.0,LIU,4,9.75,6.0,39.5,9.25,1.25,0.75,17.75,0.0,5.5,0.75,13.75,0.25
11/17/2012,"Central Conn. St. @ Brooklyn, N.Y.",1-3,4.0,0,48.0,19.0,154.0,0.0,46.0,3.0,4.0,66.0,0.0,36.0,1.0,69.0,0.0,Central Conn. St.,4,12.0,4.75,38.5,11.5,0.75,1.0,16.5,0.0,9.0,0.25,17.25,0.0
