date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/31/2019,"Rhode Island @ West Point, NY",0-3,3.0,1.0,0,24.0,11.0,114.0,0.114,23.0,6.0,8.0,47.0,4.0,2.0,14.0,0.0,0.0,1.0,Rhode Island,3,8.0,3.6666666666666665,38.0,7.666666666666667,2.0,2.6666666666666665,15.666666666666666,0.6666666666666666,4.666666666666667,0.0,0.0
09/01/2019,"New Hampshire @ West Point, NY",1-3,4.0,1.0,0,35.0,20.0,116.0,0.129,34.0,5.0,9.0,48.0,6.0,0.0,12.0,0.0,0.0,0.0,New Hampshire,4,8.75,5.0,29.0,8.5,1.25,2.25,12.0,0.0,3.0,0.0,0.0
09/01/2019,@ Army West Point,0-3,3.0,1.0,0,20.0,20.0,87.0,0.0,19.0,0.0,6.0,22.0,12.0,1.0,6.0,1.0,0.0,0.0,Army West Point,3,6.666666666666667,6.666666666666667,29.0,6.333333333333333,0.0,2.0,7.333333333333333,0.3333333333333333,2.0,0.3333333333333333,0.0
09/05/2019,@ UConn,0-3,3.0,0.0,0,30.0,15.0,102.0,0.147,29.0,6.0,1.0,39.0,4.0,0.0,4.0,0.0,38.0,2.0,UConn,3,10.0,5.0,34.0,9.666666666666666,2.0,0.3333333333333333,13.0,0.0,1.3333333333333333,0.0,12.666666666666666
09/06/2019,"Central Conn. St. @ Storrs, Conn.",0-3,3.0,0.0,0,31.0,23.0,112.0,0.071,28.0,1.0,5.0,43.0,4.0,3.0,2.0,0.0,36.0,0.0,Central Conn. St.,3,10.333333333333334,7.666666666666667,37.333333333333336,9.333333333333334,0.3333333333333333,1.6666666666666667,14.333333333333334,1.0,0.6666666666666666,0.0,12.0
09/07/2019,"Boston College @ Storrs, Conn.",0-3,3.0,0.0,0,27.0,16.0,88.0,0.125,26.0,0.0,5.0,30.0,6.0,1.0,12.0,2.0,34.0,5.0,Boston College,3,9.0,5.333333333333333,29.333333333333332,8.666666666666666,0.0,1.6666666666666667,10.0,0.3333333333333333,4.0,0.6666666666666666,11.333333333333334
09/11/2019,@ Seton Hall,0-3,3.0,1.0,0,37.0,13.0,125.0,0.192,35.0,6.0,6.0,43.0,4.0,2.0,6.0,1.0,48.0,2.0,Seton Hall,3,12.333333333333334,4.333333333333333,41.666666666666664,11.666666666666666,2.0,2.0,14.333333333333334,0.6666666666666666,2.0,0.3333333333333333,16.0
09/13/2019,"Georgetown @ Williamsburg, VA",0-3,3.0,1.0,0,28.0,23.0,111.0,0.045,24.0,4.0,4.0,42.0,8.0,1.0,8.0,2.0,37.0,3.0,Georgetown,3,9.333333333333334,7.666666666666667,37.0,8.0,1.3333333333333333,1.3333333333333333,14.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,12.333333333333334
09/14/2019,@ William & Mary,1-3,4.0,1.0,0,43.0,25.0,153.0,0.118,41.0,8.0,8.0,68.0,3.0,2.0,4.0,0.0,55.0,1.0,William & Mary,4,10.75,6.25,38.25,10.25,2.0,2.0,17.0,0.5,1.0,0.0,13.75
09/14/2019,"UNC Greensboro @ Williamsburg, VA",2-3,5.0,1.0,0,45.0,28.0,154.0,0.11,40.0,11.0,14.0,70.0,9.0,2.0,8.0,0.0,62.0,1.0,UNC Greensboro,5,9.0,5.6,30.8,8.0,2.2,2.8,14.0,0.4,1.6,0.0,12.4
09/21/2019,@ Rider,0-3,3.0,0.0,0,34.0,16.0,120.0,0.15,32.0,2.0,9.0,57.0,4.0,2.0,4.0,3.0,40.0,1.0,Rider,3,11.333333333333334,5.333333333333333,40.0,10.666666666666666,0.6666666666666666,3.0,19.0,0.6666666666666666,1.3333333333333333,1.0,13.333333333333334
09/22/2019,@ Saint Peter's,3-0,3.0,0.0,0,47.0,13.0,112.0,0.304,45.0,6.0,7.0,54.0,4.0,0.0,18.0,4.0,62.0,1.0,Saint Peter's,3,15.666666666666666,4.333333333333333,37.333333333333336,15.0,2.0,2.3333333333333335,18.0,0.0,6.0,1.3333333333333333,20.666666666666668
09/28/2019,Canisius,1-3,4.0,1.0,0,50.0,27.0,151.0,0.152,40.0,5.0,3.0,70.0,8.0,2.0,4.0,2.0,59.0,4.0,Canisius,4,12.5,6.75,37.75,10.0,1.25,0.75,17.5,0.5,1.0,0.5,14.75
09/29/2019,Niagara,2-3,5.0,1.0,0,64.0,28.0,189.0,0.19,60.0,7.0,11.0,89.0,6.0,2.0,22.0,0.0,84.0,2.0,Niagara,5,12.8,5.6,37.8,12.0,1.4,2.2,17.8,0.4,4.4,0.0,16.8
10/05/2019,@ Quinnipiac,1-3,4.0,1.0,0,39.0,25.0,166.0,0.084,38.0,2.0,9.0,75.0,5.0,2.0,4.0,0.0,45.0,0.0,Quinnipiac,4,9.75,6.25,41.5,9.5,0.5,2.25,18.75,0.5,1.0,0.0,11.25
10/06/2019,@ Fairfield,0-3,3.0,0.0,0,25.0,23.0,107.0,0.019,24.0,7.0,8.0,35.0,5.0,0.0,10.0,3.0,37.0,2.0,Fairfield,3,8.333333333333334,7.666666666666667,35.666666666666664,8.0,2.3333333333333335,2.6666666666666665,11.666666666666666,0.0,3.3333333333333335,1.0,12.333333333333334
10/12/2019,@ Manhattan,3-0,3.0,0.0,0,39.0,21.0,116.0,0.155,37.0,6.0,10.0,49.0,3.0,2.0,14.0,0.0,54.0,1.0,Manhattan,3,13.0,7.0,38.666666666666664,12.333333333333334,2.0,3.3333333333333335,16.333333333333332,0.6666666666666666,4.666666666666667,0.0,18.0
10/16/2019,Rider,1-3,4.0,1.0,0,36.0,25.0,143.0,0.077,34.0,8.0,9.0,57.0,3.0,1.0,17.0,1.0,53.5,3.0,Rider,4,9.0,6.25,35.75,8.5,2.0,2.25,14.25,0.25,4.25,0.25,13.375
10/19/2019,Marist,1-3,4.0,1.0,0,40.0,18.0,149.0,0.148,36.0,4.0,6.0,69.0,10.0,0.0,10.0,2.0,49.0,5.0,Marist,4,10.0,4.5,37.25,9.0,1.0,1.5,17.25,0.0,2.5,0.5,12.25
10/20/2019,Siena,3-1,4.0,1.0,0,54.0,16.0,128.0,0.297,51.0,9.0,6.0,56.0,5.0,4.0,12.0,2.0,73.0,2.0,Siena,4,13.5,4.0,32.0,12.75,2.25,1.5,14.0,1.0,3.0,0.5,18.25
10/26/2019,@ Niagara,0-3,3.0,1.0,0,31.0,27.0,112.0,0.036,29.0,7.0,10.0,45.0,4.0,4.0,4.0,4.0,44.0,4.0,Niagara,3,10.333333333333334,9.0,37.333333333333336,9.666666666666666,2.3333333333333335,3.3333333333333335,15.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,14.666666666666666
10/27/2019,@ Canisius,0-3,3.0,1.0,0,35.0,24.0,141.0,0.078,34.0,4.0,4.0,66.0,6.0,0.0,10.0,1.0,44.0,0.0,Canisius,3,11.666666666666666,8.0,47.0,11.333333333333334,1.3333333333333333,1.3333333333333333,22.0,0.0,3.3333333333333335,0.3333333333333333,14.666666666666666
