date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2019,"Western Ky. @ Toledo, OH",2-3,5.0,1.0,0,59.0,26.0,180.0,0.183,57.0,10.0,9.0,76.0,6.0,0.0,6.0,0.0,0.0,1.0,Western Ky.,5,11.8,5.2,36.0,11.4,2.0,1.8,15.2,0.0,1.2,0.0,0.0
08/31/2019,"North Dakota St. @ Toledo, OH",3-1,4.0,1.0,0,53.0,18.0,132.0,0.265,50.0,9.0,10.0,58.0,3.0,3.0,12.0,2.0,0.0,4.0,North Dakota St.,4,13.25,4.5,33.0,12.5,2.25,2.5,14.5,0.75,3.0,0.5,0.0
08/31/2019,@ Toledo,2-3,5.0,1.0,0,62.0,33.0,183.0,0.158,58.0,7.0,8.0,94.0,4.0,7.0,20.0,3.0,0.0,1.0,Toledo,5,12.4,6.6,36.6,11.6,1.4,1.6,18.8,1.4,4.0,0.6,0.0
09/05/2019,SFA,1-3,4.0,0.0,0,54.0,26.0,154.0,0.182,53.0,5.0,10.0,73.0,8.0,0.0,10.0,3.0,64.0,2.0,SFA,4,13.5,6.5,38.5,13.25,1.25,2.5,18.25,0.0,2.5,0.75,16.0
09/06/2019,Loyola Maryland,3-2,5.0,0.0,0,58.0,31.0,171.0,0.158,54.0,9.0,14.0,54.0,6.0,4.0,20.0,1.0,81.0,0.0,Loyola Maryland,5,11.6,6.2,34.2,10.8,1.8,2.8,10.8,0.8,4.0,0.2,16.2
09/06/2019,Montana St.,3-0,3.0,0.0,0,50.0,15.0,119.0,0.294,49.0,5.0,10.0,60.0,6.0,3.0,6.0,1.0,61.0,0.0,Montana St.,3,16.666666666666668,5.0,39.666666666666664,16.333333333333332,1.6666666666666667,3.3333333333333335,20.0,1.0,2.0,0.3333333333333333,20.333333333333332
09/07/2019,Western Mich.,1-3,4.0,0.0,0,52.0,17.0,133.0,0.263,46.0,4.0,4.0,51.0,10.0,1.0,8.0,0.0,61.0,1.0,Western Mich.,4,13.0,4.25,33.25,11.5,1.0,1.0,12.75,0.25,2.0,0.0,15.25
09/13/2019,"Virginia Tech @ USAF Academy, CO",1-3,4.0,1.0,0,58.0,17.0,135.0,0.304,54.0,4.0,6.0,41.0,4.0,2.0,10.0,3.0,69.0,1.0,Virginia Tech,4,14.5,4.25,33.75,13.5,1.0,1.5,10.25,0.5,2.5,0.75,17.25
09/14/2019,"UC Irvine @ USAF Academy, CO",3-0,3.0,1.0,0,41.0,13.0,87.0,0.322,36.0,9.0,2.0,30.0,2.0,0.0,16.0,3.0,58.0,1.0,UC Irvine,3,13.666666666666666,4.333333333333333,29.0,12.0,3.0,0.6666666666666666,10.0,0.0,5.333333333333333,1.0,19.333333333333332
09/14/2019,@ Air Force,3-0,3.0,1.0,0,39.0,9.0,97.0,0.309,35.0,3.0,3.0,55.0,4.0,2.0,14.0,1.0,51.0,0.0,Air Force,3,13.0,3.0,32.333333333333336,11.666666666666666,1.0,1.0,18.333333333333332,0.6666666666666666,4.666666666666667,0.3333333333333333,17.0
09/20/2019,"Northwestern @ Chicago, IL",3-2,5.0,1.0,0,62.0,25.0,171.0,0.216,55.0,7.0,12.0,75.0,8.0,9.0,2.0,0.0,79.0,1.0,Northwestern,5,12.4,5.0,34.2,11.0,1.4,2.4,15.0,1.8,0.4,0.0,15.8
09/21/2019,@ DePaul,3-1,4.0,1.0,0,58.0,15.0,141.0,0.305,54.0,9.0,10.0,56.0,4.0,11.0,2.0,1.0,79.0,0.0,DePaul,4,14.5,3.75,35.25,13.5,2.25,2.5,14.0,2.75,0.5,0.25,19.75
09/21/2019,"UIC @ Chicago, IL",0-3,3.0,1.0,0,44.0,25.0,129.0,0.147,38.0,3.0,4.0,58.0,7.0,4.0,4.0,0.0,53.0,0.0,UIC,3,14.666666666666666,8.333333333333334,43.0,12.666666666666666,1.0,1.3333333333333333,19.333333333333332,1.3333333333333333,1.3333333333333333,0.0,17.666666666666668
09/27/2019,Valparaiso,3-0,3.0,0.0,0,40.0,16.0,101.0,0.238,37.0,8.0,3.0,60.0,4.0,2.0,14.0,0.0,57.0,0.0,Valparaiso,3,13.333333333333334,5.333333333333333,33.666666666666664,12.333333333333334,2.6666666666666665,1.0,20.0,0.6666666666666666,4.666666666666667,0.0,19.0
09/30/2019,Drake,3-1,4.0,0.0,0,61.0,26.0,189.0,0.185,60.0,6.0,4.0,95.0,4.0,2.0,28.0,2.0,83.0,0.0,Drake,4,15.25,6.5,47.25,15.0,1.5,1.0,23.75,0.5,7.0,0.5,20.75
10/04/2019,@ Indiana St.,3-0,3.0,1.0,0,41.0,13.0,111.0,0.252,38.0,5.0,3.0,58.0,3.0,0.0,18.0,0.0,55.0,2.0,Indiana St.,3,13.666666666666666,4.333333333333333,37.0,12.666666666666666,1.6666666666666667,1.0,19.333333333333332,0.0,6.0,0.0,18.333333333333332
