date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2019,"Ohio @ Green Bay, Wis.",3-1,4.0,0.0,0,55.0,23.0,129.0,0.248,53.0,5.0,10.0,51.0,1.0,1.0,20.0,3.0,71.0,0.0,Ohio,4,13.75,5.75,32.25,13.25,1.25,2.5,12.75,0.25,5.0,0.75,17.75
08/31/2019,"Indiana St. @ Green Bay, Wis.",3-0,3.0,0.0,0,48.0,16.0,114.0,0.281,42.0,8.0,10.0,46.0,2.0,1.0,14.0,3.0,64.0,0.0,Indiana St.,3,16.0,5.333333333333333,38.0,14.0,2.6666666666666665,3.3333333333333335,15.333333333333334,0.3333333333333333,4.666666666666667,1.0,21.333333333333332
08/31/2019,@ Green Bay,0-3,3.0,0.0,0,26.0,20.0,105.0,0.057,26.0,5.0,6.0,40.0,3.0,1.0,12.0,5.0,38.0,0.0,Green Bay,3,8.666666666666666,6.666666666666667,35.0,8.666666666666666,1.6666666666666667,2.0,13.333333333333334,0.3333333333333333,4.0,1.6666666666666667,12.666666666666666
09/05/2019,CSU Bakersfield,1-3,4.0,0.0,0,43.0,40.0,159.0,0.019,39.0,7.0,8.0,66.0,4.0,1.0,16.0,2.0,59.0,0.0,CSU Bakersfield,4,10.75,10.0,39.75,9.75,1.75,2.0,16.5,0.25,4.0,0.5,14.75
09/06/2019,CSUN,3-0,3.0,0.0,0,52.0,11.0,119.0,0.345,50.0,3.0,7.0,52.0,7.0,1.0,9.0,2.0,60.5,0.0,CSUN,3,17.333333333333332,3.6666666666666665,39.666666666666664,16.666666666666668,1.0,2.3333333333333335,17.333333333333332,0.3333333333333333,3.0,0.6666666666666666,20.166666666666668
09/06/2019,Santa Clara,3-2,5.0,0.0,0,69.0,31.0,198.0,0.192,67.0,11.0,8.0,93.0,5.0,2.0,6.0,5.0,85.0,1.0,Santa Clara,5,13.8,6.2,39.6,13.4,2.2,1.6,18.6,0.4,1.2,1.0,17.0
09/13/2019,"LSU @ Flagstaff, Ariz.",1-3,4.0,0.0,0,51.0,33.0,128.0,0.141,49.0,5.0,8.0,28.0,1.0,1.0,7.0,4.0,60.5,0.0,LSU,4,12.75,8.25,32.0,12.25,1.25,2.0,7.0,0.25,1.75,1.0,15.125
09/13/2019,"South Dakota St. @ Flagstaff, Ariz.",3-1,4.0,0.0,0,50.0,19.0,118.0,0.263,47.0,3.0,7.0,42.0,4.0,1.0,16.0,1.0,62.0,0.0,South Dakota St.,4,12.5,4.75,29.5,11.75,0.75,1.75,10.5,0.25,4.0,0.25,15.5
09/14/2019,@ Northern Ariz.,0-3,3.0,0.0,0,36.0,30.0,116.0,0.052,35.0,4.0,3.0,46.0,2.0,0.0,2.0,1.0,41.0,1.0,Northern Ariz.,3,12.0,10.0,38.666666666666664,11.666666666666666,1.3333333333333333,1.0,15.333333333333334,0.0,0.6666666666666666,0.3333333333333333,13.666666666666666
09/20/2019,"UC Davis @ Bakersfield, CA",1-3,4.0,1.0,0,44.0,24.0,131.0,0.153,43.0,7.0,8.0,48.0,8.0,0.0,17.0,1.0,59.5,1.0,UC Davis,4,11.0,6.0,32.75,10.75,1.75,2.0,12.0,0.0,4.25,0.25,14.875
09/21/2019,"San Francisco @ Bakersfield, CA",3-0,3.0,1.0,0,40.0,20.0,133.0,0.15,39.0,3.0,4.0,63.0,3.0,1.0,18.0,2.0,53.0,0.0,San Francisco,3,13.333333333333334,6.666666666666667,44.333333333333336,13.0,1.0,1.3333333333333333,21.0,0.3333333333333333,6.0,0.6666666666666666,17.666666666666668
09/21/2019,@ CSU Bakersfield,3-0,3.0,1.0,0,41.0,10.0,99.0,0.313,40.0,9.0,6.0,49.0,2.0,0.0,8.0,1.0,54.0,2.0,CSU Bakersfield,3,13.666666666666666,3.3333333333333335,33.0,13.333333333333334,3.0,2.0,16.333333333333332,0.0,2.6666666666666665,0.3333333333333333,18.0
09/26/2019,Nevada,3-0,3.0,0.0,0,45.0,12.0,105.0,0.314,41.0,6.0,6.0,52.0,3.0,2.0,16.0,0.0,61.0,0.0,Nevada,3,15.0,4.0,35.0,13.666666666666666,2.0,2.0,17.333333333333332,0.6666666666666666,5.333333333333333,0.0,20.333333333333332
09/28/2019,@ San Jose St.,3-0,3.0,1.0,0,37.0,16.0,122.0,0.172,35.0,8.0,5.0,65.0,3.0,1.0,8.0,2.0,50.0,1.0,San Jose St.,3,12.333333333333334,5.333333333333333,40.666666666666664,11.666666666666666,2.6666666666666665,1.6666666666666667,21.666666666666668,0.3333333333333333,2.6666666666666665,0.6666666666666666,16.666666666666668
10/03/2019,New Mexico,3-0,3.0,0.0,0,38.0,15.0,94.0,0.245,36.0,8.0,6.0,43.0,3.0,1.0,16.0,1.0,55.0,0.0,New Mexico,3,12.666666666666666,5.0,31.333333333333332,12.0,2.6666666666666665,2.0,14.333333333333334,0.3333333333333333,5.333333333333333,0.3333333333333333,18.333333333333332
10/05/2019,UNLV,2-3,5.0,0.0,0,59.0,25.0,174.0,0.195,57.0,3.0,9.0,91.0,8.0,1.0,18.0,1.0,72.0,0.0,UNLV,5,11.8,5.0,34.8,11.4,0.6,1.8,18.2,0.2,3.6,0.2,14.4
10/10/2019,@ Colorado St.,0-3,3.0,1.0,0,35.0,20.0,113.0,0.133,32.0,4.0,6.0,36.0,6.0,3.0,4.0,3.0,44.0,0.0,Colorado St.,3,11.666666666666666,6.666666666666667,37.666666666666664,10.666666666666666,1.3333333333333333,2.0,12.0,1.0,1.3333333333333333,1.0,14.666666666666666
10/12/2019,@ Wyoming,0-3,3.0,0.0,0,34.0,25.0,122.0,0.074,33.0,5.0,7.0,56.0,4.0,2.0,10.0,2.0,46.0,1.0,Wyoming,3,11.333333333333334,8.333333333333334,40.666666666666664,11.0,1.6666666666666667,2.3333333333333335,18.666666666666668,0.6666666666666666,3.3333333333333335,0.6666666666666666,15.333333333333334
10/14/2019,San Diego St.,3-0,3.0,0.0,0,46.0,9.0,106.0,0.349,42.0,7.0,9.0,29.0,2.0,0.0,19.0,1.0,62.5,0.0,San Diego St.,3,15.333333333333334,3.0,35.333333333333336,14.0,2.3333333333333335,3.0,9.666666666666666,0.0,6.333333333333333,0.3333333333333333,20.833333333333332
10/17/2019,@ Air Force,1-3,4.0,1.0,0,37.0,25.0,121.0,0.099,36.0,9.0,6.0,32.0,6.0,1.0,10.0,3.0,52.0,2.0,Air Force,4,9.25,6.25,30.25,9.0,2.25,1.5,8.0,0.25,2.5,0.75,13.0
10/24/2019,Utah St.,3-0,3.0,0.0,0,42.0,19.0,99.0,0.232,38.0,12.0,11.0,27.0,3.0,4.0,4.0,0.0,60.0,0.0,Utah St.,3,14.0,6.333333333333333,33.0,12.666666666666666,4.0,3.6666666666666665,9.0,1.3333333333333333,1.3333333333333333,0.0,20.0
10/26/2019,Boise St.,0-3,3.0,0.0,0,44.0,29.0,134.0,0.112,43.0,6.0,10.0,50.0,3.0,0.0,18.0,0.0,59.0,0.0,Boise St.,3,14.666666666666666,9.666666666666666,44.666666666666664,14.333333333333334,2.0,3.3333333333333335,16.666666666666668,0.0,6.0,0.0,19.666666666666668
10/31/2019,@ UNLV,1-3,4.0,0.0,0,33.0,24.0,126.0,0.071,31.0,6.0,16.0,52.0,9.0,0.0,16.0,2.0,47.0,0.0,UNLV,4,8.25,6.0,31.5,7.75,1.5,4.0,13.0,0.0,4.0,0.5,11.75
11/02/2019,@ New Mexico,2-3,5.0,1.0,0,66.0,40.0,182.0,0.143,64.0,2.0,14.0,72.0,3.0,1.0,18.0,4.0,78.0,0.0,New Mexico,5,13.2,8.0,36.4,12.8,0.4,2.8,14.4,0.2,3.6,0.8,15.6
11/07/2019,Colorado St.,0-3,3.0,0.0,0,23.0,20.0,93.0,0.032,23.0,4.0,11.0,29.0,9.0,2.0,6.0,0.0,32.0,0.0,Colorado St.,3,7.666666666666667,6.666666666666667,31.0,7.666666666666667,1.3333333333333333,3.6666666666666665,9.666666666666666,0.6666666666666666,2.0,0.0,10.666666666666666
11/09/2019,Wyoming,1-3,4.0,0.0,0,55.0,23.0,135.0,0.237,51.0,17.0,13.0,50.0,5.0,0.0,8.0,0.0,76.0,0.0,Wyoming,4,13.75,5.75,33.75,12.75,4.25,3.25,12.5,0.0,2.0,0.0,19.0
11/12/2019,@ San Diego St.,0-3,3.0,0.0,0,33.0,22.0,101.0,0.109,29.0,3.0,10.0,25.0,5.0,2.0,8.0,0.0,42.0,0.0,San Diego St.,3,11.0,7.333333333333333,33.666666666666664,9.666666666666666,1.0,3.3333333333333335,8.333333333333334,0.6666666666666666,2.6666666666666665,0.0,14.0
11/16/2019,Air Force,3-0,3.0,0.0,0,42.0,14.0,102.0,0.275,40.0,6.0,4.0,42.0,3.0,2.0,12.0,0.0,56.0,0.0,Air Force,3,14.0,4.666666666666667,34.0,13.333333333333334,2.0,1.3333333333333333,14.0,0.6666666666666666,4.0,0.0,18.666666666666668
11/21/2019,@ Boise St.,0-3,3.0,1.0,0,27.0,25.0,105.0,0.019,26.0,3.0,3.0,43.0,5.0,1.0,8.0,2.0,35.0,2.0,Boise St.,3,9.0,8.333333333333334,35.0,8.666666666666666,1.0,1.0,14.333333333333334,0.3333333333333333,2.6666666666666665,0.6666666666666666,11.666666666666666
11/23/2019,@ Utah St.,3-0,3.0,1.0,0,44.0,22.0,113.0,0.195,42.0,11.0,11.0,50.0,4.0,1.0,12.0,0.0,62.0,0.0,Utah St.,3,14.666666666666666,7.333333333333333,37.666666666666664,14.0,3.6666666666666665,3.6666666666666665,16.666666666666668,0.3333333333333333,4.0,0.0,20.666666666666668
