date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/30/2019,@ Colorado,0-3,3.0,1.0,0,35.0,17.0,106.0,0.17,31.0,3.0,9.0,34.0,4.0,3.0,15.0,1.0,0.0,1.0,Colorado,3,11.666666666666666,5.666666666666667,35.333333333333336,10.333333333333334,1.0,3.0,11.333333333333334,1.0,5.0,0.3333333333333333,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/31/2019,"UC Santa Barbara @ Boulder, CO",2-3,5.0,1.0,0,50.0,28.0,184.0,0.12,43.0,2.0,7.0,81.0,6.0,1.0,14.0,3.0,0.0,2.0,UC Santa Barbara,5,10.0,5.6,36.8,8.6,0.4,1.4,16.2,0.2,2.8,0.6,0.0,,5.833333333333333,,2.8333333333333335,,17.666666666666668,,0.085,,5.166666666666667,,0.5,,1.5,,5.666666666666667,,0.5,,2.5,,0.16666666666666666,,0.0
09/02/2019,LIU,3-0,3.0,0.0,0,42.0,9.0,89.0,0.371,38.0,3.0,6.0,36.0,1.0,2.0,4.0,1.0,49.0,0.0,LIU,3,14.0,3.0,29.666666666666668,12.666666666666666,1.0,2.0,12.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,16.333333333333332,,7.222222222222221,,3.755555555555555,,24.04444444444444,,0.09666666666666668,,6.311111111111111,,0.4666666666666666,,1.4666666666666668,,9.177777777777777,,0.39999999999999997,,2.6,,0.3111111111111111,,0.0
09/06/2019,Buffalo,3-0,3.0,0.0,0,40.0,11.0,85.0,0.341,36.0,4.0,7.0,30.0,0.0,2.0,8.0,1.0,50.0,0.0,Buffalo,3,13.333333333333334,3.6666666666666665,28.33333333333333,12.0,1.3333333333333333,2.333333333333333,10.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,16.666666666666668,11.888888888888888,8.916666666666666,4.7555555555555555,3.5666666666666664,33.93333333333333,25.45,0.22033333333333335,0.16525,10.533333333333333,7.9,0.7999999999999999,0.6,2.1333333333333333,1.6,13.177777777777777,9.883333333333333,0.6222222222222222,0.4666666666666667,3.0444444444444443,2.283333333333333,0.4222222222222222,0.31666666666666665,5.444444444444444,4.083333333333333
09/06/2019,Col. of Charleston,3-0,3.0,0.0,0,40.0,11.0,107.0,0.271,37.0,3.0,2.0,57.0,5.0,3.0,16.0,0.0,54.0,0.0,Col. of Charleston,3,13.333333333333334,3.6666666666666665,35.666666666666664,12.333333333333334,1.0,0.6666666666666666,19.0,1.0,5.333333333333333,0.0,18.0,12.444444444444445,9.8,4.088888888888889,3.586666666666667,31.599999999999998,26.026666666666664,0.2773333333333334,0.2004,11.088888888888889,8.72,0.9111111111111111,0.7466666666666667,1.9111111111111108,1.7466666666666668,12.733333333333334,9.906666666666666,0.5111111111111111,0.5066666666666666,2.2666666666666666,2.36,0.4222222222222222,0.31999999999999995,11.0,6.6
09/07/2019,Northern Colo.,3-2,5.0,0.0,0,66.0,25.0,165.0,0.248,61.0,6.0,9.0,63.0,5.0,5.0,14.0,3.0,84.0,0.0,Northern Colo.,5,13.2,5.0,33.0,12.2,1.2,1.8,12.6,1.0,2.8,0.6,16.8,13.555555555555557,10.38888888888889,3.444444444444444,3.6,31.222222222222218,27.63333333333333,0.3276666666666667,0.2121666666666667,12.333333333333334,9.322222222222223,1.111111111111111,0.7888888888888889,1.6666666666666663,1.5666666666666667,13.666666666666666,11.422222222222222,0.7777777777777777,0.5888888888888889,3.1111111111111107,2.8555555555555556,0.22222222222222218,0.26666666666666666,17.0,8.5
09/13/2019,"Iowa @ Vermillion, SD",1-3,4.0,1.0,0,55.0,17.0,167.0,0.228,52.0,5.0,6.0,65.0,8.0,0.0,16.0,2.0,68.0,0.0,Iowa,4,13.75,4.25,41.75,13.0,1.25,1.5,16.25,0.0,4.0,0.5,17.0,13.28888888888889,10.79047619047619,4.111111111111111,3.8000000000000003,32.333333333333336,28.4,0.2866666666666667,0.2172857142857143,12.177777777777777,9.733333333333334,1.1777777777777778,0.8476190476190476,1.5999999999999999,1.6,13.866666666666667,11.59047619047619,0.8888888888888888,0.6476190476190476,3.6,2.8476190476190477,0.31111111111111106,0.3142857142857142,17.155555555555555,9.685714285714285
09/13/2019,@ South Dakota,1-3,4.0,1.0,0,36.0,21.0,116.0,0.129,34.0,8.0,6.0,37.0,10.0,0.0,6.0,0.0,47.0,1.0,South Dakota,4,9.0,5.25,29.0,8.5,2.0,1.5,9.25,0.0,1.5,0.0,11.75,13.427777777777777,11.160416666666666,4.305555555555556,3.85625,36.80555555555555,30.068749999999998,0.24900000000000003,0.218625,12.511111111111111,10.141666666666667,1.1500000000000001,0.8979166666666667,1.3222222222222222,1.5875000000000001,15.950000000000001,12.172916666666666,0.6666666666666666,0.5666666666666667,4.044444444444444,2.9916666666666667,0.3666666666666667,0.33749999999999997,17.266666666666666,10.6
09/14/2019,"UC Davis @ Vermillion, SD",2-3,5.0,1.0,0,62.0,19.0,171.0,0.251,56.0,5.0,4.0,61.0,4.0,0.0,24.0,5.0,79.0,1.0,UC Davis,5,12.4,3.8,34.2,11.2,1.0,0.8,12.2,0.0,4.8,1.0,15.8,11.983333333333333,10.920370370370371,4.833333333333333,4.011111111111111,34.583333333333336,29.949999999999996,0.20166666666666666,0.20866666666666667,11.233333333333334,9.95925925925926,1.4833333333333334,1.0203703703703704,1.6000000000000003,1.577777777777778,12.700000000000001,11.848148148148148,0.3333333333333333,0.5037037037037037,2.766666666666667,2.825925925925926,0.3666666666666667,0.3,15.183333333333332,10.727777777777778
09/20/2019,"Wichita St. @ Omaha, Neb.",3-1,4.0,0.0,0,51.0,22.0,147.0,0.197,48.0,4.0,10.0,64.0,8.0,1.0,17.0,2.0,64.5,1.0,Wichita St.,4,12.75,5.5,36.75,12.0,1.0,2.5,16.0,0.25,4.25,0.5,16.125,11.716666666666669,11.068333333333333,4.433333333333333,3.9899999999999998,34.98333333333334,30.374999999999993,0.20266666666666666,0.2129,10.9,10.083333333333334,1.4166666666666667,1.0183333333333333,1.2666666666666666,1.5000000000000002,12.566666666666668,11.883333333333333,0.0,0.4533333333333333,3.4333333333333336,3.0233333333333334,0.5,0.37,14.85,11.235
