date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2019,"Drake @ Charleston, Ill.",3-1,4.0,0.0,0,53.0,20.0,123.0,0.268,50.0,7.0,12.0,51.0,6.0,2.0,2.0,0.0,63.0,1.0,Drake,4,13.25,5.0,30.75,12.5,1.75,3.0,12.75,0.5,0.5,0.0,15.75
08/30/2019,"South Dakota St. @ Charleston, Ill.",3-1,4.0,0.0,0,58.0,19.0,141.0,0.277,56.0,7.0,8.0,65.0,5.0,1.0,10.0,0.0,71.0,0.0,South Dakota St.,4,14.5,4.75,35.25,14.0,1.75,2.0,16.25,0.25,2.5,0.0,17.75
08/31/2019,@ Eastern Ill.,3-0,3.0,0.0,0,45.0,13.0,110.0,0.291,42.0,9.0,4.0,52.0,4.0,2.0,4.0,1.0,58.0,0.0,Eastern Ill.,3,15.0,4.333333333333333,36.666666666666664,14.0,3.0,1.3333333333333333,17.333333333333332,0.6666666666666666,1.3333333333333333,0.3333333333333333,19.333333333333332
09/06/2019,Gardner-Webb,3-0,3.0,1.0,0,38.0,17.0,91.0,0.231,35.0,11.0,9.0,36.0,0.0,0.0,6.0,1.0,52.0,3.0,Gardner-Webb,3,12.666666666666666,5.666666666666667,30.333333333333332,11.666666666666666,3.6666666666666665,3.0,12.0,0.0,2.0,0.3333333333333333,17.333333333333332
09/06/2019,Ark.-Pine Bluff,3-0,3.0,1.0,0,32.0,11.0,75.0,0.28,28.0,5.0,12.0,33.0,1.0,0.0,10.0,4.0,42.0,1.0,Ark.-Pine Bluff,3,10.666666666666666,3.6666666666666665,25.0,9.333333333333334,1.6666666666666667,4.0,11.0,0.0,3.3333333333333335,1.3333333333333333,14.0
09/07/2019,UT Martin,3-1,4.0,1.0,0,46.0,29.0,156.0,0.109,45.0,14.0,9.0,71.0,4.0,5.0,24.0,2.0,77.0,0.0,UT Martin,4,11.5,7.25,39.0,11.25,3.5,2.25,17.75,1.25,6.0,0.5,19.25
09/13/2019,"Alabama St. @ Carbondale, Ill.",3-1,4.0,0.0,0,56.0,19.0,135.0,0.274,52.0,6.0,9.0,62.0,4.0,1.0,14.0,0.0,70.0,0.0,Alabama St.,4,14.0,4.75,33.75,13.0,1.5,2.25,15.5,0.25,3.5,0.0,17.5
09/13/2019,@ Southern Ill.,3-2,5.0,1.0,0,55.0,33.0,174.0,0.126,53.0,9.0,11.0,76.0,5.0,2.0,10.0,1.0,71.0,3.0,Southern Ill.,5,11.0,6.6,34.8,10.6,1.8,2.2,15.2,0.4,2.0,0.2,14.2
09/14/2019,"IUPUI @ Carbondale, Ill.",3-0,3.0,0.0,0,41.0,11.0,102.0,0.294,38.0,5.0,5.0,45.0,3.0,1.0,10.0,0.0,52.0,0.0,IUPUI,3,13.666666666666666,3.6666666666666665,34.0,12.666666666666666,1.6666666666666667,1.6666666666666667,15.0,0.3333333333333333,3.3333333333333335,0.0,17.333333333333332
09/20/2019,North Ala.,3-0,3.0,1.0,0,48.0,14.0,106.0,0.321,44.0,6.0,10.0,47.0,7.0,0.0,6.0,0.0,57.0,2.0,North Ala.,3,16.0,4.666666666666667,35.333333333333336,14.666666666666666,2.0,3.3333333333333335,15.666666666666666,0.0,2.0,0.0,19.0
09/20/2019,Toledo,3-1,4.0,1.0,0,45.0,21.0,124.0,0.194,41.0,6.0,7.0,56.0,6.0,5.0,7.0,5.0,59.5,0.0,Toledo,4,11.25,5.25,31.0,10.25,1.5,1.75,14.0,1.25,1.75,1.25,14.875
09/21/2019,Southeast Mo. St.,1-3,4.0,1.0,0,47.0,22.0,142.0,0.176,46.0,3.0,11.0,52.0,7.0,1.0,10.0,3.0,56.0,0.0,Southeast Mo. St.,4,11.75,5.5,35.5,11.5,0.75,2.75,13.0,0.25,2.5,0.75,14.0
09/27/2019,@ Tulane,2-3,5.0,0.0,0,63.0,35.0,188.0,0.149,57.0,9.0,9.0,85.0,4.0,1.0,8.0,0.0,77.0,1.0,Tulane,5,12.6,7.0,37.6,11.4,1.8,1.8,17.0,0.2,1.6,0.0,15.4
09/29/2019,@ Houston,2-3,5.0,1.0,0,67.0,34.0,183.0,0.18,67.0,5.0,8.0,91.0,2.0,3.0,4.0,3.0,77.0,1.0,Houston,5,13.4,6.8,36.6,13.4,1.0,1.6,18.2,0.6,0.8,0.6,15.4
10/04/2019,Wichita St.,2-3,5.0,1.0,0,58.0,30.0,170.0,0.165,49.0,6.0,17.0,62.0,8.0,3.0,14.0,2.0,74.0,0.0,Wichita St.,5,11.6,6.0,34.0,9.8,1.2,3.4,12.4,0.6,2.8,0.4,14.8
10/06/2019,Tulsa,0-3,3.0,1.0,0,31.0,17.0,93.0,0.151,27.0,5.0,4.0,36.0,8.0,0.0,6.0,1.0,39.0,1.0,Tulsa,3,10.333333333333334,5.666666666666667,31.0,9.0,1.6666666666666667,1.3333333333333333,12.0,0.0,2.0,0.3333333333333333,13.0
10/11/2019,@ SMU,1-3,4.0,1.0,0,50.0,21.0,139.0,0.209,48.0,2.0,4.0,58.0,7.0,1.0,16.0,3.0,61.0,0.0,SMU,4,12.5,5.25,34.75,12.0,0.5,1.0,14.5,0.25,4.0,0.75,15.25
