date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2019,"Valparaiso @ Indianapolis, IN",1-3,4.0,1.0,0,59.0,29.0,164.0,0.183,52.0,1.0,5.0,81.0,5.0,0.0,8.0,2.0,64.0,2.0,Valparaiso,4,14.75,7.25,41.0,13.0,0.25,1.25,20.25,0.0,2.0,0.5,16.0
08/31/2019,@ IUPUI,2-3,5.0,1.0,0,58.0,25.0,165.0,0.2,55.0,5.0,11.0,76.0,9.0,0.0,6.0,1.0,0.0,1.0,IUPUI,5,11.6,5.0,33.0,11.0,1.0,2.2,15.2,0.0,1.2,0.2,0.0
08/31/2019,"South Dakota @ Indianapolis, IN",0-3,3.0,1.0,0,27.0,18.0,99.0,0.091,22.0,3.0,2.0,39.0,6.0,0.0,4.0,1.0,0.0,3.0,South Dakota,3,9.0,6.0,33.0,7.333333333333333,1.0,0.6666666666666666,13.0,0.0,1.3333333333333333,0.3333333333333333,0.0
09/06/2019,"Chattanooga @ Troy, AL",3-1,4.0,1.0,0,57.0,25.0,138.0,0.232,53.0,7.0,13.0,65.0,4.0,1.0,4.0,0.0,67.0,4.0,Chattanooga,4,14.25,6.25,34.5,13.25,1.75,3.25,16.25,0.25,1.0,0.0,16.75
09/06/2019,"Jacksonville @ Troy, AL",3-2,5.0,1.0,0,64.0,25.0,181.0,0.215,55.0,8.0,11.0,73.0,3.0,4.0,2.0,0.0,77.0,1.0,Jacksonville,5,12.8,5.0,36.2,11.0,1.6,2.2,14.6,0.8,0.4,0.0,15.4
09/07/2019,@ Troy,0-3,3.0,1.0,0,39.0,23.0,121.0,0.132,37.0,4.0,5.0,50.0,5.0,4.0,2.0,0.0,48.0,0.0,Troy,3,13.0,7.666666666666667,40.333333333333336,12.333333333333334,1.3333333333333333,1.6666666666666667,16.666666666666668,1.3333333333333333,0.6666666666666666,0.0,16.0
09/13/2019,"Sacramento St. @ Chicago, Ill.",3-1,4.0,0.0,0,57.0,25.0,161.0,0.199,51.0,7.0,11.0,66.0,2.0,0.0,8.0,1.0,68.0,2.0,Sacramento St.,4,14.25,6.25,40.25,12.75,1.75,2.75,16.5,0.0,2.0,0.25,17.0
09/14/2019,@ UIC,3-1,4.0,0.0,0,60.0,25.0,167.0,0.21,54.0,8.0,12.0,56.0,4.0,0.0,10.0,2.0,73.0,1.0,UIC,4,15.0,6.25,41.75,13.5,2.0,3.0,14.0,0.0,2.5,0.5,18.25
09/14/2019,"Bradley @ Chicago, Ill.",3-2,5.0,0.0,0,70.0,29.0,217.0,0.189,64.0,5.0,9.0,102.0,6.0,0.0,10.0,3.0,80.0,1.0,Bradley,5,14.0,5.8,43.4,12.8,1.0,1.8,20.4,0.0,2.0,0.6,16.0
09/20/2019,"Eastern Mich. @ West Lafayette, IN",3-0,3.0,1.0,0,43.0,12.0,110.0,0.282,40.0,5.0,11.0,35.0,3.0,2.0,6.0,0.0,53.0,3.0,Eastern Mich.,3,14.333333333333334,4.0,36.666666666666664,13.333333333333334,1.6666666666666667,3.6666666666666665,11.666666666666666,0.6666666666666666,2.0,0.0,17.666666666666668
09/20/2019,@ Purdue,0-3,3.0,1.0,0,35.0,20.0,120.0,0.125,33.0,8.0,7.0,44.0,3.0,0.0,2.0,0.0,44.0,1.0,Purdue,3,11.666666666666666,6.666666666666667,40.0,11.0,2.6666666666666665,2.3333333333333335,14.666666666666666,0.0,0.6666666666666666,0.0,14.666666666666666
09/21/2019,"A&M-Corpus Christi @ West Lafayette, IN",1-3,4.0,1.0,0,55.0,18.0,133.0,0.278,48.0,10.0,16.0,35.0,12.0,0.0,0.0,0.0,65.0,1.0,A&M-Corpus Christi,4,13.75,4.5,33.25,12.0,2.5,4.0,8.75,0.0,0.0,0.0,16.25
