date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2019,@ Mercer,3-1,4.0,0.0,0,51.0,15.0,123.0,0.293,48.0,7.0,9.0,46.0,10.0,3.0,6.0,0.0,64.0,2.0,Mercer,4,12.75,3.75,30.75,12.0,1.75,2.25,11.5,0.75,1.5,0.0,16.0
08/30/2019,Campbell,3-2,5.0,0.0,0,68.0,34.0,170.0,0.2,53.0,3.0,5.0,58.0,7.0,7.0,6.0,0.0,81.0,1.0,Campbell,5,13.6,6.8,34.0,10.6,0.6,1.0,11.6,1.4,1.2,0.0,16.2
08/31/2019,@ Ga. Southern,3-1,4.0,0.0,0,61.0,26.0,148.0,0.236,52.0,8.0,10.0,53.0,3.0,2.0,6.0,2.0,74.0,1.0,Ga. Southern,4,15.25,6.5,37.0,13.0,2.0,2.5,13.25,0.5,1.5,0.5,18.5
09/06/2019,Alcorn,3-0,3.0,1.0,0,32.0,10.0,100.0,0.22,28.0,8.0,9.0,55.0,1.0,8.0,0.0,0.0,48.0,3.0,Alcorn,3,10.666666666666666,3.3333333333333335,33.333333333333336,9.333333333333334,2.6666666666666665,3.0,18.333333333333332,2.6666666666666665,0.0,0.0,16.0
09/07/2019,Alcorn,3-0,3.0,1.0,0,44.0,10.0,97.0,0.351,41.0,5.0,8.0,46.0,3.0,6.0,3.0,0.0,56.5,5.0,Alcorn,3,14.666666666666666,3.3333333333333335,32.333333333333336,13.666666666666666,1.6666666666666667,2.6666666666666665,15.333333333333334,2.0,1.0,0.0,18.833333333333332
09/13/2019,"Mississippi Val. @ Ruston, LA",3-0,3.0,1.0,0,42.0,8.0,81.0,0.42,37.0,8.0,5.0,43.0,2.0,0.0,16.0,1.0,58.0,2.0,Mississippi Val.,3,14.0,2.6666666666666665,27.0,12.333333333333334,2.6666666666666665,1.6666666666666667,14.333333333333334,0.0,5.333333333333333,0.3333333333333333,19.333333333333332
09/13/2019,@ Louisiana Tech,2-3,5.0,1.0,0,58.0,29.0,181.0,0.16,51.0,7.0,13.0,73.0,8.0,0.0,6.0,3.0,68.0,2.0,Louisiana Tech,5,11.6,5.8,36.2,10.2,1.4,2.6,14.6,0.0,1.2,0.6,13.6
09/14/2019,"ULM @ Ruston, LA",0-3,3.0,1.0,0,38.0,23.0,130.0,0.115,36.0,0.0,8.0,51.0,5.0,0.0,10.0,0.0,43.0,2.0,ULM,3,12.666666666666666,7.666666666666667,43.333333333333336,12.0,0.0,2.6666666666666665,17.0,0.0,3.3333333333333335,0.0,14.333333333333334
09/20/2019,"Bethune-Cookman @ Mobile, AL",2-3,5.0,1.0,0,78.0,37.0,209.0,0.196,78.0,2.0,12.0,90.0,3.0,0.0,9.0,0.0,84.5,7.0,Bethune-Cookman,5,15.6,7.4,41.8,15.6,0.4,2.4,18.0,0.0,1.8,0.0,16.9
09/20/2019,"Louisiana Tech @ Mobile, AL",1-3,4.0,1.0,0,48.0,29.0,161.0,0.118,41.0,3.0,7.0,63.0,3.0,1.0,9.0,1.0,56.5,3.0,Louisiana Tech,4,12.0,7.25,40.25,10.25,0.75,1.75,15.75,0.25,2.25,0.25,14.125
