date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
09/01/2019,"East Carolina @ Fairfax, VA",2-3,5.0,1.0,0,64.0,14.0,172.0,0.291,56.0,3.0,11.0,73.0,6.0,1.0,10.0,0.0,0.0,4.0,East Carolina,5,12.8,2.8,34.4,11.2,0.6,2.2,14.6,0.2,2.0,0.0,0.0
09/01/2019,@ George Mason,3-0,3.0,1.0,0,42.0,16.0,111.0,0.234,35.0,4.0,6.0,50.0,2.0,4.0,14.0,1.0,57.0,0.0,George Mason,3,14.0,5.333333333333333,37.0,11.666666666666666,1.3333333333333333,2.0,16.666666666666668,1.3333333333333333,4.666666666666667,0.3333333333333333,19.0
09/04/2019,Merrimack,3-0,3.0,0.0,0,33.0,7.0,60.0,0.433,30.0,8.0,8.0,28.0,2.0,2.0,8.0,1.0,47.0,2.0,Merrimack,3,11.0,2.3333333333333335,20.0,10.0,2.6666666666666665,2.6666666666666665,9.333333333333334,0.6666666666666666,2.6666666666666665,0.3333333333333333,15.666666666666666
09/06/2019,"Georgia St. @ Morehead, Ky.",1-3,4.0,0.0,0,48.0,32.0,168.0,0.095,44.0,6.0,3.0,72.0,3.0,0.0,26.0,2.0,67.0,1.0,Georgia St.,4,12.0,8.0,42.0,11.0,1.5,0.75,18.0,0.0,6.5,0.5,16.75
09/06/2019,"Presbyterian @ Morehead, Ky.",3-0,3.0,0.0,0,40.0,12.0,100.0,0.28,33.0,4.0,8.0,51.0,3.0,3.0,6.0,2.0,50.0,2.0,Presbyterian,3,13.333333333333334,4.0,33.333333333333336,11.0,1.3333333333333333,2.6666666666666665,17.0,1.0,2.0,0.6666666666666666,16.666666666666668
09/07/2019,@ Morehead St.,0-3,3.0,0.0,0,28.0,21.0,106.0,0.066,25.0,2.0,5.0,43.0,6.0,0.0,12.0,0.0,36.0,1.0,Morehead St.,3,9.333333333333334,7.0,35.333333333333336,8.333333333333334,0.6666666666666666,1.6666666666666667,14.333333333333334,0.0,4.0,0.0,12.0
09/10/2019,@ Bryant,1-3,4.0,0.0,0,35.0,28.0,125.0,0.056,34.0,4.0,12.0,53.0,9.0,0.0,10.0,3.0,44.0,1.0,Bryant,4,8.75,7.0,31.25,8.5,1.0,3.0,13.25,0.0,2.5,0.75,11.0
09/13/2019,FDU,3-0,3.0,0.0,0,51.0,15.0,124.0,0.29,50.0,5.0,10.0,64.0,2.0,0.0,8.0,1.0,60.0,0.0,FDU,3,17.0,5.0,41.333333333333336,16.666666666666668,1.6666666666666667,3.3333333333333335,21.333333333333332,0.0,2.6666666666666665,0.3333333333333333,20.0
09/14/2019,Coppin St.,3-1,4.0,0.0,0,51.0,25.0,126.0,0.206,46.0,11.0,8.0,58.0,6.0,0.0,12.0,1.0,68.0,1.0,Coppin St.,4,12.75,6.25,31.5,11.5,2.75,2.0,14.5,0.0,3.0,0.25,17.0
09/14/2019,Brown,2-3,5.0,0.0,0,58.0,26.0,179.0,0.179,53.0,11.0,10.0,83.0,8.0,2.0,21.0,3.0,81.5,1.0,Brown,5,11.6,5.2,35.8,10.6,2.2,2.0,16.6,0.4,4.2,0.6,16.3
