date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/30/2019,"Central Ark. @ Washington, D.C.",2-3,5.0,0.0,0,45.0,18.0,136.0,0.199,41.0,6.0,8.0,51.0,9.0,0.0,14.0,2.0,58.0,5.0,Central Ark.,5,9.0,3.6,27.2,8.2,1.2,1.6,10.2,0.0,2.8,0.4,11.6
08/30/2019,@ Georgetown,0-3,3.0,0.0,0,29.0,18.0,99.0,0.111,26.0,6.0,4.0,52.0,6.0,0.0,6.0,1.0,38.0,1.0,Georgetown,3,9.666666666666666,6.0,33.0,8.666666666666666,2.0,1.3333333333333333,17.333333333333332,0.0,2.0,0.3333333333333333,12.666666666666666
08/31/2019,"Central Conn. St. @ Washington, D.C.",0-3,3.0,0.0,0,23.0,29.0,105.0,-0.057,22.0,3.0,2.0,48.0,8.0,0.0,6.0,1.0,29.0,2.0,Central Conn. St.,3,7.666666666666667,9.666666666666666,35.0,7.333333333333333,1.0,0.6666666666666666,16.0,0.0,2.0,0.3333333333333333,9.666666666666666
08/31/2019,"Sacred Heart @ Washington, D.C.",1-3,4.0,0.0,0,44.0,20.0,158.0,0.152,42.0,3.0,10.0,67.0,8.0,2.0,20.0,4.0,59.0,3.0,Sacred Heart,4,11.0,5.0,39.5,10.5,0.75,2.5,16.75,0.5,5.0,1.0,14.75
09/06/2019,"Toledo @ Radford, Va.",1-3,4.0,0.0,0,49.0,25.0,145.0,0.166,46.0,7.0,5.0,59.0,5.0,0.0,18.0,0.0,65.0,1.0,Toledo,4,12.25,6.25,36.25,11.5,1.75,1.25,14.75,0.0,4.5,0.0,16.25
09/06/2019,"Fordham @ Radford, Va.",1-3,4.0,0.0,0,42.0,24.0,148.0,0.122,41.0,3.0,7.0,66.0,6.0,1.0,18.0,0.0,55.0,1.0,Fordham,4,10.5,6.0,37.0,10.25,0.75,1.75,16.5,0.25,4.5,0.0,13.75
09/07/2019,"Norfolk St. @ Radford, Va.",3-0,3.0,0.0,0,35.0,11.0,79.0,0.304,32.0,12.0,4.0,31.0,3.0,3.0,8.0,1.0,54.0,1.0,Norfolk St.,3,11.666666666666666,3.6666666666666665,26.333333333333332,10.666666666666666,4.0,1.3333333333333333,10.333333333333334,1.0,2.6666666666666665,0.3333333333333333,18.0
09/07/2019,@ Radford,3-0,3.0,0.0,0,39.0,14.0,98.0,0.255,37.0,7.0,8.0,36.0,5.0,1.0,12.0,1.0,53.0,2.0,Radford,3,13.0,4.666666666666667,32.666666666666664,12.333333333333334,2.3333333333333335,2.6666666666666665,12.0,0.3333333333333333,4.0,0.3333333333333333,17.666666666666668
09/13/2019,@ UMES,1-3,4.0,0.0,0,45.0,29.0,152.0,0.105,42.0,6.0,13.0,76.0,9.0,0.0,8.0,0.0,55.0,0.0,UMES,4,11.25,7.25,38.0,10.5,1.5,3.25,19.0,0.0,2.0,0.0,13.75
09/14/2019,"Robert Morris @ Princess Anne, Maryland",1-3,4.0,0.0,0,45.0,19.0,154.0,0.169,42.0,5.0,7.0,84.0,9.0,1.0,14.0,0.0,58.0,0.0,Robert Morris,4,11.25,4.75,38.5,10.5,1.25,1.75,21.0,0.25,3.5,0.0,14.5
09/14/2019,"Hampton @ Princess Anne, Maryland",3-1,4.0,0.0,0,54.0,28.0,131.0,0.198,46.0,16.0,7.0,61.0,2.0,1.0,12.0,1.0,77.0,0.0,Hampton,4,13.5,7.0,32.75,11.5,4.0,1.75,15.25,0.25,3.0,0.25,19.25
09/21/2019,Iona,3-0,3.0,0.0,0,43.0,13.0,121.0,0.248,41.0,4.0,9.0,63.0,2.0,3.0,6.0,1.0,53.0,1.0,Iona,3,14.333333333333334,4.333333333333333,40.333333333333336,13.666666666666666,1.3333333333333333,3.0,21.0,1.0,2.0,0.3333333333333333,17.666666666666668
09/22/2019,@ Manhattan,3-1,4.0,0.0,0,51.0,31.0,130.0,0.154,50.0,5.0,11.0,55.0,11.0,0.0,14.0,2.0,63.0,0.0,Manhattan,4,12.75,7.75,32.5,12.5,1.25,2.75,13.75,0.0,3.5,0.5,15.75
