date,opponent/venue,result,sets,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/30/2019,@ Texas St.,3-1,4.0,0.0,0,59.0,22.0,134.0,0.276,52.0,9.0,7.0,57.0,5.0,0.0,16.0,0.0,76.0,1.0,Texas St.,4,14.75,5.5,33.5,13.0,2.25,1.75,14.25,0.0,4.0,0.0,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
09/01/2019,@ Texas,1-3,4.0,0.0,0,47.0,24.0,120.0,0.192,45.0,6.0,14.0,46.0,10.0,0.0,12.0,2.0,59.0,0.0,Texas,4,11.75,6.0,30.0,11.25,1.5,3.5,11.5,0.0,3.0,0.5,14.75,,7.375,,2.75,,16.75,,0.138,,6.5,,1.125,,0.875,,7.125,,0.0,,2.0,,0.0,,9.5
09/06/2019,"Kentucky @ Cedar Falls, IA",1-3,4.0,1.0,0,40.0,19.0,150.0,0.14,36.0,4.0,7.0,69.0,6.0,2.0,23.0,5.0,57.5,4.0,Kentucky,4,10.0,4.75,37.5,9.0,1.0,1.75,17.25,0.5,5.75,1.25,14.375,,8.833333333333334,,3.8333333333333335,,21.166666666666668,,0.156,,8.083333333333334,,1.25,,1.75,,8.583333333333334,,0.0,,2.3333333333333335,,0.16666666666666666,,11.25
09/07/2019,@ UNI,3-1,4.0,1.0,0,44.0,18.0,145.0,0.179,40.0,8.0,10.0,61.0,4.0,1.0,41.0,3.0,73.5,0.0,UNI,4,11.0,4.5,36.25,10.0,2.0,2.5,15.25,0.25,10.25,0.75,18.375,12.166666666666666,9.125,5.416666666666667,4.0625,33.666666666666664,25.25,0.2026666666666667,0.15200000000000002,11.083333333333334,8.3125,1.5833333333333333,1.1875,2.3333333333333335,1.75,14.333333333333334,10.75,0.16666666666666666,0.125,4.25,3.1875,0.5833333333333334,0.4375,16.041666666666668,12.03125
09/07/2019,"Creighton @ Cedar Falls, IA",1-3,4.0,1.0,0,57.0,17.0,142.0,0.282,53.0,9.0,9.0,57.0,4.0,0.0,16.0,6.0,74.0,1.0,Creighton,4,14.25,4.25,35.5,13.25,2.25,2.25,14.25,0.0,4.0,1.5,18.5,10.916666666666666,9.5,5.083333333333333,4.15,34.583333333333336,27.45,0.17033333333333334,0.15740000000000004,10.083333333333334,8.65,1.5,1.35,2.5833333333333335,1.9,14.666666666666666,11.65,0.25,0.15,6.333333333333333,4.6,0.8333333333333334,0.5,15.833333333333334,13.3
09/13/2019,Yale,3-2,5.0,1.0,0,60.0,21.0,153.0,0.255,58.0,6.0,11.0,52.0,13.0,2.0,29.0,3.0,82.5,0.0,Yale,5,12.0,4.2,30.6,11.6,1.2,2.2,10.4,0.4,5.8,0.6,16.5,11.75,10.291666666666666,4.5,4.166666666666667,36.416666666666664,28.791666666666668,0.20033333333333334,0.1781666666666667,10.75,9.416666666666666,1.75,1.5,2.1666666666666665,1.9583333333333333,15.583333333333334,12.083333333333334,0.25,0.125,6.666666666666667,4.5,1.1666666666666667,0.6666666666666666,17.083333333333332,14.166666666666666
09/14/2019,Howard,3-0,3.0,1.0,0,46.0,12.0,119.0,0.286,43.0,3.0,8.0,44.0,4.0,0.0,16.0,4.0,57.0,1.0,Howard,3,15.333333333333334,4.0,39.66666666666666,14.333333333333334,1.0,2.6666666666666665,14.666666666666666,0.0,5.333333333333333,1.3333333333333333,19.0,12.416666666666666,10.535714285714286,4.316666666666666,4.171428571428572,34.11666666666667,29.05,0.23866666666666667,0.1891428571428572,11.616666666666667,9.728571428571428,1.8166666666666667,1.457142857142857,2.316666666666667,1.9928571428571427,13.299999999999999,11.842857142857143,0.21666666666666667,0.16428571428571428,6.683333333333334,4.685714285714285,0.9500000000000001,0.6571428571428571,17.791666666666668,14.5
09/14/2019,Villanova,3-0,3.0,1.0,0,47.0,8.0,103.0,0.379,43.0,10.0,6.0,42.0,2.0,1.0,8.0,2.0,62.0,0.0,Villanova,3,15.666666666666666,2.6666666666666665,34.333333333333336,14.333333333333334,3.333333333333333,2.0,14.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,20.666666666666668,13.861111111111112,11.135416666666666,4.1499999999999995,4.15,35.25555555555555,30.37708333333333,0.2743333333333333,0.20125000000000004,13.061111111111112,10.304166666666665,1.4833333333333334,1.4,2.3722222222222222,2.0770833333333334,13.105555555555554,12.195833333333335,0.13333333333333333,0.14375,5.044444444444444,4.766666666666667,1.1444444444444444,0.7416666666666666,18.0,15.0625
09/19/2019,@ San Diego,2-3,5.0,0.0,0,56.0,18.0,143.0,0.266,49.0,7.0,12.0,43.0,8.0,1.0,12.0,0.0,70.0,0.0,San Diego,5,11.2,3.6,28.6,9.8,1.4,2.4,8.6,0.2,2.4,0.0,14.0,14.333333333333334,11.63888888888889,3.6222222222222222,3.9851851851851854,34.86666666666667,30.816666666666663,0.30666666666666664,0.22100000000000003,13.422222222222222,10.75185185185185,1.8444444444444443,1.6148148148148147,2.288888888888889,2.0685185185185184,13.02222222222222,12.396296296296297,0.24444444444444446,0.1648148148148148,4.6,4.533333333333333,0.8666666666666666,0.7333333333333333,18.722222222222225,15.685185185185183
09/20/2019,"Long Beach St. @ San Diego, CA",3-0,3.0,0.0,0,44.0,10.0,83.0,0.41,43.0,12.0,9.0,29.0,3.0,2.0,8.0,0.0,62.0,0.0,Long Beach St.,3,14.666666666666666,3.333333333333333,27.666666666666668,14.333333333333334,4.0,3.0,9.666666666666666,0.6666666666666666,2.6666666666666665,0.0,20.666666666666668,14.066666666666668,11.595,3.422222222222222,3.9466666666666668,34.199999999999996,30.595,0.31033333333333335,0.22550000000000003,12.822222222222223,10.656666666666665,1.9111111111111108,1.5933333333333333,2.3555555555555556,2.1016666666666666,12.422222222222222,12.016666666666667,0.17777777777777778,0.1683333333333333,3.4666666666666663,4.319999999999999,0.6666666666666665,0.6599999999999999,17.88888888888889,15.516666666666666
