date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,"Saint Mary's (CA) @ Ogden, UT",0-3,3.0,32.0,15.0,89.0,0.191,29.0,1.0,9.0,27.0,69.0,5.0,1.0,8.0,3.0,38.0,0.0,Saint Mary's ,3,10.666666666666666,5.0,29.666666666666668,9.666666666666666,0.3333333333333333,3.0,9.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.0,12.666666666666666,0.0
08/25/2023,@ Weber St.,0-3,3.0,18.0,19.0,64.0,-0.016,18.0,2.0,9.0,25.0,65.0,8.0,0.0,2.0,0.0,21.0,1.0,Weber St.,3,6.0,6.333333333333333,21.333333333333332,6.0,0.6666666666666666,3.0,8.333333333333334,2.6666666666666665,0.0,0.6666666666666666,0.0,7.0,0.3333333333333333
08/26/2023,"Utah Tech @ Ogden, UT",0-3,3.0,24.0,19.0,86.0,0.058,24.0,2.0,5.0,26.0,66.0,3.0,1.0,2.0,4.0,28.0,2.0,Utah Tech,3,8.0,6.333333333333333,28.666666666666668,8.0,0.6666666666666666,1.6666666666666667,8.666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,9.333333333333334,0.6666666666666666
09/01/2023,@ Saint Francis (PA),0-3,3.0,22.0,15.0,71.0,0.099,21.0,3.0,8.0,19.0,65.0,13.0,1.0,0.0,2.0,26.0,0.0,Saint Francis ,3,7.333333333333333,5.0,23.666666666666668,7.0,1.0,2.6666666666666665,6.333333333333333,4.333333333333333,0.3333333333333333,0.0,0.6666666666666666,8.666666666666666,0.0
09/02/2023,"Stony Brook @ Loretto, PA",0-3,3.0,19.0,14.0,64.0,0.078,19.0,3.0,5.0,23.0,67.0,9.0,1.0,6.0,1.0,26.0,1.0,Stony Brook,3,6.333333333333333,4.666666666666667,21.333333333333332,6.333333333333333,1.0,1.6666666666666667,7.666666666666667,3.0,0.3333333333333333,2.0,0.3333333333333333,8.666666666666666,0.3333333333333333
09/02/2023,"Purdue Fort Wayne @ Loretto, PA",1-3,4.0,42.0,20.0,119.0,0.185,40.0,3.0,7.0,39.0,84.0,9.0,0.0,6.0,0.0,48.0,0.0,Purdue Fort Wayne,4,10.5,5.0,29.75,10.0,0.75,1.75,9.75,2.25,0.0,1.5,0.0,12.0,0.0
09/08/2023,@ Columbia,1-3,4.0,41.0,26.0,110.0,0.136,38.0,13.0,11.0,34.0,85.0,12.0,0.0,6.0,2.0,57.0,0.0,Columbia,4,10.25,6.5,27.5,9.5,3.25,2.75,8.5,3.0,0.0,1.5,0.5,14.25,0.0
09/09/2023,"Morgan St. @ New York, NY",1-3,4.0,47.0,31.0,133.0,0.12,45.0,7.0,7.0,47.0,80.0,11.0,2.0,10.0,2.0,61.0,1.0,Morgan St.,4,11.75,7.75,33.25,11.25,1.75,1.75,11.75,2.75,0.5,2.5,0.5,15.25,0.25
09/13/2023,Central Conn. St.,3-1,4.0,58.0,27.0,144.0,0.215,53.0,15.0,9.0,54.0,78.0,3.0,3.0,4.0,0.0,78.0,2.0,Central Conn. St.,4,14.5,6.75,36.0,13.25,3.75,2.25,13.5,0.75,0.75,1.0,0.0,19.5,0.5
09/16/2023,Saint Peter's,3-1,4.0,53.0,22.0,138.0,0.225,43.0,10.0,12.0,40.0,78.0,7.0,0.0,4.0,0.0,65.0,0.0,Saint Peter's,4,13.25,5.5,34.5,10.75,2.5,3.0,10.0,1.75,0.0,1.0,0.0,16.25,0.0
