date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,"Oklahoma @ Muncie, IN",1-3,4.0,35.0,20.0,101.0,0.149,33.0,9.0,10.0,34.0,80.0,7.0,1.0,11.0,2.0,50.5,0.0,Oklahoma,4,8.75,5.0,25.25,8.25,2.25,2.5,8.5,1.75,0.25,2.75,0.5,12.625,0.0
08/26/2023,"Gonzaga @ Muncie, IN",0-3,3.0,37.0,18.0,109.0,0.174,36.0,5.0,8.0,47.0,69.0,6.0,1.0,8.0,2.0,47.0,0.0,Gonzaga,3,12.333333333333334,6.0,36.333333333333336,12.0,1.6666666666666667,2.6666666666666665,15.666666666666666,2.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,15.666666666666666,0.0
08/26/2023,@ Ball St.,0-3,3.0,33.0,15.0,96.0,0.188,32.0,3.0,7.0,35.0,69.0,6.0,0.0,4.0,1.0,38.0,2.0,Ball St.,3,11.0,5.0,32.0,10.666666666666666,1.0,2.3333333333333335,11.666666666666666,2.0,0.0,1.3333333333333333,0.3333333333333333,12.666666666666666,0.6666666666666666
09/01/2023,"Stony Brook @ Loretto, PA",3-1,4.0,67.0,13.0,146.0,0.37,65.0,2.0,6.0,62.0,82.0,8.0,1.0,11.0,3.0,75.5,1.0,Stony Brook,4,16.75,3.25,36.5,16.25,0.5,1.5,15.5,2.0,0.25,2.75,0.75,18.875,0.25
09/02/2023,@ Saint Francis (PA),3-2,5.0,58.0,17.0,142.0,0.289,57.0,5.0,13.0,49.0,87.0,8.0,3.0,14.0,1.0,73.0,0.0,Saint Francis ,5,11.6,3.4,28.4,11.4,1.0,2.6,9.8,1.6,0.6,2.8,0.2,14.6,0.0
09/02/2023,"Manhattan @ Loretto, PA",3-1,4.0,57.0,19.0,121.0,0.314,52.0,9.0,10.0,51.0,69.0,3.0,4.0,11.0,0.0,75.5,0.0,Manhattan,4,14.25,4.75,30.25,13.0,2.25,2.5,12.75,0.75,1.0,2.75,0.0,18.875,0.0
09/08/2023,"Kent St. @ Niagara University, NY",1-3,4.0,53.0,26.0,167.0,0.162,48.0,7.0,12.0,79.0,85.0,4.0,0.0,10.0,4.0,65.0,0.0,Kent St.,4,13.25,6.5,41.75,12.0,1.75,3.0,19.75,1.0,0.0,2.5,1.0,16.25,0.0
09/08/2023,@ Niagara,3-2,5.0,66.0,29.0,177.0,0.209,63.0,8.0,9.0,73.0,90.0,4.0,1.0,6.0,0.0,78.0,0.0,Niagara,5,13.2,5.8,35.4,12.6,1.6,1.8,14.6,0.8,0.2,1.2,0.0,15.6,0.0
09/09/2023,@ Canisius,3-2,5.0,67.0,24.0,180.0,0.239,62.0,6.0,8.0,83.0,94.0,8.0,1.0,18.0,0.0,83.0,0.0,Canisius,5,13.4,4.8,36.0,12.4,1.2,1.6,16.6,1.6,0.2,3.6,0.0,16.6,0.0
09/15/2023,Miami (OH),1-3,4.0,52.0,27.0,135.0,0.185,46.0,3.0,6.0,50.0,90.0,9.0,0.0,8.0,1.0,59.0,1.0,Miami ,4,13.0,6.75,33.75,11.5,0.75,1.5,12.5,2.25,0.0,2.0,0.25,14.75,0.25
09/16/2023,SIUE,1-3,4.0,48.0,25.0,142.0,0.162,46.0,3.0,7.0,55.0,86.0,4.0,3.0,8.0,2.0,58.0,0.0,SIUE,4,12.0,6.25,35.5,11.5,0.75,1.75,13.75,1.0,0.75,2.0,0.5,14.5,0.0
09/16/2023,Valparaiso,0-3,3.0,34.0,24.0,121.0,0.083,33.0,1.0,3.0,49.0,70.0,5.0,2.0,8.0,1.0,41.0,0.0,Valparaiso,3,11.333333333333334,8.0,40.333333333333336,11.0,0.3333333333333333,1.0,16.333333333333332,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,13.666666666666666,0.0
09/19/2023,Oakland,0-3,3.0,37.0,24.0,143.0,0.091,36.0,2.0,6.0,71.0,68.0,2.0,1.0,12.0,1.0,46.0,0.0,Oakland,3,12.333333333333334,8.0,47.666666666666664,12.0,0.6666666666666666,2.0,23.666666666666668,0.6666666666666666,0.3333333333333333,4.0,0.3333333333333333,15.333333333333334,0.0
09/22/2023,@ Green Bay,2-3,5.0,55.0,30.0,161.0,0.155,49.0,13.0,7.0,70.0,92.0,10.0,2.0,10.0,1.0,75.0,1.0,Green Bay,5,11.0,6.0,32.2,9.8,2.6,1.4,14.0,2.0,0.4,2.0,0.2,15.0,0.2
09/23/2023,@ Milwaukee,0-3,3.0,28.0,17.0,106.0,0.104,25.0,2.0,2.0,41.0,66.0,8.0,0.0,8.0,2.0,34.0,0.0,Milwaukee,3,9.333333333333334,5.666666666666667,35.333333333333336,8.333333333333334,0.6666666666666666,0.6666666666666666,13.666666666666666,2.6666666666666665,0.0,2.6666666666666665,0.6666666666666666,11.333333333333334,0.0
09/26/2023,@ Cleveland St.,1-3,4.0,50.0,25.0,141.0,0.177,49.0,8.0,9.0,57.0,81.0,5.0,2.0,6.0,1.0,63.0,0.0,Cleveland St.,4,12.5,6.25,35.25,12.25,2.0,2.25,14.25,1.25,0.5,1.5,0.25,15.75,0.0
09/30/2023,IUPUI,3-1,4.0,43.0,17.0,102.0,0.255,41.0,8.0,10.0,44.0,60.0,4.0,2.0,8.0,2.0,57.0,1.0,IUPUI,4,10.75,4.25,25.5,10.25,2.0,2.5,11.0,1.0,0.5,2.0,0.5,14.25,0.25
10/06/2023,Youngstown St.,1-3,4.0,52.0,20.0,144.0,0.222,51.0,10.0,9.0,59.0,84.0,5.0,2.0,10.0,1.0,69.0,0.0,Youngstown St.,4,13.0,5.0,36.0,12.75,2.5,2.25,14.75,1.25,0.5,2.5,0.25,17.25,0.0
10/07/2023,Robert Morris,3-0,3.0,46.0,7.0,93.0,0.419,43.0,5.0,7.0,46.0,43.0,1.0,1.0,22.0,0.0,63.0,0.0,Robert Morris,3,15.333333333333334,2.3333333333333335,31.0,14.333333333333334,1.6666666666666667,2.3333333333333335,15.333333333333334,0.3333333333333333,0.3333333333333333,7.333333333333333,0.0,21.0,0.0
10/13/2023,@ Northern Ky.,0-3,3.0,37.0,19.0,102.0,0.176,33.0,2.0,8.0,41.0,67.0,13.0,3.0,10.0,0.0,47.0,0.0,Northern Ky.,3,12.333333333333334,6.333333333333333,34.0,11.0,0.6666666666666666,2.6666666666666665,13.666666666666666,4.333333333333333,1.0,3.3333333333333335,0.0,15.666666666666666,0.0
10/14/2023,@ Wright St.,0-3,3.0,35.0,20.0,119.0,0.126,31.0,1.0,5.0,50.0,67.0,6.0,0.0,2.0,1.0,37.0,0.0,Wright St.,3,11.666666666666666,6.666666666666667,39.666666666666664,10.333333333333334,0.3333333333333333,1.6666666666666667,16.666666666666668,2.0,0.0,0.6666666666666666,0.3333333333333333,12.333333333333334,0.0
10/20/2023,Milwaukee,2-3,5.0,67.0,32.0,198.0,0.177,65.0,9.0,15.0,69.0,108.0,2.0,2.0,16.0,1.0,86.0,0.0,Milwaukee,5,13.4,6.4,39.6,13.0,1.8,3.0,13.8,0.4,0.4,3.2,0.2,17.2,0.0
10/21/2023,Green Bay,3-0,3.0,48.0,13.0,117.0,0.299,46.0,1.0,9.0,55.0,62.0,3.0,1.0,12.0,2.0,56.0,0.0,Green Bay,3,16.0,4.333333333333333,39.0,15.333333333333334,0.3333333333333333,3.0,18.333333333333332,1.0,0.3333333333333333,4.0,0.6666666666666666,18.666666666666668,0.0
10/24/2023,@ Oakland,2-3,5.0,60.0,28.0,182.0,0.176,55.0,5.0,7.0,73.0,105.0,8.0,2.0,12.0,0.0,73.0,1.0,Oakland,5,12.0,5.6,36.4,11.0,1.0,1.4,14.6,1.6,0.4,2.4,0.0,14.6,0.2
