date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,Charleston So.,3-0,3.0,40.0,10.0,108.0,0.278,38.0,6.0,7.0,47.0,49.0,2.0,0.0,12.0,0.0,52.0,1.0,Charleston So.,3,13.333333333333334,3.3333333333333335,36.0,12.666666666666666,2.0,2.3333333333333335,15.666666666666666,0.6666666666666666,0.0,4.0,0.0,17.333333333333332,0.3333333333333333
08/25/2023,Elon,3-1,4.0,50.0,31.0,151.0,0.126,49.0,7.0,5.0,79.0,72.0,9.0,2.0,20.0,1.0,69.0,0.0,Elon,4,12.5,7.75,37.75,12.25,1.75,1.25,19.75,2.25,0.5,5.0,0.25,17.25,0.0
08/26/2023,Coastal Carolina,3-2,5.0,53.0,34.0,169.0,0.112,51.0,8.0,7.0,82.0,103.0,6.0,5.0,32.0,1.0,82.0,3.0,Coastal Carolina,5,10.6,6.8,33.8,10.2,1.6,1.4,16.4,1.2,1.0,6.4,0.2,16.4,0.6
09/01/2023,"Northern Colo. @ Boulder, CO",0-3,3.0,34.0,16.0,113.0,0.159,29.0,2.0,7.0,45.0,67.0,4.0,3.0,22.0,0.0,50.0,2.0,Northern Colo.,3,11.333333333333334,5.333333333333333,37.666666666666664,9.666666666666666,0.6666666666666666,2.3333333333333335,15.0,1.3333333333333333,1.0,7.333333333333333,0.0,16.666666666666668,0.6666666666666666
09/02/2023,@ Colorado,0-3,3.0,37.0,22.0,94.0,0.16,35.0,2.0,8.0,33.0,65.0,4.0,0.0,4.0,1.0,41.0,0.0,Colorado,3,12.333333333333334,7.333333333333333,31.333333333333332,11.666666666666666,0.6666666666666666,2.6666666666666665,11.0,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,13.666666666666666,0.0
09/03/2023,"Xavier @ Boulder, CO",3-0,3.0,36.0,15.0,95.0,0.221,34.0,4.0,9.0,45.0,59.0,2.0,7.0,16.0,0.0,55.0,1.0,Xavier,3,12.0,5.0,31.666666666666668,11.333333333333334,1.3333333333333333,3.0,15.0,0.6666666666666666,2.3333333333333335,5.333333333333333,0.0,18.333333333333332,0.3333333333333333
09/08/2023,"Louisiana @ Jacksonville, FL",0-3,3.0,33.0,25.0,117.0,0.068,33.0,3.0,5.0,48.0,68.0,8.0,1.0,0.0,2.0,37.0,1.0,Louisiana,3,11.0,8.333333333333334,39.0,11.0,1.0,1.6666666666666667,16.0,2.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,12.333333333333334,0.3333333333333333
09/08/2023,"Texas Southern @ Jacksonville, FL",3-0,3.0,43.0,24.0,132.0,0.144,41.0,6.0,5.0,60.0,59.0,4.0,1.0,16.0,0.0,58.0,0.0,Texas Southern,3,14.333333333333334,8.0,44.0,13.666666666666666,2.0,1.6666666666666667,20.0,1.3333333333333333,0.3333333333333333,5.333333333333333,0.0,19.333333333333332,0.0
09/09/2023,@ North Florida,2-3,5.0,46.0,21.0,159.0,0.157,45.0,8.0,7.0,67.0,96.0,6.0,1.0,22.0,4.0,66.0,3.0,North Florida,5,9.2,4.2,31.8,9.0,1.6,1.4,13.4,1.2,0.2,4.4,0.8,13.2,0.6
09/12/2023,@ NC State,0-3,3.0,19.0,20.0,90.0,-0.011,18.0,3.0,5.0,35.0,65.0,9.0,3.0,8.0,0.0,29.0,0.0,NC State,3,6.333333333333333,6.666666666666667,30.0,6.0,1.0,1.6666666666666667,11.666666666666666,3.0,1.0,2.6666666666666665,0.0,9.666666666666666,0.0
09/15/2023,@ UNC Greensboro,3-2,5.0,60.0,23.0,165.0,0.224,54.0,13.0,9.0,56.0,82.0,5.0,3.0,26.0,3.0,89.0,2.0,UNC Greensboro,5,12.0,4.6,33.0,10.8,2.6,1.8,11.2,1.0,0.6,5.2,0.6,17.8,0.4
09/16/2023,"UNC Asheville @ Greensboro, NC",3-2,5.0,53.0,29.0,161.0,0.149,46.0,8.0,6.0,73.0,89.0,7.0,1.0,10.0,1.0,67.0,0.0,UNC Asheville,5,10.6,5.8,32.2,9.2,1.6,1.2,14.6,1.4,0.2,2.0,0.2,13.4,0.0
09/20/2023,UTSA,0-3,3.0,35.0,16.0,114.0,0.167,28.0,3.0,7.0,44.0,69.0,8.0,1.0,6.0,2.0,42.0,2.0,UTSA,3,11.666666666666666,5.333333333333333,38.0,9.333333333333334,1.0,2.3333333333333335,14.666666666666666,2.6666666666666665,0.3333333333333333,2.0,0.6666666666666666,14.0,0.6666666666666666
09/23/2023,@ Wichita St.,0-3,3.0,21.0,23.0,93.0,-0.022,20.0,4.0,8.0,38.0,66.0,2.0,2.0,4.0,3.0,29.0,0.0,Wichita St.,3,7.0,7.666666666666667,31.0,6.666666666666667,1.3333333333333333,2.6666666666666665,12.666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,9.666666666666666,0.0
09/29/2023,Memphis,3-0,3.0,38.0,14.0,112.0,0.214,35.0,5.0,5.0,49.0,58.0,3.0,1.0,14.0,0.0,51.0,2.0,Memphis,3,12.666666666666666,4.666666666666667,37.333333333333336,11.666666666666666,1.6666666666666667,1.6666666666666667,16.333333333333332,1.0,0.3333333333333333,4.666666666666667,0.0,17.0,0.6666666666666666
09/30/2023,Memphis,3-1,4.0,57.0,13.0,151.0,0.291,54.0,4.0,10.0,48.0,82.0,7.0,1.0,14.0,0.0,69.0,1.0,Memphis,4,14.25,3.25,37.75,13.5,1.0,2.5,12.0,1.75,0.25,3.5,0.0,17.25,0.25
10/06/2023,SMU,0-3,3.0,26.0,21.0,106.0,0.047,25.0,3.0,7.0,50.0,67.0,4.0,1.0,2.0,2.0,31.0,0.0,SMU,3,8.666666666666666,7.0,35.333333333333336,8.333333333333334,1.0,2.3333333333333335,16.666666666666668,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,10.333333333333334,0.0
10/08/2023,Rice,1-3,4.0,48.0,24.0,161.0,0.149,41.0,4.0,6.0,76.0,88.0,5.0,0.0,20.0,2.0,62.0,2.0,Rice,4,12.0,6.0,40.25,10.25,1.0,1.5,19.0,1.25,0.0,5.0,0.5,15.5,0.5
10/13/2023,@ South Fla.,0-3,3.0,22.0,13.0,94.0,0.096,22.0,3.0,6.0,38.0,63.0,3.0,1.0,6.0,5.0,29.0,2.0,South Fla.,3,7.333333333333333,4.333333333333333,31.333333333333332,7.333333333333333,1.0,2.0,12.666666666666666,1.0,0.3333333333333333,2.0,1.6666666666666667,9.666666666666666,0.6666666666666666
10/15/2023,@ South Fla.,1-3,4.0,35.0,11.0,117.0,0.205,33.0,5.0,7.0,43.0,86.0,10.0,1.0,16.0,2.0,49.0,0.0,South Fla.,4,8.75,2.75,29.25,8.25,1.25,1.75,10.75,2.5,0.25,4.0,0.5,12.25,0.0
10/20/2023,Temple,1-3,4.0,41.0,26.0,172.0,0.087,38.0,3.0,8.0,88.0,82.0,2.0,4.0,16.0,4.0,56.0,0.0,Temple,4,10.25,6.5,43.0,9.5,0.75,2.0,22.0,0.5,1.0,4.0,1.0,14.0,0.0
10/21/2023,Temple,2-3,5.0,64.0,27.0,188.0,0.197,62.0,8.0,6.0,99.0,97.0,7.0,8.0,14.0,0.0,87.0,2.0,Temple,5,12.8,5.4,37.6,12.4,1.6,1.2,19.8,1.4,1.6,2.8,0.0,17.4,0.4
10/27/2023,@ Tulane,0-3,3.0,31.0,15.0,104.0,0.154,31.0,3.0,7.0,43.0,65.0,9.0,3.0,6.0,2.0,40.0,1.0,Tulane,3,10.333333333333334,5.0,34.666666666666664,10.333333333333334,1.0,2.3333333333333335,14.333333333333334,3.0,1.0,2.0,0.6666666666666666,13.333333333333334,0.3333333333333333
10/29/2023,@ North Texas,0-3,3.0,29.0,23.0,107.0,0.056,28.0,6.0,5.0,48.0,65.0,6.0,1.0,6.0,0.0,39.0,1.0,North Texas,3,9.666666666666666,7.666666666666667,35.666666666666664,9.333333333333334,2.0,1.6666666666666667,16.0,2.0,0.3333333333333333,2.0,0.0,13.0,0.3333333333333333
11/03/2023,@ UAB,3-2,5.0,64.0,23.0,184.0,0.223,59.0,7.0,4.0,78.0,95.0,7.0,2.0,14.0,2.0,80.0,2.0,UAB,5,12.8,4.6,36.8,11.8,1.4,0.8,15.6,1.4,0.4,2.8,0.4,16.0,0.4
11/04/2023,@ UAB,2-3,5.0,59.0,21.0,195.0,0.195,55.0,4.0,8.0,96.0,99.0,8.0,1.0,18.0,0.0,73.0,2.0,UAB,5,11.8,4.2,39.0,11.0,0.8,1.6,19.2,1.6,0.2,3.6,0.0,14.6,0.4
11/10/2023,Fla. Atlantic,1-3,4.0,46.0,22.0,148.0,0.162,43.0,2.0,5.0,60.0,85.0,0.0,3.0,12.0,0.0,57.0,4.0,Fla. Atlantic,4,11.5,5.5,37.0,10.75,0.5,1.25,15.0,0.0,0.75,3.0,0.0,14.25,1.0
11/12/2023,Fla. Atlantic,2-3,5.0,51.0,27.0,197.0,0.122,47.0,3.0,4.0,81.0,99.0,3.0,5.0,32.0,0.0,75.0,0.0,Fla. Atlantic,5,10.2,5.4,39.4,9.4,0.6,0.8,16.2,0.6,1.0,6.4,0.0,15.0,0.0
11/17/2023,@ East Carolina,0-3,3.0,34.0,14.0,119.0,0.168,33.0,1.0,5.0,60.0,62.0,5.0,1.0,8.0,3.0,40.0,0.0,East Carolina,3,11.333333333333334,4.666666666666667,39.666666666666664,11.0,0.3333333333333333,1.6666666666666667,20.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.0,13.333333333333334,0.0
11/18/2023,@ East Carolina,3-2,5.0,35.0,26.0,151.0,0.06,32.0,2.0,6.0,63.0,90.0,10.0,4.0,28.0,1.0,55.0,0.0,East Carolina,5,7.0,5.2,30.2,6.4,0.4,1.2,12.6,2.0,0.8,5.6,0.2,11.0,0.0
11/22/2023,Tulsa,1-3,4.0,54.0,21.0,185.0,0.178,47.0,2.0,8.0,84.0,86.0,2.0,2.0,10.0,1.0,63.0,1.0,Tulsa,4,13.5,5.25,46.25,11.75,0.5,2.0,21.0,0.5,0.5,2.5,0.25,15.75,0.25
