date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,"Fairfield @ West Point, NY",1-3,4.0,43.0,21.0,128.0,0.172,40.0,6.0,7.0,59.0,75.0,7.0,3.0,2.0,0.0,53.0,0.0,Fairfield,4,10.75,5.25,32.0,10.0,1.5,1.75,14.75,1.75,0.75,0.5,0.0,13.25,0.0
08/26/2023,@ Army West Point,0-3,3.0,25.0,20.0,99.0,0.051,25.0,3.0,6.0,41.0,67.0,6.0,0.0,6.0,0.0,31.0,3.0,Army West Point,3,8.333333333333334,6.666666666666667,33.0,8.333333333333334,1.0,2.0,13.666666666666666,2.0,0.0,2.0,0.0,10.333333333333334,1.0
08/26/2023,"California @ West Point, NY",0-3,3.0,21.0,16.0,82.0,0.061,21.0,4.0,7.0,41.0,63.0,9.0,1.0,6.0,0.0,29.0,1.0,California,3,7.0,5.333333333333333,27.333333333333332,7.0,1.3333333333333333,2.3333333333333335,13.666666666666666,3.0,0.3333333333333333,2.0,0.0,9.666666666666666,0.3333333333333333
08/29/2023,NJIT,0-3,3.0,37.0,14.0,107.0,0.215,34.0,5.0,11.0,40.0,69.0,4.0,4.0,2.0,1.0,47.0,0.0,NJIT,3,12.333333333333334,4.666666666666667,35.666666666666664,11.333333333333334,1.6666666666666667,3.6666666666666665,13.333333333333334,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,15.666666666666666,0.0
09/01/2023,"Marist @ Washington, DC",2-3,5.0,45.0,24.0,140.0,0.15,41.0,7.0,9.0,54.0,96.0,12.0,2.0,22.0,0.0,65.0,2.0,Marist,5,9.0,4.8,28.0,8.2,1.4,1.8,10.8,2.4,0.4,4.4,0.0,13.0,0.4
09/02/2023,@ American,0-3,3.0,21.0,15.0,90.0,0.067,20.0,1.0,6.0,24.0,66.0,6.0,1.0,2.0,1.0,24.0,0.0,American,3,7.0,5.0,30.0,6.666666666666667,0.3333333333333333,2.0,8.0,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,8.0,0.0
09/02/2023,"UMES @ Washington, DC",1-3,4.0,42.0,26.0,125.0,0.128,42.0,10.0,10.0,37.0,89.0,9.0,3.0,10.0,0.0,60.0,0.0,UMES,4,10.5,6.5,31.25,10.5,2.5,2.5,9.25,2.25,0.75,2.5,0.0,15.0,0.0
09/08/2023,"Bryant @ Providence, RI",0-3,3.0,19.0,15.0,78.0,0.051,19.0,2.0,2.0,30.0,68.0,9.0,0.0,10.0,3.0,26.0,3.0,Bryant,3,6.333333333333333,5.0,26.0,6.333333333333333,0.6666666666666666,0.6666666666666666,10.0,3.0,0.0,3.3333333333333335,1.0,8.666666666666666,1.0
09/09/2023,@ Providence,0-3,3.0,14.0,15.0,73.0,-0.014,12.0,2.0,2.0,23.0,65.0,12.0,0.0,4.0,0.0,18.0,3.0,Providence,3,4.666666666666667,5.0,24.333333333333332,4.0,0.6666666666666666,0.6666666666666666,7.666666666666667,4.0,0.0,1.3333333333333333,0.0,6.0,1.0
09/09/2023,"Saint Peter's @ Providence, RI",3-2,5.0,57.0,23.0,147.0,0.231,50.0,8.0,5.0,55.0,87.0,10.0,3.0,8.0,1.0,72.0,3.0,Saint Peter's,5,11.4,4.6,29.4,10.0,1.6,1.0,11.0,2.0,0.6,1.6,0.2,14.4,0.6
