date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,SIUE,3-0,3.0,37.0,17.0,111.0,0.18,34.0,4.0,6.0,51.0,55.0,4.0,1.0,9.0,7.0,46.5,1.0,SIUE,3,12.333333333333334,5.666666666666667,37.0,11.333333333333334,1.3333333333333333,2.0,17.0,1.3333333333333333,0.3333333333333333,3.0,2.3333333333333335,15.5,0.3333333333333333
08/26/2023,Eastern Mich.,3-1,4.0,50.0,22.0,134.0,0.209,48.0,9.0,5.0,58.0,78.0,5.0,2.0,10.0,0.0,66.0,0.0,Eastern Mich.,4,12.5,5.5,33.5,12.0,2.25,1.25,14.5,1.25,0.5,2.5,0.0,16.5,0.0
08/26/2023,IUPUI,3-0,3.0,28.0,17.0,106.0,0.104,26.0,6.0,5.0,57.0,54.0,2.0,4.0,10.0,1.0,43.0,1.0,IUPUI,3,9.333333333333334,5.666666666666667,35.333333333333336,8.666666666666666,2.0,1.6666666666666667,19.0,0.6666666666666666,1.3333333333333333,3.3333333333333335,0.3333333333333333,14.333333333333334,0.3333333333333333
09/01/2023,"Saint Louis @ Mount Pleasant, MI",1-3,4.0,37.0,20.0,139.0,0.122,32.0,7.0,4.0,48.0,81.0,8.0,1.0,10.0,1.0,50.0,1.0,Saint Louis,4,9.25,5.0,34.75,8.0,1.75,1.0,12.0,2.0,0.25,2.5,0.25,12.5,0.25
09/01/2023,"UAlbany @ Mount Pleasant, MI",3-0,3.0,41.0,8.0,85.0,0.388,32.0,12.0,3.0,37.0,42.0,5.0,0.0,4.0,0.0,55.0,0.0,UAlbany,3,13.666666666666666,2.6666666666666665,28.333333333333332,10.666666666666666,4.0,1.0,12.333333333333334,1.6666666666666667,0.0,1.3333333333333333,0.0,18.333333333333332,0.0
09/02/2023,@ Central Mich.,2-3,5.0,55.0,31.0,168.0,0.143,48.0,14.0,7.0,71.0,104.0,11.0,2.0,16.0,0.0,79.0,2.0,Central Mich.,5,11.0,6.2,33.6,9.6,2.8,1.4,14.2,2.2,0.4,3.2,0.0,15.8,0.4
09/08/2023,"Jacksonville St. @ Evansville, IN",3-0,3.0,41.0,5.0,80.0,0.45,36.0,5.0,7.0,36.0,39.0,2.0,3.0,10.0,1.0,54.0,2.0,Jacksonville St.,3,13.666666666666666,1.6666666666666667,26.666666666666668,12.0,1.6666666666666667,2.3333333333333335,12.0,0.6666666666666666,1.0,3.3333333333333335,0.3333333333333333,18.0,0.6666666666666666
09/08/2023,"Ark.-Pine Bluff @ Evansville, IN",3-0,3.0,41.0,13.0,102.0,0.275,39.0,5.0,10.0,50.0,44.0,2.0,1.0,8.0,0.0,51.0,3.0,Ark.-Pine Bluff,3,13.666666666666666,4.333333333333333,34.0,13.0,1.6666666666666667,3.3333333333333335,16.666666666666668,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.0,17.0,1.0
09/09/2023,@ Southern Ind.,3-2,5.0,69.0,30.0,207.0,0.188,62.0,8.0,9.0,97.0,101.0,9.0,4.0,14.0,1.0,88.0,2.0,Southern Ind.,5,13.8,6.0,41.4,12.4,1.6,1.8,19.4,1.8,0.8,2.8,0.2,17.6,0.4
09/12/2023,Illinois,1-3,4.0,52.0,23.0,124.0,0.234,47.0,9.0,7.0,48.0,82.0,10.0,3.0,4.0,0.0,66.0,2.0,Illinois,4,13.0,5.75,31.0,11.75,2.25,1.75,12.0,2.5,0.75,1.0,0.0,16.5,0.5
