date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,"Kansas City @ Boca Raton, FL",1-3,4.0,43.0,19.0,140.0,0.171,40.0,4.0,4.0,62.0,88.0,15.0,2.0,12.0,0.0,55.0,0.0,Kansas City,4,10.75,4.75,35.0,10.0,1.0,1.0,15.5,3.75,0.5,3.0,0.0,13.75,0.0
08/25/2023,"Holy Cross @ Boca Raton, FL",1-3,4.0,45.0,19.0,117.0,0.222,42.0,12.0,19.0,41.0,95.0,12.0,3.0,10.0,0.0,65.0,0.0,Holy Cross,4,11.25,4.75,29.25,10.5,3.0,4.75,10.25,3.0,0.75,2.5,0.0,16.25,0.0
08/26/2023,@ Fla. Atlantic,1-3,4.0,52.0,21.0,140.0,0.221,47.0,3.0,9.0,54.0,87.0,7.0,2.0,12.0,1.0,63.0,0.0,Fla. Atlantic,4,13.0,5.25,35.0,11.75,0.75,2.25,13.5,1.75,0.5,3.0,0.25,15.75,0.0
09/01/2023,"Rider @ Towson, MD",3-0,3.0,49.0,15.0,119.0,0.286,46.0,8.0,6.0,48.0,61.0,5.0,1.0,8.0,1.0,62.0,0.0,Rider,3,16.333333333333332,5.0,39.666666666666664,15.333333333333334,2.6666666666666665,2.0,16.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.3333333333333333,20.666666666666668,0.0
09/01/2023,@ Towson,1-3,4.0,50.0,23.0,137.0,0.197,48.0,3.0,8.0,49.0,86.0,7.0,2.0,4.0,0.0,57.0,1.0,Towson,4,12.5,5.75,34.25,12.0,0.75,2.0,12.25,1.75,0.5,1.0,0.0,14.25,0.25
09/02/2023,@ Morgan St.,2-3,5.0,56.0,30.0,136.0,0.191,53.0,5.0,16.0,59.0,83.0,9.0,3.0,6.0,0.0,67.0,2.0,Morgan St.,5,11.2,6.0,27.2,10.6,1.0,3.2,11.8,1.8,0.6,1.2,0.0,13.4,0.4
09/05/2023,NJIT,2-3,5.0,67.0,25.0,164.0,0.256,64.0,13.0,13.0,68.0,94.0,7.0,3.0,10.0,2.0,88.0,1.0,NJIT,5,13.4,5.0,32.8,12.8,2.6,2.6,13.6,1.4,0.6,2.0,0.4,17.6,0.2
09/08/2023,"Binghamton @ Bethlehem, PA",2-3,5.0,49.0,35.0,149.0,0.094,45.0,3.0,12.0,57.0,93.0,10.0,0.0,18.0,0.0,61.0,3.0,Binghamton,5,9.8,7.0,29.8,9.0,0.6,2.4,11.4,2.0,0.0,3.6,0.0,12.2,0.6
09/09/2023,"Virginia Tech @ Bethlehem, PA",1-3,4.0,44.0,24.0,126.0,0.159,35.0,10.0,9.0,42.0,87.0,10.0,1.0,8.0,2.0,59.0,2.0,Virginia Tech,4,11.0,6.0,31.5,8.75,2.5,2.25,10.5,2.5,0.25,2.0,0.5,14.75,0.5
09/09/2023,@ Lehigh,1-3,4.0,42.0,27.0,155.0,0.097,34.0,4.0,4.0,71.0,86.0,8.0,2.0,2.0,3.0,49.0,0.0,Lehigh,4,10.5,6.75,38.75,8.5,1.0,1.0,17.75,2.0,0.5,0.5,0.75,12.25,0.0
09/12/2023,@ Iona,0-3,3.0,28.0,16.0,114.0,0.105,26.0,6.0,7.0,56.0,65.0,7.0,3.0,14.0,1.0,44.0,0.0,Iona,3,9.333333333333334,5.333333333333333,38.0,8.666666666666666,2.0,2.3333333333333335,18.666666666666668,2.333333333333333,1.0,4.666666666666667,0.3333333333333333,14.666666666666666,0.0
09/16/2023,"Dartmouth @ Bronx, NY",0-3,3.0,30.0,21.0,93.0,0.097,30.0,4.0,9.0,37.0,61.0,8.0,1.0,8.0,0.0,39.0,0.0,Dartmouth,3,10.0,7.0,31.0,10.0,1.3333333333333333,3.0,12.333333333333334,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.0,13.0,0.0
09/17/2023,@ Fordham,1-3,4.0,48.0,24.0,156.0,0.154,47.0,3.0,5.0,65.0,88.0,3.0,2.0,16.0,2.0,61.0,1.0,Fordham,4,12.0,6.0,39.0,11.75,0.75,1.25,16.25,0.75,0.5,4.0,0.5,15.25,0.25
09/22/2023,Sacred Heart,1-3,4.0,47.0,26.0,124.0,0.169,46.0,8.0,7.0,40.0,85.0,5.0,1.0,20.0,1.0,66.0,3.0,Sacred Heart,4,11.75,6.5,31.0,11.5,2.0,1.75,10.0,1.25,0.25,5.0,0.25,16.5,0.75
09/23/2023,Central Conn. St.,3-1,4.0,56.0,23.0,138.0,0.239,53.0,8.0,8.0,69.0,62.0,3.0,2.0,8.0,0.0,70.0,0.0,Central Conn. St.,4,14.0,5.75,34.5,13.25,2.0,2.0,17.25,0.75,0.5,2.0,0.0,17.5,0.0
