date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,VCU,3-1,4.0,52.0,23.0,128.0,0.227,48.0,8.0,5.0,52.0,72.0,8.0,0.0,2.0,2.0,61.0,0.0,VCU,4,13.0,5.75,32.0,12.0,2.0,1.25,13.0,2.0,0.0,0.5,0.5,15.25,0.0
08/26/2023,Norfolk St.,3-0,3.0,44.0,8.0,83.0,0.434,42.0,7.0,5.0,34.0,44.0,3.0,0.0,10.0,0.0,56.0,0.0,Norfolk St.,3,14.666666666666666,2.6666666666666665,27.666666666666668,14.0,2.3333333333333335,1.6666666666666667,11.333333333333334,1.0,0.0,3.3333333333333335,0.0,18.666666666666668,0.0
08/29/2023,William & Mary,3-1,4.0,50.0,28.0,134.0,0.164,49.0,9.0,5.0,53.0,90.0,8.0,7.0,32.0,4.0,82.0,0.0,William & Mary,4,12.5,7.0,33.5,12.25,2.25,1.25,13.25,2.0,1.75,8.0,1.0,20.5,0.0
09/01/2023,"Maryland @ Annapolis, MD",0-3,3.0,31.0,19.0,84.0,0.143,29.0,5.0,5.0,28.0,62.0,6.0,1.0,4.0,1.0,39.0,1.0,Maryland,3,10.333333333333334,6.333333333333333,28.0,9.666666666666666,1.6666666666666667,1.6666666666666667,9.333333333333334,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,13.0,0.3333333333333333
09/02/2023,"Utah Valley @ Annapolis, MD",3-2,5.0,55.0,28.0,132.0,0.205,48.0,13.0,7.0,47.0,77.0,7.0,2.0,16.0,1.0,78.0,0.0,Utah Valley,5,11.0,5.6,26.4,9.6,2.6,1.4,9.4,1.4,0.4,3.2,0.2,15.6,0.0
09/02/2023,@ Navy,1-3,4.0,40.0,20.0,100.0,0.2,39.0,2.0,9.0,27.0,87.0,14.0,2.0,12.0,2.0,50.0,0.0,Navy,4,10.0,5.0,25.0,9.75,0.5,2.25,6.75,3.5,0.5,3.0,0.5,12.5,0.0
09/05/2023,@ Virginia,2-3,5.0,53.0,23.0,158.0,0.19,49.0,4.0,4.0,73.0,92.0,11.0,2.0,16.0,1.0,67.0,1.0,Virginia,5,10.6,4.6,31.6,9.8,0.8,0.8,14.6,2.2,0.4,3.2,0.2,13.4,0.2
09/08/2023,@ Georgetown,0-3,3.0,29.0,16.0,89.0,0.146,24.0,2.0,5.0,22.0,64.0,8.0,0.0,12.0,0.0,37.0,0.0,Georgetown,3,9.666666666666666,5.333333333333333,29.666666666666668,8.0,0.6666666666666666,1.6666666666666667,7.333333333333333,2.6666666666666665,0.0,4.0,0.0,12.333333333333334,0.0
09/08/2023,@ George Washington,1-3,4.0,50.0,26.0,141.0,0.17,46.0,8.0,6.0,58.0,87.0,1.0,2.0,18.0,0.0,69.0,2.0,George Washington,4,12.5,6.5,35.25,11.5,2.0,1.5,14.5,0.25,0.5,4.5,0.0,17.25,0.5
09/09/2023,"North Ala. @ Washington, DC",3-2,5.0,73.0,25.0,160.0,0.3,65.0,9.0,10.0,59.0,100.0,10.0,2.0,10.0,0.0,89.0,1.0,North Ala.,5,14.6,5.0,32.0,13.0,1.8,2.0,11.8,2.0,0.4,2.0,0.0,17.8,0.2
09/14/2023,@ West Virginia,3-0,3.0,32.0,6.0,78.0,0.333,30.0,8.0,3.0,28.0,52.0,2.0,4.0,16.0,2.0,52.0,0.0,West Virginia,3,10.666666666666666,2.0,26.0,10.0,2.6666666666666665,1.0,9.333333333333334,0.6666666666666666,1.3333333333333333,5.333333333333333,0.6666666666666666,17.333333333333332,0.0
09/14/2023,"Robert Morris @ Morgantown, WV",3-0,3.0,46.0,13.0,98.0,0.337,41.0,2.0,2.0,44.0,47.0,1.0,4.0,14.0,0.0,59.0,0.0,Robert Morris,3,15.333333333333334,4.333333333333333,32.666666666666664,13.666666666666666,0.6666666666666666,0.6666666666666666,14.666666666666666,0.3333333333333333,1.3333333333333333,4.666666666666667,0.0,19.666666666666668,0.0
09/15/2023,"North Dakota St. @ Morgantown, WV",2-3,5.0,58.0,23.0,153.0,0.229,58.0,8.0,7.0,51.0,100.0,8.0,5.0,16.0,0.0,79.0,0.0,North Dakota St.,5,11.6,4.6,30.6,11.6,1.6,1.4,10.2,1.6,1.0,3.2,0.0,15.8,0.0
09/19/2023,Liberty,3-2,5.0,53.0,30.0,148.0,0.155,51.0,10.0,4.0,47.0,95.0,5.0,3.0,20.0,1.0,76.0,0.0,Liberty,5,10.6,6.0,29.6,10.2,2.0,0.8,9.4,1.0,0.6,4.0,0.2,15.2,0.0
09/21/2023,@ Marshall,3-1,4.0,57.0,19.0,137.0,0.277,54.0,4.0,7.0,58.0,79.0,8.0,2.0,18.0,1.0,72.0,0.0,Marshall,4,14.25,4.75,34.25,13.5,1.0,1.75,14.5,2.0,0.5,4.5,0.25,18.0,0.0
09/22/2023,@ Marshall,0-3,3.0,48.0,27.0,130.0,0.162,46.0,4.0,7.0,49.0,74.0,1.0,3.0,12.0,1.0,61.0,0.0,Marshall,3,16.0,9.0,43.333333333333336,15.333333333333334,1.3333333333333333,2.3333333333333335,16.333333333333332,0.3333333333333333,1.0,4.0,0.3333333333333333,20.333333333333332,0.0
09/29/2023,Ga. Southern,1-3,4.0,45.0,19.0,135.0,0.193,45.0,3.0,6.0,49.0,82.0,6.0,0.0,12.0,5.0,54.0,0.0,Ga. Southern,4,11.25,4.75,33.75,11.25,0.75,1.5,12.25,1.5,0.0,3.0,1.25,13.5,0.0
09/30/2023,Ga. Southern,0-3,3.0,34.0,20.0,113.0,0.124,32.0,0.0,10.0,48.0,67.0,8.0,2.0,6.0,2.0,39.0,0.0,Ga. Southern,3,11.333333333333334,6.666666666666667,37.666666666666664,10.666666666666666,0.0,3.3333333333333335,16.0,2.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,13.0,0.0
10/06/2023,James Madison,0-3,3.0,35.0,14.0,96.0,0.219,30.0,3.0,7.0,34.0,69.0,10.0,2.0,12.0,0.0,46.0,0.0,James Madison,3,11.666666666666666,4.666666666666667,32.0,10.0,1.0,2.3333333333333335,11.333333333333334,3.333333333333333,0.6666666666666666,4.0,0.0,15.333333333333334,0.0
10/07/2023,James Madison,0-3,3.0,31.0,22.0,95.0,0.095,29.0,6.0,8.0,35.0,70.0,4.0,2.0,6.0,2.0,42.0,1.0,James Madison,3,10.333333333333334,7.333333333333333,31.666666666666668,9.666666666666666,2.0,2.6666666666666665,11.666666666666666,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,14.0,0.3333333333333333
10/13/2023,@ Coastal Carolina,2-3,5.0,62.0,17.0,156.0,0.288,60.0,6.0,15.0,58.0,96.0,7.0,6.0,10.0,3.0,79.0,0.0,Coastal Carolina,5,12.4,3.4,31.2,12.0,1.2,3.0,11.6,1.4,1.2,2.0,0.6,15.8,0.0
10/14/2023,@ Coastal Carolina,1-3,4.0,51.0,29.0,148.0,0.149,48.0,5.0,5.0,58.0,93.0,6.0,0.0,20.0,5.0,66.0,1.0,Coastal Carolina,4,12.75,7.25,37.0,12.0,1.25,1.25,14.5,1.5,0.0,5.0,1.25,16.5,0.25
10/19/2023,Louisiana,3-1,4.0,52.0,19.0,122.0,0.27,49.0,11.0,11.0,44.0,77.0,5.0,2.0,18.0,3.0,74.0,0.0,Louisiana,4,13.0,4.75,30.5,12.25,2.75,2.75,11.0,1.25,0.5,4.5,0.75,18.5,0.0
10/20/2023,Louisiana,1-3,4.0,39.0,23.0,142.0,0.113,38.0,5.0,3.0,42.0,92.0,12.0,4.0,14.0,1.0,55.0,0.0,Louisiana,4,9.75,5.75,35.5,9.5,1.25,0.75,10.5,3.0,1.0,3.5,0.25,13.75,0.0
10/26/2023,@ App State,0-3,3.0,31.0,19.0,77.0,0.156,26.0,4.0,7.0,19.0,67.0,8.0,0.0,6.0,0.0,38.0,0.0,App State,3,10.333333333333334,6.333333333333333,25.666666666666668,8.666666666666666,1.3333333333333333,2.3333333333333335,6.333333333333333,2.6666666666666665,0.0,2.0,0.0,12.666666666666666,0.0
10/27/2023,@ App State,3-1,4.0,62.0,13.0,140.0,0.35,48.0,9.0,12.0,62.0,84.0,10.0,1.0,12.0,0.0,78.0,0.0,App State,4,15.5,3.25,35.0,12.0,2.25,3.0,15.5,2.5,0.25,3.0,0.0,19.5,0.0
