date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,"North Texas @ Boulder, CO",2-3,5.0,54.0,24.0,158.0,0.19,52.0,6.0,5.0,61.0,98.0,6.0,1.0,16.0,0.0,69.0,0.0,North Texas,5,10.8,4.8,31.6,10.4,1.2,1.0,12.2,1.2,0.2,3.2,0.0,13.8,0.0
08/26/2023,@ Colorado,0-3,3.0,28.0,21.0,92.0,0.076,25.0,3.0,4.0,36.0,67.0,6.0,2.0,10.0,0.0,38.0,1.0,Colorado,3,9.333333333333334,7.0,30.666666666666668,8.333333333333334,1.0,1.3333333333333333,12.0,2.0,0.6666666666666666,3.3333333333333335,0.0,12.666666666666666,0.3333333333333333
08/27/2023,"UNLV @ Boulder, CO",1-3,4.0,44.0,22.0,130.0,0.169,41.0,2.0,8.0,58.0,84.0,9.0,3.0,14.0,0.0,56.0,0.0,UNLV,4,11.0,5.5,32.5,10.25,0.5,2.0,14.5,2.25,0.75,3.5,0.0,14.0,0.0
08/31/2023,@ East Carolina,0-3,3.0,33.0,19.0,113.0,0.124,31.0,2.0,7.0,46.0,69.0,6.0,1.0,8.0,3.0,40.0,1.0,East Carolina,3,11.0,6.333333333333333,37.666666666666664,10.333333333333334,0.6666666666666666,2.3333333333333335,15.333333333333334,2.0,0.3333333333333333,2.6666666666666665,1.0,13.333333333333334,0.3333333333333333
09/01/2023,"App State @ Greenville, NC",2-3,5.0,57.0,27.0,165.0,0.182,55.0,2.0,12.0,67.0,100.0,10.0,1.0,8.0,1.0,64.0,2.0,App State,5,11.4,5.4,33.0,11.0,0.4,2.4,13.4,2.0,0.2,1.6,0.2,12.8,0.4
09/02/2023,"Bethune-Cookman @ Greenville, NC",3-0,3.0,50.0,6.0,89.0,0.494,48.0,1.0,8.0,43.0,37.0,1.0,0.0,8.0,3.0,55.0,1.0,Bethune-Cookman,3,16.666666666666668,2.0,29.666666666666668,16.0,0.3333333333333333,2.6666666666666665,14.333333333333334,0.3333333333333333,0.0,2.6666666666666665,1.0,18.333333333333332,0.3333333333333333
09/05/2023,N.C. Central,3-2,5.0,55.0,21.0,137.0,0.248,53.0,5.0,12.0,62.0,83.0,6.0,3.0,16.0,2.0,71.0,1.0,N.C. Central,5,11.0,4.2,27.4,10.6,1.0,2.4,12.4,1.2,0.6,3.2,0.4,14.2,0.2
09/08/2023,San Jose St.,1-3,4.0,50.0,22.0,160.0,0.175,43.0,5.0,9.0,80.0,87.0,6.0,4.0,10.0,2.0,64.0,0.0,San Jose St.,4,12.5,5.5,40.0,10.75,1.25,2.25,20.0,1.5,1.0,2.5,0.5,16.0,0.0
09/08/2023,UTSA,3-1,4.0,49.0,23.0,168.0,0.155,47.0,7.0,9.0,79.0,79.0,6.0,2.0,18.0,2.0,67.0,1.0,UTSA,4,12.25,5.75,42.0,11.75,1.75,2.25,19.75,1.5,0.5,4.5,0.5,16.75,0.25
09/09/2023,Ga. Southern,2-3,5.0,47.0,21.0,142.0,0.183,43.0,8.0,6.0,62.0,88.0,5.0,1.0,18.0,4.0,65.0,0.0,Ga. Southern,5,9.4,4.2,28.4,8.6,1.6,1.2,12.4,1.0,0.2,3.6,0.8,13.0,0.0
09/16/2023,@ Delaware,1-3,4.0,52.0,16.0,120.0,0.3,51.0,3.0,16.0,41.0,82.0,5.0,3.0,12.0,0.0,64.0,0.0,Delaware,4,13.0,4.0,30.0,12.75,0.75,4.0,10.25,1.25,0.75,3.0,0.0,16.0,0.0
09/17/2023,@ Delaware,3-1,4.0,52.0,21.0,153.0,0.203,48.0,12.0,10.0,80.0,77.0,6.0,2.0,14.0,3.0,73.0,1.0,Delaware,4,13.0,5.25,38.25,12.0,3.0,2.5,20.0,1.5,0.5,3.5,0.75,18.25,0.25
09/23/2023,William & Mary,3-0,3.0,41.0,16.0,111.0,0.225,38.0,5.0,5.0,57.0,56.0,3.0,0.0,4.0,0.0,48.0,0.0,William & Mary,3,13.666666666666666,5.333333333333333,37.0,12.666666666666666,1.6666666666666667,1.6666666666666667,19.0,1.0,0.0,1.3333333333333333,0.0,16.0,0.0
09/24/2023,William & Mary,3-2,5.0,60.0,23.0,172.0,0.215,55.0,12.0,11.0,64.0,97.0,7.0,4.0,8.0,2.0,80.0,3.0,William & Mary,5,12.0,4.6,34.4,11.0,2.4,2.2,12.8,1.4,0.8,1.6,0.4,16.0,0.6
09/30/2023,@ UNCW,2-3,5.0,57.0,21.0,175.0,0.206,57.0,5.0,14.0,77.0,99.0,6.0,1.0,18.0,7.0,72.0,1.0,UNCW,5,11.4,4.2,35.0,11.4,1.0,2.8,15.4,1.2,0.2,3.6,1.4,14.4,0.2
10/01/2023,@ UNCW,3-1,4.0,59.0,19.0,162.0,0.247,57.0,9.0,10.0,66.0,85.0,3.0,4.0,8.0,2.0,76.0,1.0,UNCW,4,14.75,4.75,40.5,14.25,2.25,2.5,16.5,0.75,1.0,2.0,0.5,19.0,0.25
10/07/2023,@ Towson,0-3,3.0,32.0,19.0,95.0,0.137,28.0,3.0,4.0,36.0,66.0,7.0,1.0,4.0,0.0,38.0,1.0,Towson,3,10.666666666666666,6.333333333333333,31.666666666666668,9.333333333333334,1.0,1.3333333333333333,12.0,2.333333333333333,0.3333333333333333,1.3333333333333333,0.0,12.666666666666666,0.3333333333333333
10/08/2023,@ Towson,3-0,3.0,43.0,14.0,109.0,0.266,38.0,4.0,7.0,45.0,56.0,5.0,0.0,8.0,0.0,51.0,0.0,Towson,3,14.333333333333334,4.666666666666667,36.333333333333336,12.666666666666666,1.3333333333333333,2.3333333333333335,15.0,1.6666666666666667,0.0,2.6666666666666665,0.0,17.0,0.0
10/14/2023,Col. of Charleston,3-0,3.0,46.0,9.0,99.0,0.374,44.0,6.0,9.0,44.0,48.0,0.0,3.0,8.0,0.0,59.0,0.0,Col. of Charleston,3,15.333333333333334,3.0,33.0,14.666666666666666,2.0,3.0,14.666666666666666,0.0,1.0,2.6666666666666665,0.0,19.666666666666668,0.0
10/15/2023,Col. of Charleston,3-0,3.0,45.0,11.0,112.0,0.304,41.0,5.0,9.0,46.0,57.0,3.0,0.0,14.0,1.0,57.0,1.0,Col. of Charleston,3,15.0,3.6666666666666665,37.333333333333336,13.666666666666666,1.6666666666666667,3.0,15.333333333333334,1.0,0.0,4.666666666666667,0.3333333333333333,19.0,0.3333333333333333
10/21/2023,Northeastern,3-0,3.0,41.0,17.0,120.0,0.2,39.0,5.0,5.0,48.0,57.0,3.0,3.0,14.0,3.0,56.0,0.0,Northeastern,3,13.666666666666666,5.666666666666667,40.0,13.0,1.6666666666666667,1.6666666666666667,16.0,1.0,1.0,4.666666666666667,1.0,18.666666666666668,0.0
10/22/2023,Northeastern,3-0,3.0,42.0,17.0,122.0,0.205,39.0,7.0,9.0,62.0,55.0,2.0,0.0,8.0,0.0,53.0,2.0,Northeastern,3,14.0,5.666666666666667,40.666666666666664,13.0,2.3333333333333335,3.0,20.666666666666668,0.6666666666666666,0.0,2.6666666666666665,0.0,17.666666666666668,0.6666666666666666
10/28/2023,@ Hofstra,0-3,3.0,30.0,21.0,102.0,0.088,27.0,0.0,5.0,42.0,65.0,5.0,2.0,12.0,1.0,38.0,0.0,Hofstra,3,10.0,7.0,34.0,9.0,0.0,1.6666666666666667,14.0,1.6666666666666667,0.6666666666666666,4.0,0.3333333333333333,12.666666666666666,0.0
10/29/2023,@ Hofstra,2-3,5.0,60.0,27.0,174.0,0.19,54.0,8.0,14.0,59.0,91.0,4.0,1.0,16.0,1.0,77.0,3.0,Hofstra,5,12.0,5.4,34.8,10.8,1.6,2.8,11.8,0.8,0.2,3.2,0.2,15.4,0.6
11/04/2023,Hampton,3-1,4.0,50.0,28.0,139.0,0.158,43.0,11.0,12.0,61.0,69.0,3.0,0.0,10.0,0.0,66.0,0.0,Hampton,4,12.5,7.0,34.75,10.75,2.75,3.0,15.25,0.75,0.0,2.5,0.0,16.5,0.0
11/05/2023,Hampton,3-0,3.0,40.0,12.0,86.0,0.326,37.0,6.0,10.0,47.0,43.0,4.0,3.0,2.0,2.0,50.0,1.0,Hampton,3,13.333333333333334,4.0,28.666666666666668,12.333333333333334,2.0,3.3333333333333335,15.666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,16.666666666666668,0.3333333333333333
11/11/2023,@ N.C. A&T,3-2,5.0,58.0,26.0,147.0,0.218,55.0,8.0,14.0,63.0,91.0,11.0,5.0,18.0,0.0,80.0,0.0,N.C. A&T,5,11.6,5.2,29.4,11.0,1.6,2.8,12.6,2.2,1.0,3.6,0.0,16.0,0.0
