date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set
08/25/2023,@ South Fla.,3-0,3.0,44.0,9.0,92.0,0.38,43.0,6.0,4.0,42.0,46.0,7.0,4.0,8.0,2.0,58.0,0.0,South Fla.,3,14.666666666666666,3.0,30.666666666666668,14.333333333333334,2.0,1.3333333333333333,14.0,2.333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,19.333333333333332,0.0
08/26/2023,"Penn St. @ Tampa, FL",3-1,4.0,56.0,27.0,151.0,0.192,52.0,1.0,9.0,63.0,71.0,2.0,3.0,12.0,1.0,66.0,0.0,Penn St.,4,14.0,6.75,37.75,13.0,0.25,2.25,15.75,0.5,0.75,3.0,0.25,16.5,0.0
09/01/2023,@ Ohio St.,3-1,4.0,55.0,18.0,154.0,0.24,47.0,9.0,8.0,67.0,75.0,6.0,3.0,7.0,1.0,70.5,1.0,Ohio St.,4,13.75,4.5,38.5,11.75,2.25,2.0,16.75,1.5,0.75,1.75,0.25,17.625,0.25
09/02/2023,@ Ohio St.,3-1,4.0,55.0,19.0,170.0,0.212,50.0,4.0,10.0,77.0,80.0,4.0,2.0,16.0,1.0,69.0,2.0,Ohio St.,4,13.75,4.75,42.5,12.5,1.0,2.5,19.25,1.0,0.5,4.0,0.25,17.25,0.5
09/08/2023,"South Alabama @ Tallahassee, FL",3-0,3.0,45.0,19.0,132.0,0.197,42.0,10.0,3.0,74.0,53.0,3.0,2.0,6.0,1.0,60.0,1.0,South Alabama,3,15.0,6.333333333333333,44.0,14.0,3.3333333333333335,1.0,24.666666666666668,1.0,0.6666666666666666,2.0,0.3333333333333333,20.0,0.3333333333333333
09/09/2023,"Stetson @ Tallahassee, FL",3-0,3.0,53.0,13.0,115.0,0.348,47.0,9.0,7.0,57.0,42.0,2.0,2.0,6.0,0.0,67.0,0.0,Stetson,3,17.666666666666668,4.333333333333333,38.333333333333336,15.666666666666666,3.0,2.3333333333333335,19.0,0.6666666666666666,0.6666666666666666,2.0,0.0,22.333333333333332,0.0
09/10/2023,@ Florida A&M,3-0,3.0,46.0,11.0,99.0,0.354,43.0,7.0,6.0,41.0,48.0,5.0,2.0,2.0,1.0,56.0,0.0,Florida A&M,3,15.333333333333334,3.6666666666666665,33.0,14.333333333333334,2.3333333333333335,2.0,13.666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,18.666666666666668,0.0
09/15/2023,Georgia,1-3,4.0,44.0,26.0,148.0,0.122,42.0,4.0,15.0,62.0,83.0,9.0,4.0,10.0,2.0,57.0,0.0,Georgia,4,11.0,6.5,37.0,10.5,1.0,3.75,15.5,2.25,1.0,2.5,0.5,14.25,0.0
09/16/2023,Howard,3-0,3.0,37.0,9.0,83.0,0.337,32.0,9.0,8.0,35.0,33.0,1.0,3.0,10.0,0.0,54.0,0.0,Howard,3,12.333333333333334,3.0,27.666666666666668,10.666666666666666,3.0,2.6666666666666665,11.666666666666666,0.3333333333333333,1.0,3.3333333333333335,0.0,18.0,0.0
09/17/2023,San Diego,3-0,3.0,47.0,14.0,115.0,0.287,40.0,1.0,9.0,48.0,56.0,2.0,3.0,4.0,0.0,53.0,1.0,San Diego,3,15.666666666666666,4.666666666666667,38.333333333333336,13.333333333333334,0.3333333333333333,3.0,16.0,0.6666666666666666,1.0,1.3333333333333333,0.0,17.666666666666668,0.3333333333333333
