date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,bhe/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/25/2023,"Eastern Mich. @ Peoria, IL",3-1,4.0,49.0,21.0,143.0,0.196,48.0,4.0,9.0,62.0,82.0,7.0,8.0,4.0,12.0,63.0,4.0,Eastern Mich.,4,12.25,5.25,35.75,12.0,1.0,2.25,15.5,1.75,2.0,1.0,3.0,15.75,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/25/2023,@ Bradley,0-3,3.0,27.0,19.0,111.0,0.072,24.0,4.0,7.0,40.0,67.0,4.0,0.0,10.0,3.0,36.0,5.0,Bradley,3,9.0,6.333333333333333,37.0,8.0,1.3333333333333333,2.333333333333333,13.333333333333334,1.3333333333333333,0.0,3.333333333333333,1.0,12.0,1.6666666666666667,,6.125,,2.625,,17.875,,0.098,,6.0,,0.5,,1.125,,7.75,,1.0,,0.5,,1.5,,7.875
08/26/2023,"IUPUI @ Peoria, IL",2-3,5.0,45.0,21.0,144.0,0.167,39.0,6.0,13.0,50.0,84.0,14.0,7.0,12.0,0.0,64.0,0.0,IUPUI,5,9.0,4.2,28.8,7.8,1.2,2.6,10.0,2.8,1.4,2.4,0.0,12.8,0.0,,7.083333333333333,,3.8611111111111107,,24.25,,0.08933333333333333,,6.666666666666667,,0.7777777777777777,,1.5277777777777777,,9.611111111111112,,0.6666666666666666,,1.4444444444444444,,1.3333333333333333,,9.25
09/01/2023,@ UIC,0-3,3.0,34.0,17.0,86.0,0.198,32.0,4.0,4.0,32.0,65.0,8.0,0.0,8.0,1.0,42.0,1.0,UIC,3,11.333333333333334,5.666666666666667,28.666666666666668,10.666666666666666,1.3333333333333333,1.3333333333333333,10.666666666666666,2.6666666666666665,0.0,2.6666666666666665,0.3333333333333333,14.0,0.3333333333333333,10.083333333333334,7.5625,5.261111111111111,3.945833333333333,33.85,25.3875,0.145,0.10875000000000001,9.266666666666667,6.95,1.1777777777777778,0.8833333333333333,2.3944444444444444,1.7958333333333334,12.944444444444445,9.708333333333334,1.1333333333333333,0.85,2.244444444444444,1.6833333333333331,1.3333333333333333,1.0,13.516666666666666,10.1375
09/01/2023,"Western Mich. @ Chicago, IL",1-3,4.0,47.0,22.0,135.0,0.185,45.0,7.0,7.0,62.0,91.0,5.0,1.0,20.0,5.0,65.0,1.0,Western Mich.,4,11.75,5.5,33.75,11.25,1.75,1.75,15.5,1.25,0.25,5.0,1.25,16.25,0.25,9.777777777777779,8.316666666666666,5.3999999999999995,4.29,31.48888888888889,26.043333333333333,0.14566666666666667,0.1266,8.822222222222221,7.693333333333333,1.2888888888888888,0.9733333333333333,2.088888888888889,1.7033333333333336,11.333333333333334,9.9,0.4666666666666666,0.6799999999999999,2.7999999999999994,1.8799999999999997,0.4444444444444444,0.8666666666666666,12.933333333333332,10.91
09/02/2023,"UAB @ Chicago, IL",2-3,5.0,50.0,27.0,159.0,0.145,46.0,9.0,3.0,72.0,90.0,4.0,3.0,14.0,0.0,69.0,4.0,UAB,5,10.0,5.4,31.8,9.2,1.8,0.6,14.4,0.8,0.6,2.8,0.0,13.8,0.8,10.694444444444445,8.88888888888889,5.122222222222223,4.491666666666666,30.405555555555555,27.32777777777778,0.18333333333333335,0.13633333333333333,9.905555555555555,8.286111111111111,1.4277777777777778,1.1027777777777776,1.8944444444444446,1.7111111111111112,12.055555555555555,10.833333333333334,0.5499999999999999,0.6083333333333333,3.3555555555555556,2.4,0.5277777777777778,0.9305555555555555,14.35,11.799999999999999
09/08/2023,Idaho,3-0,3.0,41.0,13.0,111.0,0.252,38.0,5.0,6.0,47.0,58.0,4.0,5.0,12.0,3.0,57.0,0.0,Idaho,3,13.666666666666666,4.333333333333333,37.0,12.666666666666666,1.6666666666666667,2.0,15.666666666666666,1.3333333333333333,1.6666666666666667,4.0,1.0,19.0,0.0,11.027777777777779,9.047619047619047,5.522222222222222,4.621428571428572,31.405555555555555,27.96666666666667,0.17600000000000002,0.1375714285714286,10.372222222222222,8.416666666666668,1.6277777777777775,1.2023809523809523,1.2277777777777776,1.5523809523809524,13.52222222222222,11.342857142857143,0.2833333333333333,0.6071428571428571,3.4888888888888885,2.457142857142857,0.5277777777777778,0.7976190476190476,14.683333333333332,12.085714285714285
09/09/2023,Milwaukee,3-1,4.0,60.0,22.0,150.0,0.253,56.0,6.0,6.0,65.0,80.0,5.0,1.0,18.0,0.0,76.0,1.0,Milwaukee,4,15.0,5.5,37.5,14.0,1.5,1.5,16.25,1.25,0.25,4.5,0.0,19.0,0.25,11.805555555555555,9.625,5.0777777777777775,4.585416666666667,34.18333333333333,29.095833333333335,0.19400000000000003,0.151875,11.03888888888889,8.947916666666668,1.738888888888889,1.2604166666666665,1.45,1.6083333333333334,15.188888888888888,11.883333333333335,0.8388888888888889,0.7395833333333334,3.9333333333333336,2.65,0.75,0.8229166666666666,16.349999999999998,12.95
09/09/2023,Western Ill.,2-3,5.0,64.0,34.0,175.0,0.171,59.0,4.0,3.0,68.0,94.0,3.0,3.0,10.0,1.0,76.0,3.0,Western Ill.,5,12.8,6.8,35.0,11.8,0.8,0.6,13.6,0.6,0.6,2.0,0.2,15.2,0.6,12.888888888888888,10.222222222222221,5.077777777777778,4.687037037037038,35.43333333333333,30.02962962962963,0.21666666666666667,0.1631111111111111,11.955555555555556,9.50925925925926,1.6555555555555557,1.287037037037037,1.3666666666666665,1.5962962962962963,15.438888888888888,12.36851851851852,0.8388888888888889,0.6851851851851852,3.766666666666667,2.8555555555555556,0.3333333333333333,0.7314814814814814,17.266666666666666,13.622222222222222
09/15/2023,"Miami (OH) @ Fort Wayne, IN",3-1,4.0,57.0,19.0,128.0,0.297,54.0,11.0,10.0,44.0,72.0,2.0,1.0,16.0,3.0,77.0,1.0,Miami ,4,14.25,4.75,32.0,13.5,2.75,2.5,11.0,0.5,0.25,4.0,0.75,19.25,0.25,13.822222222222223,10.48,5.544444444444444,4.898333333333333,36.5,30.526666666666664,0.22533333333333336,0.1639,12.822222222222223,9.738333333333333,1.3222222222222222,1.2383333333333333,1.3666666666666665,1.4966666666666666,15.172222222222222,12.491666666666667,0.8388888888888889,0.6766666666666666,3.5,2.77,0.39999999999999997,0.6783333333333333,17.733333333333334,13.779999999999998
09/15/2023,"Valparaiso @ Fort Wayne, IN",3-1,4.0,58.0,20.0,151.0,0.252,57.0,5.0,8.0,62.0,84.0,6.0,0.0,26.0,0.0,76.0,0.0,Valparaiso,4,14.5,5.0,37.75,14.25,1.25,2.0,15.5,1.5,0.0,6.5,0.0,19.0,0.0,14.016666666666666,10.822727272727272,5.683333333333334,4.884848484848485,34.833333333333336,30.66060606060606,0.24033333333333332,0.176,13.100000000000001,10.08030303030303,1.6833333333333333,1.3757575757575757,1.5333333333333332,1.5878787878787881,13.616666666666667,12.356060606060607,0.3666666666666667,0.6378787878787878,3.5,2.881818181818182,0.31666666666666665,0.6848484848484848,17.816666666666666,14.277272727272726
09/16/2023,@ Purdue Fort Wayne,3-1,4.0,63.0,17.0,145.0,0.317,57.0,4.0,13.0,63.0,76.0,3.0,3.0,14.0,0.0,77.0,1.0,Purdue Fort Wayne,4,15.75,4.25,36.25,14.25,1.0,3.25,15.75,0.75,0.75,3.5,0.0,19.25,0.25,13.85,11.129166666666668,5.516666666666667,4.894444444444445,34.916666666666664,31.251388888888886,0.24,0.18233333333333332,13.183333333333335,10.427777777777779,1.5999999999999999,1.3652777777777778,1.7,1.6222222222222225,13.366666666666667,12.618055555555557,0.2833333333333334,0.5847222222222223,4.166666666666667,3.1833333333333336,0.31666666666666665,0.6277777777777778,17.816666666666666,14.670833333333333
09/23/2023,@ Lindenwood,1-3,4.0,49.0,28.0,162.0,0.13,46.0,8.0,8.0,64.0,87.0,6.0,5.0,6.0,1.0,65.0,2.0,Lindenwood,4,12.25,7.0,40.5,11.5,2.0,2.0,16.0,1.5,1.25,1.5,0.25,16.25,0.5,14.833333333333334,11.484615384615385,4.666666666666667,4.8448717948717945,35.333333333333336,31.635897435897434,0.2886666666666666,0.1926923076923077,14.0,10.721794871794872,1.6666666666666667,1.337179487179487,2.5833333333333335,1.7474358974358977,14.083333333333334,12.858974358974361,0.3333333333333334,0.5974358974358974,4.666666666666667,3.207692307692308,0.25,0.5794871794871794,19.166666666666668,15.023076923076921
09/29/2023,Southeast Mo. St.,0-3,3.0,44.0,16.0,115.0,0.243,42.0,3.0,7.0,53.0,67.0,5.0,0.0,14.0,0.0,54.0,0.0,Southeast Mo. St.,3,14.666666666666666,5.333333333333333,38.333333333333336,14.0,1.0,2.333333333333333,17.666666666666668,1.6666666666666667,0.0,4.666666666666667,0.0,18.0,0.0,14.166666666666666,11.539285714285715,5.416666666666667,4.998809523809524,38.166666666666664,32.26904761904762,0.233,0.1882142857142857,13.333333333333334,10.777380952380952,1.4166666666666667,1.3845238095238095,2.4166666666666665,1.7654761904761906,15.75,13.083333333333334,0.6666666666666666,0.644047619047619,3.8333333333333335,3.085714285714286,0.08333333333333333,0.555952380952381,18.166666666666668,15.110714285714284
09/30/2023,Southeast Mo. St.,3-2,5.0,54.0,27.0,184.0,0.147,52.0,7.0,11.0,87.0,89.0,5.0,3.0,24.0,0.0,76.0,1.0,Southeast Mo. St.,5,10.8,5.4,36.8,10.4,1.4,2.2,17.4,1.0,0.6,4.8,0.0,15.2,0.2,14.222222222222221,11.747777777777777,5.527777777777778,5.021111111111111,38.361111111111114,32.67333333333333,0.22999999999999998,0.19186666666666666,13.25,10.992222222222221,1.3333333333333333,1.3588888888888888,2.527777777777778,1.8033333333333335,16.47222222222222,13.38888888888889,0.6666666666666666,0.601111111111111,3.2222222222222228,3.1911111111111112,0.08333333333333333,0.5188888888888888,17.833333333333332,15.303333333333333
10/06/2023,@ Southern Ind.,1-3,4.0,58.0,30.0,164.0,0.171,53.0,7.0,5.0,56.0,92.0,2.0,4.0,10.0,3.0,74.0,0.0,Southern Ind.,4,14.5,7.5,41.0,13.25,1.75,1.25,14.0,0.5,1.0,2.5,0.75,18.5,0.0,12.572222222222223,11.688541666666667,5.911111111111111,5.044791666666667,38.544444444444444,32.93125,0.17333333333333334,0.18906249999999997,11.966666666666667,10.955208333333333,1.4666666666666668,1.3614583333333332,2.1777777777777776,1.828125,17.022222222222222,13.639583333333334,0.6166666666666667,0.6010416666666666,3.6555555555555554,3.2916666666666665,0.08333333333333333,0.4864583333333333,16.483333333333334,15.296874999999998
10/07/2023,@ Southern Ind.,3-2,5.0,62.0,34.0,190.0,0.147,54.0,8.0,7.0,86.0,97.0,2.0,8.0,6.0,6.0,81.0,0.0,Southern Ind.,5,12.4,6.8,38.0,10.8,1.6,1.4,17.2,0.4,1.6,1.2,1.2,16.2,0.0,13.322222222222223,11.853921568627452,6.077777777777778,5.18921568627451,38.71111111111111,33.40588235294118,0.18699999999999997,0.18799999999999994,12.549999999999999,11.090196078431372,1.3833333333333335,1.384313725490196,1.9277777777777778,1.7941176470588236,16.355555555555554,13.660784313725491,0.5333333333333333,0.6245098039215685,3.988888888888889,3.2450980392156863,0.25,0.5019607843137255,17.233333333333334,15.485294117647058
10/13/2023,Tennessee Tech,3-1,4.0,43.0,25.0,122.0,0.148,42.0,1.0,8.0,56.0,72.0,3.0,4.0,14.0,3.0,55.0,1.0,Tennessee Tech,4,10.75,6.25,30.5,10.5,0.25,2.0,14.0,0.75,1.0,3.5,0.75,13.75,0.25,12.566666666666668,11.88425925925926,6.566666666666666,5.2787037037037035,38.599999999999994,33.66111111111111,0.155,0.18572222222222218,11.483333333333334,11.074074074074074,1.5833333333333333,1.3962962962962964,1.6166666666666665,1.7722222222222221,16.2,13.857407407407408,1.0666666666666667,0.6787037037037036,2.8333333333333335,3.1314814814814813,0.65,0.5407407407407407,16.633333333333333,15.524999999999999
