date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2022,@ Stony Brook,0-3,3.0,25.0,19.0,92.0,0.065,23.0,5.0,7.0,41.0,63.0,9.0,1.0,2.0,1.0,2.0,32.0,2.0,Stony Brook,3,8.333333333333334,6.333333333333333,30.666666666666668,7.666666666666667,1.6666666666666667,2.3333333333333335,13.666666666666666,3.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,10.666666666666666
08/27/2022,"Fordham @ Stony Brook, NY",2-3,5.0,68.0,23.0,157.0,0.287,65.0,5.0,5.0,66.0,106.0,14.0,1.0,12.0,0.0,7.0,80.0,2.0,Fordham,5,13.6,4.6,31.4,13.0,1.0,1.0,13.2,2.8,0.2,2.4,0.0,16.0
09/03/2022,@ Delaware St.,0-3,3.0,24.0,22.0,90.0,0.022,23.0,5.0,2.0,34.0,68.0,8.0,2.0,6.0,0.0,5.0,34.0,1.0,Delaware St.,3,8.0,7.333333333333333,30.0,7.666666666666667,1.6666666666666667,0.6666666666666666,11.333333333333334,2.6666666666666665,0.6666666666666666,2.0,0.0,11.333333333333334
09/03/2022,"Hartford @ Dover, DE",3-1,4.0,56.0,19.0,130.0,0.285,49.0,11.0,7.0,56.0,54.0,1.0,2.0,22.0,0.0,13.0,80.0,2.0,Hartford,4,14.0,4.75,32.5,12.25,2.75,1.75,14.0,0.25,0.5,5.5,0.0,20.0
09/09/2022,@ Morehead St.,0-3,3.0,41.0,25.0,131.0,0.122,37.0,2.0,2.0,51.0,72.0,4.0,2.0,4.0,3.0,4.0,47.0,2.0,Morehead St.,3,13.666666666666666,8.333333333333334,43.666666666666664,12.333333333333334,0.6666666666666666,0.6666666666666666,17.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,15.666666666666666
09/09/2022,"North Ala. @ Morehead, KY",2-3,5.0,66.0,33.0,197.0,0.168,63.0,5.0,6.0,102.0,96.0,6.0,1.0,6.0,2.0,4.0,75.0,3.0,North Ala.,5,13.2,6.6,39.4,12.6,1.0,1.2,20.4,1.2,0.2,1.2,0.4,15.0
09/10/2022,"Robert Morris @ Morehead, KY",1-3,4.0,48.0,29.0,149.0,0.128,42.0,2.0,4.0,60.0,83.0,4.0,1.0,8.0,0.0,5.0,55.0,4.0,Robert Morris,4,12.0,7.25,37.25,10.5,0.5,1.0,15.0,1.0,0.25,2.0,0.0,13.75
09/17/2022,@ Niagara,1-3,4.0,64.0,25.0,183.0,0.213,56.0,6.0,5.0,70.0,88.0,3.0,2.0,0.0,2.0,2.0,72.0,1.0,Niagara,4,16.0,6.25,45.75,14.0,1.5,1.25,17.5,0.75,0.5,0.0,0.5,18.0
09/18/2022,@ Canisius,2-3,5.0,65.0,20.0,153.0,0.294,63.0,6.0,6.0,68.0,97.0,10.0,1.0,14.0,0.0,8.0,79.0,2.0,Canisius,5,13.0,4.0,30.6,12.6,1.2,1.2,13.6,2.0,0.2,2.8,0.0,15.8
09/24/2022,@ Siena,3-2,5.0,47.0,27.0,143.0,0.14,46.0,6.0,3.0,63.0,92.0,9.0,4.0,8.0,0.0,8.0,61.0,5.0,Siena,5,9.4,5.4,28.6,9.2,1.2,0.6,12.6,1.8,0.8,1.6,0.0,12.2
09/25/2022,@ Marist,0-3,3.0,28.0,18.0,97.0,0.103,27.0,9.0,3.0,33.0,68.0,6.0,0.0,20.0,1.0,10.0,47.0,1.0,Marist,3,9.333333333333334,6.0,32.333333333333336,9.0,3.0,1.0,11.0,2.0,0.0,6.666666666666667,0.3333333333333333,15.666666666666666
10/01/2022,@ Fairfield,0-3,3.0,33.0,25.0,104.0,0.077,31.0,2.0,5.0,42.0,66.0,6.0,0.0,4.0,1.0,2.0,37.0,1.0,Fairfield,3,11.0,8.333333333333334,34.666666666666664,10.333333333333334,0.6666666666666666,1.6666666666666667,14.0,2.0,0.0,1.3333333333333333,0.3333333333333333,12.333333333333334
10/05/2022,Marist,2-3,5.0,57.0,26.0,170.0,0.182,46.0,6.0,4.0,58.0,101.0,6.0,2.0,20.0,3.0,12.0,75.0,0.0,Marist,5,11.4,5.2,34.0,9.2,1.2,0.8,11.6,1.2,0.4,4.0,0.6,15.0
10/08/2022,Iona,1-3,4.0,53.0,23.0,152.0,0.197,44.0,4.0,8.0,70.0,84.0,3.0,3.0,14.0,1.0,10.0,67.0,3.0,Iona,4,13.25,5.75,38.0,11.0,1.0,2.0,17.5,0.75,0.75,3.5,0.25,16.75
10/09/2022,Manhattan,3-0,3.0,41.0,12.0,78.0,0.372,36.0,11.0,4.0,33.0,41.0,5.0,1.0,4.0,1.0,3.0,55.0,0.0,Manhattan,3,13.666666666666666,4.0,26.0,12.0,3.6666666666666665,1.3333333333333333,11.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,18.333333333333332
10/12/2022,Siena,1-3,4.0,56.0,25.0,142.0,0.218,53.0,6.0,4.0,63.0,87.0,4.0,2.0,2.0,0.0,3.0,65.0,0.0,Siena,4,14.0,6.25,35.5,13.25,1.5,1.0,15.75,1.0,0.5,0.5,0.0,16.25
10/15/2022,@ Rider,3-0,3.0,35.0,12.0,83.0,0.277,31.0,10.0,7.0,27.0,47.0,5.0,2.0,8.0,1.0,6.0,51.0,1.0,Rider,3,11.666666666666666,4.0,27.666666666666668,10.333333333333334,3.3333333333333335,2.3333333333333335,9.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,17.0
10/16/2022,@ Saint Peter's,3-1,4.0,57.0,22.0,142.0,0.246,50.0,9.0,7.0,57.0,70.0,3.0,1.0,14.0,3.0,8.0,74.0,2.0,Saint Peter's,4,14.25,5.5,35.5,12.5,2.25,1.75,14.25,0.75,0.25,3.5,0.75,18.5
10/22/2022,Canisius,3-1,4.0,46.0,22.0,134.0,0.179,41.0,13.0,3.0,60.0,71.0,5.0,1.0,16.0,0.0,9.0,68.0,1.0,Canisius,4,11.5,5.5,33.5,10.25,3.25,0.75,15.0,1.25,0.25,4.0,0.0,17.0
10/23/2022,Niagara,3-0,3.0,32.0,16.0,102.0,0.157,30.0,11.0,6.0,44.0,49.0,2.0,3.0,10.0,0.0,8.0,51.0,0.0,Niagara,3,10.666666666666666,5.333333333333333,34.0,10.0,3.6666666666666665,2.0,14.666666666666666,0.6666666666666666,1.0,3.3333333333333335,0.0,17.0
