date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2022,"Jackson St. @ Cape Girardeau, MO",3-2,5.0,68.0,19.0,163.0,0.301,58.0,7.0,11.0,45.0,97.0,3.0,0.0,12.0,0.0,6.0,81.0,0.0,Jackson St.,5,13.6,3.8,32.6,11.6,1.4,2.2,9.0,0.6,0.0,2.4,0.0,16.2
08/26/2022,@ Southeast Mo. St.,3-2,5.0,64.0,25.0,197.0,0.198,58.0,8.0,3.0,98.0,92.0,4.0,2.0,12.0,0.0,8.0,80.0,0.0,Southeast Mo. St.,5,12.8,5.0,39.4,11.6,1.6,0.6,19.6,0.8,0.4,2.4,0.0,16.0
08/27/2022,"Ark.-Pine Bluff @ Cape Girardeau, MO",3-0,3.0,45.0,8.0,94.0,0.394,40.0,5.0,7.0,43.0,39.0,2.0,0.0,2.0,0.0,1.0,51.0,0.0,Ark.-Pine Bluff,3,15.0,2.6666666666666665,31.333333333333332,13.333333333333334,1.6666666666666667,2.3333333333333335,14.333333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,17.0
09/02/2022,@ Louisiana,1-3,4.0,44.0,19.0,134.0,0.187,42.0,5.0,5.0,54.0,0.0,11.0,2.0,4.0,2.0,4.0,53.0,0.0,Louisiana,4,11.0,4.75,33.5,10.5,1.25,1.25,13.5,2.75,0.5,1.0,0.5,13.25
09/02/2022,"UTSA @ Lafayette, La.",3-0,3.0,40.0,12.0,92.0,0.304,36.0,5.0,5.0,44.0,0.0,4.0,5.0,8.0,2.0,9.0,54.0,2.0,UTSA,3,13.333333333333334,4.0,30.666666666666668,12.0,1.6666666666666667,1.6666666666666667,14.666666666666666,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,18.0
09/03/2022,"UTRGV @ Lafayette, La.",0-3,3.0,35.0,21.0,108.0,0.13,33.0,7.0,6.0,45.0,0.0,3.0,2.0,6.0,3.0,5.0,47.0,0.0,UTRGV,3,11.666666666666666,7.0,36.0,11.0,2.3333333333333335,2.0,15.0,1.0,0.6666666666666666,2.0,1.0,15.666666666666666
09/09/2022,Chicago St.,3-2,5.0,70.0,30.0,183.0,0.219,68.0,4.0,8.0,87.0,92.0,2.0,3.0,10.0,1.0,8.0,82.0,1.0,Chicago St.,5,14.0,6.0,36.6,13.6,0.8,1.6,17.4,0.4,0.6,2.0,0.2,16.4
09/09/2022,Central Mich.,2-3,5.0,70.0,27.0,184.0,0.234,66.0,2.0,3.0,91.0,102.0,8.0,3.0,16.0,1.0,11.0,83.0,0.0,Central Mich.,5,14.0,5.4,36.8,13.2,0.4,0.6,18.2,1.6,0.6,3.2,0.2,16.6
09/10/2022,Montana St.,3-0,3.0,49.0,17.0,105.0,0.305,47.0,6.0,3.0,59.0,61.0,7.0,3.0,10.0,0.0,8.0,63.0,1.0,Montana St.,3,16.333333333333332,5.666666666666667,35.0,15.666666666666666,2.0,1.0,19.666666666666668,2.333333333333333,1.0,3.3333333333333335,0.0,21.0
09/16/2022,@ Austin Peay,1-3,4.0,70.0,24.0,173.0,0.266,60.0,1.0,4.0,78.0,94.0,6.0,3.0,4.0,0.0,5.0,76.0,0.0,Austin Peay,4,17.5,6.0,43.25,15.0,0.25,1.0,19.5,1.5,0.75,1.0,0.0,19.0
