date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2022,"Kent St. @ Harrisonburg, VA",1-3,4.0,41.0,19.0,130.0,0.169,39.0,8.0,4.0,39.0,88.0,14.0,1.0,4.0,2.0,3.0,52.0,1.0,Kent St.,4,10.25,4.75,32.5,9.75,2.0,1.0,9.75,3.5,0.25,1.0,0.5,13.0
08/27/2022,@ James Madison,0-3,3.0,21.0,16.0,84.0,0.06,20.0,6.0,5.0,25.0,67.0,11.0,0.0,2.0,0.0,1.0,28.0,1.0,James Madison,3,7.0,5.333333333333333,28.0,6.666666666666667,2.0,1.6666666666666667,8.333333333333334,3.6666666666666665,0.0,0.6666666666666666,0.0,9.333333333333334
08/27/2022,"UAlbany @ Harrisonburg, VA",3-1,4.0,46.0,19.0,120.0,0.225,40.0,8.0,6.0,51.0,80.0,7.0,1.0,14.0,0.0,8.0,62.0,2.0,UAlbany,4,11.5,4.75,30.0,10.0,2.0,1.5,12.75,1.75,0.25,3.5,0.0,15.5
09/02/2022,William & Mary,1-3,4.0,42.0,20.0,127.0,0.173,33.0,4.0,9.0,50.0,79.0,9.0,0.0,10.0,0.0,5.0,51.0,1.0,William & Mary,4,10.5,5.0,31.75,8.25,1.0,2.25,12.5,2.25,0.0,2.5,0.0,12.75
09/02/2022,Canisius,3-1,4.0,55.0,22.0,144.0,0.229,51.0,10.0,8.0,68.0,73.0,6.0,1.0,16.0,1.0,9.0,74.0,2.0,Canisius,4,13.75,5.5,36.0,12.75,2.5,2.0,17.0,1.5,0.25,4.0,0.25,18.5
09/03/2022,@ Duquesne,3-2,5.0,62.0,24.0,155.0,0.245,54.0,10.0,4.0,68.0,83.0,9.0,0.0,18.0,2.0,9.0,81.0,3.0,Duquesne,5,12.4,4.8,31.0,10.8,2.0,0.8,13.6,1.8,0.0,3.6,0.4,16.2
09/09/2022,"North Ala. @ Morehead, KY",3-1,4.0,54.0,26.0,163.0,0.172,51.0,11.0,12.0,82.0,77.0,6.0,1.0,6.0,1.0,4.0,69.0,1.0,North Ala.,4,13.5,6.5,40.75,12.75,2.75,3.0,20.5,1.5,0.25,1.5,0.25,17.25
09/09/2022,@ Morehead St.,3-2,5.0,56.0,21.0,163.0,0.215,53.0,8.0,7.0,73.0,92.0,6.0,5.0,14.0,2.0,12.0,76.0,3.0,Morehead St.,5,11.2,4.2,32.6,10.6,1.6,1.4,14.6,1.2,1.0,2.8,0.4,15.2
09/10/2022,"Quinnipiac @ Morehead, KY",3-1,4.0,47.0,18.0,136.0,0.213,45.0,4.0,7.0,60.0,74.0,2.0,2.0,18.0,1.0,11.0,62.0,2.0,Quinnipiac,4,11.75,4.5,34.0,11.25,1.0,1.75,15.0,0.5,0.5,4.5,0.25,15.5
09/16/2022,"N.C. Central @ Buies Creek, NC",3-0,3.0,42.0,15.0,99.0,0.273,38.0,9.0,2.0,45.0,50.0,5.0,0.0,6.0,0.0,3.0,54.0,0.0,N.C. Central,3,14.0,5.0,33.0,12.666666666666666,3.0,0.6666666666666666,15.0,1.6666666666666667,0.0,2.0,0.0,18.0
09/16/2022,@ Campbell,0-3,3.0,22.0,10.0,85.0,0.141,22.0,1.0,2.0,37.0,66.0,8.0,1.0,2.0,0.0,2.0,25.0,0.0,Campbell,3,7.333333333333333,3.3333333333333335,28.333333333333332,7.333333333333333,0.3333333333333333,0.6666666666666666,12.333333333333334,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.0,8.333333333333334
09/17/2022,"The Citadel @ Buies Creek, NC",1-3,4.0,43.0,18.0,141.0,0.177,42.0,1.0,5.0,59.0,85.0,11.0,1.0,18.0,5.0,10.0,54.0,0.0,The Citadel,4,10.75,4.5,35.25,10.5,0.25,1.25,14.75,2.75,0.25,4.5,1.25,13.5
09/20/2022,Oakland,1-3,4.0,44.0,27.0,143.0,0.119,41.0,13.0,12.0,53.0,89.0,8.0,2.0,6.0,1.0,5.0,62.0,1.0,Oakland,4,11.0,6.75,35.75,10.25,3.25,3.0,13.25,2.0,0.5,1.5,0.25,15.5
09/23/2022,@ Green Bay,0-3,3.0,28.0,23.0,99.0,0.051,27.0,3.0,5.0,36.0,69.0,3.0,0.0,2.0,0.0,1.0,32.0,2.0,Green Bay,3,9.333333333333334,7.666666666666667,33.0,9.0,1.0,1.6666666666666667,12.0,1.0,0.0,0.6666666666666666,0.0,10.666666666666666
09/24/2022,@ Milwaukee,0-3,3.0,35.0,22.0,104.0,0.125,31.0,6.0,4.0,36.0,70.0,5.0,0.0,10.0,1.0,5.0,46.0,0.0,Milwaukee,3,11.666666666666666,7.333333333333333,34.666666666666664,10.333333333333334,2.0,1.3333333333333333,12.0,1.6666666666666667,0.0,3.3333333333333335,0.3333333333333333,15.333333333333334
09/27/2022,Cleveland St.,1-3,4.0,49.0,35.0,163.0,0.086,46.0,9.0,8.0,69.0,92.0,8.0,0.0,8.0,0.0,4.0,62.0,0.0,Cleveland St.,4,12.25,8.75,40.75,11.5,2.25,2.0,17.25,2.0,0.0,2.0,0.0,15.5
09/30/2022,Purdue Fort Wayne,3-2,5.0,56.0,23.0,145.0,0.228,53.0,8.0,9.0,59.0,88.0,5.0,0.0,14.0,0.0,7.0,71.0,1.0,Purdue Fort Wayne,5,11.2,4.6,29.0,10.6,1.6,1.8,11.8,1.0,0.0,2.8,0.0,14.2
10/01/2022,IUPUI,1-3,4.0,48.0,28.0,160.0,0.125,43.0,9.0,9.0,76.0,86.0,7.0,1.0,4.0,1.0,3.0,60.0,0.0,IUPUI,4,12.0,7.0,40.0,10.75,2.25,2.25,19.0,1.75,0.25,1.0,0.25,15.0
10/07/2022,@ Youngstown St.,2-3,5.0,57.0,27.0,170.0,0.176,54.0,7.0,8.0,67.0,97.0,8.0,3.0,8.0,3.0,7.0,71.0,0.0,Youngstown St.,5,11.4,5.4,34.0,10.8,1.4,1.6,13.4,1.6,0.6,1.6,0.6,14.2
10/13/2022,@ Wright St.,0-3,3.0,21.0,18.0,92.0,0.033,19.0,1.0,5.0,40.0,65.0,7.0,0.0,0.0,0.0,0.0,22.0,2.0,Wright St.,3,7.0,6.0,30.666666666666668,6.333333333333333,0.3333333333333333,1.6666666666666667,13.333333333333334,2.333333333333333,0.0,0.0,0.0,7.333333333333333
10/14/2022,@ Northern Ky.,0-3,3.0,23.0,21.0,105.0,0.019,20.0,1.0,4.0,47.0,66.0,8.0,0.0,2.0,0.0,1.0,25.0,1.0,Northern Ky.,3,7.666666666666667,7.0,35.0,6.666666666666667,0.3333333333333333,1.3333333333333333,15.666666666666666,2.6666666666666665,0.0,0.6666666666666666,0.0,8.333333333333334
10/18/2022,@ Cleveland St.,0-3,3.0,27.0,18.0,104.0,0.087,26.0,1.0,6.0,37.0,69.0,3.0,0.0,2.0,0.0,1.0,29.0,0.0,Cleveland St.,3,9.0,6.0,34.666666666666664,8.666666666666666,0.3333333333333333,2.0,12.333333333333334,1.0,0.0,0.6666666666666666,0.0,9.666666666666666
10/21/2022,Milwaukee,0-3,3.0,34.0,19.0,103.0,0.146,31.0,6.0,9.0,36.0,70.0,8.0,1.0,8.0,2.0,5.0,45.0,0.0,Milwaukee,3,11.333333333333334,6.333333333333333,34.333333333333336,10.333333333333334,2.0,3.0,12.0,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.6666666666666666,15.0
10/22/2022,Green Bay,0-3,3.0,37.0,24.0,105.0,0.124,33.0,0.0,7.0,32.0,66.0,2.0,0.0,4.0,2.0,2.0,39.0,0.0,Green Bay,3,12.333333333333334,8.0,35.0,11.0,0.0,2.3333333333333335,10.666666666666666,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,13.0
10/28/2022,@ IUPUI,3-2,5.0,61.0,19.0,147.0,0.286,59.0,6.0,10.0,64.0,91.0,8.0,3.0,2.0,2.0,4.0,71.0,0.0,IUPUI,5,12.2,3.8,29.4,11.8,1.2,2.0,12.8,1.6,0.6,0.4,0.4,14.2
10/29/2022,@ Purdue Fort Wayne,1-3,4.0,49.0,20.0,142.0,0.204,47.0,7.0,8.0,52.0,89.0,11.0,1.0,14.0,0.0,8.0,64.0,0.0,Purdue Fort Wayne,4,12.25,5.0,35.5,11.75,1.75,2.0,13.0,2.75,0.25,3.5,0.0,16.0
11/01/2022,@ Oakland,0-3,3.0,30.0,23.0,131.0,0.053,26.0,2.0,3.0,65.0,71.0,7.0,1.0,6.0,2.0,4.0,36.0,1.0,Oakland,3,10.0,7.666666666666667,43.666666666666664,8.666666666666666,0.6666666666666666,1.0,21.666666666666668,2.333333333333333,0.3333333333333333,2.0,0.6666666666666666,12.0
11/04/2022,Youngstown St.,1-3,4.0,52.0,22.0,160.0,0.188,47.0,6.0,5.0,73.0,87.0,7.0,0.0,12.0,2.0,6.0,64.0,0.0,Youngstown St.,4,13.0,5.5,40.0,11.75,1.5,1.25,18.25,1.75,0.0,3.0,0.5,16.0
11/11/2022,Wright St.,0-3,3.0,27.0,21.0,108.0,0.056,27.0,2.0,7.0,52.0,67.0,5.0,0.0,6.0,0.0,3.0,32.0,2.0,Wright St.,3,9.0,7.0,36.0,9.0,0.6666666666666666,2.3333333333333335,17.333333333333332,1.6666666666666667,0.0,2.0,0.0,10.666666666666666
11/12/2022,Northern Ky.,0-3,3.0,28.0,21.0,97.0,0.072,27.0,4.0,2.0,41.0,62.0,7.0,0.0,0.0,1.0,0.0,32.0,0.0,Northern Ky.,3,9.333333333333334,7.0,32.333333333333336,9.0,1.3333333333333333,0.6666666666666666,13.666666666666666,2.333333333333333,0.0,0.0,0.3333333333333333,10.666666666666666
