date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2022,@ Fla. Atlantic,0-3,3.0,24.0,9.0,68.0,0.221,22.0,4.0,2.0,28.0,65.0,11.0,1.0,8.0,0.0,5.0,33.0,0.0,Fla. Atlantic,3,8.0,3.0,22.666666666666668,7.333333333333333,1.3333333333333333,0.6666666666666666,9.333333333333334,3.6666666666666665,0.3333333333333333,2.6666666666666665,0.0,11.0
08/26/2022,"Lehigh @ Boca Raton, FL",0-3,3.0,18.0,18.0,91.0,0.0,16.0,1.0,5.0,29.0,69.0,14.0,0.0,2.0,0.0,1.0,20.0,0.0,Lehigh,3,6.0,6.0,30.333333333333332,5.333333333333333,0.3333333333333333,1.6666666666666667,9.666666666666666,4.666666666666667,0.0,0.6666666666666666,0.0,6.666666666666667
08/27/2022,"Mercer @ Boca Raton, FL",1-3,4.0,39.0,22.0,113.0,0.15,34.0,4.0,4.0,57.0,86.0,11.0,2.0,8.0,1.0,6.0,49.0,3.0,Mercer,4,9.75,5.5,28.25,8.5,1.0,1.0,14.25,2.75,0.5,2.0,0.25,12.25
09/02/2022,@ UT Martin,0-3,3.0,25.0,17.0,87.0,0.092,25.0,4.0,2.0,36.0,68.0,8.0,0.0,6.0,3.0,3.0,32.0,1.0,UT Martin,3,8.333333333333334,5.666666666666667,29.0,8.333333333333334,1.3333333333333333,0.6666666666666666,12.0,2.6666666666666665,0.0,2.0,1.0,10.666666666666666
09/02/2022,"Arkansas St. @ Martin, TN",0-3,3.0,22.0,22.0,88.0,0.0,21.0,1.0,4.0,31.0,70.0,7.0,0.0,4.0,2.0,2.0,25.0,2.0,Arkansas St.,3,7.333333333333333,7.333333333333333,29.333333333333332,7.0,0.3333333333333333,1.3333333333333333,10.333333333333334,2.333333333333333,0.0,1.3333333333333333,0.6666666666666666,8.333333333333334
09/03/2022,"Western Ill. @ Martin, TN",0-3,3.0,33.0,25.0,107.0,0.075,25.0,8.0,6.0,48.0,67.0,11.0,1.0,8.0,3.0,5.0,46.0,0.0,Western Ill.,3,11.0,8.333333333333334,35.666666666666664,8.333333333333334,2.6666666666666665,2.0,16.0,3.6666666666666665,0.3333333333333333,2.6666666666666665,1.0,15.333333333333334
09/06/2022,@ Auburn,0-3,3.0,14.0,19.0,79.0,-0.063,13.0,0.0,3.0,33.0,61.0,11.0,1.0,2.0,0.0,2.0,16.0,0.0,Auburn,3,4.666666666666667,6.333333333333333,26.333333333333332,4.333333333333333,0.0,1.0,11.0,3.6666666666666665,0.3333333333333333,0.6666666666666666,0.0,5.333333333333333
09/09/2022,"Coppin St. @ Montgomery, AL",0-3,3.0,24.0,11.0,100.0,0.13,23.0,3.0,8.0,38.0,67.0,7.0,3.0,4.0,1.0,5.0,32.0,0.0,Coppin St.,3,8.0,3.6666666666666665,33.333333333333336,7.666666666666667,1.0,2.6666666666666665,12.666666666666666,2.333333333333333,1.0,1.3333333333333333,0.3333333333333333,10.666666666666666
09/09/2022,"Delaware St. @ Montgomery, AL",0-3,3.0,24.0,20.0,91.0,0.044,20.0,5.0,3.0,28.0,66.0,3.0,0.0,10.0,0.0,5.0,34.0,0.0,Delaware St.,3,8.0,6.666666666666667,30.333333333333332,6.666666666666667,1.6666666666666667,1.0,9.333333333333334,1.0,0.0,3.3333333333333335,0.0,11.333333333333334
09/10/2022,"South Carolina St. @ Montgomery, AL",3-0,3.0,34.0,10.0,70.0,0.343,29.0,3.0,8.0,43.0,22.0,5.0,2.0,6.0,0.0,5.0,42.0,0.0,South Carolina St.,3,11.333333333333334,3.3333333333333335,23.333333333333332,9.666666666666666,1.0,2.6666666666666665,14.333333333333334,1.6666666666666667,0.6666666666666666,2.0,0.0,14.0
09/13/2022,USC Upstate,0-3,3.0,33.0,35.0,131.0,-0.015,31.0,2.0,3.0,57.0,93.0,9.0,1.0,11.0,4.0,6.5,41.5,1.0,USC Upstate,3,11.0,11.666666666666666,43.666666666666664,10.333333333333334,0.6666666666666666,1.0,19.0,3.0,0.3333333333333333,3.6666666666666665,1.3333333333333333,13.833333333333334
09/16/2022,@ Southern Ill.,0-3,3.0,21.0,14.0,72.0,0.097,21.0,3.0,6.0,28.0,64.0,9.0,0.0,6.0,1.0,3.0,27.0,1.0,Southern Ill.,3,7.0,4.666666666666667,24.0,7.0,1.0,2.0,9.333333333333334,3.0,0.0,2.0,0.3333333333333333,9.0
09/16/2022,"Bellarmine @ Carbondale, IL",0-3,3.0,26.0,16.0,78.0,0.128,25.0,1.0,3.0,17.0,69.0,9.0,0.0,8.0,0.0,4.0,31.0,1.0,Bellarmine,3,8.666666666666666,5.333333333333333,26.0,8.333333333333334,0.3333333333333333,1.0,5.666666666666667,3.0,0.0,2.6666666666666665,0.0,10.333333333333334
09/17/2022,"Southeast Mo. St. @ Carbondale, IL",0-3,3.0,32.0,21.0,79.0,0.139,29.0,3.0,5.0,22.0,68.0,13.0,0.0,12.0,1.0,6.0,41.0,1.0,Southeast Mo. St.,3,10.666666666666666,7.0,26.333333333333332,9.666666666666666,1.0,1.6666666666666667,7.333333333333333,4.333333333333333,0.0,4.0,0.3333333333333333,13.666666666666666
09/21/2022,@ Middle Tenn.,0-3,3.0,18.0,15.0,76.0,0.039,17.0,5.0,7.0,29.0,65.0,15.0,2.0,0.0,4.0,2.0,25.0,0.0,Middle Tenn.,3,6.0,5.0,25.333333333333332,5.666666666666667,1.6666666666666667,2.3333333333333335,9.666666666666666,5.0,0.6666666666666666,0.0,1.3333333333333333,8.333333333333334
09/25/2022,@ Jackson St.,0-3,3.0,29.0,15.0,101.0,0.139,26.0,5.0,4.0,44.0,66.0,4.0,1.0,4.0,1.0,3.0,37.0,2.0,Jackson St.,3,9.666666666666666,5.0,33.666666666666664,8.666666666666666,1.6666666666666667,1.3333333333333333,14.666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,12.333333333333334
09/26/2022,@ Mississippi Val.,3-0,3.0,35.0,11.0,94.0,0.255,31.0,6.0,10.0,49.0,51.0,5.0,0.0,8.0,0.0,4.0,45.0,2.0,Mississippi Val.,3,11.666666666666666,3.6666666666666665,31.333333333333332,10.333333333333334,2.0,3.3333333333333335,16.333333333333332,1.6666666666666667,0.0,2.6666666666666665,0.0,15.0
10/02/2022,Bethune-Cookman,3-2,5.0,39.0,27.0,128.0,0.094,38.0,9.0,8.0,40.0,88.0,8.0,0.0,16.0,3.0,8.0,56.0,1.0,Bethune-Cookman,5,7.8,5.4,25.6,7.6,1.8,1.6,8.0,1.6,0.0,3.2,0.6,11.2
10/03/2022,Florida A&M,0-3,3.0,23.0,15.0,90.0,0.089,20.0,1.0,1.0,27.0,69.0,4.0,2.0,12.0,8.0,8.0,32.0,0.0,Florida A&M,3,7.666666666666667,5.0,30.0,6.666666666666667,0.3333333333333333,0.3333333333333333,9.0,1.3333333333333333,0.6666666666666666,4.0,2.6666666666666665,10.666666666666666
10/09/2022,Prairie View,3-0,3.0,46.0,15.0,111.0,0.279,43.0,5.0,2.0,36.0,56.0,7.0,1.0,6.0,3.0,4.0,55.0,0.0,Prairie View,3,15.333333333333334,5.0,37.0,14.333333333333334,1.6666666666666667,0.6666666666666666,12.0,2.333333333333333,0.3333333333333333,2.0,1.0,18.333333333333332
10/09/2022,Grambling,2-3,5.0,39.0,31.0,163.0,0.049,38.0,7.0,2.0,84.0,99.0,13.0,1.0,20.0,1.0,11.0,57.0,0.0,Grambling,5,7.8,6.2,32.6,7.6,1.4,0.4,16.8,2.6,0.2,4.0,0.2,11.4
10/10/2022,Ark.-Pine Bluff,2-3,5.0,48.0,24.0,140.0,0.171,46.0,8.0,6.0,49.0,94.0,9.0,2.0,14.0,1.0,9.0,65.0,0.0,Ark.-Pine Bluff,5,9.6,4.8,28.0,9.2,1.6,1.2,9.8,1.8,0.4,2.8,0.2,13.0
10/16/2022,@ Chattanooga,0-3,3.0,32.0,21.0,107.0,0.103,28.0,1.0,11.0,46.0,70.0,8.0,0.0,0.0,0.0,0.0,33.0,2.0,Chattanooga,3,10.666666666666666,7.0,35.666666666666664,9.333333333333334,0.3333333333333333,3.6666666666666665,15.333333333333334,2.6666666666666665,0.0,0.0,0.0,11.0
10/20/2022,@ Alabama St.,1-3,4.0,43.0,23.0,114.0,0.175,37.0,1.0,9.0,37.0,86.0,14.0,4.0,8.0,1.0,8.0,52.0,2.0,Alabama St.,4,10.75,5.75,28.5,9.25,0.25,2.25,9.25,3.5,1.0,2.0,0.25,13.0
10/23/2022,Jackson St.,0-3,3.0,29.0,18.0,88.0,0.125,27.0,8.0,4.0,31.0,63.0,6.0,5.0,8.0,0.0,9.0,46.0,1.0,Jackson St.,3,9.666666666666666,6.0,29.333333333333332,9.0,2.6666666666666665,1.3333333333333333,10.333333333333334,2.0,1.6666666666666667,2.6666666666666665,0.0,15.333333333333334
