date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
09/02/2022,"Saint Peter's @ New Britain, CT",3-0,3.0,44.0,16.0,89.0,0.315,38.0,7.0,7.0,43.0,43.0,4.0,1.0,10.0,0.0,6.0,57.0,1.0,Saint Peter's,3,14.666666666666666,5.333333333333333,29.666666666666668,12.666666666666666,2.3333333333333335,2.3333333333333335,14.333333333333334,1.3333333333333333,0.3333333333333333,3.3333333333333335,0.0,19.0
09/03/2022,"Binghamton @ New Britain, CT",0-3,3.0,37.0,27.0,122.0,0.082,37.0,9.0,11.0,53.0,71.0,8.0,0.0,10.0,0.0,5.0,51.0,0.0,Binghamton,3,12.333333333333334,9.0,40.666666666666664,12.333333333333334,3.0,3.6666666666666665,17.666666666666668,2.6666666666666665,0.0,3.3333333333333335,0.0,17.0
09/03/2022,@ Central Conn. St.,0-3,3.0,36.0,20.0,92.0,0.174,36.0,4.0,11.0,40.0,69.0,9.0,1.0,16.0,3.0,9.0,49.0,0.0,Central Conn. St.,3,12.0,6.666666666666667,30.666666666666668,12.0,1.3333333333333333,3.6666666666666665,13.333333333333334,3.0,0.3333333333333333,5.333333333333333,1.0,16.333333333333332
09/09/2022,Lafayette,3-2,5.0,52.0,20.0,142.0,0.225,49.0,13.0,13.0,58.0,93.0,9.0,2.0,20.0,2.0,12.0,77.0,3.0,Lafayette,5,10.4,4.0,28.4,9.8,2.6,2.6,11.6,1.8,0.4,4.0,0.4,15.4
09/10/2022,Manhattan,3-0,3.0,43.0,14.0,96.0,0.302,38.0,10.0,15.0,39.0,45.0,2.0,3.0,2.0,1.0,4.0,57.0,2.0,Manhattan,3,14.333333333333334,4.666666666666667,32.0,12.666666666666666,3.3333333333333335,5.0,13.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,19.0
09/10/2022,St. Francis Brooklyn,0-3,3.0,34.0,20.0,105.0,0.133,31.0,2.0,8.0,38.0,69.0,8.0,0.0,16.0,4.0,8.0,44.0,2.0,St. Francis Brooklyn,3,11.333333333333334,6.666666666666667,35.0,10.333333333333334,0.6666666666666666,2.6666666666666665,12.666666666666666,2.6666666666666665,0.0,5.333333333333333,1.3333333333333333,14.666666666666666
09/16/2022,@ St. John's (NY),2-3,5.0,38.0,23.0,123.0,0.122,35.0,7.0,9.0,30.0,94.0,4.0,3.0,20.0,2.0,13.0,58.0,0.0,St. John's ,5,7.6,4.6,24.6,7.0,1.4,1.8,6.0,0.8,0.6,4.0,0.4,11.6
09/16/2022,"Middle Tenn. @ Queens, NY",1-3,4.0,34.0,19.0,110.0,0.136,34.0,7.0,10.0,36.0,80.0,11.0,0.0,10.0,3.0,5.0,46.0,1.0,Middle Tenn.,4,8.5,4.75,27.5,8.5,1.75,2.5,9.0,2.75,0.0,2.5,0.75,11.5
09/17/2022,"Boston College @ Queens, NY",0-3,3.0,32.0,9.0,91.0,0.253,32.0,5.0,4.0,18.0,71.0,10.0,0.0,8.0,0.0,4.0,41.0,0.0,Boston College,3,10.666666666666666,3.0,30.333333333333332,10.666666666666666,1.6666666666666667,1.3333333333333333,6.0,3.333333333333333,0.0,2.6666666666666665,0.0,13.666666666666666
09/24/2022,@ Cornell,1-3,4.0,37.0,22.0,129.0,0.116,35.0,4.0,6.0,53.0,85.0,8.0,3.0,4.0,0.0,5.0,46.0,2.0,Cornell,4,9.25,5.5,32.25,8.75,1.0,1.5,13.25,2.0,0.75,1.0,0.0,11.5
