date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2022,"Delaware St. @ Youngstown, OH",3-1,4.0,58.0,26.0,146.0,0.219,57.0,2.0,13.0,53.0,81.0,2.0,1.0,4.0,2.0,3.0,63.0,2.0,Delaware St.,4,14.5,6.5,36.5,14.25,0.5,3.25,13.25,0.5,0.25,1.0,0.5,15.75
08/26/2022,"Idaho @ Youngstown, OH",3-0,3.0,47.0,15.0,101.0,0.317,41.0,4.0,4.0,50.0,48.0,4.0,1.0,10.0,2.0,6.0,57.0,0.0,Idaho,3,15.666666666666666,5.0,33.666666666666664,13.666666666666666,1.3333333333333333,1.3333333333333333,16.666666666666668,1.3333333333333333,0.3333333333333333,3.3333333333333335,0.6666666666666666,19.0
08/27/2022,@ Youngstown St.,3-1,4.0,61.0,20.0,148.0,0.277,54.0,4.0,9.0,70.0,60.0,4.0,2.0,12.0,0.0,8.0,73.0,1.0,Youngstown St.,4,15.25,5.0,37.0,13.5,1.0,2.25,17.5,1.0,0.5,3.0,0.0,18.25
09/02/2022,SIUE,3-1,4.0,54.0,24.0,131.0,0.229,50.0,7.0,15.0,55.0,84.0,5.0,2.0,8.0,3.0,6.0,67.0,3.0,SIUE,4,13.5,6.0,32.75,12.5,1.75,3.75,13.75,1.25,0.5,2.0,0.75,16.75
09/02/2022,Campbell,3-2,5.0,69.0,27.0,171.0,0.246,61.0,6.0,12.0,62.0,90.0,5.0,1.0,12.0,5.0,7.0,82.0,0.0,Campbell,5,13.8,5.4,34.2,12.2,1.2,2.4,12.4,1.0,0.2,2.4,1.0,16.4
09/03/2022,NIU,3-1,4.0,60.0,18.0,163.0,0.258,56.0,7.0,8.0,73.0,85.0,5.0,2.0,16.0,3.0,10.0,77.0,0.0,NIU,4,15.0,4.5,40.75,14.0,1.75,2.0,18.25,1.25,0.5,4.0,0.75,19.25
09/09/2022,"Morgan St. @ Akron, OH",3-0,3.0,36.0,10.0,73.0,0.356,34.0,8.0,4.0,36.0,33.0,2.0,0.0,14.0,0.0,7.0,51.0,1.0,Morgan St.,3,12.0,3.3333333333333335,24.333333333333332,11.333333333333334,2.6666666666666665,1.3333333333333333,12.0,0.6666666666666666,0.0,4.666666666666667,0.0,17.0
09/09/2022,@ Akron,3-1,4.0,52.0,27.0,163.0,0.153,46.0,3.0,3.0,72.0,78.0,2.0,4.0,23.0,1.0,15.5,70.5,0.0,Akron,4,13.0,6.75,40.75,11.5,0.75,0.75,18.0,0.5,1.0,5.75,0.25,17.625
09/10/2022,@ Cleveland St.,3-1,4.0,60.0,26.0,172.0,0.198,56.0,4.0,7.0,98.0,75.0,4.0,1.0,14.0,0.0,8.0,72.0,0.0,Cleveland St.,4,15.0,6.5,43.0,14.0,1.0,1.75,24.5,1.0,0.25,3.5,0.0,18.0
09/16/2022,"UIW @ San Antonio, TX",3-2,5.0,63.0,20.0,172.0,0.25,58.0,5.0,12.0,84.0,78.0,6.0,1.0,18.0,2.0,10.0,78.0,1.0,UIW,5,12.6,4.0,34.4,11.6,1.0,2.4,16.8,1.2,0.2,3.6,0.4,15.6
