date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2022,UC Riverside,3-0,3.0,38.0,12.0,94.0,0.277,35.0,8.0,6.0,55.0,39.0,2.0,2.0,10.0,2.0,7.0,53.0,1.0,UC Riverside,3,12.666666666666666,4.0,31.333333333333332,11.666666666666666,2.6666666666666665,2.0,18.333333333333332,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.6666666666666666,17.666666666666668
08/26/2022,Southern Utah,3-1,4.0,46.0,20.0,126.0,0.206,42.0,6.0,4.0,54.0,62.0,3.0,1.0,32.0,6.0,17.0,69.0,3.0,Southern Utah,4,11.5,5.0,31.5,10.5,1.5,1.0,13.5,0.75,0.25,8.0,1.5,17.25
08/27/2022,San Jose St.,3-1,4.0,52.0,24.0,134.0,0.209,49.0,6.0,8.0,52.0,79.0,3.0,1.0,12.0,3.0,7.0,65.0,0.0,San Jose St.,4,13.0,6.0,33.5,12.25,1.5,2.0,13.0,0.75,0.25,3.0,0.75,16.25
09/01/2022,@ UNLV,1-3,4.0,47.0,19.0,168.0,0.167,45.0,5.0,6.0,67.0,87.0,2.0,2.0,18.0,7.0,11.0,63.0,0.0,UNLV,4,11.75,4.75,42.0,11.25,1.25,1.5,16.75,0.5,0.5,4.5,1.75,15.75
09/02/2022,"St. John's (NY) @ Las Vegas, NV",3-1,4.0,47.0,16.0,118.0,0.263,46.0,9.0,10.0,44.0,71.0,5.0,10.0,4.0,2.0,12.0,68.0,0.0,St. John's ,4,11.75,4.0,29.5,11.5,2.25,2.5,11.0,1.25,2.5,1.0,0.5,17.0
09/03/2022,"Miami (FL) @ Las Vegas, NV",1-3,4.0,39.0,18.0,139.0,0.151,39.0,2.0,13.0,53.0,92.0,5.0,0.0,16.0,7.0,8.0,49.0,0.0,Miami ,4,9.75,4.5,34.75,9.75,0.5,3.25,13.25,1.25,0.0,4.0,1.75,12.25
09/08/2022,@ UC Irvine,0-3,3.0,36.0,20.0,123.0,0.13,34.0,0.0,6.0,52.0,74.0,1.0,0.0,14.0,0.0,7.0,43.0,3.0,UC Irvine,3,12.0,6.666666666666667,41.0,11.333333333333334,0.0,2.0,17.333333333333332,0.3333333333333333,0.0,4.666666666666667,0.0,14.333333333333334
09/09/2022,"Gonzaga @ Irvine, CA",3-0,3.0,46.0,12.0,120.0,0.283,44.0,5.0,5.0,64.0,52.0,5.0,0.0,16.0,1.0,8.0,59.0,3.0,Gonzaga,3,15.333333333333334,4.0,40.0,14.666666666666666,1.6666666666666667,1.6666666666666667,21.333333333333332,1.6666666666666667,0.0,5.333333333333333,0.3333333333333333,19.666666666666668
09/10/2022,@ Cal St. Fullerton,1-3,4.0,48.0,16.0,171.0,0.187,40.0,4.0,9.0,80.0,88.0,9.0,1.0,6.0,0.0,4.0,56.0,0.0,Cal St. Fullerton,4,12.0,4.0,42.75,10.0,1.0,2.25,20.0,2.25,0.25,1.5,0.0,14.0
09/15/2022,@ Utah Valley,3-2,5.0,62.0,19.0,133.0,0.323,53.0,3.0,12.0,56.0,83.0,7.0,0.0,28.0,0.0,14.0,79.0,3.0,Utah Valley,5,12.4,3.8,26.6,10.6,0.6,2.4,11.2,1.4,0.0,5.6,0.0,15.8
09/17/2022,Utah St.,2-3,5.0,59.0,15.0,166.0,0.265,55.0,9.0,11.0,75.0,99.0,10.0,5.0,14.0,2.0,12.0,80.0,0.0,Utah St.,5,11.8,3.0,33.2,11.0,1.8,2.2,15.0,2.0,1.0,2.8,0.4,16.0
