date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/26/2022,"Evansville @ Huntington, WV",3-1,4.0,53.0,20.0,124.0,0.266,52.0,7.0,3.0,59.0,66.0,4.0,2.0,16.0,0.0,10.0,70.0,0.0,Evansville,4,13.25,5.0,31.0,13.0,1.75,0.75,14.75,1.0,0.5,4.0,0.0,17.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/27/2022,@ Marshall,3-1,4.0,66.0,22.0,170.0,0.259,65.0,10.0,10.0,79.0,79.0,0.0,0.0,12.0,0.0,6.0,82.0,0.0,Marshall,4,16.5,5.5,42.5,16.25,2.5,2.5,19.75,0.0,0.0,3.0,0.0,20.5,,6.625,,2.5,,15.5,,0.133,,6.5,,0.875,,0.375,,7.375,,0.25,,2.0,,0.0,,8.75
09/02/2022,"North Dakota @ Kalamazoo, MI",3-0,3.0,38.0,11.0,94.0,0.287,36.0,7.0,8.0,44.0,50.0,4.0,2.0,12.0,0.0,8.0,53.0,0.0,North Dakota,3,12.666666666666666,3.6666666666666665,31.33333333333333,12.0,2.333333333333333,2.6666666666666665,14.666666666666666,1.3333333333333333,0.6666666666666666,4.0,0.0,17.666666666666668,,9.916666666666666,,3.5,,24.5,,0.17500000000000002,,9.75,,1.4166666666666667,,1.0833333333333333,,11.5,,0.16666666666666666,,2.3333333333333335,,0.0,,12.666666666666666
09/02/2022,@ Western Mich.,3-1,4.0,67.0,12.0,176.0,0.312,64.0,3.0,9.0,94.0,85.0,1.0,2.0,14.0,1.0,9.0,79.0,1.0,Western Mich.,4,16.75,3.0,44.0,16.0,0.75,2.25,23.5,0.25,0.5,3.5,0.25,19.75,14.138888888888888,10.604166666666666,4.722222222222222,3.5416666666666665,34.94444444444444,26.208333333333332,0.27066666666666667,0.203,13.75,10.3125,2.194444444444444,1.6458333333333333,1.972222222222222,1.4791666666666665,16.38888888888889,12.291666666666666,0.38888888888888884,0.29166666666666663,3.6666666666666665,2.75,0.0,0.0,18.555555555555557,13.916666666666668
09/03/2022,"Indiana St. @ Kalamazoo, MI",3-1,4.0,64.0,24.0,158.0,0.253,62.0,6.0,10.0,75.0,71.0,0.0,0.0,4.0,1.0,2.0,72.0,0.0,Indiana St.,4,16.0,6.0,39.5,15.5,1.5,2.5,18.75,0.0,0.0,1.0,0.25,18.0,15.305555555555555,11.833333333333332,4.055555555555555,3.4333333333333327,39.27777777777778,29.766666666666662,0.286,0.22480000000000003,14.75,11.45,1.861111111111111,1.4666666666666666,2.472222222222222,1.6333333333333333,19.305555555555554,14.533333333333331,0.38888888888888884,0.3333333333333333,3.5,2.9,0.08333333333333333,0.05,19.305555555555557,15.083333333333334
09/09/2022,"Iowa @ Ames, IA",2-3,5.0,58.0,30.0,176.0,0.159,55.0,5.0,8.0,62.0,97.0,3.0,1.0,26.0,4.0,14.0,77.0,0.0,Iowa,5,11.6,6.0,35.2,11.0,1.0,1.6,12.4,0.6,0.2,5.2,0.8,15.4,15.138888888888888,12.527777777777777,4.222222222222222,3.8611111111111107,38.27777777777778,31.388888888888886,0.284,0.22950000000000004,14.5,12.125,1.5277777777777777,1.472222222222222,2.472222222222222,1.7777777777777777,18.97222222222222,15.236111111111109,0.38888888888888884,0.27777777777777773,2.8333333333333335,2.5833333333333335,0.16666666666666666,0.08333333333333333,18.472222222222225,15.569444444444445
09/09/2022,"Drake @ Ames, IA",2-3,5.0,60.0,30.0,190.0,0.158,58.0,4.0,8.0,96.0,95.0,4.0,3.0,34.0,1.0,20.0,84.0,0.0,Drake,5,12.0,6.0,38.0,11.6,0.8,1.6,19.2,0.8,0.6,6.8,0.2,16.8,14.783333333333333,12.395238095238094,5.0,4.166666666666666,39.56666666666667,31.93333333333333,0.24133333333333332,0.21942857142857147,14.166666666666666,11.964285714285714,1.0833333333333333,1.4047619047619047,2.1166666666666667,1.7523809523809522,18.216666666666665,14.83095238095238,0.2333333333333333,0.26666666666666666,3.233333333333333,2.957142857142857,0.43333333333333335,0.18571428571428572,17.716666666666665,15.545238095238096
09/10/2022,@ Iowa St.,1-3,4.0,37.0,35.0,133.0,0.015,35.0,5.0,8.0,60.0,75.0,4.0,1.0,10.0,0.0,6.0,48.0,0.0,Iowa St.,4,9.25,8.75,33.25,8.75,1.25,2.0,15.0,1.0,0.25,2.5,0.0,12.0,13.200000000000001,12.345833333333331,6.0,4.395833333333333,37.56666666666667,32.69166666666666,0.19000000000000003,0.21175000000000002,12.700000000000001,11.91875,1.0999999999999999,1.3291666666666666,1.8999999999999997,1.7333333333333332,16.783333333333335,15.377083333333333,0.26666666666666666,0.3083333333333333,4.333333333333333,3.4375,0.4166666666666667,0.1875,16.733333333333334,15.702083333333334
09/15/2022,Dayton,3-2,5.0,60.0,31.0,173.0,0.168,56.0,9.0,7.0,77.0,93.0,3.0,0.0,16.0,1.0,8.0,77.0,1.0,Dayton,5,12.0,6.2,34.6,11.2,1.8,1.4,15.4,0.6,0.0,3.2,0.2,15.4,10.950000000000001,12.00185185185185,6.916666666666667,4.87962962962963,35.483333333333334,32.7537037037037,0.11066666666666668,0.18988888888888888,10.450000000000001,11.566666666666666,1.0166666666666666,1.3203703703703704,1.7333333333333334,1.7629629629629628,15.533333333333333,15.335185185185184,0.35000000000000003,0.3018518518518518,4.833333333333333,3.3333333333333335,0.3333333333333333,0.16666666666666666,14.733333333333334,15.290740740740741
09/17/2022,Wichita St.,3-2,5.0,42.0,32.0,174.0,0.057,39.0,8.0,6.0,85.0,83.0,5.0,7.0,26.0,1.0,20.0,70.0,0.0,Wichita St.,5,8.4,6.4,34.8,7.8,1.6,1.2,17.0,1.0,1.4,5.2,0.2,14.0,11.083333333333334,12.001666666666665,6.983333333333333,5.011666666666667,35.28333333333333,32.93833333333333,0.11366666666666665,0.1877,10.516666666666666,11.53,1.2833333333333334,1.3683333333333334,1.6666666666666667,1.7266666666666666,16.533333333333335,15.341666666666665,0.2833333333333334,0.2716666666666666,4.166666666666667,3.3200000000000003,0.13333333333333333,0.16999999999999998,14.733333333333333,15.301666666666668
