date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/27/2022,"Quinnipiac @ Stony Brook, NY",3-2,5.0,64.0,18.0,160.0,0.288,55.0,14.0,6.0,54.0,93.0,5.0,2.0,10.0,4.0,7.0,85.0,0.0,Quinnipiac,5,12.8,3.6,32.0,11.0,2.8,1.2,10.8,1.0,0.4,2.0,0.8,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/28/2022,@ Stony Brook,2-3,5.0,61.0,26.0,170.0,0.206,59.0,5.0,6.0,74.0,96.0,10.0,2.0,26.0,3.0,15.0,81.0,2.0,Stony Brook,5,12.2,5.2,34.0,11.8,1.0,1.2,14.8,2.0,0.4,5.2,0.6,16.2,,6.4,,1.8,,16.0,,0.144,,5.5,,1.4,,0.6,,5.4,,0.2,,1.0,,0.4,,8.5
08/31/2022,@ St. Francis Brooklyn,3-0,3.0,48.0,19.0,125.0,0.232,46.0,3.0,4.0,57.0,63.0,1.0,4.0,4.0,1.0,6.0,57.0,3.0,St. Francis Brooklyn,3,16.0,6.333333333333333,41.66666666666666,15.333333333333334,1.0,1.3333333333333333,19.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,19.0,,8.333333333333334,,2.9333333333333336,,22.0,,0.16466666666666666,,7.6000000000000005,,1.2666666666666666,,0.7999999999999999,,8.533333333333333,,0.26666666666666666,,2.4,,0.4666666666666666,,11.066666666666668
09/02/2022,FDU,3-2,5.0,62.0,21.0,157.0,0.261,61.0,10.0,5.0,66.0,78.0,4.0,2.0,21.0,1.0,12.5,84.5,0.0,FDU,5,12.4,4.2,31.4,12.2,2.0,1.0,13.2,0.8,0.4,4.2,0.2,16.9,13.666666666666666,10.25,5.044444444444444,3.783333333333333,35.888888888888886,26.916666666666664,0.242,0.1815,12.71111111111111,9.533333333333333,1.5999999999999999,1.2,1.2444444444444445,0.9333333333333333,14.866666666666667,11.15,0.7111111111111111,0.5333333333333333,2.8444444444444446,2.1333333333333333,0.5777777777777778,0.4333333333333333,17.400000000000002,13.05
09/02/2022,Niagara,3-0,3.0,44.0,9.0,105.0,0.333,41.0,5.0,4.0,44.0,49.0,4.0,1.0,10.0,2.0,6.0,55.0,0.0,Niagara,3,14.666666666666666,3.0,35.0,13.666666666666666,1.6666666666666667,1.3333333333333333,14.666666666666666,1.3333333333333333,0.3333333333333333,3.333333333333333,0.6666666666666666,18.33333333333333,13.533333333333333,10.68,5.2444444444444445,3.8666666666666663,35.68888888888889,27.813333333333333,0.233,0.1974,13.111111111111112,10.066666666666666,1.3333333333333333,1.3599999999999999,1.1777777777777778,0.9466666666666667,15.666666666666666,11.559999999999999,0.7111111111111111,0.5066666666666666,3.577777777777778,2.546666666666667,0.37777777777777777,0.3866666666666666,17.366666666666664,13.819999999999999
09/03/2022,Penn,3-0,3.0,41.0,18.0,114.0,0.202,37.0,4.0,9.0,44.0,52.0,2.0,1.0,16.0,1.0,9.0,54.0,0.0,Penn,3,13.666666666666666,6.0,38.0,12.333333333333334,1.3333333333333333,3.0,14.666666666666666,0.6666666666666666,0.3333333333333333,5.333333333333333,0.3333333333333333,18.0,14.355555555555554,11.344444444444443,4.51111111111111,3.722222222222222,36.02222222222222,29.01111111111111,0.2753333333333334,0.22,13.733333333333334,10.666666666666666,1.5555555555555556,1.4111111111111112,1.222222222222222,1.011111111111111,15.622222222222222,12.077777777777778,0.6888888888888888,0.4777777777777778,2.9555555555555557,2.6777777777777776,0.39999999999999997,0.4333333333333333,18.077777777777772,14.572222222222221
09/09/2022,"Montana St. @ Grand Forks, ND",2-3,5.0,59.0,25.0,182.0,0.187,55.0,6.0,12.0,85.0,107.0,13.0,0.0,10.0,0.0,5.0,70.0,0.0,Montana St.,5,11.8,5.0,36.4,11.0,1.2,2.4,17.0,2.6,0.0,2.0,0.0,14.0,13.577777777777778,11.676190476190476,4.3999999999999995,4.0476190476190474,34.800000000000004,30.295238095238094,0.26533333333333337,0.21742857142857144,12.733333333333333,10.904761904761903,1.6666666666666667,1.4000000000000001,1.7777777777777777,1.2952380952380953,14.177777777777777,12.447619047619048,0.35555555555555557,0.4571428571428572,4.288888888888889,3.057142857142857,0.39999999999999997,0.419047619047619,17.74444444444444,15.06190476190476
09/10/2022,@ North Dakota,3-0,3.0,44.0,12.0,113.0,0.283,40.0,5.0,7.0,53.0,54.0,1.0,1.0,6.0,0.0,4.0,53.0,0.0,North Dakota,3,14.666666666666666,4.0,37.66666666666666,13.333333333333334,1.6666666666666667,2.333333333333333,17.666666666666668,0.3333333333333333,0.3333333333333333,2.0,0.0,17.666666666666668,13.377777777777778,11.691666666666666,4.666666666666667,4.166666666666666,36.46666666666666,31.058333333333334,0.24066666666666667,0.213625,12.333333333333334,10.916666666666666,1.4000000000000001,1.375,2.244444444444444,1.4333333333333333,15.444444444444443,13.016666666666667,0.2222222222222222,0.4,3.555555555555556,2.925,0.3333333333333333,0.36666666666666664,16.777777777777775,14.929166666666665
09/16/2022,"Sacred Heart @ New Haven, CT",0-3,3.0,30.0,22.0,93.0,0.086,29.0,7.0,3.0,25.0,67.0,5.0,0.0,19.0,1.0,9.5,46.5,0.0,Sacred Heart,3,10.0,7.333333333333333,31.0,9.666666666666666,2.333333333333333,1.0,8.333333333333334,1.6666666666666667,0.0,6.333333333333333,0.3333333333333333,15.5,13.377777777777778,12.022222222222222,5.0,4.148148148148148,37.355555555555554,31.79259259259259,0.22399999999999998,0.22133333333333333,12.222222222222223,11.185185185185183,1.3999999999999997,1.4074074074074074,2.5777777777777775,1.5333333333333334,16.444444444444446,13.533333333333335,0.2222222222222222,0.3925925925925926,3.1111111111111107,2.822222222222222,0.1111111111111111,0.3259259259259259,16.555555555555557,15.233333333333333
09/17/2022,@ Yale,1-3,4.0,41.0,13.0,139.0,0.201,34.0,1.0,4.0,57.0,84.0,9.0,3.0,14.0,0.0,10.0,52.0,1.0,Yale,4,10.25,3.25,34.75,8.5,0.25,1.0,14.25,2.25,0.75,3.5,0.0,13.0,12.155555555555557,11.82,5.444444444444444,4.466666666666667,35.02222222222222,31.71333333333333,0.18533333333333332,0.20779999999999998,11.333333333333334,11.033333333333333,1.7333333333333332,1.5,1.9111111111111108,1.48,14.333333333333336,13.013333333333335,0.1111111111111111,0.3533333333333334,3.444444444444444,3.173333333333333,0.1111111111111111,0.32666666666666666,15.722222222222223,15.26
