date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2022,"Utah Valley @ Salt Lake City, UT",3-0,3.0,36.0,9.0,63.0,0.429,31.0,9.0,8.0,19.0,39.0,1.0,3.0,14.0,0.0,10.0,55.0,0.0,Utah Valley,3,12.0,3.0,21.0,10.333333333333334,3.0,2.6666666666666665,6.333333333333333,0.3333333333333333,1.0,4.666666666666667,0.0,18.333333333333332
08/26/2022,@ Utah,3-1,4.0,50.0,24.0,134.0,0.194,44.0,4.0,8.0,48.0,84.0,5.0,3.0,18.0,0.0,12.0,66.0,0.0,Utah,4,12.5,6.0,33.5,11.0,1.0,2.0,12.0,1.25,0.75,4.5,0.0,16.5
08/27/2022,"LMU (CA) @ Salt Lake City, UT",3-0,3.0,52.0,16.0,104.0,0.346,45.0,2.0,5.0,34.0,58.0,5.0,3.0,8.0,0.0,7.0,61.0,0.0,LMU ,3,17.333333333333332,5.333333333333333,34.666666666666664,15.0,0.6666666666666666,1.6666666666666667,11.333333333333334,1.6666666666666667,1.0,2.6666666666666665,0.0,20.333333333333332
09/02/2022,"Temple @ West Point, NY",3-0,3.0,40.0,11.0,85.0,0.341,39.0,5.0,8.0,46.0,41.0,6.0,0.0,14.0,0.0,7.0,52.0,0.0,Temple,3,13.333333333333334,3.6666666666666665,28.333333333333332,13.0,1.6666666666666667,2.6666666666666665,15.333333333333334,2.0,0.0,4.666666666666667,0.0,17.333333333333332
09/02/2022,@ Army West Point,3-0,3.0,46.0,11.0,114.0,0.307,44.0,2.0,7.0,55.0,57.0,8.0,1.0,8.0,1.0,5.0,53.0,0.0,Army West Point,3,15.333333333333334,3.6666666666666665,38.0,14.666666666666666,0.6666666666666666,2.3333333333333335,18.333333333333332,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.3333333333333333,17.666666666666668
09/03/2022,"UConn @ West Point, NY",3-0,3.0,43.0,7.0,86.0,0.419,38.0,5.0,11.0,41.0,39.0,3.0,1.0,16.0,0.0,9.0,57.0,0.0,UConn,3,14.333333333333334,2.3333333333333335,28.666666666666668,12.666666666666666,1.6666666666666667,3.6666666666666665,13.666666666666666,1.0,0.3333333333333333,5.333333333333333,0.0,19.0
09/07/2022,@ Kansas City,3-1,4.0,50.0,20.0,130.0,0.231,45.0,7.0,6.0,58.0,67.0,5.0,7.0,18.0,1.0,16.0,73.0,4.0,Kansas City,4,12.5,5.0,32.5,11.25,1.75,1.5,14.5,1.25,1.75,4.5,0.25,18.25
09/08/2022,Wichita St.,3-0,3.0,42.0,10.0,111.0,0.288,37.0,3.0,4.0,54.0,46.0,4.0,1.0,26.0,0.0,14.0,59.0,1.0,Wichita St.,3,14.0,3.3333333333333335,37.0,12.333333333333334,1.0,1.3333333333333333,18.0,1.3333333333333333,0.3333333333333333,8.666666666666666,0.0,19.666666666666668
09/09/2022,UNLV,1-3,4.0,50.0,19.0,143.0,0.217,46.0,6.0,7.0,59.0,82.0,8.0,4.0,16.0,4.0,12.0,68.0,0.0,UNLV,4,12.5,4.75,35.75,11.5,1.5,1.75,14.75,2.0,1.0,4.0,1.0,17.0
09/15/2022,Lipscomb,3-0,3.0,30.0,9.0,89.0,0.236,25.0,1.0,8.0,43.0,41.0,5.0,4.0,20.0,2.0,14.0,45.0,0.0,Lipscomb,3,10.0,3.0,29.666666666666668,8.333333333333334,0.3333333333333333,2.6666666666666665,14.333333333333334,1.6666666666666667,1.3333333333333333,6.666666666666667,0.6666666666666666,15.0
