date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/26/2022,"Winthrop @ Columbia, S.C.",3-0,3.0,42.0,10.0,94.0,0.34,35.0,5.0,5.0,36.0,41.0,2.0,4.0,6.0,0.0,7.0,54.0,0.0,Winthrop,3,14.0,3.333333333333333,31.33333333333333,11.666666666666666,1.6666666666666667,1.6666666666666667,12.0,0.6666666666666666,1.3333333333333333,2.0,0.0,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/26/2022,@ South Carolina,0-3,3.0,36.0,21.0,110.0,0.136,32.0,4.0,6.0,37.0,69.0,1.0,1.0,10.0,2.0,6.0,46.0,0.0,South Carolina,3,12.0,7.0,36.66666666666666,10.666666666666666,1.3333333333333333,2.0,12.333333333333334,0.3333333333333333,0.3333333333333333,3.333333333333333,0.6666666666666666,15.333333333333334,,7.0,,1.6666666666666665,,15.666666666666664,,0.17,,5.833333333333333,,0.8333333333333334,,0.8333333333333334,,6.0,,0.6666666666666666,,1.0,,0.0,,9.0
08/27/2022,"Sacred Heart @ Columbia, S.C.",3-2,5.0,60.0,24.0,160.0,0.225,55.0,8.0,7.0,66.0,0.0,5.0,6.0,22.0,0.0,17.0,85.0,0.0,Sacred Heart,5,12.0,4.8,32.0,11.0,1.6,1.4,13.2,1.0,1.2,4.4,0.0,17.0,,8.666666666666666,,3.444444444444444,,22.66666666666666,,0.15866666666666668,,7.444444444444444,,1.0,,1.2222222222222223,,8.111111111111112,,0.5555555555555555,,1.7777777777777777,,0.2222222222222222,,11.111111111111112
09/01/2022,Wichita St.,3-1,4.0,64.0,26.0,159.0,0.239,61.0,6.0,11.0,66.0,81.0,2.0,0.0,12.0,1.0,6.0,76.0,0.0,Wichita St.,4,16.0,6.5,39.75,15.25,1.5,2.75,16.5,0.5,0.0,3.0,0.25,19.0,12.666666666666666,9.5,5.044444444444444,3.783333333333333,33.33333333333333,24.999999999999996,0.2336666666666667,0.17525000000000002,11.111111111111109,8.333333333333332,1.5333333333333332,1.15,1.6888888888888889,1.2666666666666666,12.511111111111111,9.383333333333333,0.9555555555555554,0.7166666666666666,3.244444444444445,2.4333333333333336,0.2222222222222222,0.16666666666666666,16.77777777777778,12.583333333333334
09/03/2022,Northern Colo.,3-2,5.0,73.0,23.0,193.0,0.259,70.0,7.0,12.0,68.0,98.0,3.0,2.0,22.0,2.0,13.0,93.0,0.0,Northern Colo.,5,14.6,4.6,38.6,14.0,1.4,2.4,13.6,0.6,0.4,4.4,0.4,18.6,13.333333333333334,10.8,6.1000000000000005,4.326666666666666,36.138888888888886,27.95,0.19999999999999998,0.188,12.305555555555557,9.716666666666665,1.4777777777777779,1.22,2.0500000000000003,1.5633333333333332,14.011111111111111,10.806666666666667,0.5111111111111111,0.5733333333333333,3.577777777777778,2.546666666666667,0.3055555555555555,0.18333333333333332,17.11111111111111,13.866666666666669
09/08/2022,Florida St.,0-3,3.0,35.0,20.0,114.0,0.132,33.0,5.0,7.0,51.0,67.0,6.0,1.0,16.0,1.0,9.0,49.0,0.0,Florida St.,3,11.666666666666666,6.666666666666667,38.0,11.0,1.6666666666666667,2.333333333333333,17.0,2.0,0.3333333333333333,5.333333333333333,0.3333333333333333,16.333333333333332,14.200000000000001,11.433333333333332,5.3,4.372222222222223,36.78333333333333,29.724999999999998,0.241,0.19983333333333334,13.416666666666666,10.430555555555555,1.5,1.25,2.183333333333333,1.7027777777777777,14.433333333333332,11.27222222222222,0.5333333333333333,0.5444444444444444,3.9333333333333336,2.8555555555555556,0.21666666666666667,0.21944444444444444,18.2,14.655555555555557
09/10/2022,Creighton,2-3,5.0,74.0,28.0,205.0,0.224,72.0,5.0,14.0,76.0,108.0,4.0,0.0,24.0,4.0,12.0,91.0,0.0,Creighton,5,14.8,5.6,41.0,14.4,1.0,2.8,15.2,0.8,0.0,4.8,0.8,18.2,14.088888888888889,11.466666666666667,5.922222222222222,4.7,38.78333333333333,30.907142857142855,0.21,0.19014285714285714,13.416666666666666,10.511904761904761,1.5222222222222221,1.3095238095238095,2.4944444444444445,1.792857142857143,15.700000000000001,12.09047619047619,0.24444444444444446,0.5142857142857142,4.2444444444444445,3.2095238095238092,0.3277777777777778,0.2357142857142857,17.977777777777778,14.895238095238096
09/15/2022,"UCF @ Lawrence, KS",2-3,5.0,63.0,26.0,168.0,0.22,60.0,7.0,8.0,56.0,96.0,5.0,1.0,20.0,1.0,11.0,81.0,1.0,UCF,5,12.6,5.2,33.6,12.0,1.4,1.6,11.2,1.0,0.2,4.0,0.2,16.2,13.688888888888888,11.883333333333333,5.622222222222223,4.8125,39.199999999999996,32.16875,0.205,0.194375,13.133333333333333,10.997916666666667,1.3555555555555554,1.2708333333333333,2.511111111111111,1.9187500000000002,15.266666666666666,12.479166666666666,0.24444444444444446,0.44999999999999996,4.844444444444444,3.408333333333333,0.5111111111111112,0.30625,17.711111111111112,15.308333333333334
09/16/2022,"Lipscomb @ Lawrence, KS",3-0,3.0,38.0,12.0,93.0,0.28,36.0,5.0,6.0,44.0,48.0,3.0,0.0,14.0,2.0,7.0,50.0,0.0,Lipscomb,3,12.666666666666666,4.0,31.0,12.0,1.6666666666666667,2.0,14.666666666666666,1.0,0.0,4.666666666666667,0.6666666666666666,16.666666666666668,13.02222222222222,11.962962962962962,5.822222222222223,4.855555555555556,37.53333333333334,32.32777777777778,0.19200000000000003,0.19722222222222222,12.466666666666667,11.10925925925926,1.3555555555555554,1.2851851851851852,2.244444444444444,1.8833333333333337,14.466666666666667,12.337037037037037,0.17777777777777778,0.4222222222222222,4.711111111111111,3.474074074074074,0.4444444444444444,0.2944444444444445,16.91111111111111,15.407407407407407
09/17/2022,@ Kansas,1-3,4.0,41.0,24.0,128.0,0.133,36.0,7.0,14.0,42.0,88.0,9.0,2.0,20.0,4.0,12.0,60.0,1.0,Kansas,4,10.25,6.0,32.0,9.0,1.75,3.5,10.5,2.25,0.5,5.0,1.0,15.0,13.355555555555554,12.033333333333333,4.933333333333333,4.7700000000000005,35.199999999999996,32.19500000000001,0.24133333333333332,0.20549999999999996,12.799999999999999,11.198333333333334,1.3555555555555554,1.3233333333333333,2.1333333333333333,1.8950000000000002,13.688888888888888,12.57,0.06666666666666667,0.38,4.48888888888889,3.593333333333333,0.5555555555555556,0.33166666666666667,17.022222222222222,15.533333333333331
09/22/2022,@ South Dakota,2-3,5.0,65.0,29.0,184.0,0.196,62.0,8.0,16.0,68.0,93.0,8.0,2.0,24.0,0.0,14.0,87.0,0.0,South Dakota,5,13.0,5.8,36.8,12.4,1.6,3.2,13.6,1.6,0.4,4.8,0.0,17.4,11.838888888888889,11.87121212121212,5.066666666666666,4.881818181818182,32.199999999999996,32.17727272727273,0.211,0.1989090909090909,11.0,10.998484848484848,1.6055555555555554,1.362121212121212,2.3666666666666667,2.040909090909091,12.122222222222222,12.381818181818181,0.2333333333333333,0.3909090909090909,4.555555555555556,3.7212121212121207,0.6222222222222222,0.3924242424242424,15.955555555555556,15.484848484848483
09/24/2022,@ South Dakota St.,2-3,5.0,66.0,29.0,180.0,0.206,63.0,5.0,12.0,66.0,103.0,10.0,0.0,18.0,0.0,9.0,80.0,0.0,South Dakota St.,5,13.2,5.8,36.0,12.6,1.0,2.4,13.2,2.0,0.0,3.6,0.0,16.0,11.972222222222221,11.965277777777777,5.266666666666667,4.958333333333333,33.266666666666666,32.56250000000001,0.20299999999999999,0.19866666666666666,11.133333333333335,11.115277777777777,1.6722222222222225,1.3819444444444444,2.9,2.1375,12.922222222222222,12.483333333333333,0.3,0.39166666666666666,4.822222222222222,3.8111111111111104,0.5555555555555556,0.3597222222222222,16.355555555555554,15.644444444444444
09/29/2022,Western Ill.,3-0,3.0,59.0,10.0,110.0,0.445,58.0,5.0,8.0,53.0,56.0,4.0,0.0,8.0,2.0,4.0,68.0,1.0,Western Ill.,3,19.666666666666668,3.333333333333333,36.66666666666666,19.33333333333333,1.6666666666666667,2.6666666666666665,17.666666666666668,1.3333333333333333,0.0,2.6666666666666665,0.6666666666666666,22.666666666666668,12.15,12.060256410256407,5.866666666666667,5.023076923076923,34.93333333333333,32.82692307692308,0.17833333333333334,0.1992307692307692,11.333333333333334,11.229487179487178,1.45,1.3525641025641024,3.033333333333333,2.1576923076923076,12.433333333333332,12.538461538461537,0.3,0.36153846153846153,4.466666666666667,3.7948717948717947,0.3333333333333333,0.33205128205128204,16.13333333333333,15.671794871794871
10/01/2022,St. Thomas (MN),3-0,3.0,46.0,30.0,146.0,0.11,46.0,6.0,6.0,60.0,62.0,4.0,0.0,11.0,1.0,5.5,57.5,0.0,St. Thomas ,3,15.333333333333334,10.0,48.66666666666666,15.333333333333334,2.0,2.0,20.0,1.3333333333333333,0.0,3.6666666666666665,0.3333333333333333,19.166666666666668,15.28888888888889,12.603571428571426,4.977777777777778,4.902380952380952,36.48888888888889,33.10119047619048,0.2823333333333333,0.21678571428571428,14.777777777777777,11.808333333333334,1.4222222222222223,1.375,2.755555555555555,2.1940476190476192,14.822222222222223,12.904761904761902,0.13333333333333333,0.33571428571428574,3.6888888888888887,3.714285714285714,0.2222222222222222,0.35595238095238096,18.688888888888886,16.17142857142857
10/04/2022,@ Denver,3-0,3.0,42.0,14.0,88.0,0.318,40.0,4.0,9.0,32.0,51.0,2.0,0.0,20.0,1.0,10.0,56.0,0.0,Denver,3,14.0,4.666666666666667,29.33333333333333,13.333333333333334,1.3333333333333333,3.0,10.666666666666666,0.6666666666666666,0.0,6.666666666666667,0.3333333333333333,18.666666666666668,16.066666666666666,12.785555555555554,6.377777777777777,5.242222222222222,40.444444444444436,34.13888888888889,0.25366666666666665,0.20966666666666664,15.755555555555553,12.043333333333333,1.5555555555555554,1.4166666666666667,2.3555555555555556,2.1811111111111114,16.955555555555556,13.377777777777775,0.0,0.31333333333333335,3.3111111111111113,3.7111111111111104,0.3333333333333333,0.35444444444444445,19.277777777777782,16.37111111111111
