date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/26/2022,Marquette,2-3,5.0,67.0,19.0,162.0,0.296,63.0,9.0,12.0,61.0,88.0,0.0,3.0,10.0,0.0,8.0,84.0,1.0,Marquette,5,13.4,3.8,32.4,12.6,1.8,2.4,12.2,0.0,0.6,2.0,0.0,16.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/28/2022,Ohio,3-0,3.0,45.0,10.0,95.0,0.368,38.0,5.0,10.0,30.0,50.0,1.0,2.0,10.0,0.0,7.0,57.0,0.0,Ohio,3,15.0,3.333333333333333,31.666666666666668,12.666666666666666,1.6666666666666667,3.333333333333333,10.0,0.3333333333333333,0.6666666666666666,3.333333333333333,0.0,19.0,,6.7,,1.9,,16.2,,0.148,,6.3,,0.9,,1.2,,6.1,,0.3,,1.0,,0.0,,8.4
09/02/2022,"UNI @ Omaha, NE",3-0,3.0,45.0,11.0,92.0,0.37,43.0,8.0,8.0,46.0,50.0,3.0,0.0,10.0,1.0,5.0,58.0,0.0,UNI,3,15.0,3.6666666666666665,30.666666666666668,14.333333333333334,2.6666666666666665,2.6666666666666665,15.333333333333334,1.0,0.0,3.333333333333333,0.3333333333333333,19.33333333333333,,9.466666666666667,,2.3777777777777778,,21.355555555555554,,0.2213333333333333,,8.422222222222222,,1.1555555555555557,,1.9111111111111108,,7.3999999999999995,,0.4222222222222222,,1.7777777777777777,,0.0,,11.933333333333332
09/03/2022,@ Creighton,3-1,4.0,61.0,9.0,130.0,0.4,56.0,7.0,12.0,65.0,65.0,4.0,1.0,24.0,3.0,13.0,81.0,0.0,Creighton,4,15.25,2.25,32.5,14.0,1.75,3.0,16.25,1.0,0.25,6.0,0.75,20.25,14.466666666666667,10.85,3.5999999999999996,2.6999999999999997,31.57777777777778,23.683333333333334,0.3446666666666667,0.25849999999999995,13.200000000000001,9.9,2.0444444444444443,1.5333333333333332,2.7999999999999994,2.0999999999999996,12.511111111111111,9.383333333333333,0.4222222222222222,0.31666666666666665,2.888888888888889,2.1666666666666665,0.1111111111111111,0.08333333333333333,18.377777777777776,13.783333333333331
09/03/2022,"Southern California @ Omaha, NE",3-0,3.0,50.0,6.0,89.0,0.494,44.0,6.0,5.0,37.0,42.0,1.0,1.0,14.0,1.0,8.0,64.0,0.0,Southern California,3,16.666666666666668,2.0,29.666666666666668,14.666666666666666,2.0,1.6666666666666667,12.333333333333334,0.3333333333333333,0.3333333333333333,4.666666666666667,0.3333333333333333,21.33333333333333,15.083333333333334,11.73,3.0833333333333335,2.61,31.611111111111114,25.446666666666665,0.3793333333333333,0.28679999999999994,13.666666666666666,10.72,2.027777777777778,1.5766666666666667,3.0,2.28,13.861111111111109,10.756666666666666,0.3055555555555555,0.30333333333333334,4.222222222222222,2.933333333333333,0.3611111111111111,0.21666666666666665,19.527777777777775,15.076666666666664
09/09/2022,Wisconsin,0-3,3.0,43.0,19.0,104.0,0.231,40.0,3.0,11.0,42.0,68.0,6.0,3.0,6.0,1.0,6.0,52.0,1.0,Wisconsin,3,14.333333333333334,6.333333333333333,34.666666666666664,13.333333333333334,1.0,3.6666666666666665,14.0,2.0,1.0,2.0,0.3333333333333333,17.333333333333332,15.638888888888891,12.552777777777777,2.638888888888889,2.5083333333333333,30.944444444444443,26.150000000000002,0.42133333333333334,0.3213333333333333,14.333333333333334,11.377777777777778,2.138888888888889,1.6472222222222221,2.4444444444444446,2.1777777777777776,14.638888888888888,11.019444444444444,0.19444444444444442,0.3083333333333333,4.666666666666667,3.222222222222222,0.47222222222222215,0.23611111111111108,20.305555555555554,16.119444444444444
09/10/2022,Indiana St.,3-0,3.0,51.0,15.0,117.0,0.308,47.0,6.0,3.0,57.0,47.0,2.0,0.0,18.0,1.0,9.0,66.0,0.0,Indiana St.,3,17.0,5.0,39.0,15.666666666666666,2.0,1.0,19.0,0.6666666666666666,0.0,6.0,0.3333333333333333,22.0,15.41666666666667,12.807142857142855,3.527777777777778,3.0547619047619046,32.27777777777778,27.366666666666667,0.375,0.3084285714285714,14.0,11.657142857142857,1.5833333333333333,1.5547619047619048,2.7777777777777772,2.39047619047619,14.194444444444443,11.445238095238095,0.5277777777777778,0.4071428571428571,4.222222222222222,3.0476190476190474,0.47222222222222215,0.24999999999999997,19.63888888888889,16.29285714285714
09/14/2022,Louisville,2-3,5.0,66.0,27.0,169.0,0.231,60.0,10.0,13.0,62.0,102.0,8.0,1.0,10.0,0.0,6.0,82.0,0.0,Louisville,5,13.2,5.4,33.8,12.0,2.0,2.6,12.4,1.6,0.2,2.0,0.0,16.4,16.000000000000004,13.331249999999999,4.444444444444445,3.2979166666666666,34.44444444444445,28.820833333333333,0.3443333333333333,0.30837499999999995,14.555555555555555,12.158333333333333,1.6666666666666667,1.6104166666666666,2.111111111111111,2.2166666666666663,15.111111111111109,12.389583333333333,0.4444444444444444,0.35624999999999996,4.222222222222222,3.4166666666666665,0.3333333333333333,0.26041666666666663,20.222222222222218,17.006249999999998
09/18/2022,Nebraska,0-3,3.0,38.0,20.0,128.0,0.141,32.0,2.0,6.0,52.0,64.0,4.0,1.0,4.0,0.0,3.0,43.0,0.0,Nebraska,3,12.666666666666666,6.666666666666667,42.66666666666666,10.666666666666666,0.6666666666666666,2.0,17.333333333333332,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,14.333333333333334,14.844444444444443,13.316666666666666,5.577777777777778,3.531481481481481,35.82222222222222,29.374074074074073,0.25666666666666665,0.2997777777777777,13.666666666666666,12.14074074074074,1.6666666666666667,1.6537037037037037,2.422222222222222,2.259259259259259,15.133333333333331,12.39074074074074,0.39999999999999997,0.33888888888888885,3.3333333333333335,3.259259259259259,0.22222222222222224,0.23148148148148145,18.577777777777776,16.938888888888886
09/24/2022,LSU,2-3,5.0,69.0,24.0,163.0,0.276,63.0,5.0,8.0,57.0,89.0,3.0,1.0,8.0,2.0,5.0,79.0,0.0,LSU,5,13.8,4.8,32.6,12.6,1.0,1.6,11.4,0.6,0.2,1.6,0.4,15.8,14.28888888888889,13.251666666666665,5.688888888888889,3.8449999999999998,38.48888888888889,30.70333333333333,0.22666666666666666,0.28389999999999993,12.777777777777777,11.993333333333334,1.5555555555555556,1.555,1.8666666666666665,2.2333333333333334,16.244444444444444,12.885,0.17777777777777778,0.3383333333333333,3.1111111111111107,3.0666666666666664,0.1111111111111111,0.20833333333333331,17.57777777777778,16.678333333333335
