date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,retatt,rerr,b_solo,b_assist,b_error,tb,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,rerr/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/26/2022,North Florida,3-1,4.0,56.0,15.0,120.0,0.342,51.0,11.0,13.0,54.0,66.0,6.0,0.0,12.0,0.0,6.0,73.0,0.0,North Florida,4,14.0,3.75,30.0,12.75,2.75,3.25,13.5,1.5,0.0,3.0,0.0,18.25
08/27/2022,ETSU,3-1,4.0,46.0,14.0,101.0,0.317,44.0,10.0,12.0,42.0,58.0,6.0,4.0,20.0,1.0,14.0,70.0,0.0,ETSU,4,11.5,3.5,25.25,11.0,2.5,3.0,10.5,1.5,1.0,5.0,0.25,17.5
08/27/2022,Virginia,3-0,3.0,43.0,5.0,73.0,0.521,38.0,11.0,5.0,26.0,32.0,2.0,1.0,6.0,1.0,4.0,58.0,0.0,Virginia,3,14.333333333333334,1.6666666666666667,24.333333333333332,12.666666666666666,3.6666666666666665,1.6666666666666667,8.666666666666666,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,19.333333333333332
08/30/2022,Stanford,2-3,5.0,52.0,28.0,138.0,0.174,51.0,7.0,12.0,54.0,87.0,4.0,0.0,26.0,4.0,13.0,72.0,0.0,Stanford,5,10.4,5.6,27.6,10.2,1.4,2.4,10.8,0.8,0.0,5.2,0.8,14.4
09/04/2022,@ Minnesota,1-3,4.0,48.0,24.0,114.0,0.211,42.0,5.0,11.0,44.0,81.0,8.0,2.0,24.0,2.0,14.0,67.0,1.0,Minnesota,4,12.0,6.0,28.5,10.5,1.25,2.75,11.0,2.0,0.5,6.0,0.5,16.75
09/09/2022,Ga. Southern,3-0,3.0,37.0,14.0,85.0,0.271,33.0,3.0,7.0,45.0,37.0,2.0,2.0,18.0,3.0,11.0,51.0,0.0,Ga. Southern,3,12.333333333333334,4.666666666666667,28.333333333333332,11.0,1.0,2.3333333333333335,15.0,0.6666666666666666,0.6666666666666666,6.0,1.0,17.0
09/09/2022,FGCU,3-0,3.0,39.0,15.0,94.0,0.255,38.0,5.0,7.0,36.0,47.0,1.0,1.0,16.0,1.0,9.0,53.0,0.0,FGCU,3,13.0,5.0,31.333333333333332,12.666666666666666,1.6666666666666667,2.3333333333333335,12.0,0.3333333333333333,0.3333333333333333,5.333333333333333,0.3333333333333333,17.666666666666668
09/10/2022,VCU,3-0,3.0,37.0,16.0,101.0,0.208,34.0,8.0,4.0,53.0,49.0,5.0,0.0,16.0,2.0,8.0,53.0,0.0,VCU,3,12.333333333333334,5.333333333333333,33.666666666666664,11.333333333333334,2.6666666666666665,1.3333333333333333,17.666666666666668,1.6666666666666667,0.0,5.333333333333333,0.6666666666666666,17.666666666666668
09/13/2022,Florida St.,3-0,3.0,49.0,10.0,113.0,0.345,44.0,4.0,11.0,47.0,65.0,4.0,1.0,16.0,2.0,9.0,62.0,1.0,Florida St.,3,16.333333333333332,3.3333333333333335,37.666666666666664,14.666666666666666,1.3333333333333333,3.6666666666666665,15.666666666666666,1.3333333333333333,0.3333333333333333,5.333333333333333,0.6666666666666666,20.666666666666668
09/16/2022,@ Wisconsin,3-2,5.0,57.0,38.0,165.0,0.115,52.0,5.0,11.0,56.0,98.0,3.0,5.0,22.0,2.0,16.0,78.0,1.0,Wisconsin,5,11.4,7.6,33.0,10.4,1.0,2.2,11.2,0.6,1.0,4.4,0.4,15.6
09/21/2022,Alabama,3-0,3.0,36.0,10.0,81.0,0.321,33.0,11.0,6.0,38.0,47.0,5.0,2.0,8.0,1.0,6.0,53.0,0.0,Alabama,3,12.0,3.3333333333333335,27.0,11.0,3.6666666666666665,2.0,12.666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,17.666666666666668
09/24/2022,@ South Carolina,3-1,4.0,57.0,16.0,110.0,0.373,55.0,6.0,11.0,30.0,82.0,4.0,3.0,12.0,6.0,9.0,72.0,0.0,South Carolina,4,14.25,4.0,27.5,13.75,1.5,2.75,7.5,1.0,0.75,3.0,1.5,18.0
09/25/2022,@ South Carolina,2-3,5.0,51.0,27.0,126.0,0.19,48.0,5.0,16.0,44.0,86.0,8.0,2.0,20.0,2.0,12.0,68.0,1.0,South Carolina,5,10.2,5.4,25.2,9.6,1.0,3.2,8.8,1.6,0.4,4.0,0.4,13.6
10/05/2022,@ Tennessee,3-1,4.0,53.0,20.0,120.0,0.275,50.0,6.0,12.0,44.0,78.0,6.0,2.0,10.0,2.0,7.0,66.0,1.0,Tennessee,4,13.25,5.0,30.0,12.5,1.5,3.0,11.0,1.5,0.5,2.5,0.5,16.5
10/08/2022,LSU,3-1,4.0,55.0,16.0,140.0,0.279,50.0,6.0,13.0,60.0,81.0,8.0,2.0,27.0,1.0,15.5,76.5,1.0,LSU,4,13.75,4.0,35.0,12.5,1.5,3.25,15.0,2.0,0.5,6.75,0.25,19.125
10/09/2022,LSU,3-2,5.0,68.0,29.0,183.0,0.213,63.0,6.0,10.0,79.0,96.0,2.0,1.0,30.0,3.0,16.0,90.0,0.0,LSU,5,13.6,5.8,36.6,12.6,1.2,2.0,15.8,0.4,0.2,6.0,0.6,18.0
10/14/2022,@ Mississippi St.,3-0,3.0,40.0,14.0,84.0,0.31,38.0,4.0,11.0,38.0,54.0,3.0,5.0,16.0,0.0,13.0,57.0,1.0,Mississippi St.,3,13.333333333333334,4.666666666666667,28.0,12.666666666666666,1.3333333333333333,3.6666666666666665,12.666666666666666,1.0,1.6666666666666667,5.333333333333333,0.0,19.0
10/15/2022,@ Mississippi St.,3-0,3.0,50.0,15.0,101.0,0.347,48.0,4.0,7.0,42.0,56.0,3.0,3.0,6.0,0.0,6.0,60.0,1.0,Mississippi St.,3,16.666666666666668,5.0,33.666666666666664,16.0,1.3333333333333333,2.3333333333333335,14.0,1.0,1.0,2.0,0.0,20.0
10/19/2022,Georgia,0-3,3.0,35.0,26.0,100.0,0.09,33.0,6.0,4.0,28.0,69.0,5.0,2.0,14.0,0.0,9.0,50.0,0.0,Georgia,3,11.666666666666666,8.666666666666666,33.333333333333336,11.0,2.0,1.3333333333333333,9.333333333333334,1.6666666666666667,0.6666666666666666,4.666666666666667,0.0,16.666666666666668
10/26/2022,@ Auburn,3-0,3.0,48.0,15.0,91.0,0.363,42.0,3.0,8.0,36.0,52.0,3.0,1.0,14.0,3.0,8.0,59.0,0.0,Auburn,3,16.0,5.0,30.333333333333332,14.0,1.0,2.6666666666666665,12.0,1.0,0.3333333333333333,4.666666666666667,1.0,19.666666666666668
10/29/2022,Arkansas,3-0,3.0,38.0,17.0,103.0,0.204,35.0,4.0,10.0,45.0,56.0,3.0,2.0,14.0,2.0,9.0,51.0,3.0,Arkansas,3,12.666666666666666,5.666666666666667,34.333333333333336,11.666666666666666,1.3333333333333333,3.3333333333333335,15.0,1.0,0.6666666666666666,4.666666666666667,0.6666666666666666,17.0
10/30/2022,Arkansas,3-2,5.0,66.0,27.0,154.0,0.253,64.0,4.0,9.0,61.0,91.0,4.0,0.0,24.0,5.0,12.0,82.0,0.0,Arkansas,5,13.2,5.4,30.8,12.8,0.8,1.8,12.2,0.8,0.0,4.8,1.0,16.4
11/04/2022,Missouri,3-0,3.0,51.0,18.0,105.0,0.314,49.0,2.0,5.0,36.0,61.0,6.0,5.0,10.0,0.0,10.0,63.0,0.0,Missouri,3,17.0,6.0,35.0,16.333333333333332,0.6666666666666666,1.6666666666666667,12.0,2.0,1.6666666666666667,3.3333333333333335,0.0,21.0
11/12/2022,@ Texas A&M,3-1,4.0,48.0,21.0,112.0,0.241,45.0,6.0,12.0,47.0,69.0,4.0,2.0,22.0,2.0,13.0,67.0,1.0,Texas A&M,4,12.0,5.25,28.0,11.25,1.5,3.0,11.75,1.0,0.5,5.5,0.5,16.75
11/19/2022,Kentucky,3-0,3.0,46.0,15.0,100.0,0.31,42.0,3.0,7.0,53.0,53.0,5.0,0.0,16.0,1.0,8.0,57.0,0.0,Kentucky,3,15.333333333333334,5.0,33.333333333333336,14.0,1.0,2.3333333333333335,17.666666666666668,1.6666666666666667,0.0,5.333333333333333,0.3333333333333333,19.0
11/20/2022,Kentucky,0-3,3.0,39.0,23.0,98.0,0.163,38.0,4.0,4.0,44.0,70.0,2.0,1.0,12.0,0.0,7.0,50.0,1.0,Kentucky,3,13.0,7.666666666666667,32.666666666666664,12.666666666666666,1.3333333333333333,1.3333333333333333,14.666666666666666,0.6666666666666666,0.3333333333333333,4.0,0.0,16.666666666666668
