date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/27/2021,"Ohio @ Columbus, OH",3-0,3.0,36.0,7.0,76.0,0.382,36.0,9.0,6.0,38.0,5.0,0.0,8.0,1.0,49.0,0.0,Ohio,3,12.0,2.333333333333333,25.33333333333333,12.0,3.0,2.0,12.666666666666666,0.0,2.6666666666666665,0.3333333333333333,16.333333333333332,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/28/2021,@ Ohio St.,1-3,4.0,43.0,24.0,151.0,0.126,40.0,3.0,5.0,59.0,7.0,0.0,22.0,1.0,57.0,0.0,Ohio St.,4,10.75,6.0,37.75,10.0,0.75,1.25,14.75,0.0,5.5,0.25,14.25,,6.0,,1.1666666666666665,,12.666666666666664,,0.191,,6.0,,1.5,,1.0,,6.333333333333333,,0.0,,1.3333333333333333,,0.16666666666666666,,8.166666666666666
09/03/2021,@ Illinois,3-1,4.0,48.0,19.0,128.0,0.227,40.0,10.0,5.0,43.0,8.0,1.0,24.0,5.0,71.0,0.0,Illinois,4,12.0,4.75,32.0,10.0,2.5,1.25,10.75,0.25,6.0,1.25,17.75,,7.583333333333333,,2.7777777777777772,,21.027777777777775,,0.16933333333333334,,7.333333333333333,,1.25,,1.0833333333333333,,9.138888888888888,,0.0,,2.722222222222222,,0.19444444444444442,,10.194444444444445
09/04/2021,"Iowa @ Champaign, IL",3-1,4.0,66.0,12.0,109.0,0.495,60.0,4.0,6.0,40.0,6.0,1.0,14.0,4.0,78.0,1.0,Iowa,4,16.5,3.0,27.25,15.0,1.0,1.5,10.0,0.25,3.5,1.0,19.5,11.583333333333334,8.6875,4.361111111111111,3.270833333333333,31.694444444444443,23.770833333333332,0.245,0.18375,10.666666666666666,8.0,2.0833333333333335,1.5625,1.5,1.125,12.722222222222221,9.541666666666666,0.08333333333333333,0.0625,4.722222222222222,3.5416666666666665,0.611111111111111,0.4583333333333333,16.11111111111111,12.083333333333332
09/10/2021,@ Pepperdine,3-1,4.0,57.0,7.0,114.0,0.439,52.0,8.0,9.0,42.0,3.0,0.0,16.0,2.0,73.0,1.0,Pepperdine,4,14.25,1.75,28.5,13.0,2.0,2.25,10.5,0.0,4.0,0.5,18.25,13.083333333333334,10.25,4.583333333333333,3.2166666666666663,32.333333333333336,24.466666666666665,0.2826666666666667,0.246,11.666666666666666,9.4,1.4166666666666667,1.45,1.3333333333333333,1.2,11.833333333333334,9.633333333333333,0.16666666666666666,0.1,5.0,3.5333333333333328,0.8333333333333334,0.5666666666666667,17.166666666666668,13.566666666666666
09/11/2021,"Cal Poly @ Malibu, Calif.",3-1,4.0,57.0,23.0,147.0,0.231,51.0,8.0,6.0,61.0,2.0,0.0,10.0,0.0,70.0,0.0,Cal Poly,4,14.25,5.75,36.75,12.75,2.0,1.5,15.25,0.0,2.5,0.0,17.5,14.25,10.916666666666666,3.1666666666666665,2.972222222222222,29.25,25.138888888888886,0.387,0.2781666666666667,12.666666666666666,10.0,1.8333333333333333,1.5416666666666667,1.6666666666666667,1.375,10.416666666666666,9.777777777777777,0.16666666666666666,0.08333333333333333,4.5,3.6111111111111107,0.9166666666666666,0.5555555555555555,18.5,14.347222222222221
09/16/2021,Montana St.,3-2,5.0,61.0,23.0,136.0,0.279,58.0,11.0,14.0,45.0,6.0,6.0,14.0,1.0,85.0,1.0,Montana St.,5,12.2,4.6,27.2,11.6,2.2,2.8,9.0,1.2,2.8,0.2,17.0,15.0,11.392857142857142,3.5,3.369047619047619,30.833333333333332,26.797619047619044,0.38833333333333336,0.27142857142857146,13.583333333333334,10.392857142857142,1.6666666666666667,1.6071428571428572,1.75,1.3928571428571428,11.916666666666666,10.559523809523808,0.08333333333333333,0.07142857142857142,3.3333333333333335,3.452380952380952,0.5,0.47619047619047616,18.416666666666668,14.797619047619047
09/16/2021,Fresno St.,3-0,3.0,46.0,16.0,95.0,0.316,44.0,5.0,9.0,40.0,3.0,4.0,2.0,1.0,56.0,0.0,Fresno St.,3,15.333333333333334,5.333333333333333,31.666666666666668,14.666666666666666,1.6666666666666667,3.0,13.333333333333334,1.3333333333333333,0.6666666666666666,0.3333333333333333,18.666666666666668,13.566666666666668,11.49375,4.033333333333333,3.5229166666666663,30.816666666666666,26.847916666666663,0.31633333333333336,0.27237500000000003,12.450000000000001,10.54375,2.066666666666667,1.68125,2.183333333333333,1.56875,11.583333333333334,10.364583333333332,0.39999999999999997,0.2125,3.1,3.370833333333333,0.2333333333333333,0.44166666666666665,17.583333333333332,15.072916666666666
09/22/2021,Utah,2-3,5.0,63.0,27.0,176.0,0.205,59.0,5.0,11.0,71.0,4.0,0.0,22.0,2.0,79.0,0.0,Utah,5,12.6,5.4,35.2,11.8,1.0,2.2,14.2,0.0,4.4,0.4,15.8,13.927777777777777,11.920370370370371,5.227777777777778,3.724074074074074,31.872222222222224,27.38333333333333,0.2753333333333334,0.27722222222222226,13.005555555555555,11.001851851851852,1.9555555555555557,1.6796296296296296,2.433333333333333,1.7277777777777779,12.527777777777779,10.694444444444443,0.8444444444444444,0.337037037037037,1.988888888888889,3.0703703703703704,0.17777777777777778,0.42962962962962964,17.722222222222225,15.472222222222221
09/26/2021,@ Washington St.,2-3,5.0,65.0,34.0,195.0,0.159,56.0,5.0,15.0,80.0,8.0,4.0,19.0,6.0,83.5,1.0,Washington St.,5,13.0,6.8,39.0,11.2,1.0,3.0,16.0,0.8,3.8,1.2,16.7,13.377777777777778,11.988333333333333,5.111111111111111,3.8916666666666666,31.355555555555554,28.165,0.26666666666666666,0.27,12.688888888888888,11.081666666666667,1.6222222222222225,1.6116666666666668,2.6666666666666665,1.775,12.177777777777777,11.044999999999998,0.8444444444444444,0.30333333333333334,2.6222222222222222,3.203333333333333,0.3111111111111111,0.42666666666666664,17.155555555555555,15.505
10/01/2021,UCLA,3-2,5.0,59.0,17.0,154.0,0.273,56.0,6.0,14.0,55.0,9.0,3.0,26.0,1.0,81.0,0.0,UCLA,5,11.8,3.4,30.8,11.2,1.2,2.8,11.0,0.6,5.2,0.2,16.2,13.644444444444446,12.08030303030303,5.844444444444444,4.156060606060605,35.28888888888889,29.15,0.22666666666666666,0.2599090909090909,12.555555555555555,11.092424242424242,1.2222222222222223,1.5560606060606061,2.733333333333333,1.8863636363636365,14.511111111111111,11.495454545454544,0.7111111111111111,0.34848484848484845,2.9555555555555557,3.2575757575757573,0.6444444444444445,0.496969696969697,17.055555555555557,15.613636363636363
10/03/2021,Southern California,3-1,4.0,53.0,13.0,106.0,0.377,49.0,10.0,6.0,44.0,5.0,2.0,20.0,5.0,75.0,1.0,Southern California,4,13.25,3.25,26.5,12.25,2.5,1.5,11.0,0.5,5.0,1.25,18.75,12.466666666666667,12.056944444444445,5.2,4.093055555555555,35.00000000000001,29.287499999999998,0.21233333333333335,0.261,11.4,11.10138888888889,1.0666666666666667,1.5263888888888888,2.6666666666666665,1.9625000000000001,13.733333333333334,11.454166666666666,0.4666666666666666,0.3694444444444444,4.466666666666668,3.4194444444444443,0.6,0.47222222222222227,16.23333333333333,15.6625
10/08/2021,@ Arizona,3-1,4.0,58.0,26.0,158.0,0.203,53.0,6.0,10.0,60.0,0.0,0.0,24.0,0.0,76.0,0.0,Arizona,4,14.5,6.5,39.5,13.25,1.5,2.5,15.0,0.0,6.0,0.0,19.0,12.683333333333332,12.148717948717948,4.483333333333333,4.028205128205128,32.1,29.073076923076922,0.26966666666666667,0.26992307692307693,11.549999999999999,11.189743589743589,1.5666666666666667,1.6012820512820514,2.433333333333333,1.926923076923077,12.666666666666666,11.419230769230769,0.6333333333333333,0.3794871794871794,4.666666666666667,3.541025641025641,0.8833333333333333,0.532051282051282,17.216666666666665,15.899999999999999
10/10/2021,@ Arizona St.,3-2,5.0,68.0,16.0,165.0,0.315,67.0,10.0,10.0,63.0,5.0,2.0,21.0,1.0,90.5,1.0,Arizona St.,5,13.6,3.2,33.0,13.4,2.0,2.0,12.6,0.4,4.2,0.2,18.1,13.183333333333332,12.316666666666666,4.383333333333334,4.204761904761904,32.26666666666667,29.817857142857143,0.2843333333333333,0.2651428571428572,12.233333333333334,11.336904761904762,1.7333333333333334,1.594047619047619,2.2666666666666666,1.967857142857143,12.333333333333334,11.674999999999999,0.3666666666666667,0.35238095238095235,5.3999999999999995,3.7166666666666663,0.48333333333333334,0.49404761904761907,17.983333333333334,16.12142857142857
10/14/2021,@ Oregon,3-2,5.0,62.0,24.0,170.0,0.224,59.0,8.0,10.0,69.0,1.0,2.0,16.0,2.0,80.0,0.0,Oregon,5,12.4,4.8,34.0,11.8,1.6,2.0,13.8,0.4,3.2,0.4,16.0,13.783333333333333,12.402222222222223,4.316666666666666,4.137777777777777,33.0,30.029999999999998,0.29833333333333334,0.2684666666666667,12.966666666666667,11.474444444444446,2.0,1.6211111111111112,2.0,1.97,12.866666666666667,11.736666666666666,0.3,0.3555555555555555,5.066666666666667,3.748888888888889,0.48333333333333334,0.4744444444444445,18.616666666666667,16.253333333333334
10/17/2021,@ Oregon St.,3-0,3.0,48.0,5.0,84.0,0.512,45.0,2.0,5.0,37.0,0.0,1.0,20.0,2.0,61.0,0.0,Oregon St.,3,16.0,1.6666666666666667,28.0,15.0,0.6666666666666666,1.6666666666666667,12.333333333333334,0.3333333333333333,6.666666666666667,0.6666666666666666,20.33333333333333,13.5,12.402083333333334,4.833333333333333,4.179166666666666,35.5,30.278125,0.24733333333333332,0.2656875,12.816666666666668,11.494791666666668,1.7,1.6197916666666667,2.1666666666666665,1.971875,13.799999999999999,11.865625,0.26666666666666666,0.35833333333333334,4.466666666666666,3.7145833333333336,0.20000000000000004,0.4697916666666667,17.7,16.237499999999997
10/22/2021,California,3-1,4.0,55.0,13.0,127.0,0.331,53.0,6.0,11.0,46.0,5.0,1.0,18.0,4.0,71.0,0.0,California,4,13.75,3.25,31.75,13.25,1.5,2.75,11.5,0.25,4.5,1.0,17.75,14.0,12.613725490196078,3.222222222222222,4.031372549019608,31.666666666666668,30.144117647058827,0.35033333333333333,0.2801764705882353,13.4,11.700980392156865,1.4222222222222223,1.5637254901960786,1.888888888888889,1.9539215686274511,12.911111111111111,11.89313725490196,0.37777777777777777,0.3568627450980392,4.688888888888889,3.8882352941176475,0.4222222222222222,0.48137254901960785,18.144444444444442,16.478431372549014
10/24/2021,Stanford,3-0,3.0,45.0,13.0,92.0,0.348,42.0,2.0,6.0,43.0,4.0,2.0,20.0,1.0,59.0,1.0,Stanford,3,15.0,4.333333333333333,30.666666666666668,14.0,0.6666666666666666,2.0,14.333333333333334,0.6666666666666666,6.666666666666667,0.3333333333333333,19.666666666666668,14.049999999999999,12.676851851851852,3.238888888888889,3.9879629629629627,31.25,30.233333333333334,0.35566666666666663,0.28300000000000003,13.350000000000001,11.787037037037038,1.2555555555555555,1.5601851851851853,2.138888888888889,1.9981481481481482,12.544444444444444,11.871296296296297,0.3277777777777778,0.3509259259259259,4.788888888888889,3.9222222222222225,0.6888888888888888,0.5101851851851852,18.027777777777775,16.54907407407407
10/29/2021,@ Southern California,3-1,4.0,55.0,24.0,152.0,0.204,50.0,8.0,5.0,53.0,1.0,2.0,19.0,7.0,74.5,1.0,Southern California,4,13.75,6.0,38.0,12.5,2.0,1.25,13.25,0.5,4.75,1.75,18.625,14.916666666666666,12.799122807017545,3.0833333333333335,4.0061403508771924,30.13888888888889,30.256140350877192,0.397,0.28642105263157897,14.083333333333334,11.903508771929825,0.9444444444444443,1.5131578947368423,2.138888888888889,1.9982456140350877,12.722222222222223,12.000877192982458,0.4166666666666667,0.3675438596491228,5.9444444444444455,4.066666666666667,0.6666666666666666,0.5008771929824561,19.25,16.713157894736838
10/31/2021,@ UCLA,0-3,3.0,31.0,21.0,85.0,0.118,31.0,3.0,4.0,22.0,2.0,1.0,10.0,1.0,40.0,1.0,UCLA,3,10.333333333333334,7.0,28.33333333333333,10.333333333333334,1.0,1.3333333333333333,7.333333333333333,0.3333333333333333,3.333333333333333,0.3333333333333333,13.333333333333334,14.166666666666666,12.846666666666668,4.527777777777778,4.105833333333333,33.47222222222222,30.643333333333334,0.29433333333333334,0.2823,13.25,11.933333333333334,1.3888888888888886,1.5375,2.0,1.9608333333333334,13.027777777777779,12.063333333333334,0.47222222222222215,0.37416666666666665,5.305555555555555,4.100833333333334,1.0277777777777777,0.5633333333333334,18.680555555555557,16.808749999999996
11/05/2021,Arizona St.,3-0,3.0,44.0,14.0,108.0,0.278,43.0,11.0,9.0,51.0,0.0,0.0,8.0,2.0,59.0,0.0,Arizona St.,3,14.666666666666666,4.666666666666667,36.0,14.333333333333334,3.6666666666666665,3.0,17.0,0.0,2.6666666666666665,0.6666666666666666,19.666666666666668,13.027777777777779,12.726984126984126,5.777777777777778,4.243650793650794,32.333333333333336,30.533333333333335,0.22333333333333336,0.2744761904761905,12.277777777777777,11.857142857142858,1.222222222222222,1.511904761904762,1.5277777777777777,1.9309523809523812,11.638888888888888,11.838095238095239,0.5,0.37222222222222223,4.916666666666667,4.064285714285715,0.8055555555555555,0.5523809523809524,17.208333333333332,16.643253968253966
