date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"Kennesaw St. @ Charleston, SC",1-3,4.0,41.0,21.0,131.0,0.153,38.0,1.0,6.0,67.0,10.0,0.0,12.0,5.0,48.0,6.0,Kennesaw St.,4,10.25,5.25,32.75,9.5,0.25,1.5,16.75,0.0,3.0,1.25,12.0
08/28/2021,"Eastern Mich. @ Charleston, S.C.",3-1,4.0,61.0,19.0,137.0,0.307,57.0,10.0,2.0,49.0,8.0,0.0,4.0,3.0,73.0,2.0,Eastern Mich.,4,15.25,4.75,34.25,14.25,2.5,0.5,12.25,0.0,1.0,0.75,18.25
08/28/2021,@ Col. of Charleston,1-3,4.0,44.0,21.0,136.0,0.169,35.0,7.0,6.0,61.0,10.0,0.0,10.0,0.0,56.0,2.0,Col. of Charleston,4,11.0,5.25,34.0,8.75,1.75,1.5,15.25,0.0,2.5,0.0,14.0
09/03/2021,"Alcorn @ Murfreesboro, TN",3-0,3.0,49.0,10.0,116.0,0.336,41.0,5.0,9.0,60.0,2.0,1.0,4.0,3.0,57.0,1.0,Alcorn,3,16.333333333333332,3.3333333333333335,38.666666666666664,13.666666666666666,1.6666666666666667,3.0,20.0,0.3333333333333333,1.3333333333333333,1.0,19.0
09/04/2021,@ Belmont,3-1,4.0,56.0,19.0,156.0,0.237,49.0,8.0,5.0,65.0,3.0,0.0,22.0,1.0,75.0,0.0,Belmont,4,14.0,4.75,39.0,12.25,2.0,1.25,16.25,0.0,5.5,0.25,18.75
09/09/2021,IUPUI,3-1,4.0,52.0,15.0,156.0,0.237,44.0,5.0,5.0,78.0,11.0,2.0,8.0,0.0,63.0,2.0,IUPUI,4,13.0,3.75,39.0,11.0,1.25,1.25,19.5,0.5,2.0,0.0,15.75
09/10/2021,Western Mich.,3-2,5.0,61.0,13.0,191.0,0.251,53.0,6.0,10.0,92.0,8.0,3.0,12.0,1.0,76.0,2.0,Western Mich.,5,12.2,2.6,38.2,10.6,1.2,2.0,18.4,0.6,2.4,0.2,15.2
09/11/2021,Austin Peay,3-2,5.0,70.0,22.0,189.0,0.254,61.0,4.0,4.0,80.0,1.0,1.0,16.0,0.0,83.0,3.0,Austin Peay,5,14.0,4.4,37.8,12.2,0.8,0.8,16.0,0.2,3.2,0.0,16.6
09/17/2021,Eastern Ill.,3-0,3.0,32.0,10.0,89.0,0.247,30.0,10.0,4.0,42.0,0.0,0.0,16.0,0.0,50.0,1.0,Eastern Ill.,3,10.666666666666666,3.3333333333333335,29.666666666666668,10.0,3.3333333333333335,1.3333333333333333,14.0,0.0,5.333333333333333,0.0,16.666666666666668
09/19/2021,@ Eastern Ill.,3-1,4.0,56.0,17.0,136.0,0.287,54.0,7.0,4.0,50.0,10.0,1.0,22.0,1.0,75.0,0.0,Eastern Ill.,4,14.0,4.25,34.0,13.5,1.75,1.0,12.5,0.25,5.5,0.25,18.75
