date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"Louisiana @ Hattiesburg, MS",0-3,3.0,32.0,15.0,102.0,0.167,30.0,2.0,10.0,41.0,5.0,0.0,4.0,0.0,36.0,2.0,Louisiana,3,10.666666666666666,5.0,34.0,10.0,0.6666666666666666,3.3333333333333335,13.666666666666666,0.0,1.3333333333333333,0.0,12.0
08/27/2021,@ Southern Miss.,1-3,4.0,40.0,31.0,157.0,0.057,39.0,2.0,5.0,79.0,5.0,2.0,14.0,0.0,51.0,1.0,Southern Miss.,4,10.0,7.75,39.25,9.75,0.5,1.25,19.75,0.5,3.5,0.0,12.75
08/28/2021,"Mississippi Val. @ Hattiesburg, MS",3-0,3.0,43.0,10.0,88.0,0.375,41.0,9.0,11.0,40.0,2.0,1.0,4.0,0.0,55.0,0.0,Mississippi Val.,3,14.333333333333334,3.3333333333333335,29.333333333333332,13.666666666666666,3.0,3.6666666666666665,13.333333333333334,0.3333333333333333,1.3333333333333333,0.0,18.333333333333332
09/03/2021,Alabama A&M,3-0,3.0,33.0,11.0,64.0,0.344,32.0,12.0,8.0,23.0,2.0,0.0,12.0,0.0,51.0,0.0,Alabama A&M,3,11.0,3.6666666666666665,21.333333333333332,10.666666666666666,4.0,2.6666666666666665,7.666666666666667,0.0,4.0,0.0,17.0
09/03/2021,UT Martin,3-2,5.0,81.0,25.0,178.0,0.315,75.0,6.0,9.0,79.0,5.0,0.0,19.0,1.0,96.5,2.0,UT Martin,5,16.2,5.0,35.6,15.0,1.2,1.8,15.8,0.0,3.8,0.2,19.3
09/04/2021,Oral Roberts,1-3,4.0,50.0,25.0,148.0,0.169,47.0,3.0,7.0,57.0,7.0,1.0,14.0,0.0,61.0,1.0,Oral Roberts,4,12.5,6.25,37.0,11.75,0.75,1.75,14.25,0.25,3.5,0.0,15.25
09/07/2021,Saint Louis,0-3,3.0,32.0,17.0,96.0,0.156,29.0,6.0,5.0,32.0,8.0,1.0,6.0,3.0,42.0,0.0,Saint Louis,3,10.666666666666666,5.666666666666667,32.0,9.666666666666666,2.0,1.6666666666666667,10.666666666666666,0.3333333333333333,2.0,1.0,14.0
09/10/2021,Eastern Ill.,2-3,5.0,62.0,29.0,170.0,0.194,59.0,5.0,10.0,60.0,11.0,0.0,14.0,1.0,74.0,1.0,Eastern Ill.,5,12.4,5.8,34.0,11.8,1.0,2.0,12.0,0.0,2.8,0.2,14.8
09/10/2021,USC Upstate,3-0,3.0,40.0,17.0,107.0,0.215,40.0,8.0,8.0,48.0,3.0,1.0,8.0,1.0,53.0,0.0,USC Upstate,3,13.333333333333334,5.666666666666667,35.666666666666664,13.333333333333334,2.6666666666666665,2.6666666666666665,16.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,17.666666666666668
09/11/2021,Alabama St.,3-0,3.0,45.0,11.0,96.0,0.354,37.0,10.0,8.0,34.0,2.0,0.0,8.0,0.0,59.0,0.0,Alabama St.,3,15.0,3.6666666666666665,32.0,12.333333333333334,3.3333333333333335,2.6666666666666665,11.333333333333334,0.0,2.6666666666666665,0.0,19.666666666666668
09/17/2021,"Central Ark. @ Cape Girardeau, Mo.",1-3,4.0,60.0,25.0,143.0,0.245,56.0,8.0,15.0,59.0,6.0,0.0,2.0,0.0,69.0,0.0,Central Ark.,4,15.0,6.25,35.75,14.0,2.0,3.75,14.75,0.0,0.5,0.0,17.25
09/17/2021,@ Southeast Mo. St.,0-3,3.0,24.0,14.0,72.0,0.139,24.0,4.0,11.0,28.0,12.0,0.0,4.0,0.0,30.0,0.0,Southeast Mo. St.,3,8.0,4.666666666666667,24.0,8.0,1.3333333333333333,3.6666666666666665,9.333333333333334,0.0,1.3333333333333333,0.0,10.0
09/18/2021,"Tulsa @ Cape Girardeau, Mo.",1-3,4.0,63.0,20.0,163.0,0.264,59.0,9.0,10.0,67.0,7.0,1.0,12.0,0.0,79.0,0.0,Tulsa,4,15.75,5.0,40.75,14.75,2.25,2.5,16.75,0.25,3.0,0.0,19.75
09/24/2021,Valparaiso,1-3,4.0,43.0,32.0,162.0,0.068,40.0,2.0,3.0,60.0,6.0,0.0,16.0,1.0,53.0,2.0,Valparaiso,4,10.75,8.0,40.5,10.0,0.5,0.75,15.0,0.0,4.0,0.25,13.25
09/25/2021,Loyola Chicago,1-3,4.0,54.0,26.0,148.0,0.189,48.0,7.0,4.0,57.0,8.0,0.0,10.0,3.0,66.0,3.0,Loyola Chicago,4,13.5,6.5,37.0,12.0,1.75,1.0,14.25,0.0,2.5,0.75,16.5
10/01/2021,@ Bradley,2-3,5.0,55.0,27.0,183.0,0.153,54.0,4.0,5.0,72.0,9.0,0.0,4.0,1.0,61.0,3.0,Bradley,5,11.0,5.4,36.6,10.8,0.8,1.0,14.4,0.0,0.8,0.2,12.2
10/02/2021,@ Illinois St.,0-3,3.0,31.0,20.0,120.0,0.092,30.0,2.0,5.0,53.0,4.0,1.0,10.0,0.0,39.0,1.0,Illinois St.,3,10.333333333333334,6.666666666666667,40.0,10.0,0.6666666666666666,1.6666666666666667,17.666666666666668,0.3333333333333333,3.3333333333333335,0.0,13.0
10/08/2021,Drake,2-3,5.0,55.0,34.0,188.0,0.112,52.0,6.0,5.0,85.0,7.0,0.0,10.0,0.0,66.0,0.0,Drake,5,11.0,6.8,37.6,10.4,1.2,1.0,17.0,0.0,2.0,0.0,13.2
10/09/2021,UNI,2-3,5.0,56.0,27.0,159.0,0.182,55.0,3.0,7.0,69.0,7.0,2.0,6.0,5.0,64.0,0.0,UNI,5,11.2,5.4,31.8,11.0,0.6,1.4,13.8,0.4,1.2,1.0,12.8
10/11/2021,@ Indiana St.,1-3,4.0,43.0,30.0,167.0,0.078,43.0,0.0,3.0,79.0,9.0,4.0,4.0,1.0,49.0,1.0,Indiana St.,4,10.75,7.5,41.75,10.75,0.0,0.75,19.75,1.0,1.0,0.25,12.25
10/16/2021,Missouri St.,1-3,4.0,44.0,20.0,136.0,0.176,42.0,7.0,7.0,65.0,8.0,2.0,8.0,2.0,57.0,1.0,Missouri St.,4,11.0,5.0,34.0,10.5,1.75,1.75,16.25,0.5,2.0,0.5,14.25
10/22/2021,@ Loyola Chicago,1-3,4.0,48.0,25.0,128.0,0.18,45.0,6.0,5.0,43.0,5.0,1.0,20.0,1.0,65.0,0.0,Loyola Chicago,4,12.0,6.25,32.0,11.25,1.5,1.25,10.75,0.25,5.0,0.25,16.25
10/23/2021,@ Valparaiso,0-3,3.0,31.0,17.0,106.0,0.132,30.0,0.0,5.0,52.0,6.0,1.0,8.0,3.0,36.0,0.0,Valparaiso,3,10.333333333333334,5.666666666666667,35.333333333333336,10.0,0.0,1.6666666666666667,17.333333333333332,0.3333333333333333,2.6666666666666665,1.0,12.0
10/29/2021,Illinois St.,0-3,3.0,28.0,24.0,87.0,0.046,26.0,5.0,4.0,29.0,6.0,0.0,8.0,0.0,37.0,0.0,Illinois St.,3,9.333333333333334,8.0,29.0,8.666666666666666,1.6666666666666667,1.3333333333333333,9.666666666666666,0.0,2.6666666666666665,0.0,12.333333333333334
10/30/2021,Bradley,0-3,3.0,27.0,19.0,98.0,0.082,26.0,5.0,1.0,36.0,8.0,3.0,8.0,2.0,39.0,0.0,Bradley,3,9.0,6.333333333333333,32.666666666666664,8.666666666666666,1.6666666666666667,0.3333333333333333,12.0,1.0,2.6666666666666665,0.6666666666666666,13.0
11/01/2021,@ Evansville,1-3,4.0,35.0,19.0,121.0,0.132,34.0,8.0,8.0,53.0,7.0,2.0,10.0,1.0,50.0,0.0,Evansville,4,8.75,4.75,30.25,8.5,2.0,2.0,13.25,0.5,2.5,0.25,12.5
11/05/2021,@ UNI,1-3,4.0,46.0,19.0,147.0,0.184,44.0,7.0,5.0,67.0,8.0,3.0,4.0,4.0,58.0,2.0,UNI,4,11.5,4.75,36.75,11.0,1.75,1.25,16.75,0.75,1.0,1.0,14.5
11/06/2021,@ Drake,0-3,3.0,31.0,17.0,112.0,0.125,29.0,3.0,4.0,43.0,5.0,1.0,4.0,0.0,37.0,0.0,Drake,3,10.333333333333334,5.666666666666667,37.333333333333336,9.666666666666666,1.0,1.3333333333333333,14.333333333333334,0.3333333333333333,1.3333333333333333,0.0,12.333333333333334
11/12/2021,@ Missouri St.,0-3,3.0,33.0,24.0,103.0,0.087,32.0,7.0,1.0,44.0,8.0,2.0,2.0,1.0,43.0,0.0,Missouri St.,3,11.0,8.0,34.333333333333336,10.666666666666666,2.3333333333333335,0.3333333333333333,14.666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,14.333333333333334
11/19/2021,Evansville,0-3,3.0,28.0,12.0,93.0,0.172,24.0,2.0,7.0,30.0,9.0,0.0,8.0,0.0,34.0,0.0,Evansville,3,9.333333333333334,4.0,31.0,8.0,0.6666666666666666,2.3333333333333335,10.0,0.0,2.6666666666666665,0.0,11.333333333333334
11/20/2021,Indiana St.,1-3,4.0,42.0,30.0,157.0,0.076,40.0,5.0,6.0,81.0,12.0,2.0,8.0,0.0,53.0,2.0,Indiana St.,4,10.5,7.5,39.25,10.0,1.25,1.5,20.25,0.5,2.0,0.0,13.25
