date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"UConn @ Syracuse, N.Y.",2-3,5.0,53.0,30.0,181.0,0.127,48.0,5.0,11.0,76.0,6.0,2.0,16.0,11.0,68.0,0.0,UConn,5,10.6,6.0,36.2,9.6,1.0,2.2,15.2,0.4,3.2,2.2,13.6
08/28/2021,"Buffalo @ Syracuse, NY",3-0,3.0,32.0,7.0,84.0,0.298,27.0,12.0,6.0,34.0,2.0,0.0,12.0,0.0,50.0,4.0,Buffalo,3,10.666666666666666,2.3333333333333335,28.0,9.0,4.0,2.0,11.333333333333334,0.0,4.0,0.0,16.666666666666668
08/28/2021,@ Syracuse,0-3,3.0,26.0,19.0,102.0,0.069,24.0,0.0,6.0,33.0,6.0,1.0,0.0,1.0,27.0,1.0,Syracuse,3,8.666666666666666,6.333333333333333,34.0,8.0,0.0,2.0,11.0,0.3333333333333333,0.0,0.3333333333333333,9.0
08/31/2021,@ Marist,3-1,4.0,50.0,23.0,142.0,0.19,48.0,7.0,10.0,54.0,7.0,2.0,23.0,6.0,70.5,0.0,Marist,4,12.5,5.75,35.5,12.0,1.75,2.5,13.5,0.5,5.75,1.5,17.625
09/03/2021,St. John's (NY),1-3,4.0,40.0,24.0,122.0,0.131,39.0,4.0,5.0,46.0,12.0,2.0,14.0,4.0,53.0,1.0,St. John's ,4,10.0,6.0,30.5,9.75,1.0,1.25,11.5,0.5,3.5,1.0,13.25
09/03/2021,Colgate,1-3,4.0,47.0,27.0,134.0,0.149,44.0,1.0,6.0,52.0,4.0,0.0,26.0,3.0,61.0,0.0,Colgate,4,11.75,6.75,33.5,11.0,0.25,1.5,13.0,0.0,6.5,0.75,15.25
09/04/2021,Cornell,3-1,4.0,57.0,22.0,150.0,0.233,50.0,7.0,6.0,59.0,5.0,0.0,28.0,1.0,78.0,4.0,Cornell,4,14.25,5.5,37.5,12.5,1.75,1.5,14.75,0.0,7.0,0.25,19.5
09/10/2021,"UTSA @ College Station, TX",0-3,3.0,31.0,20.0,107.0,0.103,31.0,1.0,8.0,47.0,6.0,0.0,12.0,2.0,38.0,0.0,UTSA,3,10.333333333333334,6.666666666666667,35.666666666666664,10.333333333333334,0.3333333333333333,2.6666666666666665,15.666666666666666,0.0,4.0,0.6666666666666666,12.666666666666666
09/11/2021,@ Texas A&M,0-3,3.0,29.0,16.0,99.0,0.131,28.0,3.0,13.0,41.0,6.0,0.0,10.0,2.0,37.0,0.0,Texas A&M,3,9.666666666666666,5.333333333333333,33.0,9.333333333333334,1.0,4.333333333333333,13.666666666666666,0.0,3.3333333333333335,0.6666666666666666,12.333333333333334
09/11/2021,"Houston @ College Station, TX",1-3,4.0,45.0,24.0,149.0,0.141,39.0,10.0,5.0,61.0,12.0,2.0,8.0,2.0,61.0,0.0,Houston,4,11.25,6.0,37.25,9.75,2.5,1.25,15.25,0.5,2.0,0.5,15.25
09/17/2021,"Missouri St. @ Lawrence, KAN.",2-3,5.0,63.0,30.0,156.0,0.212,59.0,7.0,14.0,55.0,5.0,0.0,20.0,0.0,80.0,2.0,Missouri St.,5,12.6,6.0,31.2,11.8,1.4,2.8,11.0,0.0,4.0,0.0,16.0
09/17/2021,"Kansas City @ Lawrence, KS",1-3,4.0,49.0,23.0,136.0,0.191,44.0,2.0,9.0,42.0,5.0,3.0,10.0,1.0,59.0,0.0,Kansas City,4,12.25,5.75,34.0,11.0,0.5,2.25,10.5,0.75,2.5,0.25,14.75
09/18/2021,@ Kansas,0-3,3.0,33.0,19.0,99.0,0.141,31.0,4.0,6.0,43.0,6.0,1.0,16.0,2.0,46.0,1.0,Kansas,3,11.0,6.333333333333333,33.0,10.333333333333334,1.3333333333333333,2.0,14.333333333333334,0.3333333333333333,5.333333333333333,0.6666666666666666,15.333333333333334
09/22/2021,Siena,3-0,3.0,42.0,15.0,107.0,0.252,39.0,4.0,5.0,55.0,7.0,2.0,14.0,0.0,55.0,2.0,Siena,3,14.0,5.0,35.666666666666664,13.0,1.3333333333333333,1.6666666666666667,18.333333333333332,0.6666666666666666,4.666666666666667,0.0,18.333333333333332
09/26/2021,@ Binghamton,2-3,5.0,57.0,37.0,163.0,0.123,55.0,11.0,13.0,56.0,8.0,2.0,14.0,2.0,77.0,2.0,Binghamton,5,11.4,7.4,32.6,11.0,2.2,2.6,11.2,0.4,2.8,0.4,15.4
10/03/2021,Stony Brook,3-0,3.0,44.0,15.0,113.0,0.257,40.0,4.0,7.0,45.0,4.0,1.0,14.0,0.0,56.0,2.0,Stony Brook,3,14.666666666666666,5.0,37.666666666666664,13.333333333333334,1.3333333333333333,2.3333333333333335,15.0,0.3333333333333333,4.666666666666667,0.0,18.666666666666668
10/08/2021,Hartford,3-0,3.0,44.0,12.0,111.0,0.288,40.0,6.0,9.0,52.0,4.0,0.0,14.0,0.0,57.0,0.0,Hartford,3,14.666666666666666,4.0,37.0,13.333333333333334,2.0,3.0,17.333333333333332,0.0,4.666666666666667,0.0,19.0
10/10/2021,@ NJIT,3-1,4.0,55.0,29.0,136.0,0.191,52.0,6.0,7.0,46.0,5.0,0.0,18.0,0.0,70.0,1.0,NJIT,4,13.75,7.25,34.0,13.0,1.5,1.75,11.5,0.0,4.5,0.0,17.5
10/15/2021,@ New Hampshire,2-3,5.0,61.0,28.0,178.0,0.185,58.0,5.0,7.0,65.0,6.0,0.0,26.0,5.0,79.0,0.0,New Hampshire,5,12.2,5.6,35.6,11.6,1.0,1.4,13.0,0.0,5.2,1.0,15.8
10/17/2021,@ Hartford,3-1,4.0,62.0,18.0,153.0,0.288,59.0,4.0,10.0,63.0,3.0,0.0,10.0,1.0,71.0,1.0,Hartford,4,15.5,4.5,38.25,14.75,1.0,2.5,15.75,0.0,2.5,0.25,17.75
10/22/2021,UMBC,1-3,4.0,57.0,29.0,159.0,0.176,52.0,6.0,13.0,67.0,6.0,1.0,16.0,0.0,72.0,1.0,UMBC,4,14.25,7.25,39.75,13.0,1.5,3.25,16.75,0.25,4.0,0.0,18.0
10/26/2021,@ Sacred Heart,3-2,5.0,75.0,24.0,189.0,0.27,68.0,1.0,7.0,78.0,4.0,2.0,28.0,0.0,92.0,1.0,Sacred Heart,5,15.0,4.8,37.8,13.6,0.2,1.4,15.6,0.4,5.6,0.0,18.4
10/29/2021,NJIT,3-0,3.0,43.0,16.0,100.0,0.27,38.0,5.0,5.0,46.0,1.0,0.0,18.0,1.0,57.0,2.0,NJIT,3,14.333333333333334,5.333333333333333,33.333333333333336,12.666666666666666,1.6666666666666667,1.6666666666666667,15.333333333333334,0.0,6.0,0.3333333333333333,19.0
