date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"Northern Ariz. @ Baton Rouge, LA",3-0,3.0,45.0,17.0,119.0,0.235,38.0,6.0,4.0,71.0,3.0,2.0,6.0,0.0,56.0,0.0,Northern Ariz.,3,15.0,5.666666666666667,39.666666666666664,12.666666666666666,2.0,1.3333333333333333,23.666666666666668,0.6666666666666666,2.0,0.0,18.666666666666668
08/28/2021,"Michigan @ Baton Rouge, LA",0-3,3.0,29.0,17.0,107.0,0.112,21.0,3.0,3.0,43.0,12.0,0.0,2.0,0.0,33.0,0.0,Michigan,3,9.666666666666666,5.666666666666667,35.666666666666664,7.0,1.0,1.0,14.333333333333334,0.0,0.6666666666666666,0.0,11.0
09/02/2021,Tulane,3-0,3.0,44.0,6.0,94.0,0.404,41.0,5.0,2.0,37.0,0.0,2.0,10.0,0.0,56.0,1.0,Tulane,3,14.666666666666666,2.0,31.333333333333332,13.666666666666666,1.6666666666666667,0.6666666666666666,12.333333333333334,0.6666666666666666,3.3333333333333335,0.0,18.666666666666668
09/03/2021,Samford,3-0,3.0,31.0,9.0,83.0,0.265,24.0,14.0,8.0,32.0,6.0,1.0,12.0,0.0,52.0,0.0,Samford,3,10.333333333333334,3.0,27.666666666666668,8.0,4.666666666666667,2.6666666666666665,10.666666666666666,0.3333333333333333,4.0,0.0,17.333333333333332
09/03/2021,VCU,3-0,3.0,41.0,5.0,117.0,0.308,33.0,4.0,4.0,53.0,3.0,2.0,20.0,4.0,57.0,0.0,VCU,3,13.666666666666666,1.6666666666666667,39.0,11.0,1.3333333333333333,1.3333333333333333,17.666666666666668,0.6666666666666666,6.666666666666667,1.3333333333333333,19.0
09/09/2021,"Georgia @ Orlando, FL",3-2,5.0,65.0,25.0,186.0,0.215,56.0,8.0,6.0,91.0,3.0,1.0,16.0,0.0,82.0,1.0,Georgia,5,13.0,5.0,37.2,11.2,1.6,1.2,18.2,0.2,3.2,0.0,16.4
09/10/2021,@ UCF,2-3,5.0,63.0,27.0,200.0,0.18,61.0,2.0,6.0,93.0,8.0,3.0,20.0,1.0,78.0,0.0,UCF,5,12.6,5.4,40.0,12.2,0.4,1.2,18.6,0.6,4.0,0.2,15.6
09/11/2021,"FGCU @ Orlando, FL",3-0,3.0,36.0,12.0,101.0,0.238,30.0,9.0,3.0,44.0,1.0,2.0,10.0,0.0,52.0,1.0,FGCU,3,12.0,4.0,33.666666666666664,10.0,3.0,1.0,14.666666666666666,0.6666666666666666,3.3333333333333335,0.0,17.333333333333332
09/15/2021,Florida,3-1,4.0,51.0,16.0,133.0,0.263,46.0,8.0,4.0,49.0,4.0,2.0,10.0,0.0,66.0,0.0,Florida,4,12.75,4.0,33.25,11.5,2.0,1.0,12.25,0.5,2.5,0.0,16.5
09/24/2021,@ Notre Dame,3-1,4.0,58.0,22.0,176.0,0.205,55.0,6.0,8.0,98.0,4.0,1.0,22.0,2.0,76.0,0.0,Notre Dame,4,14.5,5.5,44.0,13.75,1.5,2.0,24.5,0.25,5.5,0.5,19.0
09/26/2021,@ Louisville,0-3,3.0,31.0,12.0,102.0,0.186,28.0,1.0,11.0,35.0,2.0,1.0,2.0,1.0,34.0,0.0,Louisville,3,10.333333333333334,4.0,34.0,9.333333333333334,0.3333333333333333,3.6666666666666665,11.666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,11.333333333333334
10/01/2021,NC State,3-1,4.0,63.0,12.0,139.0,0.367,56.0,4.0,9.0,63.0,4.0,1.0,16.0,1.0,76.0,0.0,NC State,4,15.75,3.0,34.75,14.0,1.0,2.25,15.75,0.25,4.0,0.25,19.0
10/03/2021,North Carolina,3-0,3.0,36.0,7.0,94.0,0.309,34.0,7.0,5.0,40.0,3.0,2.0,22.0,2.0,56.0,0.0,North Carolina,3,12.0,2.3333333333333335,31.333333333333332,11.333333333333334,2.3333333333333335,1.6666666666666667,13.333333333333334,0.6666666666666666,7.333333333333333,0.6666666666666666,18.666666666666668
10/06/2021,@ Miami (FL),1-3,4.0,51.0,29.0,175.0,0.126,42.0,4.0,7.0,74.0,2.0,0.0,4.0,4.0,57.0,2.0,Miami ,4,12.75,7.25,43.75,10.5,1.0,1.75,18.5,0.0,1.0,1.0,14.25
