date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"Penn St. @ Orlando, FL",3-1,4.0,54.0,23.0,130.0,0.238,49.0,5.0,2.0,62.0,3.0,2.0,12.0,1.0,67.0,2.0,Penn St.,4,13.5,5.75,32.5,12.25,1.25,0.5,15.5,0.5,3.0,0.25,16.75
08/27/2021,@ UCF,3-1,4.0,54.0,25.0,141.0,0.206,52.0,5.0,8.0,66.0,5.0,7.0,14.0,1.0,73.0,0.0,UCF,4,13.5,6.25,35.25,13.0,1.25,2.0,16.5,1.75,3.5,0.25,18.25
08/28/2021,"St. John's (NY) @ Orlando, FL",3-0,3.0,47.0,13.0,106.0,0.321,47.0,6.0,2.0,54.0,4.0,1.0,8.0,1.0,58.0,2.0,St. John's ,3,15.666666666666666,4.333333333333333,35.333333333333336,15.666666666666666,2.0,0.6666666666666666,18.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,19.333333333333332
09/03/2021,@ Long Beach St.,3-1,4.0,67.0,13.0,144.0,0.375,61.0,6.0,14.0,63.0,2.0,4.0,20.0,2.0,87.0,0.0,Long Beach St.,4,16.75,3.25,36.0,15.25,1.5,3.5,15.75,1.0,5.0,0.5,21.75
09/04/2021,"UCLA @ Long Beach, CA",1-3,4.0,42.0,26.0,145.0,0.11,38.0,3.0,8.0,58.0,6.0,1.0,10.0,3.0,51.0,1.0,UCLA,4,10.5,6.5,36.25,9.5,0.75,2.0,14.5,0.25,2.5,0.75,12.75
09/09/2021,Mississippi St.,3-0,3.0,45.0,17.0,98.0,0.286,43.0,7.0,6.0,39.0,3.0,1.0,8.0,4.0,57.0,0.0,Mississippi St.,3,15.0,5.666666666666667,32.666666666666664,14.333333333333334,2.3333333333333335,2.0,13.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,19.0
09/10/2021,Indiana,3-1,4.0,50.0,16.0,134.0,0.254,46.0,5.0,9.0,57.0,3.0,7.0,16.0,5.0,70.0,1.0,Indiana,4,12.5,4.0,33.5,11.5,1.25,2.25,14.25,1.75,4.0,1.25,17.5
09/12/2021,Oklahoma,3-1,4.0,55.0,16.0,129.0,0.302,49.0,4.0,9.0,52.0,10.0,7.0,10.0,3.0,71.0,0.0,Oklahoma,4,13.75,4.0,32.25,12.25,1.0,2.25,13.0,1.75,2.5,0.75,17.75
09/16/2021,"Arkansas @ Raleigh, NC",3-0,3.0,50.0,17.0,124.0,0.266,43.0,3.0,2.0,75.0,2.0,0.0,4.0,0.0,55.0,0.0,Arkansas,3,16.666666666666668,5.666666666666667,41.333333333333336,14.333333333333334,1.0,0.6666666666666666,25.0,0.0,1.3333333333333333,0.0,18.333333333333332
09/18/2021,Georgia,3-0,3.0,47.0,13.0,83.0,0.41,45.0,5.0,8.0,33.0,1.0,2.0,10.0,1.0,59.0,0.0,Georgia,3,15.666666666666666,4.333333333333333,27.666666666666668,15.0,1.6666666666666667,2.6666666666666665,11.0,0.6666666666666666,3.3333333333333335,0.3333333333333333,19.666666666666668
09/24/2021,@ Wake Forest,3-0,3.0,48.0,14.0,115.0,0.296,27.0,6.0,5.0,64.0,1.0,7.0,0.0,2.0,61.0,1.0,Wake Forest,3,16.0,4.666666666666667,38.333333333333336,9.0,2.0,1.6666666666666667,21.333333333333332,2.3333333333333335,0.0,0.6666666666666666,20.333333333333332
09/26/2021,@ Virginia Tech,3-0,3.0,48.0,17.0,108.0,0.287,45.0,6.0,3.0,48.0,3.0,3.0,7.0,0.0,60.5,0.0,Virginia Tech,3,16.0,5.666666666666667,36.0,15.0,2.0,1.0,16.0,1.0,2.3333333333333335,0.0,20.166666666666668
10/01/2021,Notre Dame,2-3,5.0,72.0,27.0,178.0,0.253,69.0,2.0,7.0,80.0,8.0,0.0,10.0,4.0,79.0,1.0,Notre Dame,5,14.4,5.4,35.6,13.8,0.4,1.4,16.0,0.0,2.0,0.8,15.8
10/03/2021,Louisville,0-3,3.0,46.0,22.0,118.0,0.203,44.0,2.0,5.0,47.0,5.0,0.0,14.0,2.0,55.0,0.0,Louisville,3,15.333333333333334,7.333333333333333,39.333333333333336,14.666666666666666,0.6666666666666666,1.6666666666666667,15.666666666666666,0.0,4.666666666666667,0.6666666666666666,18.333333333333332
10/08/2021,@ Virginia,3-0,3.0,44.0,16.0,105.0,0.267,40.0,2.0,4.0,50.0,2.0,3.0,6.0,3.0,52.0,0.0,Virginia,3,14.666666666666666,5.333333333333333,35.0,13.333333333333334,0.6666666666666666,1.3333333333333333,16.666666666666668,1.0,2.0,1.0,17.333333333333332
10/10/2021,@ Pittsburgh,3-2,5.0,69.0,25.0,154.0,0.286,65.0,6.0,8.0,51.0,8.0,1.0,19.0,4.0,85.5,1.0,Pittsburgh,5,13.8,5.0,30.8,13.0,1.2,1.6,10.2,0.2,3.8,0.8,17.1
10/13/2021,@ Clemson,3-0,3.0,51.0,13.0,104.0,0.365,46.0,6.0,4.0,47.0,5.0,1.0,2.0,1.0,59.0,3.0,Clemson,3,17.0,4.333333333333333,34.666666666666664,15.333333333333334,2.0,1.3333333333333333,15.666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,19.666666666666668
10/17/2021,Duke,3-0,3.0,37.0,9.0,68.0,0.412,32.0,3.0,10.0,40.0,1.0,5.0,10.0,2.0,50.0,0.0,Duke,3,12.333333333333334,3.0,22.666666666666668,10.666666666666666,1.0,3.3333333333333335,13.333333333333334,1.6666666666666667,3.3333333333333335,0.6666666666666666,16.666666666666668
10/22/2021,@ Syracuse,3-1,4.0,69.0,21.0,147.0,0.327,63.0,3.0,4.0,48.0,1.0,0.0,8.0,0.0,76.0,3.0,Syracuse,4,17.25,5.25,36.75,15.75,0.75,1.0,12.0,0.0,2.0,0.0,19.0
10/24/2021,@ Boston College,3-0,3.0,50.0,19.0,104.0,0.298,47.0,5.0,3.0,45.0,2.0,0.0,5.0,0.0,57.5,0.0,Boston College,3,16.666666666666668,6.333333333333333,34.666666666666664,15.666666666666666,1.6666666666666667,1.0,15.0,0.0,1.6666666666666667,0.0,19.166666666666668
10/29/2021,North Carolina,3-0,3.0,54.0,7.0,96.0,0.49,50.0,2.0,11.0,32.0,3.0,2.0,8.0,1.0,62.0,0.0,North Carolina,3,18.0,2.3333333333333335,32.0,16.666666666666668,0.6666666666666666,3.6666666666666665,10.666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333,20.666666666666668
10/31/2021,NC State,3-1,4.0,57.0,21.0,126.0,0.286,51.0,7.0,7.0,58.0,7.0,1.0,12.0,1.0,71.0,0.0,NC State,4,14.25,5.25,31.5,12.75,1.75,1.75,14.5,0.25,3.0,0.25,17.75
11/05/2021,Miami (FL),3-1,4.0,74.0,16.0,136.0,0.426,69.0,3.0,10.0,49.0,7.0,2.0,19.0,4.0,88.5,1.0,Miami ,4,18.5,4.0,34.0,17.25,0.75,2.5,12.25,0.5,4.75,1.0,22.125
11/07/2021,Florida St.,3-1,4.0,65.0,16.0,131.0,0.374,59.0,6.0,14.0,61.0,3.0,3.0,18.0,0.0,83.0,1.0,Florida St.,4,16.25,4.0,32.75,14.75,1.5,3.5,15.25,0.75,4.5,0.0,20.75
11/12/2021,@ Louisville,0-3,3.0,46.0,22.0,111.0,0.216,43.0,2.0,3.0,52.0,7.0,0.0,8.0,2.0,52.0,1.0,Louisville,3,15.333333333333334,7.333333333333333,37.0,14.333333333333334,0.6666666666666666,1.0,17.333333333333332,0.0,2.6666666666666665,0.6666666666666666,17.333333333333332
