date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"Colgate @ Lincoln, NE",3-1,4.0,58.0,27.0,128.0,0.242,51.0,5.0,11.0,50.0,2.0,1.0,22.0,1.0,75.0,0.0,Colgate,4,14.5,6.75,32.0,12.75,1.25,2.75,12.5,0.25,5.5,0.25,18.75
08/28/2021,@ Nebraska,1-3,4.0,49.0,20.0,148.0,0.196,45.0,5.0,9.0,65.0,4.0,1.0,19.0,4.0,64.5,0.0,Nebraska,4,12.25,5.0,37.0,11.25,1.25,2.25,16.25,0.25,4.75,1.0,16.125
09/03/2021,"Pepperdine @ Isla Vista, CA",0-3,3.0,46.0,15.0,110.0,0.282,44.0,3.0,14.0,40.0,2.0,1.0,14.0,1.0,57.0,3.0,Pepperdine,3,15.333333333333334,5.0,36.666666666666664,14.666666666666666,1.0,4.666666666666667,13.333333333333334,0.3333333333333333,4.666666666666667,0.3333333333333333,19.0
09/04/2021,@ UC Santa Barbara,3-2,5.0,66.0,16.0,156.0,0.321,60.0,10.0,8.0,55.0,10.0,0.0,21.0,3.0,86.5,0.0,UC Santa Barbara,5,13.2,3.2,31.2,12.0,2.0,1.6,11.0,0.0,4.2,0.6,17.3
09/04/2021,"San Diego St. @ Isla Vista, CA",3-1,4.0,56.0,21.0,122.0,0.287,53.0,6.0,9.0,45.0,4.0,1.0,18.0,0.0,72.0,0.0,San Diego St.,4,14.0,5.25,30.5,13.25,1.5,2.25,11.25,0.25,4.5,0.0,18.0
09/09/2021,Ohio,3-0,3.0,34.0,12.0,86.0,0.256,30.0,7.0,8.0,35.0,5.0,1.0,12.0,1.0,48.0,0.0,Ohio,3,11.333333333333334,4.0,28.666666666666668,10.0,2.3333333333333335,2.6666666666666665,11.666666666666666,0.3333333333333333,4.0,0.3333333333333333,16.0
09/10/2021,Loyola Chicago,3-2,5.0,61.0,29.0,177.0,0.181,58.0,9.0,3.0,78.0,1.0,0.0,26.0,3.0,83.0,0.0,Loyola Chicago,5,12.2,5.8,35.4,11.6,1.8,0.6,15.6,0.0,5.2,0.6,16.6
09/11/2021,Fresno St.,3-2,5.0,67.0,18.0,160.0,0.306,62.0,8.0,9.0,70.0,8.0,0.0,20.0,2.0,85.0,0.0,Fresno St.,5,13.4,3.6,32.0,12.4,1.6,1.8,14.0,0.0,4.0,0.4,17.0
09/14/2021,@ Missouri,3-0,3.0,46.0,17.0,102.0,0.284,42.0,5.0,10.0,39.0,2.0,0.0,16.0,0.0,59.0,0.0,Missouri,3,15.333333333333334,5.666666666666667,34.0,14.0,1.6666666666666667,3.3333333333333335,13.0,0.0,5.333333333333333,0.0,19.666666666666668
09/17/2021,"Weber St. @ Omaha, NE",3-1,4.0,63.0,23.0,167.0,0.24,61.0,8.0,9.0,86.0,10.0,2.0,12.0,6.0,79.0,1.0,Weber St.,4,15.75,5.75,41.75,15.25,2.0,2.25,21.5,0.5,3.0,1.5,19.75
