date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/31/2021,Hampton,2-3,5.0,57.0,26.0,183.0,0.169,49.0,10.0,9.0,79.0,5.0,0.0,18.0,2.0,76.0,1.0,Hampton,5,11.4,5.2,36.6,9.8,2.0,1.8,15.8,0.0,3.6,0.4,15.2
09/03/2021,@ UNC Greensboro,1-3,4.0,43.0,21.0,157.0,0.14,39.0,3.0,8.0,79.0,7.0,8.0,10.0,3.0,59.0,0.0,UNC Greensboro,4,10.75,5.25,39.25,9.75,0.75,2.0,19.75,2.0,2.5,0.75,14.75
09/04/2021,@ N.C. A&T,0-3,3.0,22.0,20.0,83.0,0.024,20.0,2.0,8.0,30.0,9.0,0.0,6.0,1.0,27.0,0.0,N.C. A&T,3,7.333333333333333,6.666666666666667,27.666666666666668,6.666666666666667,0.6666666666666666,2.6666666666666665,10.0,0.0,2.0,0.3333333333333333,9.0
09/04/2021,"American @ Greensboro, N.C.",3-0,3.0,35.0,14.0,111.0,0.189,33.0,5.0,2.0,63.0,4.0,0.0,18.0,2.0,49.0,0.0,American,3,11.666666666666666,4.666666666666667,37.0,11.0,1.6666666666666667,0.6666666666666666,21.0,0.0,6.0,0.6666666666666666,16.333333333333332
09/07/2021,Regent,3-0,3.0,37.0,15.0,95.0,0.232,35.0,8.0,7.0,59.0,4.0,0.0,8.0,1.0,49.0,0.0,Regent,3,12.333333333333334,5.0,31.666666666666668,11.666666666666666,2.6666666666666665,2.3333333333333335,19.666666666666668,0.0,2.6666666666666665,0.3333333333333333,16.333333333333332
09/10/2021,"Fla. Atlantic @ Towson, MD",1-3,4.0,30.0,24.0,126.0,0.048,29.0,9.0,6.0,44.0,7.0,2.0,8.0,4.0,45.0,0.0,Fla. Atlantic,4,7.5,6.0,31.5,7.25,2.25,1.5,11.0,0.5,2.0,1.0,11.25
09/10/2021,"Temple @ Towson, MD",3-1,4.0,58.0,13.0,156.0,0.288,53.0,3.0,12.0,72.0,8.0,1.0,10.0,1.0,67.0,3.0,Temple,4,14.5,3.25,39.0,13.25,0.75,3.0,18.0,0.25,2.5,0.25,16.75
09/11/2021,@ Towson,0-3,3.0,31.0,13.0,115.0,0.157,23.0,4.0,5.0,39.0,7.0,0.0,2.0,1.0,36.0,0.0,Towson,3,10.333333333333334,4.333333333333333,38.333333333333336,7.666666666666667,1.3333333333333333,1.6666666666666667,13.0,0.0,0.6666666666666666,0.3333333333333333,12.0
09/17/2021,"Buffalo @ Norfolk, VA",1-3,4.0,44.0,17.0,150.0,0.18,42.0,0.0,11.0,59.0,9.0,2.0,18.0,4.0,55.0,1.0,Buffalo,4,11.0,4.25,37.5,10.5,0.0,2.75,14.75,0.5,4.5,1.0,13.75
09/17/2021,"Radford @ Norfolk, VA",3-2,5.0,65.0,19.0,176.0,0.261,58.0,4.0,9.0,76.0,9.0,1.0,12.0,3.0,76.0,0.0,Radford,5,13.0,3.8,35.2,11.6,0.8,1.8,15.2,0.2,2.4,0.6,15.2
