date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/27/2021,"Indiana St. @ Charleston, SC",3-1,4.0,50.0,26.0,150.0,0.16,46.0,10.0,17.0,55.0,1.0,1.0,18.0,2.0,70.0,3.0,Indiana St.,4,12.5,6.5,37.5,11.5,2.5,4.25,13.75,0.25,4.5,0.5,17.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/28/2021,"Montana @ Charleston, S.C.",2-3,5.0,70.0,30.0,165.0,0.242,64.0,9.0,18.0,64.0,3.0,1.0,14.0,3.0,87.0,4.0,Montana,5,14.0,6.0,33.0,12.8,1.8,3.6,12.8,0.2,2.8,0.6,17.4,,6.25,,3.25,,18.75,,0.08,,5.75,,1.25,,2.125,,6.875,,0.125,,2.25,,0.25,,8.75
08/28/2021,@ Col. of Charleston,1-3,4.0,48.0,24.0,136.0,0.176,44.0,4.0,7.0,55.0,7.0,2.0,8.0,4.0,58.0,3.0,Col. of Charleston,4,12.0,6.0,34.0,11.0,1.0,1.75,13.75,0.5,2.0,1.0,14.5,,8.833333333333334,,4.166666666666667,,23.5,,0.134,,8.1,,1.4333333333333333,,2.6166666666666667,,8.85,,0.15,,2.433333333333333,,0.3666666666666667,,11.633333333333333
09/04/2021,"Ga. Southern @ Birmingham, Ala.",3-1,4.0,54.0,23.0,133.0,0.233,49.0,13.0,12.0,58.0,6.0,1.0,8.0,0.0,72.0,3.0,Ga. Southern,4,13.5,5.75,33.25,12.25,3.25,3.0,14.5,0.25,2.0,0.0,18.0,12.833333333333334,9.625,6.166666666666667,4.625,34.833333333333336,26.125,0.19266666666666665,0.14450000000000002,11.766666666666666,8.825,1.7666666666666666,1.325,3.1999999999999997,2.4,13.433333333333332,10.075,0.31666666666666665,0.2375,3.1,2.325,0.7000000000000001,0.525,16.466666666666665,12.35
09/05/2021,@ UAB,3-2,5.0,58.0,23.0,156.0,0.224,53.0,11.0,12.0,63.0,4.0,1.0,18.0,0.0,79.0,2.0,UAB,5,11.6,4.6,31.2,10.6,2.2,2.4,12.6,0.2,3.6,0.0,15.8,13.166666666666666,10.4,5.916666666666667,4.85,33.416666666666664,27.55,0.217,0.1622,12.016666666666666,9.51,2.0166666666666666,1.7100000000000002,2.783333333333333,2.52,13.683333333333332,10.959999999999999,0.31666666666666665,0.24,2.2666666666666666,2.2600000000000002,0.5333333333333333,0.42000000000000004,16.633333333333333,13.48
09/07/2021,Alabama,3-0,3.0,43.0,16.0,116.0,0.233,42.0,8.0,14.0,34.0,0.0,1.0,10.0,0.0,57.0,0.0,Alabama,3,14.333333333333334,5.333333333333333,38.66666666666666,14.0,2.6666666666666665,4.666666666666667,11.333333333333334,0.3333333333333333,3.333333333333333,0.0,19.0,12.366666666666667,10.6,5.45,4.808333333333334,32.81666666666667,28.15833333333333,0.211,0.17250000000000001,11.283333333333333,9.691666666666666,2.15,1.7916666666666667,2.3833333333333333,2.5,13.616666666666667,11.233333333333333,0.3166666666666667,0.2333333333333333,2.533333333333333,2.4833333333333334,0.3333333333333333,0.35000000000000003,16.099999999999998,13.866666666666667
09/09/2021,South Carolina,0-3,3.0,25.0,19.0,100.0,0.06,23.0,4.0,12.0,33.0,3.0,1.0,8.0,0.0,34.0,0.0,South Carolina,3,8.333333333333334,6.333333333333333,33.333333333333336,7.666666666666667,1.3333333333333333,4.0,11.0,0.3333333333333333,2.6666666666666665,0.0,11.333333333333334,13.144444444444446,11.133333333333335,5.227777777777778,4.883333333333334,34.37222222222222,29.659523809523808,0.23,0.1811428571428572,12.283333333333333,10.307142857142859,2.7055555555555557,1.9166666666666665,3.3555555555555556,2.8095238095238098,12.811111111111112,11.247619047619045,0.2611111111111111,0.2476190476190476,2.977777777777778,2.604761904761905,0.0,0.3,17.599999999999998,14.6
09/10/2021,Clemson,1-3,4.0,45.0,25.0,137.0,0.146,41.0,7.0,18.0,70.0,2.0,2.0,16.0,3.0,62.0,0.0,Clemson,4,11.25,6.25,34.25,10.25,1.75,4.5,17.5,0.5,4.0,0.75,15.5,11.422222222222222,10.783333333333333,5.422222222222222,5.064583333333334,34.4,30.11875,0.17233333333333334,0.16600000000000004,10.755555555555555,9.977083333333335,2.066666666666667,1.84375,3.6888888888888887,2.9583333333333335,11.644444444444446,11.216666666666665,0.2888888888888889,0.2583333333333333,3.1999999999999997,2.6125000000000003,0.0,0.2625,15.377777777777778,14.191666666666666
09/14/2021,@ Samford,3-0,3.0,46.0,13.0,103.0,0.32,40.0,5.0,4.0,40.0,3.0,0.0,8.0,0.0,55.0,0.0,Samford,3,15.333333333333334,4.333333333333333,34.333333333333336,13.333333333333334,1.6666666666666667,1.3333333333333333,13.333333333333334,0.0,2.6666666666666665,0.0,18.33333333333333,11.305555555555555,10.835185185185185,5.972222222222221,5.196296296296297,35.416666666666664,30.577777777777776,0.14633333333333334,0.1637777777777778,10.638888888888888,10.007407407407408,1.9166666666666667,1.8333333333333333,4.388888888888889,3.1296296296296298,13.277777777777777,11.914814814814813,0.3888888888888889,0.28518518518518515,3.3333333333333335,2.766666666666667,0.25,0.31666666666666665,15.277777777777779,14.337037037037037
09/16/2021,@ Furman,3-1,4.0,60.0,19.0,170.0,0.241,52.0,7.0,12.0,71.0,6.0,3.0,10.0,3.0,75.0,0.0,Furman,4,15.0,4.75,42.5,13.0,1.75,3.0,17.75,0.75,2.5,0.75,18.75,11.638888888888891,11.285,5.638888888888889,5.110000000000001,33.97222222222222,30.95333333333333,0.17533333333333334,0.17940000000000003,10.416666666666666,10.34,1.5833333333333333,1.8166666666666669,3.2777777777777772,2.95,13.944444444444445,12.056666666666665,0.2777777777777778,0.25666666666666665,3.1111111111111107,2.756666666666667,0.25,0.28500000000000003,15.055555555555555,14.736666666666668
09/17/2021,"High Point @ Greenville, SC",0-3,3.0,35.0,21.0,117.0,0.12,35.0,2.0,7.0,57.0,5.0,0.0,12.0,0.0,43.0,0.0,High Point,3,11.666666666666666,7.0,39.0,11.666666666666666,0.6666666666666666,2.333333333333333,19.0,0.0,4.0,0.0,14.333333333333334,13.861111111111109,11.622727272727273,5.111111111111111,5.077272727272728,37.02777777777778,32.0030303030303,0.23566666666666666,0.18500000000000003,12.194444444444445,10.581818181818182,1.7222222222222223,1.8106060606060608,2.944444444444444,2.9545454545454546,16.194444444444446,12.574242424242424,0.4166666666666667,0.3015151515151515,3.0555555555555554,2.733333333333334,0.5,0.32727272727272727,17.527777777777775,15.101515151515152
09/24/2021,"North Ala. @ Jacksonville, FL",3-0,3.0,39.0,16.0,104.0,0.221,37.0,4.0,14.0,40.0,2.0,5.0,6.0,1.0,51.0,0.0,North Ala.,3,13.0,5.333333333333333,34.666666666666664,12.333333333333334,1.3333333333333333,4.666666666666667,13.333333333333334,1.6666666666666667,2.0,0.3333333333333333,17.0,14.0,11.626388888888888,5.361111111111111,5.237500000000001,38.611111111111114,32.58611111111111,0.22699999999999998,0.17958333333333334,12.666666666666666,10.672222222222222,1.3611111111111114,1.715277777777778,2.222222222222222,2.902777777777778,16.694444444444446,13.109722222222222,0.25,0.27638888888888885,3.0555555555555554,2.838888888888889,0.25,0.3,17.13888888888889,15.037500000000001
09/25/2021,"Central Ark. @ Jacksonville, Ala.",0-3,3.0,35.0,24.0,113.0,0.097,33.0,6.0,12.0,47.0,4.0,0.0,14.0,3.0,48.0,1.0,Central Ark.,3,11.666666666666666,8.0,37.66666666666666,11.0,2.0,4.0,15.666666666666666,0.0,4.666666666666667,1.0,16.0,13.222222222222221,11.73205128205128,5.6944444444444455,5.244871794871795,38.72222222222222,32.746153846153845,0.19399999999999998,0.1827692307692308,12.333333333333334,10.8,1.25,1.685897435897436,3.3333333333333335,3.0384615384615383,16.694444444444446,13.126923076923077,0.8055555555555557,0.38333333333333336,2.8333333333333335,2.7743589743589747,0.3611111111111111,0.3025641025641026,16.694444444444446,15.18846153846154
09/26/2021,@ Jacksonville St.,2-3,5.0,59.0,31.0,167.0,0.168,54.0,9.0,14.0,51.0,4.0,5.0,20.0,0.0,83.0,1.0,Jacksonville St.,5,11.8,6.2,33.4,10.8,1.8,2.8,10.2,1.0,4.0,0.0,16.6,12.111111111111109,11.727380952380951,6.777777777777779,5.441666666666667,37.11111111111111,33.09761904761905,0.146,0.17664285714285716,11.666666666666666,10.814285714285715,1.3333333333333333,1.7083333333333335,3.6666666666666665,3.107142857142857,16.0,13.308333333333334,0.5555555555555556,0.35595238095238096,3.555555555555556,2.9095238095238094,0.4444444444444444,0.3523809523809524,15.777777777777779,15.246428571428572
10/01/2021,Liberty,3-0,3.0,44.0,11.0,103.0,0.32,42.0,2.0,15.0,45.0,2.0,2.0,14.0,0.0,55.0,0.0,Liberty,3,14.666666666666666,3.6666666666666665,34.333333333333336,14.0,0.6666666666666666,5.0,15.0,0.6666666666666666,4.666666666666667,0.0,18.33333333333333,12.155555555555557,11.732222222222221,6.511111111111112,5.492222222222223,35.24444444444444,33.117777777777775,0.162,0.1760666666666667,11.377777777777778,10.813333333333334,1.7111111111111112,1.7144444444444447,3.822222222222223,3.0866666666666664,13.066666666666668,13.101111111111111,0.888888888888889,0.3988888888888889,3.555555555555556,2.982222222222222,0.4444444444444444,0.3288888888888889,16.533333333333335,15.336666666666668
10/08/2021,@ FGCU,0-3,3.0,25.0,25.0,111.0,0.0,23.0,3.0,7.0,47.0,3.0,1.0,17.0,1.0,37.5,0.0,FGCU,3,8.333333333333334,8.333333333333334,37.0,7.666666666666667,1.0,2.333333333333333,15.666666666666666,0.3333333333333333,5.666666666666667,0.3333333333333333,12.5,12.71111111111111,11.915624999999999,5.955555555555556,5.378125000000001,35.13333333333333,33.19375,0.19500000000000003,0.18506250000000002,11.933333333333332,11.012500000000001,1.488888888888889,1.6489583333333335,3.9333333333333336,3.20625,13.62222222222222,13.219791666666666,0.5555555555555555,0.415625,4.444444444444445,3.0875,0.3333333333333333,0.30833333333333335,16.977777777777778,15.523958333333333
10/09/2021,@ Stetson,3-2,5.0,64.0,33.0,167.0,0.186,61.0,10.0,9.0,79.0,4.0,1.0,12.0,3.0,81.0,3.0,Stetson,5,12.8,6.6,33.4,12.2,2.0,1.8,15.8,0.2,2.4,0.6,16.2,11.6,11.704901960784312,6.066666666666667,5.551960784313726,34.91111111111112,33.41764705882353,0.16266666666666668,0.17417647058823532,10.822222222222223,10.815686274509805,1.1555555555555557,1.6107843137254905,3.3777777777777778,3.1549019607843136,13.622222222222222,13.363725490196076,0.6666666666666666,0.4107843137254902,4.777777777777779,3.2392156862745094,0.1111111111111111,0.30980392156862746,15.81111111111111,15.346078431372549
10/15/2021,Jacksonville,3-1,4.0,53.0,23.0,161.0,0.186,51.0,7.0,14.0,65.0,4.0,1.0,18.0,2.0,70.0,3.0,Jacksonville,4,13.25,5.75,40.25,12.75,1.75,3.5,16.25,0.25,4.5,0.5,17.5,11.933333333333332,11.76574074074074,6.2,5.610185185185185,34.91111111111111,33.416666666666664,0.16866666666666666,0.17483333333333334,11.28888888888889,10.892592592592592,1.2222222222222223,1.6324074074074075,3.0444444444444443,3.0796296296296295,15.488888888888889,13.499074074074073,0.39999999999999997,0.3990740740740741,4.2444444444444445,3.192592592592592,0.3111111111111111,0.3259259259259259,15.677777777777777,15.393518518518517
10/17/2021,North Florida,3-1,4.0,64.0,13.0,138.0,0.37,55.0,9.0,11.0,45.0,2.0,3.0,18.0,3.0,85.0,3.0,North Florida,4,16.0,3.25,34.5,13.75,2.25,2.75,11.25,0.75,4.5,0.75,21.25,11.461111111111114,11.843859649122807,6.894444444444445,5.617543859649123,36.88333333333333,33.776315789473685,0.124,0.17542105263157895,10.872222222222222,10.990350877192983,1.5833333333333333,1.6385964912280704,2.5444444444444443,3.101754385964912,15.905555555555557,13.643859649122808,0.2611111111111111,0.3912280701754386,4.188888888888889,3.2614035087719295,0.4777777777777777,0.3350877192982456,15.4,15.504385964912279
10/22/2021,"Lipscomb @ Jacksonville, FL",3-0,3.0,39.0,10.0,83.0,0.349,36.0,8.0,11.0,34.0,6.0,2.0,14.0,6.0,56.0,3.0,Lipscomb,3,13.0,3.333333333333333,27.666666666666668,12.0,2.6666666666666665,3.6666666666666665,11.333333333333334,0.6666666666666666,4.666666666666667,2.0,18.666666666666668,14.016666666666666,12.051666666666666,5.2,5.4991666666666665,36.050000000000004,33.8125,0.24733333333333332,0.18515,12.9,11.128333333333334,2.0,1.669166666666667,2.6833333333333336,3.0841666666666665,14.433333333333335,13.524166666666668,0.39999999999999997,0.4091666666666667,3.7999999999999994,3.3233333333333333,0.6166666666666667,0.35583333333333333,18.316666666666666,15.791666666666666
10/23/2021,"Bellarmine @ Jacksonville, FL",3-0,3.0,36.0,13.0,93.0,0.247,33.0,6.0,10.0,39.0,2.0,5.0,10.0,1.0,52.0,0.0,Bellarmine,3,12.0,4.333333333333333,31.0,11.0,2.0,3.333333333333333,13.0,1.6666666666666667,3.333333333333333,0.3333333333333333,17.333333333333332,14.083333333333334,12.096825396825396,4.111111111111111,5.3960317460317455,34.13888888888889,33.519841269841265,0.3016666666666667,0.192952380952381,12.833333333333334,11.16984126984127,2.2222222222222223,1.7166666666666668,3.3055555555555554,3.1119047619047615,12.944444444444445,13.41984126984127,0.5555555555555555,0.42142857142857143,4.555555555555555,3.3873015873015877,1.0833333333333333,0.43412698412698414,19.13888888888889,15.928571428571429
10/24/2021,"Eastern Ky. @ Jacksonville, Fla.",3-1,4.0,65.0,12.0,132.0,0.402,56.0,7.0,15.0,45.0,8.0,0.0,17.0,5.0,80.5,1.0,Eastern Ky.,4,16.25,3.0,33.0,14.0,1.75,3.75,11.25,0.0,4.25,1.25,20.125,13.666666666666666,12.092424242424242,3.638888888888889,5.347727272727273,31.055555555555557,33.40530303030303,0.322,0.19540909090909092,12.25,11.162121212121212,2.305555555555556,1.7295454545454547,3.25,3.1219696969696966,11.861111111111112,13.400757575757575,1.027777777777778,0.47803030303030297,4.166666666666667,3.3848484848484848,1.027777777777778,0.4295454545454546,19.083333333333332,15.992424242424242
10/29/2021,@ Liberty,3-2,5.0,64.0,33.0,174.0,0.178,56.0,5.0,10.0,60.0,3.0,1.0,28.0,2.0,84.0,0.0,Liberty,5,12.8,6.6,34.8,11.2,1.0,2.0,12.0,0.2,5.6,0.4,16.8,13.75,12.2731884057971,3.5555555555555554,5.245652173913043,30.555555555555557,33.38768115942029,0.33266666666666667,0.2043913043478261,12.333333333333334,11.285507246376811,2.138888888888889,1.7304347826086959,3.5833333333333335,3.14927536231884,11.861111111111112,13.307246376811595,0.7777777777777778,0.45724637681159414,4.083333333333333,3.422463768115942,1.1944444444444444,0.46521739130434786,18.708333333333332,16.172101449275363
