date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,Pacific,3-0,3.0,43.0,9.0,102.0,0.333,35.0,6.0,4.0,45.0,2.0,2.0,12.0,1.0,57.0,0.0,Pacific,3,14.333333333333334,3.0,34.0,11.666666666666666,2.0,1.3333333333333333,15.0,0.6666666666666666,4.0,0.3333333333333333,19.0
08/27/2021,SFA,3-0,3.0,43.0,8.0,95.0,0.368,37.0,4.0,5.0,38.0,2.0,2.0,10.0,1.0,54.0,0.0,SFA,3,14.333333333333334,2.6666666666666665,31.666666666666668,12.333333333333334,1.3333333333333333,1.6666666666666667,12.666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333,18.0
08/28/2021,North Carolina,1-3,4.0,48.0,32.0,149.0,0.107,46.0,4.0,10.0,71.0,2.0,1.0,8.0,1.0,57.0,0.0,North Carolina,4,12.0,8.0,37.25,11.5,1.0,2.5,17.75,0.25,2.0,0.25,14.25
09/03/2021,"Oregon @ Houston, Texas",0-3,3.0,29.0,23.0,105.0,0.057,25.0,2.0,9.0,43.0,3.0,1.0,12.0,1.0,38.0,0.0,Oregon,3,9.666666666666666,7.666666666666667,35.0,8.333333333333334,0.6666666666666666,3.0,14.333333333333334,0.3333333333333333,4.0,0.3333333333333333,12.666666666666666
09/04/2021,@ Rice,1-3,4.0,52.0,21.0,156.0,0.199,49.0,4.0,4.0,66.0,7.0,1.0,15.0,1.0,64.5,0.0,Rice,4,13.0,5.25,39.0,12.25,1.0,1.0,16.5,0.25,3.75,0.25,16.125
09/10/2021,@ Creighton,0-3,3.0,27.0,19.0,99.0,0.081,24.0,1.0,3.0,34.0,9.0,2.0,4.0,2.0,32.0,0.0,Creighton,3,9.0,6.333333333333333,33.0,8.0,0.3333333333333333,1.0,11.333333333333334,0.6666666666666666,1.3333333333333333,0.6666666666666666,10.666666666666666
09/10/2021,"Illinois @ Omaha, NE",0-3,3.0,23.0,21.0,99.0,0.02,23.0,1.0,4.0,39.0,7.0,0.0,10.0,2.0,29.0,0.0,Illinois,3,7.666666666666667,7.0,33.0,7.666666666666667,0.3333333333333333,1.3333333333333333,13.0,0.0,3.3333333333333335,0.6666666666666666,9.666666666666666
09/11/2021,"Omaha @ Omaha, NE",3-2,5.0,56.0,14.0,141.0,0.298,54.0,9.0,5.0,61.0,10.0,1.0,18.0,1.0,75.0,1.0,Omaha,5,11.2,2.8,28.2,10.8,1.8,1.0,12.2,0.2,3.6,0.2,15.0
09/16/2021,Oklahoma,1-3,4.0,54.0,24.0,150.0,0.2,50.0,3.0,11.0,55.0,4.0,0.0,24.0,1.0,69.0,1.0,Oklahoma,4,13.5,6.0,37.5,12.5,0.75,2.75,13.75,0.0,6.0,0.25,17.25
09/18/2021,@ TCU,3-2,5.0,62.0,21.0,169.0,0.243,55.0,2.0,13.0,63.0,2.0,1.0,34.0,1.0,82.0,1.0,TCU,5,12.4,4.2,33.8,11.0,0.4,2.6,12.6,0.2,6.8,0.2,16.4
