date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"ETSU @ Knoxville, TN",0-3,3.0,53.0,27.0,140.0,0.186,51.0,6.0,10.0,66.0,2.0,0.0,8.0,4.0,63.0,0.0,ETSU,3,17.666666666666668,9.0,46.666666666666664,17.0,2.0,3.3333333333333335,22.0,0.0,2.6666666666666665,1.3333333333333333,21.0
08/28/2021,"Texas Tech @ Knoxville, TN",2-3,5.0,61.0,29.0,188.0,0.17,56.0,8.0,13.0,93.0,5.0,2.0,8.0,1.0,75.0,0.0,Texas Tech,5,12.2,5.8,37.6,11.2,1.6,2.6,18.6,0.4,1.6,0.2,15.0
08/28/2021,@ Tennessee,0-3,3.0,37.0,15.0,99.0,0.222,34.0,0.0,8.0,29.0,6.0,4.0,0.0,0.0,41.0,1.0,Tennessee,3,12.333333333333334,5.0,33.0,11.333333333333334,0.0,2.6666666666666665,9.666666666666666,1.3333333333333333,0.0,0.0,13.666666666666666
09/03/2021,Wofford,3-0,3.0,48.0,10.0,94.0,0.404,42.0,4.0,11.0,32.0,2.0,3.0,4.0,0.0,57.0,1.0,Wofford,3,16.0,3.3333333333333335,31.333333333333332,14.0,1.3333333333333333,3.6666666666666665,10.666666666666666,1.0,1.3333333333333333,0.0,19.0
09/04/2021,East Carolina,3-0,3.0,44.0,20.0,98.0,0.245,39.0,5.0,8.0,40.0,4.0,2.0,8.0,0.0,55.0,1.0,East Carolina,3,14.666666666666666,6.666666666666667,32.666666666666664,13.0,1.6666666666666667,2.6666666666666665,13.333333333333334,0.6666666666666666,2.6666666666666665,0.0,18.333333333333332
09/04/2021,Colorado St.,1-3,4.0,65.0,25.0,182.0,0.22,60.0,4.0,14.0,81.0,6.0,4.0,10.0,0.0,78.0,1.0,Colorado St.,4,16.25,6.25,45.5,15.0,1.0,3.5,20.25,1.0,2.5,0.0,19.5
09/10/2021,"Brown @ New Brunswick, NJ",3-0,3.0,47.0,9.0,110.0,0.345,45.0,0.0,8.0,53.0,2.0,2.0,10.0,2.0,54.0,2.0,Brown,3,15.666666666666666,3.0,36.666666666666664,15.0,0.0,2.6666666666666665,17.666666666666668,0.6666666666666666,3.3333333333333335,0.6666666666666666,18.0
09/10/2021,@ Rutgers,3-2,5.0,77.0,27.0,179.0,0.279,69.0,4.0,13.0,71.0,5.0,0.0,18.0,0.0,90.0,2.0,Rutgers,5,15.4,5.4,35.8,13.8,0.8,2.6,14.2,0.0,3.6,0.0,18.0
09/11/2021,"NJIT @ Piscataway, NJ",3-0,3.0,51.0,12.0,107.0,0.364,46.0,6.0,5.0,41.0,3.0,0.0,10.0,2.0,62.0,2.0,NJIT,3,17.0,4.0,35.666666666666664,15.333333333333334,2.0,1.6666666666666667,13.666666666666666,0.0,3.3333333333333335,0.6666666666666666,20.666666666666668
09/16/2021,Georgia,3-1,4.0,55.0,24.0,138.0,0.225,53.0,6.0,10.0,56.0,10.0,3.0,12.0,0.0,70.0,1.0,Georgia,4,13.75,6.0,34.5,13.25,1.5,2.5,14.0,0.75,3.0,0.0,17.5
09/17/2021,Arkansas,0-3,3.0,27.0,13.0,88.0,0.159,23.0,1.0,3.0,41.0,8.0,5.0,6.0,2.0,36.0,1.0,Arkansas,3,9.0,4.333333333333333,29.333333333333332,7.666666666666667,0.3333333333333333,1.0,13.666666666666666,1.6666666666666667,2.0,0.6666666666666666,12.0
09/24/2021,Virginia,3-1,4.0,52.0,27.0,149.0,0.168,48.0,4.0,8.0,66.0,10.0,4.0,16.0,2.0,68.0,1.0,Virginia,4,13.0,6.75,37.25,12.0,1.0,2.0,16.5,1.0,4.0,0.5,17.0
09/26/2021,Pittsburgh,0-3,3.0,33.0,17.0,105.0,0.152,31.0,2.0,10.0,32.0,4.0,6.0,6.0,1.0,44.0,0.0,Pittsburgh,3,11.0,5.666666666666667,35.0,10.333333333333334,0.6666666666666666,3.3333333333333335,10.666666666666666,2.0,2.0,0.3333333333333333,14.666666666666666
10/01/2021,@ Florida St.,1-3,4.0,48.0,25.0,146.0,0.158,45.0,4.0,6.0,57.0,4.0,1.0,6.0,0.0,56.0,0.0,Florida St.,4,12.0,6.25,36.5,11.25,1.0,1.5,14.25,0.25,1.5,0.0,14.0
