date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,@ Georgia,0-3,3.0,33.0,17.0,98.0,0.163,28.0,3.0,12.0,30.0,5.0,1.0,2.0,0.0,38.0,0.0,Georgia,3,11.0,5.666666666666667,32.666666666666664,9.333333333333334,1.0,4.0,10.0,0.3333333333333333,0.6666666666666666,0.0,12.666666666666666
08/28/2021,"Pepperdine @ Athens, GA",0-3,3.0,31.0,15.0,98.0,0.163,20.0,3.0,5.0,46.0,12.0,2.0,12.0,0.0,42.0,0.0,Pepperdine,3,10.333333333333334,5.0,32.666666666666664,6.666666666666667,1.0,1.6666666666666667,15.333333333333334,0.6666666666666666,4.0,0.0,14.0
08/28/2021,"Winthrop @ Athens, GA",3-1,4.0,53.0,24.0,177.0,0.164,47.0,6.0,4.0,90.0,4.0,1.0,16.0,1.0,68.0,0.0,Winthrop,4,13.25,6.0,44.25,11.75,1.5,1.0,22.5,0.25,4.0,0.25,17.0
09/03/2021,Evansville,1-3,4.0,65.0,34.0,194.0,0.16,60.0,5.0,8.0,80.0,6.0,1.0,12.0,0.0,77.0,2.0,Evansville,4,16.25,8.5,48.5,15.0,1.25,2.0,20.0,0.25,3.0,0.0,19.25
09/03/2021,Cleveland St.,3-2,5.0,78.0,28.0,179.0,0.279,73.0,2.0,13.0,73.0,3.0,3.0,8.0,1.0,87.0,0.0,Cleveland St.,5,15.6,5.6,35.8,14.6,0.4,2.6,14.6,0.6,1.6,0.2,17.4
09/03/2021,Radford,3-1,4.0,44.0,22.0,148.0,0.149,41.0,6.0,10.0,68.0,5.0,1.0,16.0,0.0,59.0,1.0,Radford,4,11.0,5.5,37.0,10.25,1.5,2.5,17.0,0.25,4.0,0.0,14.75
09/10/2021,Tennessee,0-3,3.0,29.0,28.0,108.0,0.009,25.0,2.0,7.0,40.0,6.0,1.0,4.0,1.0,34.0,2.0,Tennessee,3,9.666666666666666,9.333333333333334,36.0,8.333333333333334,0.6666666666666666,2.3333333333333335,13.333333333333334,0.3333333333333333,1.3333333333333333,0.3333333333333333,11.333333333333334
09/12/2021,@ Tennessee,0-3,3.0,37.0,21.0,118.0,0.136,36.0,0.0,4.0,49.0,0.0,0.0,0.0,0.0,37.0,0.0,Tennessee,3,12.333333333333334,7.0,39.333333333333336,12.0,0.0,1.3333333333333333,16.333333333333332,0.0,0.0,0.0,12.333333333333334
09/16/2021,Marshall,2-3,5.0,66.0,30.0,185.0,0.195,64.0,3.0,8.0,70.0,3.0,0.0,10.0,2.0,74.0,1.0,Marshall,5,13.2,6.0,37.0,12.8,0.6,1.6,14.0,0.0,2.0,0.4,14.8
09/17/2021,Toledo,3-0,3.0,46.0,11.0,97.0,0.361,45.0,6.0,3.0,37.0,5.0,1.0,16.0,2.0,61.0,0.0,Toledo,3,15.333333333333334,3.6666666666666665,32.333333333333336,15.0,2.0,1.0,12.333333333333334,0.3333333333333333,5.333333333333333,0.6666666666666666,20.333333333333332
