date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"Texas St. @ Dayton, OH",3-0,3.0,44.0,9.0,86.0,0.407,37.0,5.0,8.0,42.0,1.0,1.0,14.0,1.0,57.0,0.0,Texas St.,3,14.666666666666666,3.0,28.666666666666668,12.333333333333334,1.6666666666666667,2.6666666666666665,14.0,0.3333333333333333,4.666666666666667,0.3333333333333333,19.0
08/27/2021,@ Dayton,3-0,3.0,40.0,9.0,89.0,0.348,37.0,7.0,6.0,48.0,2.0,2.0,18.0,1.0,58.0,1.0,Dayton,3,13.333333333333334,3.0,29.666666666666668,12.333333333333334,2.3333333333333335,2.0,16.0,0.6666666666666666,6.0,0.3333333333333333,19.333333333333332
08/28/2021,Cincinnati @,3-0,3.0,42.0,12.0,88.0,0.341,35.0,6.0,11.0,33.0,1.0,1.0,14.0,0.0,56.0,1.0,Cincinnati,3,14.0,4.0,29.333333333333332,11.666666666666666,2.0,3.6666666666666665,11.0,0.3333333333333333,4.666666666666667,0.0,18.666666666666668
09/03/2021,UNI,3-0,3.0,43.0,11.0,88.0,0.364,38.0,8.0,6.0,39.0,0.0,0.0,18.0,0.0,60.0,0.0,UNI,3,14.333333333333334,3.6666666666666665,29.333333333333332,12.666666666666666,2.6666666666666665,2.0,13.0,0.0,6.0,0.0,20.0
09/04/2021,Creighton,0-3,3.0,38.0,13.0,127.0,0.197,32.0,1.0,5.0,61.0,3.0,1.0,12.0,3.0,46.0,1.0,Creighton,3,12.666666666666666,4.333333333333333,42.333333333333336,10.666666666666666,0.3333333333333333,1.6666666666666667,20.333333333333332,0.3333333333333333,4.0,1.0,15.333333333333334
09/04/2021,Southern California,3-0,3.0,45.0,11.0,100.0,0.34,40.0,6.0,3.0,45.0,2.0,1.0,8.0,0.0,56.0,1.0,Southern California,3,15.0,3.6666666666666665,33.333333333333336,13.333333333333334,2.0,1.0,15.0,0.3333333333333333,2.6666666666666665,0.0,18.666666666666668
09/10/2021,@ Wisconsin,1-3,4.0,43.0,24.0,143.0,0.133,43.0,6.0,10.0,53.0,6.0,0.0,12.0,5.0,55.0,1.0,Wisconsin,4,10.75,6.0,35.75,10.75,1.5,2.5,13.25,0.0,3.0,1.25,13.75
09/11/2021,@ Marquette,3-0,3.0,50.0,15.0,113.0,0.31,47.0,4.0,3.0,51.0,4.0,0.0,12.0,3.0,60.0,0.0,Marquette,3,16.666666666666668,5.0,37.666666666666664,15.666666666666666,1.3333333333333333,1.0,17.0,0.0,4.0,1.0,20.0
09/15/2021,@ Louisville,2-3,5.0,62.0,31.0,161.0,0.193,60.0,3.0,8.0,67.0,4.0,3.0,10.0,2.0,73.0,0.0,Louisville,5,12.4,6.2,32.2,12.0,0.6,1.6,13.4,0.6,2.0,0.4,14.6
09/19/2021,Stanford,3-2,5.0,71.0,23.0,158.0,0.304,65.0,5.0,6.0,57.0,7.0,1.0,10.0,0.0,82.0,0.0,Stanford,5,14.2,4.6,31.6,13.0,1.0,1.2,11.4,0.2,2.0,0.0,16.4
