date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,Gardner-Webb,3-0,3.0,38.0,10.0,72.0,0.389,33.0,6.0,3.0,28.0,7.0,1.0,6.0,1.0,48.0,1.0,Gardner-Webb,3,12.666666666666666,3.3333333333333335,24.0,11.0,2.0,1.0,9.333333333333334,0.3333333333333333,2.0,0.3333333333333333,16.0
08/28/2021,Alabama St.,3-0,3.0,45.0,12.0,95.0,0.347,41.0,9.0,5.0,42.0,6.0,0.0,4.0,0.0,56.0,1.0,Alabama St.,3,15.0,4.0,31.666666666666668,13.666666666666666,3.0,1.6666666666666667,14.0,0.0,1.3333333333333333,0.0,18.666666666666668
08/28/2021,Middle Tenn.,3-0,3.0,46.0,6.0,90.0,0.444,37.0,4.0,4.0,29.0,2.0,1.0,12.0,1.0,57.0,0.0,Middle Tenn.,3,15.333333333333334,2.0,30.0,12.333333333333334,1.3333333333333333,1.3333333333333333,9.666666666666666,0.3333333333333333,4.0,0.3333333333333333,19.0
08/31/2021,Chattanooga,3-0,3.0,49.0,17.0,123.0,0.26,46.0,2.0,3.0,65.0,1.0,1.0,2.0,0.0,53.0,1.0,Chattanooga,3,16.333333333333332,5.666666666666667,41.0,15.333333333333334,0.6666666666666666,1.0,21.666666666666668,0.3333333333333333,0.6666666666666666,0.0,17.666666666666668
09/03/2021,"Wyoming @ Charleston, SC",1-3,4.0,52.0,30.0,134.0,0.164,41.0,5.0,8.0,49.0,2.0,2.0,12.0,0.0,65.0,0.0,Wyoming,4,13.0,7.5,33.5,10.25,1.25,2.0,12.25,0.5,3.0,0.0,16.25
09/04/2021,@ Charleston So.,3-1,4.0,56.0,19.0,113.0,0.327,49.0,7.0,7.0,49.0,8.0,1.0,16.0,3.0,72.0,0.0,Charleston So.,4,14.0,4.75,28.25,12.25,1.75,1.75,12.25,0.25,4.0,0.75,18.0
09/07/2021,Alabama A&M,3-0,3.0,37.0,15.0,107.0,0.206,33.0,8.0,7.0,52.0,2.0,1.0,14.0,0.0,53.0,3.0,Alabama A&M,3,12.333333333333334,5.0,35.666666666666664,11.0,2.6666666666666665,2.3333333333333335,17.333333333333332,0.3333333333333333,4.666666666666667,0.0,17.666666666666668
09/10/2021,Nicholls,3-0,3.0,43.0,5.0,72.0,0.528,39.0,5.0,4.0,38.0,2.0,2.0,2.0,0.0,51.0,0.0,Nicholls,3,14.333333333333334,1.6666666666666667,24.0,13.0,1.6666666666666667,1.3333333333333333,12.666666666666666,0.6666666666666666,0.6666666666666666,0.0,17.0
09/10/2021,South Alabama,3-2,5.0,57.0,33.0,184.0,0.13,53.0,1.0,6.0,66.0,6.0,2.0,12.0,2.0,66.0,0.0,South Alabama,5,11.4,6.6,36.8,10.6,0.2,1.2,13.2,0.4,2.4,0.4,13.2
09/11/2021,Southern Miss.,3-1,4.0,53.0,29.0,164.0,0.146,49.0,8.0,2.0,55.0,6.0,0.0,16.0,1.0,69.0,0.0,Southern Miss.,4,13.25,7.25,41.0,12.25,2.0,0.5,13.75,0.0,4.0,0.25,17.25
09/17/2021,@ Purdue,0-3,3.0,32.0,28.0,115.0,0.035,30.0,5.0,2.0,48.0,3.0,0.0,4.0,0.0,39.0,1.0,Purdue,3,10.666666666666666,9.333333333333334,38.333333333333336,10.0,1.6666666666666667,0.6666666666666666,16.0,0.0,1.3333333333333333,0.0,13.0
09/17/2021,"Purdue Fort Wayne @ West Lafayette, Ind.",3-1,4.0,65.0,17.0,140.0,0.343,57.0,4.0,3.0,62.0,7.0,1.0,8.0,1.0,74.0,0.0,Purdue Fort Wayne,4,16.25,4.25,35.0,14.25,1.0,0.75,15.5,0.25,2.0,0.25,18.5
09/17/2021,"Tennessee @ West Lafayette, IN",0-3,3.0,39.0,15.0,107.0,0.224,34.0,2.0,4.0,41.0,2.0,0.0,2.0,0.0,42.0,0.0,Tennessee,3,13.0,5.0,35.666666666666664,11.333333333333334,0.6666666666666666,1.3333333333333333,13.666666666666666,0.0,0.6666666666666666,0.0,14.0
09/24/2021,Stetson,3-0,3.0,38.0,12.0,95.0,0.274,35.0,4.0,1.0,52.0,1.0,4.0,26.0,1.0,59.0,0.0,Stetson,3,12.666666666666666,4.0,31.666666666666668,11.666666666666666,1.3333333333333333,0.3333333333333333,17.333333333333332,1.3333333333333333,8.666666666666666,0.3333333333333333,19.666666666666668
09/25/2021,North Florida,2-3,5.0,60.0,26.0,153.0,0.222,57.0,4.0,9.0,59.0,6.0,1.0,22.0,0.0,76.0,1.0,North Florida,5,12.0,5.2,30.6,11.4,0.8,1.8,11.8,0.2,4.4,0.0,15.2
09/26/2021,Kennesaw St.,3-2,5.0,56.0,33.0,152.0,0.151,54.0,4.0,4.0,65.0,9.0,0.0,8.0,0.0,64.0,0.0,Kennesaw St.,5,11.2,6.6,30.4,10.8,0.8,0.8,13.0,0.0,1.6,0.0,12.8
10/01/2021,@ Eastern Ky.,3-0,3.0,49.0,11.0,103.0,0.369,45.0,3.0,3.0,54.0,5.0,2.0,4.0,1.0,56.0,0.0,Eastern Ky.,3,16.333333333333332,3.6666666666666665,34.333333333333336,15.0,1.0,1.0,18.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,18.666666666666668
10/02/2021,@ Bellarmine,3-0,3.0,41.0,10.0,81.0,0.383,37.0,6.0,6.0,33.0,0.0,2.0,4.0,0.0,51.0,2.0,Bellarmine,3,13.666666666666666,3.3333333333333335,27.0,12.333333333333334,2.0,2.0,11.0,0.6666666666666666,1.3333333333333333,0.0,17.0
10/08/2021,North Ala.,3-0,3.0,45.0,11.0,82.0,0.415,44.0,1.0,4.0,36.0,3.0,1.0,22.0,2.0,58.0,2.0,North Ala.,3,15.0,3.6666666666666665,27.333333333333332,14.666666666666666,0.3333333333333333,1.3333333333333333,12.0,0.3333333333333333,7.333333333333333,0.6666666666666666,19.333333333333332
10/15/2021,Lipscomb,3-0,3.0,53.0,15.0,106.0,0.358,50.0,2.0,3.0,46.0,0.0,0.0,8.0,0.0,59.0,1.0,Lipscomb,3,17.666666666666668,5.0,35.333333333333336,16.666666666666668,0.6666666666666666,1.0,15.333333333333334,0.0,2.6666666666666665,0.0,19.666666666666668
