date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"Saint Mary's (CA) @ Laramie, WY",0-3,3.0,20.0,18.0,74.0,0.027,19.0,1.0,4.0,25.0,5.0,1.0,8.0,1.0,26.0,3.0,Saint Mary's ,3,6.666666666666667,6.0,24.666666666666668,6.333333333333333,0.3333333333333333,1.3333333333333333,8.333333333333334,0.3333333333333333,2.6666666666666665,0.3333333333333333,8.666666666666666
08/27/2021,@ Wyoming,0-3,3.0,24.0,21.0,89.0,0.034,21.0,4.0,6.0,25.0,5.0,0.0,6.0,0.0,31.0,3.0,Wyoming,3,8.0,7.0,29.666666666666668,7.0,1.3333333333333333,2.0,8.333333333333334,0.0,2.0,0.0,10.333333333333334
08/28/2021,@ Wyoming,0-3,3.0,40.0,19.0,104.0,0.202,36.0,1.0,9.0,33.0,4.0,1.0,12.0,0.0,48.0,2.0,Wyoming,3,13.333333333333334,6.333333333333333,34.666666666666664,12.0,0.3333333333333333,3.0,11.0,0.3333333333333333,4.0,0.0,16.0
09/03/2021,"Providence @ Durham, NH",1-3,4.0,45.0,20.0,120.0,0.208,43.0,6.0,6.0,31.0,9.0,1.0,12.0,4.0,58.0,0.0,Providence,4,11.25,5.0,30.0,10.75,1.5,1.5,7.75,0.25,3.0,1.0,14.5
09/03/2021,@ New Hampshire,1-3,4.0,51.0,24.0,115.0,0.235,47.0,8.0,9.0,26.0,8.0,0.0,14.0,1.0,66.0,0.0,New Hampshire,4,12.75,6.0,28.75,11.75,2.0,2.25,6.5,0.0,3.5,0.25,16.5
09/04/2021,"FDU @ Durham, NH",0-3,3.0,31.0,17.0,91.0,0.154,27.0,2.0,5.0,31.0,11.0,0.0,10.0,2.0,38.0,0.0,FDU,3,10.333333333333334,5.666666666666667,30.333333333333332,9.0,0.6666666666666666,1.6666666666666667,10.333333333333334,0.0,3.3333333333333335,0.6666666666666666,12.666666666666666
09/10/2021,Saint Francis (PA),2-3,5.0,43.0,21.0,140.0,0.157,38.0,5.0,11.0,43.0,9.0,2.0,12.0,0.0,56.0,1.0,Saint Francis ,5,8.6,4.2,28.0,7.6,1.0,2.2,8.6,0.4,2.4,0.0,11.2
09/10/2021,Delaware St.,0-3,3.0,23.0,24.0,105.0,-0.01,21.0,2.0,6.0,41.0,11.0,0.0,8.0,0.0,29.0,0.0,Delaware St.,3,7.666666666666667,8.0,35.0,7.0,0.6666666666666666,2.0,13.666666666666666,0.0,2.6666666666666665,0.0,9.666666666666666
09/11/2021,Central Conn. St.,1-3,4.0,56.0,26.0,168.0,0.179,50.0,7.0,5.0,72.0,8.0,2.0,8.0,1.0,69.0,0.0,Central Conn. St.,4,14.0,6.5,42.0,12.5,1.75,1.25,18.0,0.5,2.0,0.25,17.25
09/15/2021,Binghamton,2-3,5.0,63.0,27.0,177.0,0.203,54.0,4.0,14.0,85.0,6.0,1.0,16.0,1.0,76.0,2.0,Binghamton,5,12.6,5.4,35.4,10.8,0.8,2.8,17.0,0.2,3.2,0.2,15.2
