date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,@ Syracuse,2-3,5.0,46.0,25.0,143.0,0.147,44.0,3.0,7.0,46.0,9.0,2.0,8.0,2.0,55.0,0.0,Syracuse,5,9.2,5.0,28.6,8.8,0.6,1.4,9.2,0.4,1.6,0.4,11.0
08/28/2021,"UAlbany @ Syracuse, NY",0-3,3.0,29.0,16.0,103.0,0.126,23.0,2.0,7.0,23.0,12.0,1.0,6.0,0.0,35.0,4.0,UAlbany,3,9.666666666666666,5.333333333333333,34.333333333333336,7.666666666666667,0.6666666666666666,2.3333333333333335,7.666666666666667,0.3333333333333333,2.0,0.0,11.666666666666666
08/28/2021,"UConn @ Syracuse, NY",3-2,5.0,51.0,21.0,151.0,0.199,43.0,6.0,8.0,62.0,13.0,3.0,8.0,1.0,64.0,3.0,UConn,5,10.2,4.2,30.2,8.6,1.2,1.6,12.4,0.6,1.6,0.2,12.8
09/03/2021,"Southern Miss. @ Tuscaloosa, Ala.",3-1,4.0,51.0,24.0,149.0,0.181,46.0,10.0,11.0,53.0,0.0,2.0,12.0,2.0,69.0,1.0,Southern Miss.,4,12.75,6.0,37.25,11.5,2.5,2.75,13.25,0.5,3.0,0.5,17.25
09/03/2021,@ Alabama,0-3,3.0,29.0,16.0,102.0,0.127,26.0,1.0,5.0,36.0,11.0,0.0,6.0,0.0,33.0,0.0,Alabama,3,9.666666666666666,5.333333333333333,34.0,8.666666666666666,0.3333333333333333,1.6666666666666667,12.0,0.0,2.0,0.0,11.0
09/04/2021,"Troy @ Tuscaloosa, Ala.",3-2,5.0,59.0,15.0,147.0,0.299,54.0,6.0,6.0,52.0,7.0,2.0,30.0,1.0,82.0,1.0,Troy,5,11.8,3.0,29.4,10.8,1.2,1.2,10.4,0.4,6.0,0.2,16.4
09/10/2021,Duquesne,3-0,3.0,39.0,11.0,102.0,0.275,35.0,11.0,10.0,51.0,0.0,2.0,14.0,0.0,59.0,0.0,Duquesne,3,13.0,3.6666666666666665,34.0,11.666666666666666,3.6666666666666665,3.3333333333333335,17.0,0.6666666666666666,4.666666666666667,0.0,19.666666666666668
09/11/2021,West Virginia,1-3,4.0,47.0,20.0,153.0,0.176,46.0,5.0,9.0,63.0,7.0,0.0,14.0,1.0,59.0,0.0,West Virginia,4,11.75,5.0,38.25,11.5,1.25,2.25,15.75,0.0,3.5,0.25,14.75
09/11/2021,Canisius,3-0,3.0,50.0,14.0,114.0,0.316,44.0,5.0,7.0,52.0,1.0,1.0,6.0,1.0,59.0,0.0,Canisius,3,16.666666666666668,4.666666666666667,38.0,14.666666666666666,1.6666666666666667,2.3333333333333335,17.333333333333332,0.3333333333333333,2.0,0.3333333333333333,19.666666666666668
09/17/2021,"Norfolk St. @ Norfolk, VA",3-1,4.0,60.0,25.0,162.0,0.216,57.0,9.0,9.0,80.0,0.0,2.0,6.0,2.0,74.0,5.0,Norfolk St.,4,15.0,6.25,40.5,14.25,2.25,2.25,20.0,0.5,1.5,0.5,18.5
