date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,@ Georgia St.,3-1,4.0,47.0,20.0,156.0,0.173,43.0,4.0,3.0,57.0,7.0,2.0,16.0,1.0,61.0,1.0,Georgia St.,4,11.75,5.0,39.0,10.75,1.0,0.75,14.25,0.5,4.0,0.25,15.25
08/27/2021,"Memphis @ Atlanta, GA",0-3,3.0,39.0,12.0,108.0,0.25,39.0,2.0,2.0,44.0,5.0,2.0,6.0,0.0,46.0,1.0,Memphis,3,13.0,4.0,36.0,13.0,0.6666666666666666,0.6666666666666666,14.666666666666666,0.6666666666666666,2.0,0.0,15.333333333333334
08/28/2021,"California Baptist @ Atlanta, GA",0-3,3.0,34.0,15.0,104.0,0.183,34.0,6.0,4.0,52.0,5.0,0.0,10.0,3.0,45.0,0.0,California Baptist,3,11.333333333333334,5.0,34.666666666666664,11.333333333333334,2.0,1.3333333333333333,17.333333333333332,0.0,3.3333333333333335,1.0,15.0
08/31/2021,@ Jacksonville St.,0-3,3.0,33.0,15.0,114.0,0.158,31.0,1.0,7.0,52.0,2.0,0.0,6.0,0.0,37.0,1.0,Jacksonville St.,3,11.0,5.0,38.0,10.333333333333334,0.3333333333333333,2.3333333333333335,17.333333333333332,0.0,2.0,0.0,12.333333333333334
09/03/2021,@ IUPUI,3-1,4.0,56.0,16.0,143.0,0.28,48.0,8.0,8.0,67.0,9.0,0.0,12.0,1.0,70.0,0.0,IUPUI,4,14.0,4.0,35.75,12.0,2.0,2.0,16.75,0.0,3.0,0.25,17.5
09/04/2021,"Toledo @ Indianapolis, IN",2-3,5.0,51.0,19.0,157.0,0.204,48.0,2.0,5.0,69.0,8.0,3.0,22.0,0.0,67.0,0.0,Toledo,5,10.2,3.8,31.4,9.6,0.4,1.0,13.8,0.6,4.4,0.0,13.4
09/04/2021,"Western Ill. @ Indianapolis, IN",3-2,5.0,64.0,25.0,185.0,0.211,55.0,5.0,5.0,91.0,9.0,3.0,14.0,3.0,79.0,0.0,Western Ill.,5,12.8,5.0,37.0,11.0,1.0,1.0,18.2,0.6,2.8,0.6,15.8
09/10/2021,Tennessee Tech,0-3,3.0,33.0,18.0,99.0,0.152,31.0,4.0,3.0,41.0,11.0,0.0,14.0,1.0,44.0,4.0,Tennessee Tech,3,11.0,6.0,33.0,10.333333333333334,1.3333333333333333,1.0,13.666666666666666,0.0,4.666666666666667,0.3333333333333333,14.666666666666666
09/11/2021,Virginia Tech,2-3,5.0,49.0,34.0,170.0,0.088,45.0,8.0,8.0,79.0,8.0,1.0,22.0,2.0,69.0,4.0,Virginia Tech,5,9.8,6.8,34.0,9.0,1.6,1.6,15.8,0.2,4.4,0.4,13.8
09/11/2021,Troy,1-3,4.0,36.0,27.0,137.0,0.066,33.0,3.0,3.0,59.0,11.0,1.0,18.0,3.0,49.0,2.0,Troy,4,9.0,6.75,34.25,8.25,0.75,0.75,14.75,0.25,4.5,0.75,12.25
09/17/2021,"Lamar University @ Hattiesburg, MS",3-0,3.0,37.0,13.0,105.0,0.229,32.0,6.0,7.0,45.0,4.0,1.0,12.0,1.0,50.0,1.0,Lamar University,3,12.333333333333334,4.333333333333333,35.0,10.666666666666666,2.0,2.3333333333333335,15.0,0.3333333333333333,4.0,0.3333333333333333,16.666666666666668
09/17/2021,"Eastern Ky. @ Hattiesburg, Miss.",2-3,5.0,57.0,28.0,174.0,0.167,52.0,5.0,8.0,65.0,5.0,0.0,18.0,0.0,71.0,0.0,Eastern Ky.,5,11.4,5.6,34.8,10.4,1.0,1.6,13.0,0.0,3.6,0.0,14.2
09/18/2021,@ Southern Miss.,1-3,4.0,40.0,21.0,146.0,0.13,35.0,5.0,6.0,65.0,8.0,1.0,15.0,2.0,53.5,0.0,Southern Miss.,4,10.0,5.25,36.5,8.75,1.25,1.5,16.25,0.25,3.75,0.5,13.375
09/24/2021,UNC Greensboro,0-3,3.0,41.0,16.0,121.0,0.207,38.0,4.0,8.0,60.0,5.0,2.0,6.0,2.0,50.0,2.0,UNC Greensboro,3,13.666666666666666,5.333333333333333,40.333333333333336,12.666666666666666,1.3333333333333333,2.6666666666666665,20.0,0.6666666666666666,2.0,0.6666666666666666,16.666666666666668
09/25/2021,Western Caro.,1-3,4.0,46.0,24.0,153.0,0.144,45.0,8.0,8.0,75.0,6.0,0.0,4.0,3.0,56.0,1.0,Western Caro.,4,11.5,6.0,38.25,11.25,2.0,2.0,18.75,0.0,1.0,0.75,14.0
10/01/2021,@ Furman,3-2,5.0,67.0,19.0,189.0,0.254,65.0,5.0,10.0,95.0,7.0,1.0,24.0,2.0,85.0,2.0,Furman,5,13.4,3.8,37.8,13.0,1.0,2.0,19.0,0.2,4.8,0.4,17.0
10/02/2021,@ The Citadel,0-3,3.0,25.0,19.0,99.0,0.061,21.0,4.0,6.0,48.0,4.0,1.0,6.0,4.0,33.0,4.0,The Citadel,3,8.333333333333334,6.333333333333333,33.0,7.0,1.3333333333333333,2.0,16.0,0.3333333333333333,2.0,1.3333333333333333,11.0
10/08/2021,Samford,3-2,5.0,57.0,25.0,181.0,0.177,51.0,7.0,4.0,97.0,8.0,2.0,12.0,0.0,72.0,0.0,Samford,5,11.4,5.0,36.2,10.2,1.4,0.8,19.4,0.4,2.4,0.0,14.4
10/09/2021,Mercer,0-3,3.0,27.0,21.0,107.0,0.056,25.0,2.0,8.0,54.0,8.0,2.0,14.0,2.0,38.0,0.0,Mercer,3,9.0,7.0,35.666666666666664,8.333333333333334,0.6666666666666666,2.6666666666666665,18.0,0.6666666666666666,4.666666666666667,0.6666666666666666,12.666666666666666
10/12/2021,@ ETSU,0-3,3.0,39.0,17.0,126.0,0.175,34.0,1.0,3.0,64.0,11.0,4.0,8.0,2.0,48.0,1.0,ETSU,3,13.0,5.666666666666667,42.0,11.333333333333334,0.3333333333333333,1.0,21.333333333333332,1.3333333333333333,2.6666666666666665,0.6666666666666666,16.0
10/15/2021,@ Wofford,0-3,3.0,33.0,16.0,122.0,0.139,31.0,4.0,7.0,60.0,3.0,2.0,0.0,0.0,39.0,4.0,Wofford,3,11.0,5.333333333333333,40.666666666666664,10.333333333333334,1.3333333333333333,2.3333333333333335,20.0,0.6666666666666666,0.0,0.0,13.0
10/21/2021,@ Western Caro.,1-3,4.0,52.0,22.0,180.0,0.167,49.0,8.0,10.0,77.0,3.0,3.0,2.0,2.0,64.0,1.0,Western Caro.,4,13.0,5.5,45.0,12.25,2.0,2.5,19.25,0.75,0.5,0.5,16.0
10/22/2021,@ UNC Greensboro,1-3,4.0,43.0,28.0,144.0,0.104,39.0,2.0,2.0,52.0,3.0,3.0,10.0,2.0,53.0,1.0,UNC Greensboro,4,10.75,7.0,36.0,9.75,0.5,0.5,13.0,0.75,2.5,0.5,13.25
10/28/2021,Furman,3-0,3.0,42.0,7.0,117.0,0.299,38.0,3.0,4.0,64.0,3.0,1.0,12.0,1.0,52.0,1.0,Furman,3,14.0,2.3333333333333335,39.0,12.666666666666666,1.0,1.3333333333333333,21.333333333333332,0.3333333333333333,4.0,0.3333333333333333,17.333333333333332
10/29/2021,The Citadel,3-1,4.0,50.0,14.0,138.0,0.261,46.0,3.0,5.0,68.0,3.0,1.0,10.0,1.0,59.0,0.0,The Citadel,4,12.5,3.5,34.5,11.5,0.75,1.25,17.0,0.25,2.5,0.25,14.75
11/05/2021,@ Mercer,3-2,5.0,56.0,23.0,180.0,0.183,52.0,6.0,6.0,84.0,5.0,2.0,12.0,1.0,70.0,0.0,Mercer,5,11.2,4.6,36.0,10.4,1.2,1.2,16.8,0.4,2.4,0.2,14.0
11/06/2021,@ Samford,0-3,3.0,34.0,10.0,114.0,0.211,31.0,1.0,6.0,49.0,10.0,1.0,8.0,1.0,40.0,1.0,Samford,3,11.333333333333334,3.3333333333333335,38.0,10.333333333333334,0.3333333333333333,2.0,16.333333333333332,0.3333333333333333,2.6666666666666665,0.3333333333333333,13.333333333333334
