date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set,rolling_kills/set_3,rolling_kills/set_total,rolling_errors/set_3,rolling_errors/set_total,rolling_total_attacks/set_3,rolling_total_attacks/set_total,rolling_hit_pct_3,rolling_hit_pct_total,rolling_assists/set_3,rolling_assists/set_total,rolling_aces/set_3,rolling_aces/set_total,rolling_serr/set_3,rolling_serr/set_total,rolling_digs/set_3,rolling_digs/set_total,rolling_b_solo/set_3,rolling_b_solo/set_total,rolling_b_assist/set_3,rolling_b_assist/set_total,rolling_b_error/set_3,rolling_b_error/set_total,rolling_pts/set_3,rolling_pts/set_total
08/27/2021,@ Idaho St.,3-1,4.0,60.0,26.0,148.0,0.23,53.0,3.0,11.0,62.0,4.0,4.0,10.0,0.0,72.0,0.0,Idaho St.,4,15.0,6.5,37.0,13.25,0.75,2.75,15.5,1.0,2.5,0.0,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
08/27/2021,"UTEP @ Pocatello, ID",2-3,5.0,65.0,22.0,154.0,0.279,61.0,1.0,8.0,63.0,7.0,3.0,10.0,0.0,74.0,0.0,UTEP,5,13.0,4.4,30.8,12.2,0.2,1.6,12.6,0.6,2.0,0.0,14.8,,7.5,,3.25,,18.5,,0.115,,6.625,,0.375,,1.375,,7.75,,0.5,,1.25,,0.0,,9.0
08/28/2021,"Seattle U @ Pocatello, Idaho",3-0,3.0,40.0,7.0,92.0,0.359,36.0,5.0,8.0,29.0,3.0,1.0,17.0,0.0,54.5,0.0,Seattle U,3,13.333333333333334,2.333333333333333,30.666666666666668,12.0,1.6666666666666667,2.6666666666666665,9.666666666666666,0.3333333333333333,5.666666666666667,0.0,18.166666666666668,,9.333333333333334,,3.6333333333333333,,22.599999999999998,,0.16966666666666666,,8.483333333333333,,0.31666666666666665,,1.45,,9.366666666666667,,0.5333333333333333,,1.5,,0.0,,10.933333333333332
09/03/2021,George Mason,3-0,3.0,45.0,9.0,85.0,0.424,41.0,4.0,8.0,38.0,4.0,0.0,17.0,0.0,57.5,0.0,George Mason,3,15.0,3.0,28.33333333333333,13.666666666666666,1.3333333333333333,2.6666666666666665,12.666666666666666,0.0,5.666666666666667,0.0,19.166666666666668,13.777777777777779,10.333333333333334,4.411111111111111,3.3083333333333336,32.82222222222222,24.616666666666667,0.28933333333333333,0.217,12.483333333333334,9.3625,0.8722222222222222,0.6541666666666667,2.338888888888889,1.7541666666666664,12.588888888888889,9.441666666666666,0.6444444444444445,0.48333333333333334,3.3888888888888893,2.541666666666667,0.0,0.0,16.98888888888889,12.741666666666667
09/03/2021,Boise St.,1-3,4.0,46.0,22.0,131.0,0.183,45.0,5.0,8.0,49.0,12.0,2.0,10.0,1.0,58.0,0.0,Boise St.,4,11.5,5.5,32.75,11.25,1.25,2.0,12.25,0.5,2.5,0.25,14.5,13.777777777777779,11.266666666666667,3.244444444444445,3.246666666666667,29.933333333333334,25.36,0.35400000000000004,0.2584,12.622222222222222,10.223333333333333,1.0666666666666667,0.79,2.3111111111111113,1.9366666666666663,11.644444444444444,10.086666666666666,0.3111111111111111,0.38666666666666666,4.444444444444445,3.166666666666667,0.0,0.0,17.37777777777778,14.026666666666667
09/04/2021,Southern Utah,3-0,3.0,51.0,14.0,109.0,0.339,46.0,6.0,5.0,46.0,3.0,1.0,14.0,1.0,65.0,2.0,Southern Utah,3,17.0,4.666666666666667,36.333333333333336,15.333333333333334,2.0,1.6666666666666667,15.333333333333334,0.3333333333333333,4.666666666666667,0.3333333333333333,21.666666666666668,13.277777777777779,11.305555555555557,3.6111111111111107,3.6222222222222222,30.583333333333332,26.59166666666667,0.322,0.24583333333333335,12.305555555555555,10.394444444444444,1.4166666666666667,0.8666666666666667,2.4444444444444446,1.947222222222222,11.527777777777777,10.447222222222221,0.27777777777777773,0.4055555555555556,4.611111111111112,3.055555555555556,0.08333333333333333,0.041666666666666664,17.277777777777782,14.105555555555556
09/10/2021,"Fairfield @ Fairfield, Conn. (at SHU)",0-3,3.0,23.0,22.0,94.0,0.011,22.0,4.0,7.0,28.0,4.0,2.0,2.0,0.0,30.0,0.0,Fairfield,3,7.666666666666667,7.333333333333333,31.33333333333333,7.333333333333333,1.3333333333333333,2.333333333333333,9.333333333333334,0.6666666666666666,0.6666666666666666,0.0,10.0,14.5,12.11904761904762,4.388888888888889,3.771428571428572,32.47222222222222,27.983333333333338,0.3153333333333333,0.2591428571428572,13.416666666666666,11.1,1.5277777777777777,1.0285714285714287,2.111111111111111,1.9071428571428568,13.416666666666666,11.145238095238096,0.27777777777777773,0.3952380952380953,4.277777777777779,3.285714285714286,0.19444444444444442,0.08333333333333333,18.444444444444446,15.185714285714287
09/11/2021,@ Sacred Heart,3-0,3.0,47.0,13.0,92.0,0.37,43.0,8.0,6.0,35.0,1.0,4.0,14.0,0.0,66.0,0.0,Sacred Heart,3,15.666666666666666,4.333333333333333,30.666666666666668,14.333333333333334,2.6666666666666665,2.0,11.666666666666666,1.3333333333333333,4.666666666666667,0.0,22.0,12.055555555555555,11.562500000000002,5.833333333333333,4.216666666666667,33.47222222222222,28.402083333333337,0.17766666666666667,0.228125,11.305555555555557,10.629166666666666,1.527777777777778,1.0666666666666667,2.0,1.9604166666666663,12.305555555555557,10.91875,0.5,0.4291666666666667,2.611111111111111,2.958333333333334,0.19444444444444442,0.07291666666666666,15.388888888888891,14.537500000000001
09/11/2021,"Lafayette @ Fairfield, CT",3-1,4.0,51.0,19.0,120.0,0.267,47.0,5.0,6.0,42.0,5.0,4.0,20.0,0.0,70.0,2.0,Lafayette,4,12.75,4.75,30.0,11.75,1.25,1.5,10.5,1.0,5.0,0.0,17.5,13.444444444444443,12.01851851851852,5.4444444444444455,4.22962962962963,32.77777777777778,28.65370370370371,0.24,0.24388888888888888,12.333333333333334,11.04074074074074,2.0,1.2444444444444445,2.0,1.9648148148148143,12.111111111111112,11.001851851851852,0.7777777777777777,0.5296296296296297,3.3333333333333335,3.148148148148149,0.1111111111111111,0.06481481481481481,17.88888888888889,15.366666666666667
09/18/2021,California Baptist,3-0,3.0,52.0,12.0,129.0,0.31,50.0,2.0,7.0,65.0,5.0,0.0,16.0,1.0,62.0,2.0,California Baptist,3,17.333333333333332,4.0,43.0,16.666666666666668,0.6666666666666666,2.333333333333333,21.666666666666668,0.0,5.333333333333333,0.3333333333333333,20.666666666666668,12.027777777777777,12.091666666666669,5.472222222222221,4.281666666666667,30.666666666666668,28.788333333333338,0.216,0.24619999999999997,11.138888888888891,11.111666666666666,1.75,1.2449999999999999,1.944444444444444,1.918333333333333,10.5,10.951666666666666,1.0,0.5766666666666667,3.4444444444444446,3.3333333333333344,0.0,0.05833333333333333,16.5,15.580000000000002
09/24/2021,@ CSUN,3-1,4.0,53.0,21.0,140.0,0.229,48.0,3.0,9.0,54.0,4.0,5.0,4.0,2.0,63.0,1.0,CSUN,4,13.25,5.25,35.0,12.0,0.75,2.25,13.5,1.25,1.0,0.5,15.75,15.25,12.56818181818182,4.361111111111112,4.256060606060607,34.55555555555556,30.080303030303035,0.3156666666666667,0.252,14.25,11.616666666666667,1.527777777777778,1.1924242424242424,1.944444444444444,1.9560606060606056,14.611111111111109,11.925757575757576,0.7777777777777777,0.5242424242424243,5.0,3.515151515151516,0.1111111111111111,0.08333333333333331,20.055555555555554,16.042424242424243
09/25/2021,@ UC Santa Barbara,0-3,3.0,25.0,17.0,103.0,0.078,23.0,1.0,1.0,40.0,4.0,2.0,6.0,2.0,31.0,1.0,UC Santa Barbara,3,8.333333333333334,5.666666666666667,34.333333333333336,7.666666666666667,0.3333333333333333,0.3333333333333333,13.333333333333334,0.6666666666666666,2.0,0.6666666666666666,10.333333333333334,14.444444444444443,12.625000000000002,4.666666666666667,4.3388888888888895,36.0,30.49027777777778,0.26866666666666666,0.2500833333333333,13.472222222222223,11.64861111111111,0.8888888888888888,1.1555555555555554,2.0277777777777772,1.9805555555555552,15.222222222222223,12.056944444444445,0.75,0.5847222222222223,3.7777777777777772,3.3055555555555567,0.27777777777777773,0.11805555555555554,17.972222222222225,16.018055555555556
10/01/2021,UC Davis,3-1,4.0,61.0,21.0,147.0,0.272,58.0,4.0,3.0,61.0,7.0,0.0,22.0,1.0,76.0,3.0,UC Davis,4,15.25,5.25,36.75,14.5,1.0,0.75,15.25,0.0,5.5,0.25,19.0,12.972222222222221,12.294871794871797,4.972222222222222,4.441025641025641,37.44444444444445,30.78589743589744,0.20566666666666666,0.23684615384615382,12.111111111111112,11.342307692307692,0.5833333333333334,1.0923076923076922,1.6388888888888886,1.8538461538461535,16.166666666666668,12.155128205128205,0.6388888888888888,0.591025641025641,2.7777777777777772,3.205128205128206,0.5,0.16025641025641024,15.583333333333336,15.580769230769231
10/02/2021,UC Riverside,3-1,4.0,52.0,19.0,135.0,0.244,48.0,9.0,7.0,62.0,13.0,0.0,14.0,2.0,68.0,1.0,UC Riverside,4,13.0,4.75,33.75,12.0,2.25,1.75,15.5,0.0,3.5,0.5,17.0,12.277777777777779,12.505952380952383,5.388888888888889,4.498809523809524,35.361111111111114,31.211904761904766,0.19299999999999998,0.23935714285714285,11.388888888888891,11.567857142857141,0.6944444444444445,1.0857142857142856,1.111111111111111,1.7749999999999997,14.027777777777779,12.376190476190477,0.6388888888888888,0.5488095238095239,2.8333333333333335,3.36904761904762,0.47222222222222227,0.16666666666666666,15.027777777777779,15.825000000000001
10/05/2021,@ UC San Diego,3-2,5.0,54.0,24.0,151.0,0.199,52.0,8.0,6.0,61.0,6.0,1.0,18.0,1.0,72.0,1.0,UC San Diego,5,10.8,4.8,30.2,10.4,1.6,1.2,12.2,0.2,3.6,0.2,14.4,12.194444444444445,12.538888888888891,5.222222222222222,4.515555555555555,34.94444444444445,31.381111111111114,0.19800000000000004,0.23966666666666664,11.388888888888891,11.596666666666666,1.1944444444444444,1.1633333333333333,0.9444444444444443,1.773333333333333,14.694444444444445,12.584444444444445,0.2222222222222222,0.5122222222222222,3.6666666666666665,3.3777777777777787,0.47222222222222227,0.18888888888888886,15.444444444444445,15.903333333333334
10/09/2021,Hawaii,1-3,4.0,42.0,25.0,136.0,0.125,40.0,4.0,8.0,48.0,5.0,0.0,23.0,0.0,57.5,2.0,Hawaii,4,10.5,6.25,34.0,10.0,1.0,2.0,12.0,0.0,5.75,0.0,14.375,13.016666666666666,12.430208333333336,4.933333333333333,4.533333333333333,33.56666666666666,31.307291666666668,0.2383333333333333,0.23712499999999997,12.299999999999999,11.521875,1.6166666666666665,1.190625,1.2333333333333332,1.7374999999999996,14.316666666666665,12.560416666666667,0.06666666666666667,0.49270833333333336,4.2,3.3916666666666675,0.3166666666666667,0.18958333333333333,16.8,15.809375000000001
10/15/2021,@ Cal St. Fullerton,0-3,3.0,39.0,18.0,113.0,0.186,37.0,0.0,5.0,39.0,2.0,0.0,6.0,1.0,42.0,0.0,Cal St. Fullerton,3,13.0,6.0,37.66666666666666,12.333333333333334,0.0,1.6666666666666667,13.0,0.0,2.0,0.3333333333333333,14.0,11.433333333333332,12.31666666666667,5.266666666666667,4.634313725490196,32.65,31.465686274509807,0.18933333333333335,0.23052941176470587,10.799999999999999,11.43235294117647,1.6166666666666665,1.1794117647058824,1.6499999999999997,1.7529411764705878,13.233333333333333,12.527450980392157,0.06666666666666667,0.46372549019607845,4.283333333333333,3.530392156862746,0.2333333333333334,0.1784313725490196,15.258333333333333,15.725000000000003
10/16/2021,Long Beach St.,3-2,5.0,60.0,28.0,173.0,0.185,54.0,8.0,7.0,59.0,3.0,0.0,24.0,5.0,80.0,2.0,Long Beach St.,5,12.0,5.6,34.6,10.8,1.6,1.4,11.8,0.0,4.8,1.0,16.0,11.433333333333332,12.354629629629633,5.683333333333334,4.7101851851851855,33.95555555555555,31.810185185185187,0.17,0.22805555555555554,10.911111111111111,11.482407407407408,0.8666666666666667,1.113888888888889,1.622222222222222,1.7481481481481478,12.399999999999999,12.553703703703704,0.06666666666666667,0.437962962962963,3.783333333333333,3.4453703703703713,0.1777777777777778,0.18703703703703703,14.258333333333333,15.62916666666667
10/22/2021,@ CSU Bakersfield,2-3,5.0,67.0,27.0,161.0,0.248,63.0,8.0,9.0,66.0,11.0,1.0,12.0,1.0,82.0,0.0,CSU Bakersfield,5,13.4,5.4,32.2,12.6,1.6,1.8,13.2,0.2,2.4,0.2,16.4,11.833333333333334,12.335964912280705,5.95,4.757017543859649,35.42222222222222,31.957017543859653,0.16533333333333333,0.22578947368421048,11.044444444444446,11.446491228070176,0.8666666666666667,1.1394736842105264,1.6888888888888889,1.7298245614035084,12.266666666666667,12.514035087719298,0.0,0.4149122807017544,4.183333333333334,3.516666666666667,0.4444444444444445,0.2298245614035088,14.791666666666666,15.648684210526318
10/23/2021,@ Cal Poly,3-0,3.0,54.0,15.0,113.0,0.345,52.0,2.0,6.0,53.0,5.0,3.0,12.0,2.0,65.0,2.0,Cal Poly,3,18.0,5.0,37.66666666666666,17.333333333333332,0.6666666666666666,2.0,17.666666666666668,1.0,4.0,0.6666666666666666,21.666666666666668,12.800000000000002,12.38916666666667,5.666666666666667,4.789166666666667,34.822222222222216,31.969166666666673,0.20633333333333334,0.22689999999999996,11.911111111111111,11.504166666666666,1.0666666666666667,1.1625,1.622222222222222,1.733333333333333,12.666666666666666,12.548333333333334,0.06666666666666667,0.4041666666666667,3.0666666666666664,3.4608333333333343,0.5111111111111112,0.22833333333333336,15.466666666666667,15.686250000000001
