date,opponent/venue,result,sets,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,rerr,b_solo,b_assist,b_error,pts,bhe,opponent,sets_from_result,kills/set,errors/set,total_attacks/set,assists/set,aces/set,serr/set,digs/set,b_solo/set,b_assist/set,b_error/set,pts/set
08/27/2021,"Western Ky. @ Notre Dame, IN",0-3,3.0,39.0,16.0,121.0,0.19,37.0,1.0,9.0,61.0,4.0,1.0,6.0,0.0,44.0,2.0,Western Ky.,3,13.0,5.333333333333333,40.333333333333336,12.333333333333334,0.3333333333333333,3.0,20.333333333333332,0.3333333333333333,2.0,0.0,14.666666666666666
08/27/2021,"Loyola Chicago @ Notre Dame, IN",1-3,4.0,59.0,20.0,152.0,0.257,52.0,1.0,7.0,69.0,5.0,0.0,12.0,1.0,66.0,2.0,Loyola Chicago,4,14.75,5.0,38.0,13.0,0.25,1.75,17.25,0.0,3.0,0.25,16.5
08/28/2021,@ Notre Dame,2-3,5.0,53.0,19.0,162.0,0.21,49.0,4.0,8.0,68.0,9.0,3.0,12.0,1.0,66.0,0.0,Notre Dame,5,10.6,3.8,32.4,9.8,0.8,1.6,13.6,0.6,2.4,0.2,13.2
09/03/2021,Bradley,3-2,5.0,59.0,30.0,193.0,0.15,57.0,7.0,9.0,91.0,4.0,2.0,10.0,1.0,73.0,0.0,Bradley,5,11.8,6.0,38.6,11.4,1.4,1.8,18.2,0.4,2.0,0.2,14.6
09/05/2021,Eastern Mich.,3-0,3.0,48.0,15.0,112.0,0.295,45.0,7.0,4.0,56.0,3.0,1.0,4.0,0.0,58.0,0.0,Eastern Mich.,3,16.0,5.0,37.333333333333336,15.0,2.3333333333333335,1.3333333333333333,18.666666666666668,0.3333333333333333,1.3333333333333333,0.0,19.333333333333332
09/10/2021,"Penn @ Chicago, IL",3-0,3.0,45.0,8.0,86.0,0.43,35.0,6.0,7.0,25.0,2.0,3.0,16.0,0.0,62.0,0.0,Penn,3,15.0,2.6666666666666665,28.666666666666668,11.666666666666666,2.0,2.3333333333333335,8.333333333333334,1.0,5.333333333333333,0.0,20.666666666666668
09/11/2021,"Akron @ Chicago, IL",3-0,3.0,41.0,5.0,90.0,0.4,34.0,4.0,4.0,40.0,8.0,4.0,18.0,3.0,58.0,1.0,Akron,3,13.666666666666666,1.6666666666666667,30.0,11.333333333333334,1.3333333333333333,1.3333333333333333,13.333333333333334,1.3333333333333333,6.0,1.0,19.333333333333332
09/11/2021,@ DePaul,3-1,4.0,55.0,11.0,133.0,0.331,45.0,6.0,11.0,56.0,4.0,0.0,16.0,1.0,69.0,2.0,DePaul,4,13.75,2.75,33.25,11.25,1.5,2.75,14.0,0.0,4.0,0.25,17.25
09/17/2021,"Central Mich. @ East Lansing, MI",3-2,5.0,58.0,29.0,181.0,0.16,55.0,6.0,8.0,88.0,4.0,4.0,18.0,3.0,77.0,2.0,Central Mich.,5,11.6,5.8,36.2,11.0,1.2,1.6,17.6,0.8,3.6,0.6,15.4
09/17/2021,@ Michigan St.,0-3,3.0,30.0,16.0,87.0,0.161,27.0,0.0,6.0,34.0,4.0,1.0,10.0,1.0,36.0,1.0,Michigan St.,3,10.0,5.333333333333333,29.0,9.0,0.0,2.0,11.333333333333334,0.3333333333333333,3.3333333333333335,0.3333333333333333,12.0
09/19/2021,@ Bowling Green,0-3,3.0,21.0,20.0,82.0,0.012,20.0,5.0,2.0,30.0,5.0,1.0,10.0,3.0,32.0,2.0,Bowling Green,3,7.0,6.666666666666667,27.333333333333332,6.666666666666667,1.6666666666666667,0.6666666666666666,10.0,0.3333333333333333,3.3333333333333335,1.0,10.666666666666666
09/24/2021,@ Youngstown St.,3-0,3.0,43.0,15.0,121.0,0.231,42.0,5.0,6.0,77.0,5.0,0.0,14.0,2.0,55.0,2.0,Youngstown St.,3,14.333333333333334,5.0,40.333333333333336,14.0,1.6666666666666667,2.0,25.666666666666668,0.0,4.666666666666667,0.6666666666666666,18.333333333333332
09/25/2021,@ Robert Morris,3-0,3.0,49.0,12.0,108.0,0.343,40.0,5.0,11.0,53.0,4.0,0.0,16.0,4.0,62.0,1.0,Robert Morris,3,16.333333333333332,4.0,36.0,13.333333333333334,1.6666666666666667,3.6666666666666665,17.666666666666668,0.0,5.333333333333333,1.3333333333333333,20.666666666666668
09/28/2021,Purdue Fort Wayne,3-2,5.0,61.0,29.0,198.0,0.162,53.0,7.0,3.0,85.0,4.0,1.0,16.0,1.0,77.0,0.0,Purdue Fort Wayne,5,12.2,5.8,39.6,10.6,1.4,0.6,17.0,0.2,3.2,0.2,15.4
10/01/2021,@ Cleveland St.,0-3,3.0,29.0,14.0,104.0,0.144,26.0,1.0,9.0,38.0,9.0,1.0,14.0,1.0,38.0,0.0,Cleveland St.,3,9.666666666666666,4.666666666666667,34.666666666666664,8.666666666666666,0.3333333333333333,3.0,12.666666666666666,0.3333333333333333,4.666666666666667,0.3333333333333333,12.666666666666666
10/07/2021,Milwaukee,0-3,3.0,30.0,15.0,114.0,0.132,30.0,3.0,5.0,50.0,2.0,0.0,18.0,0.0,42.0,0.0,Milwaukee,3,10.0,5.0,38.0,10.0,1.0,1.6666666666666667,16.666666666666668,0.0,6.0,0.0,14.0
10/08/2021,UIC,3-1,4.0,51.0,19.0,129.0,0.248,47.0,3.0,2.0,51.0,7.0,2.0,12.0,1.0,62.0,0.0,UIC,4,12.75,4.75,32.25,11.75,0.75,0.5,12.75,0.5,3.0,0.25,15.5
10/10/2021,Green Bay,3-2,5.0,58.0,13.0,135.0,0.333,54.0,7.0,6.0,65.0,7.0,1.0,10.0,1.0,71.0,0.0,Green Bay,5,11.6,2.6,27.0,10.8,1.4,1.2,13.0,0.2,2.0,0.2,14.2
10/12/2021,@ IUPUI,3-1,4.0,49.0,26.0,144.0,0.16,45.0,9.0,4.0,64.0,7.0,0.0,16.0,0.0,66.0,5.0,IUPUI,4,12.25,6.5,36.0,11.25,2.25,1.0,16.0,0.0,4.0,0.0,16.5
